btc_datetime,eth_datetime,direction,lag_min,btc_close,eth_close
2025-05-28 13:05:00,2025-05-28 12:55:00,UP,-10.0,107755.23,2640.56
2025-05-28 14:55:00,2025-05-28 14:50:00,DOWN,-5.0,107476.55,2637.41
2025-05-30 12:05:00,2025-05-30 12:15:00,DOWN,10.0,105503.79,2587.31
2025-05-30 14:25:00,2025-05-30 14:25:00,UP,0.0,104723.47,2573.88
2025-05-31 12:55:00,2025-05-31 13:00:00,DOWN,5.0,104490.57,2536.16
2025-05-31 14:20:00,2025-05-31 14:30:00,UP,10.0,104577.25,2539.90
2025-06-01 14:10:00,2025-06-01 14:10:00,DOWN,0.0,105004.00,2529.60
2025-06-01 15:25:00,2025-06-01 15:55:00,UP,30.0,105019.03,2526.38
2025-06-02 15:15:00,2025-06-02 14:55:00,DOWN,-20.0,104320.24,2544.47
2025-06-03 12:45:00,2025-06-03 11:50:00,DOWN,-55.0,106101.03,2622.80
2025-06-03 15:00:00,2025-06-03 15:00:00,UP,0.0,106087.97,2622.77
2025-06-04 13:35:00,2025-06-04 13:25:00,DOWN,-10.0,105121.00,2642.42
2025-06-06 13:05:00,2025-06-06 12:40:00,DOWN,-25.0,104541.85,2503.89
2025-06-07 12:30:00,2025-06-07 12:45:00,DOWN,15.0,105415.60,2513.00
2025-06-07 13:25:00,2025-06-07 14:15:00,UP,50.0,105524.73,2518.70
2025-06-10 12:00:00,2025-06-10 12:10:00,UP,10.0,109172.71,2745.54
2025-06-10 12:40:00,2025-06-10 12:55:00,DOWN,15.0,108900.29,2730.81
2025-06-10 14:30:00,2025-06-10 13:00:00,UP,-90.0,108876.15,2738.64
2025-06-12 12:20:00,2025-06-12 13:10:00,UP,50.0,107539.36,2750.06
2025-06-12 14:40:00,2025-06-12 14:20:00,DOWN,-20.0,107581.22,2738.50
2025-06-13 13:15:00,2025-06-13 13:15:00,DOWN,0.0,105198.93,2544.34
2025-06-14 14:05:00,2025-06-14 14:05:00,UP,0.0,104871.08,2518.69
2025-06-14 14:30:00,2025-06-14 14:25:00,DOWN,-5.0,104478.90,2503.98
2025-06-14 14:55:00,2025-06-14 15:15:00,UP,20.0,104892.81,2517.49
2025-06-15 12:15:00,2025-06-15 12:15:00,DOWN,0.0,105441.18,2539.83
2025-06-15 13:35:00,2025-06-15 12:40:00,UP,-55.0,105694.86,2551.30
2025-06-15 14:20:00,2025-06-15 14:15:00,DOWN,-5.0,105472.00,2541.37
2025-06-17 14:45:00,2025-06-17 14:55:00,UP,10.0,104113.90,2497.27
2025-06-18 12:15:00,2025-06-18 12:15:00,DOWN,0.0,104446.32,2498.18
2025-06-18 14:35:00,2025-06-18 14:30:00,UP,-5.0,104365.22,2505.50
2025-06-18 14:50:00,2025-06-18 14:50:00,DOWN,0.0,103941.07,2481.95
2025-06-19 13:35:00,2025-06-19 13:35:00,UP,0.0,104663.00,2515.60
2025-06-19 15:05:00,2025-06-19 14:55:00,DOWN,-10.0,104285.82,2504.79
2025-06-21 12:20:00,2025-06-21 12:20:00,UP,0.0,103633.40,2426.10
2025-06-21 12:40:00,2025-06-21 12:40:00,DOWN,0.0,103467.51,2417.13
2025-06-22 13:00:00,2025-06-22 12:50:00,UP,-10.0,99629.99,2190.10
2025-06-22 14:30:00,2025-06-22 14:15:00,DOWN,-15.0,99361.45,2187.93
2025-06-23 13:20:00,2025-06-23 13:25:00,UP,5.0,101489.40,2275.10
2025-06-24 14:40:00,2025-06-24 14:15:00,DOWN,-25.0,105713.90,2439.39
2025-06-25 13:20:00,2025-06-25 13:15:00,UP,-5.0,107511.77,2419.98
2025-06-25 13:40:00,2025-06-25 14:45:00,DOWN,65.0,107001.92,2415.79
2025-06-25 14:00:00,2025-06-25 14:55:00,UP,55.0,107383.40,2418.40
2025-06-26 13:00:00,2025-06-26 14:20:00,UP,80.0,107399.00,2429.69
2025-06-27 13:30:00,2025-06-27 13:05:00,DOWN,-25.0,107049.40,2423.34
2025-06-27 15:50:00,2025-06-27 15:40:00,UP,-10.0,107005.81,2409.39
2025-06-28 14:35:00,2025-06-28 14:40:00,DOWN,5.0,107306.66,2434.89
2025-06-29 14:30:00,2025-06-29 14:25:00,UP,-5.0,107611.14,2441.41
2025-06-29 15:20:00,2025-06-29 15:05:00,DOWN,-15.0,107526.39,2435.14
2025-06-30 11:45:00,2025-06-30 11:40:00,UP,-5.0,107711.04,2463.44
2025-07-01 12:50:00,2025-07-01 12:30:00,UP,-20.0,106156.67,2431.23
2025-07-01 12:55:00,2025-07-01 12:55:00,DOWN,0.0,106082.56,2424.58
2025-07-01 13:20:00,2025-07-01 13:25:00,UP,5.0,106275.43,2426.74
2025-07-01 14:15:00,2025-07-01 14:20:00,DOWN,5.0,106007.11,2423.23
2025-07-03 13:10:00,2025-07-03 14:00:00,UP,50.0,109559.49,2583.89
2025-07-04 13:05:00,2025-07-04 13:50:00,UP,45.0,107789.29,2496.15
2025-07-04 14:25:00,2025-07-04 14:05:00,DOWN,-20.0,107635.71,2490.34
2025-07-05 13:50:00,2025-07-05 15:40:00,UP,110.0,108090.08,2502.59
2025-07-06 12:10:00,2025-07-06 12:10:00,DOWN,0.0,108747.61,2551.28
2025-07-07 12:15:00,2025-07-07 13:50:00,DOWN,95.0,108204.98,2531.09
2025-07-07 15:05:00,2025-07-07 14:55:00,UP,-10.0,108041.75,2544.24
2025-07-08 13:00:00,2025-07-08 12:25:00,UP,-35.0,108595.00,2576.37
2025-07-08 15:35:00,2025-07-08 15:35:00,DOWN,0.0,108773.81,2605.02
2025-07-09 12:10:00,2025-07-09 11:50:00,UP,-20.0,109139.41,2653.50
2025-07-11 13:05:00,2025-07-11 13:10:00,UP,5.0,117688.01,2979.69
2025-07-12 13:15:00,2025-07-12 12:30:00,UP,-45.0,117371.55,2929.68
2025-07-13 11:40:00,2025-07-13 11:40:00,DOWN,0.0,118584.01,2990.58
2025-07-13 12:15:00,2025-07-13 12:05:00,UP,-10.0,118860.00,2997.06
2025-07-13 12:50:00,2025-07-13 12:10:00,DOWN,-40.0,118582.01,2988.83
2025-07-13 13:45:00,2025-07-13 13:40:00,UP,-5.0,118758.00,2993.16
2025-07-14 13:05:00,2025-07-14 12:55:00,UP,-10.0,120526.03,3025.54
2025-07-14 13:35:00,2025-07-14 13:15:00,DOWN,-20.0,119905.73,3019.35
2025-07-15 12:30:00,2025-07-15 11:50:00,UP,-40.0,117100.00,3043.34
2025-07-15 14:20:00,2025-07-15 14:55:00,DOWN,35.0,117077.71,3065.41
2025-07-17 12:35:00,2025-07-17 12:10:00,DOWN,-25.0,118453.64,3406.81
2025-07-17 13:05:00,2025-07-17 13:45:00,UP,40.0,118928.00,3419.60
2025-07-18 13:30:00,2025-07-18 12:45:00,UP,-45.0,117929.07,3579.01
2025-07-18 13:40:00,2025-07-18 14:50:00,DOWN,70.0,117601.88,3582.78
2025-07-19 12:05:00,2025-07-19 12:00:00,DOWN,-5.0,117891.38,3544.30
2025-07-19 12:40:00,2025-07-19 12:25:00,UP,-15.0,118070.72,3563.50
2025-07-19 13:00:00,2025-07-19 13:15:00,DOWN,15.0,117943.00,3548.01
2025-07-19 14:30:00,2025-07-19 14:25:00,UP,-5.0,117985.57,3554.60
2025-07-20 13:00:00,2025-07-20 13:35:00,DOWN,35.0,118316.60,3775.55
2025-07-20 14:55:00,2025-07-20 15:30:00,UP,35.0,118361.79,3773.04
2025-07-21 14:25:00,2025-07-21 14:20:00,UP,-5.0,117972.99,3796.01
2025-07-21 14:30:00,2025-07-21 14:35:00,DOWN,5.0,117700.00,3769.05
2025-07-22 12:45:00,2025-07-22 13:10:00,DOWN,25.0,118748.51,3690.54
2025-07-22 13:40:00,2025-07-22 14:50:00,UP,70.0,119133.53,3719.33
2025-07-22 15:55:00,2025-07-22 15:35:00,DOWN,-20.0,119282.10,3692.09
2025-07-23 12:20:00,2025-07-23 12:20:00,DOWN,0.0,117733.64,3601.40
2025-07-23 13:55:00,2025-07-23 14:10:00,UP,15.0,118131.99,3591.90
2025-07-24 12:30:00,2025-07-24 12:30:00,DOWN,0.0,118678.00,3688.48
2025-07-24 13:20:00,2025-07-24 13:20:00,UP,0.0,119114.63,3718.57
2025-07-25 12:00:00,2025-07-25 14:00:00,UP,120.0,115786.64,3642.12
2025-07-26 14:10:00,2025-07-26 14:30:00,UP,20.0,118066.32,3736.57
2025-07-27 14:50:00,2025-07-27 15:35:00,DOWN,45.0,118946.54,3839.49
2025-07-28 11:40:00,2025-07-28 13:10:00,DOWN,90.0,118238.85,3793.59
2025-07-28 12:40:00,2025-07-28 12:35:00,UP,-5.0,118320.00,3810.64
2025-07-28 15:05:00,2025-07-28 15:10:00,UP,5.0,118087.58,3801.29
2025-07-28 15:45:00,2025-07-28 15:45:00,DOWN,0.0,117626.06,3773.57
2025-07-28 15:50:00,2025-07-28 15:55:00,UP,5.0,117939.99,3797.36
2025-07-29 13:05:00,2025-07-29 13:20:00,UP,15.0,117837.05,3778.39
2025-07-29 14:10:00,2025-07-29 14:05:00,DOWN,-5.0,117592.81,3755.61
2025-07-29 14:45:00,2025-07-29 14:30:00,UP,-15.0,117758.61,3766.69
2025-07-29 14:50:00,2025-07-29 15:55:00,DOWN,65.0,117622.90,3765.89
2025-07-31 13:15:00,2025-07-31 13:20:00,DOWN,5.0,118115.15,3786.56
2025-08-01 11:55:00,2025-08-01 12:10:00,UP,15.0,115357.82,3629.76
