date,ticker,fh_high,fh_low,fh_range,day_high,day_low,day_range,width_ratio,width_class,broke_high,broke_low,breakout
2025-08-01,MSFT,538.1100,523.7695,14.3405,538.1100,522.1122,15.9978,0.8964,Wide,0,1,Single
2025-08-04,MSFT,533.3436,525.0620,8.2816,556.3100,519.7600,36.5500,0.2266,Narrow,1,1,Double
2025-08-05,MSFT,536.7600,530.3710,6.3890,536.7600,528.7207,8.0393,0.7947,Wide,0,1,Single
2025-08-06,MSFT,528.1300,522.0496,6.0804,530.0900,521.5475,8.5425,0.7118,Wide,1,1,Double
2025-08-07,MSFT,525.0300,520.4092,4.6208,527.2700,520.4092,6.8608,0.6735,Wide,1,0,Single
2025-08-08,MSFT,521.5000,519.0869,2.4131,521.5000,517.0200,4.4800,0.5386,Medium,0,1,Single
2025-08-11,MSFT,522.0495,516.7008,5.3487,522.1689,516.7008,5.4681,0.9782,Wide,1,0,Single
2025-08-12,MSFT,523.8092,519.6635,4.1457,523.8092,518.7400,5.0692,0.8178,Wide,0,1,Single
2025-08-13,MSFT,530.1300,526.5284,3.6016,530.1300,525.7100,4.4200,0.8148,Wide,0,1,Single
2025-08-14,MSFT,521.2100,518.7887,2.4213,522.8946,517.3600,5.5346,0.4375,Medium,1,1,Double
2025-08-15,MSFT,523.0400,518.1723,4.8677,523.0400,518.1723,4.8677,1.0000,Wide,0,0,None
2025-08-18,MSFT,519.7828,514.8816,4.9012,519.9600,514.6528,5.3072,0.9235,Wide,1,1,Double
2025-08-19,MSFT,516.6300,507.9917,8.6383,516.6300,506.6595,9.9705,0.8664,Wide,0,1,Single
2025-08-20,MSFT,510.0600,503.2196,6.8404,510.0600,503.2196,6.8404,1.0000,Wide,0,0,None
2025-08-21,MSFT,505.5118,500.8212,4.6906,505.5118,500.8212,4.6906,1.0000,Wide,0,0,None
2025-08-22,MSFT,507.2445,501.7675,5.4770,508.5989,499.1400,9.4589,0.5790,Medium,1,1,Double
2025-08-25,MSFT,506.0594,502.4845,3.5749,506.0594,502.3900,3.6694,0.9742,Wide,0,1,Single
2025-08-26,MSFT,504.5900,500.7418,3.8482,504.5900,500.6223,3.9677,0.9699,Wide,0,1,Single
2025-08-27,MSFT,503.2000,498.0829,5.1171,503.2000,498.0829,5.1171,1.0000,Wide,0,0,None
2025-08-28,MSFT,506.9900,503.8020,3.1880,507.5300,503.7215,3.8085,0.8371,Wide,1,1,Double
2025-08-29,MSFT,509.9200,502.3864,7.5336,519.6400,502.3864,17.2536,0.4366,Medium,1,0,Single
2025-09-02,MSFT,503.2413,494.7370,8.5043,505.1900,494.7370,10.4530,0.8136,Wide,1,0,Single
2025-09-03,MSFT,504.6553,502.0000,2.6553,504.9342,499.7700,5.1642,0.5142,Medium,1,1,Double
2025-09-04,MSFT,503.5102,501.0505,2.4597,505.5317,501.0505,4.4812,0.5489,Medium,1,0,Single
2025-09-05,MSFT,508.6800,496.0913,12.5887,509.8400,492.9943,16.8457,0.7473,Wide,1,1,Double
2025-09-08,MSFT,498.5609,492.9644,5.5965,498.7701,492.3000,6.4701,0.8650,Wide,1,1,Double
2025-09-09,MSFT,500.1543,497.3162,2.8381,500.1543,496.1200,4.0343,0.7035,Wide,0,1,Single
2025-09-10,MSFT,500.5128,498.0000,2.5128,505.7800,495.5200,10.2600,0.2449,Narrow,1,1,Double
2025-09-11,MSFT,500.4600,497.7444,2.7156,501.2800,497.7444,3.5356,0.7681,Wide,1,0,Single
2025-09-12,MSFT,510.0000,504.3965,5.6035,510.0000,498.9200,11.0800,0.5057,Medium,0,1,Single
2025-09-15,MSFT,510.2420,504.8844,5.3576,510.3615,502.9200,7.4415,0.7200,Wide,1,1,Double
2025-09-16,MSFT,516.0000,508.4595,7.5405,516.0000,508.4595,7.5405,1.0000,Wide,0,0,None
2025-09-17,MSFT,510.5000,503.8189,6.6811,510.5000,503.8189,6.6811,1.0000,Wide,0,0,None
2025-09-18,MSFT,510.5000,507.0952,3.4048,512.6000,507.0952,5.5048,0.6185,Wide,1,0,Single
2025-09-19,MSFT,512.4776,508.8500,3.6276,512.4776,505.3800,7.0976,0.5111,Medium,0,1,Single
2025-09-22,MSFT,515.5796,510.4063,5.1733,515.8400,510.4063,5.4337,0.9521,Wide,1,0,Single
2025-09-23,MSFT,515.9000,509.2760,6.6240,515.9000,508.7184,7.1816,0.9224,Wide,0,1,Single
2025-09-24,MSFT,510.4600,505.9101,4.5499,510.4600,505.9101,4.5499,1.0000,Wide,0,0,None
2025-09-25,MSFT,510.1900,502.9326,7.2574,510.1900,502.9326,7.2574,1.0000,Wide,0,0,None
2025-09-26,MSFT,510.7842,505.0637,5.7205,510.7842,503.9400,6.8442,0.8358,Wide,0,1,Single
2025-09-29,MSFT,514.6884,506.7566,7.9318,514.6884,506.7566,7.9318,1.0000,Wide,0,0,None
2025-09-30,MSFT,514.9800,510.1922,4.7878,514.9800,510.1922,4.7878,1.0000,Wide,0,0,None
2025-10-01,MSFT,515.2000,509.5549,5.6451,515.7900,509.5549,6.2351,0.9054,Wide,1,0,Single
2025-10-02,MSFT,519.7000,514.7134,4.9866,519.7000,506.0800,13.6200,0.3661,Medium,0,1,Single
2025-10-03,MSFT,516.9638,513.9564,3.0074,517.6310,512.9700,4.6610,0.6452,Wide,1,1,Double
2025-10-06,MSFT,522.0625,516.0377,6.0248,522.3811,513.5000,8.8811,0.6784,Wide,1,1,Double
2025-10-07,MSFT,527.8000,522.7595,5.0405,527.8000,506.0800,21.7200,0.2321,Narrow,0,1,Single
2025-10-08,MSFT,524.7512,521.9230,2.8282,524.7512,521.0700,3.6812,0.7683,Wide,0,1,Single
2025-10-09,MSFT,526.1300,519.1063,7.0237,526.1300,518.8300,7.3000,0.9622,Wide,0,1,Single
2025-10-10,MSFT,522.9000,518.7100,4.1900,522.9000,516.2767,6.6233,0.6326,Wide,0,1,Single
2025-10-13,MSFT,514.2552,510.5607,3.6945,517.2300,510.4710,6.7590,0.5466,Medium,1,1,Double
2025-10-14,MSFT,513.9900,506.8264,7.1636,513.9900,506.1400,7.8500,0.9126,Wide,0,1,Single
2025-10-15,MSFT,515.0319,512.8062,2.2257,515.0319,510.1500,4.8819,0.4559,Medium,0,1,Single
2025-10-16,MSFT,513.9900,510.8594,3.1306,514.6933,510.4200,4.2733,0.7326,Wide,1,1,Double
2025-10-17,MSFT,511.0000,507.3640,3.6360,511.0000,503.9300,7.0700,0.5143,Medium,0,1,Single
2025-10-20,MSFT,514.7531,511.2876,3.4655,516.5356,510.1600,6.3756,0.5436,Medium,1,1,Double
2025-10-21,MSFT,542.3200,485.1900,57.1300,542.3200,485.1900,57.1300,1.0000,Wide,0,0,None
2025-10-22,MSFT,522.0226,516.4000,5.6226,522.7197,514.0500,8.6697,0.6485,Wide,1,1,Double
2025-10-23,MSFT,521.8500,518.5273,3.3227,521.8500,518.3300,3.5200,0.9439,Wide,0,1,Single
2025-10-24,MSFT,521.4152,519.9413,1.4739,522.4700,517.5900,4.8800,0.3020,Medium,1,1,Double
2025-10-27,MSFT,531.5725,526.8026,4.7699,532.3494,521.4300,10.9194,0.4368,Medium,1,1,Double
2025-10-28,MSFT,548.0435,533.2500,14.7935,548.0435,529.3000,18.7435,0.7893,Wide,0,1,Single
2025-10-29,MSFT,544.7200,534.9286,9.7914,544.7200,534.9286,9.7914,1.0000,Wide,0,0,None
2025-10-30,MSFT,529.3718,519.1200,10.2518,539.2900,517.9700,21.3200,0.4809,Medium,1,1,Double
2025-10-31,MSFT,526.0000,512.9506,13.0494,528.3400,512.9506,15.3894,0.8479,Wide,1,0,Single
2025-11-03,MSFT,522.7695,517.1431,5.6264,522.7695,515.0400,7.7295,0.7279,Wide,0,1,Single
2025-11-04,MSFT,516.5000,509.9233,6.5767,516.5000,508.1400,8.3600,0.7867,Wide,0,1,Single
2025-11-05,MSFT,513.4500,509.1167,4.3333,516.6400,508.3400,8.3000,0.5221,Medium,1,1,Double
2025-11-06,MSFT,506.3500,496.5792,9.7708,506.3500,493.7411,12.6089,0.7749,Wide,0,1,Single
2025-11-07,MSFT,498.1000,491.1918,6.9082,509.4800,491.1918,18.2882,0.3777,Medium,1,0,Single
2025-11-10,MSFT,504.3766,496.7187,7.6579,504.3766,494.7500,9.6266,0.7955,Wide,0,1,Single
2025-11-11,MSFT,506.3400,501.6480,4.6920,506.3400,500.7916,5.5484,0.8456,Wide,0,1,Single
2025-11-12,MSFT,509.0000,502.6438,6.3562,509.0800,501.2397,7.8403,0.8107,Wide,1,1,Double
2025-11-13,MSFT,511.3573,507.3441,4.0132,511.5700,506.6300,4.9400,0.8124,Wide,1,1,Double
2025-11-14,MSFT,504.1127,495.3643,8.7484,505.3425,495.3643,9.9782,0.8768,Wide,1,0,Single
2025-11-17,MSFT,509.9831,503.9384,6.0447,510.8600,503.9384,6.9216,0.8733,Wide,1,0,Single
2025-11-18,MSFT,500.8812,490.4449,10.4363,505.3700,486.9595,18.4105,0.5669,Medium,1,1,Double
2025-11-19,MSFT,493.1209,486.9098,6.2111,506.1400,485.7944,20.3456,0.3053,Medium,1,1,Double
2025-11-20,MSFT,492.4454,488.6839,3.7615,493.3200,486.0100,7.3100,0.5146,Medium,1,1,Double
2025-11-21,MSFT,480.1100,449.0800,31.0300,480.1100,449.0800,31.0300,1.0000,Wide,0,0,None
2025-11-24,MSFT,475.0950,466.9536,8.1414,475.2100,466.9536,8.2564,0.9861,Wide,1,0,Single
2025-11-25,MSFT,473.8400,464.2497,9.5903,479.8700,464.2497,15.6203,0.6140,Wide,1,0,Single
2025-11-26,MSFT,486.8581,478.2500,8.6081,486.8581,475.9000,10.9581,0.7855,Wide,0,1,Single
2025-11-28,MSFT,490.6794,485.5411,5.1383,490.6794,484.3900,6.2894,0.8170,Wide,0,1,Single
2025-12-01,MSFT,487.6455,483.5432,4.1023,492.1200,483.5432,8.5768,0.4783,Medium,1,0,Single
2025-12-02,MSFT,490.3901,486.3000,4.0901,490.8390,483.6200,7.2190,0.5666,Medium,1,1,Double
2025-12-03,MSFT,491.0000,474.1272,16.8728,491.0000,474.1272,16.8728,1.0000,Wide,0,0,None
2025-12-04,MSFT,479.8500,475.6836,4.1664,479.8900,475.6836,4.2064,0.9905,Wide,1,0,Single
2025-12-05,MSFT,482.1588,479.8541,2.3047,482.4000,479.6000,2.8000,0.8231,Wide,1,1,Double
2025-12-08,MSFT,489.5021,483.2763,6.2258,489.5021,481.7000,7.8021,0.7980,Wide,0,1,Single
2025-12-09,MSFT,490.8290,488.9533,1.8757,490.8800,487.4400,3.4400,0.5453,Medium,1,1,Double
2025-12-10,MSFT,491.8600,478.7616,13.0984,492.0500,477.2700,14.7800,0.8862,Wide,1,1,Double
2025-12-11,MSFT,481.0514,476.3800,4.6714,481.0514,470.7800,10.2714,0.4548,Medium,0,1,Single
2025-12-12,MSFT,484.8000,477.2401,7.5599,484.8000,475.2546,9.5454,0.7920,Wide,0,1,Single
2025-12-15,MSFT,479.6251,471.4433,8.1818,479.6251,471.4433,8.1818,1.0000,Wide,0,0,None
2025-12-16,MSFT,474.3900,471.9621,2.4279,474.3900,469.8100,4.5800,0.5301,Medium,0,1,Single
2025-12-17,MSFT,477.1702,474.3000,2.8702,478.4200,472.8200,5.6000,0.5125,Medium,1,1,Double
2025-12-18,MSFT,484.2890,477.0500,7.2390,486.4690,475.0400,11.4290,0.6334,Wide,1,1,Double
2025-12-19,MSFT,486.3592,482.0200,4.3392,486.3592,481.4700,4.8892,0.8875,Wide,0,1,Single
2025-12-22,MSFT,487.6164,481.5901,6.0263,487.6164,481.5901,6.0263,1.0000,Wide,0,0,None
2025-12-23,MSFT,485.4000,484.4137,0.9863,485.4000,483.1800,2.2200,0.4443,Medium,0,1,Single
2025-12-24,MSFT,486.9800,485.3416,1.6384,486.9800,484.8900,2.0900,0.7839,Wide,0,1,Single
2025-12-26,MSFT,487.0078,484.8527,2.1551,487.0078,484.8527,2.1551,1.0000,Wide,0,0,None
2025-12-29,MSFT,487.2373,483.0768,4.1605,487.2373,483.0768,4.1605,1.0000,Wide,0,0,None
2025-12-30,MSFT,487.3869,485.8800,1.5069,487.7461,484.0100,3.7361,0.4033,Medium,1,1,Double
2025-12-31,MSFT,488.9400,484.2142,4.7258,515.9500,483.4160,32.5340,0.1453,Narrow,1,1,Double
2026-01-02,MSFT,483.5557,473.7979,9.7578,486.3800,472.4710,13.9090,0.7015,Wide,1,1,Double
2026-01-05,MSFT,473.2193,468.4302,4.7891,473.6100,468.4302,5.1798,0.9246,Wide,1,0,Single
2026-01-06,MSFT,472.7500,468.6796,4.0704,472.9200,468.6796,4.2404,0.9599,Wide,1,0,Single
2026-01-07,MSFT,483.0768,478.1200,4.9568,486.6187,472.8800,13.7387,0.3608,Medium,1,1,Double
2026-01-08,MSFT,484.1900,476.3521,7.8379,487.7800,476.2224,11.5576,0.6782,Wide,1,1,Double
2026-01-09,MSFT,478.5000,471.1440,7.3560,478.5000,471.1440,7.3560,1.0000,Wide,0,0,None
2026-01-12,MSFT,479.8940,474.5964,5.2976,479.8940,473.2700,6.6240,0.7998,Wide,0,1,Single
2026-01-13,MSFT,475.5500,466.5445,9.0055,476.2500,464.8883,11.3617,0.7926,Wide,1,1,Double
2026-01-14,MSFT,469.9700,462.1346,7.8354,469.9700,460.1391,9.8309,0.7970,Wide,0,1,Single
2026-01-15,MSFT,459.8000,457.0063,2.7937,462.2700,456.4875,5.7825,0.4831,Medium,1,1,Double
2026-01-16,MSFT,459.1913,457.3900,1.8013,459.1913,455.4600,3.7313,0.4828,Medium,0,1,Single
2026-01-20,MSFT,453.5642,448.2563,5.3079,458.8100,448.2563,10.5537,0.5029,Medium,1,0,Single
2026-01-21,MSFT,455.7500,448.6155,7.1345,455.9600,448.6155,7.3445,0.9714,Wide,1,0,Single
2026-01-22,MSFT,445.9212,443.6867,2.2345,448.4900,443.1000,5.3900,0.4146,Medium,1,1,Double
2026-01-23,MSFT,462.6534,450.5200,12.1334,466.7241,449.2100,17.5141,0.6928,Wide,1,1,Double
2026-01-26,MSFT,469.6175,460.9473,8.6702,469.7372,460.9473,8.7899,0.9864,Wide,1,0,Single
2026-01-27,MSFT,477.6292,471.4200,6.2092,477.7689,469.2100,8.5589,0.7255,Wide,1,1,Double
2026-01-28,MSFT,481.4000,462.8400,18.5600,482.7600,462.8400,19.9200,0.9317,Wide,1,0,Single
2026-01-29,MSFT,451.7700,422.9640,28.8060,480.5300,422.3854,58.1446,0.4954,Medium,1,1,Double
2026-01-30,MSFT,436.3035,431.7142,4.5893,437.0600,427.9100,9.1500,0.5016,Medium,1,1,Double
2026-02-02,MSFT,429.7545,423.5427,6.2118,429.7545,421.0100,8.7445,0.7104,Wide,0,1,Single
2026-02-03,MSFT,423.0000,411.1710,11.8290,426.0200,410.3828,15.6372,0.7565,Wide,1,1,Double
2026-02-04,MSFT,417.1373,408.3075,8.8298,417.1473,408.3075,8.8398,0.9989,Wide,1,0,Single
2026-02-05,MSFT,410.8500,396.7938,14.0562,413.2600,396.7938,16.4662,0.8536,Wide,1,0,Single
2026-02-06,MSFT,396.1952,391.7700,4.4252,400.5500,391.7700,8.7800,0.5040,Medium,1,0,Single
2026-02-09,MSFT,409.9438,399.9566,9.9872,410.9415,392.5900,18.3515,0.5442,Medium,1,1,Double
2026-02-10,MSFT,422.7146,414.3100,8.4046,422.7146,403.5500,19.1646,0.4385,Medium,0,1,Single
2026-02-11,MSFT,413.8000,401.9021,11.8979,421.2300,397.7000,23.5300,0.5056,Medium,1,1,Double
2026-02-12,MSFT,403.9200,399.6473,4.2727,415.2500,398.7793,16.4707,0.2594,Narrow,1,1,Double
2026-02-13,MSFT,403.7280,399.0900,4.6380,404.7300,397.6918,7.0382,0.6590,Wide,1,1,Double
2026-02-17,MSFT,399.1484,393.6260,5.5224,402.9200,393.6260,9.2940,0.5942,Medium,1,0,Single
2026-02-18,MSFT,400.0164,395.1000,4.9164,401.0241,394.6300,6.3941,0.7689,Wide,1,1,Double
2026-02-19,MSFT,404.4300,399.1000,5.3300,404.4300,397.9000,6.5300,0.8162,Wide,0,1,Single
2026-02-20,MSFT,399.3000,395.9000,3.4000,400.4500,395.9000,4.5500,0.7473,Wide,1,0,Single
2026-02-23,MSFT,395.3600,387.0900,8.2700,398.6600,385.5240,13.1360,0.6296,Wide,1,1,Double
2026-02-24,MSFT,388.3800,383.9300,4.4500,390.2800,383.2700,7.0100,0.6348,Wide,1,1,Double
2026-02-25,MSFT,399.4000,388.7600,10.6400,400.2500,384.0000,16.2500,0.6548,Wide,1,1,Double
2026-02-26,MSFT,406.3200,397.5400,8.7800,410.5500,396.7000,13.8500,0.6339,Wide,1,1,Double
2026-02-27,MSFT,397.8500,393.1600,4.6900,405.9400,391.0000,14.9400,0.3139,Medium,1,1,Double
2026-03-02,MSFT,399.7000,390.6300,9.0700,399.7500,385.7200,14.0300,0.6465,Wide,1,1,Double
2026-03-03,MSFT,396.9000,392.6700,4.2300,400.3000,389.5000,10.8000,0.3917,Medium,1,1,Double
2026-03-04,MSFT,406.5834,402.4000,4.1834,406.5834,393.2400,13.3434,0.3135,Medium,0,1,Single
2026-03-05,MSFT,407.5900,406.5600,1.0300,410.2000,403.0400,7.1600,0.1439,Narrow,1,1,Double
2026-03-06,MSFT,411.6800,411.0900,0.5900,412.7500,405.3700,7.3800,0.0799,Narrow,1,1,Double
2026-03-10,MSFT,408.9000,407.8500,1.0500,411.7500,404.6700,7.0800,0.1483,Narrow,1,1,Double
2026-03-11,MSFT,406.0000,405.5000,0.5000,410.0000,403.1800,6.8200,0.0733,Narrow,1,1,Double
2025-02-03,MU,90.9508,87.7307,3.2201,91.1004,86.8600,4.2404,0.7594,Wide,1,1,Double
2025-02-04,MU,90.8711,88.5090,2.3621,90.8711,88.5090,2.3621,1.0000,Wide,0,0,None
2025-02-05,MU,91.0904,89.9242,1.1662,91.9376,89.7000,2.2376,0.5212,Medium,1,1,Double
2025-02-06,MU,96.2921,94.4294,1.8627,96.2921,92.9900,3.3021,0.5641,Medium,0,1,Single
2025-02-07,MU,95.6155,92.8097,2.8058,95.6155,92.6552,2.9603,0.9478,Wide,0,1,Single
2025-02-10,MU,95.9444,92.8645,3.0799,95.9444,91.7700,4.1744,0.7378,Wide,0,1,Single
2025-02-11,MU,95.5258,93.6221,1.9037,95.6200,88.5600,7.0600,0.2696,Narrow,1,1,Double
2025-02-12,MU,91.8379,87.0636,4.7743,94.9700,87.0636,7.9064,0.6039,Wide,1,0,Single
2025-02-13,MU,94.4992,91.7183,2.7809,94.8082,90.9500,3.8582,0.7208,Wide,1,1,Double
2025-02-14,MU,100.3682,97.6787,2.6895,100.3682,95.3500,5.0182,0.5359,Medium,0,1,Single
2025-02-18,MU,104.7056,101.7105,2.9951,104.7056,98.7900,5.9156,0.5063,Medium,0,1,Single
2025-02-19,MU,106.8386,105.0246,1.8140,107.6100,94.2300,13.3800,0.1356,Narrow,1,1,Double
2025-02-20,MU,104.5063,102.0045,2.5018,104.5063,102.0045,2.5018,1.0000,Wide,0,0,None
2025-02-21,MU,103.3202,101.2071,2.1131,103.8600,98.4063,5.4537,0.3875,Medium,1,1,Double
2025-02-24,MU,100.3699,96.9710,3.3989,100.3800,96.2036,4.1764,0.8138,Wide,1,1,Double
2025-02-25,MU,95.6155,92.8147,2.8008,95.6300,92.8147,2.8153,0.9948,Wide,1,0,Single
2025-02-26,MU,97.8980,95.1869,2.7111,97.8980,92.9100,4.9880,0.5435,Medium,0,1,Single
2025-02-27,MU,99.5575,93.4825,6.0750,100.2200,93.4825,6.7375,0.9017,Wide,1,0,Single
2025-02-28,MU,93.6649,89.5754,4.0895,94.1503,89.5754,4.5749,0.8939,Wide,1,0,Single
2025-03-03,MU,95.8846,92.2964,3.5882,95.8846,92.2964,3.5882,1.0000,Wide,0,0,None
2025-03-04,MU,90.0438,86.5154,3.5284,90.9300,86.5154,4.4146,0.7993,Wide,1,0,Single
2025-03-05,MU,92.4459,90.1336,2.3123,93.9609,90.0100,3.9509,0.5853,Medium,1,1,Double
2025-03-06,MU,92.7691,89.8046,2.9645,94.0300,89.8046,4.2254,0.7016,Wide,1,0,Single
2025-03-07,MU,93.0340,89.8943,3.1397,93.0340,88.9800,4.0540,0.7745,Wide,0,1,Single
2025-03-10,MU,91.0705,88.7481,2.3224,92.6600,87.3427,5.3173,0.4368,Medium,1,1,Double
2025-03-11,MU,89.6202,86.9835,2.6367,89.6202,85.7881,3.8321,0.6881,Wide,0,1,Single
2025-03-12,MU,95.7351,91.9376,3.7975,95.7351,88.7600,6.9751,0.5444,Medium,0,1,Single
2025-03-13,MU,97.7983,93.6918,4.1065,97.7983,93.5900,4.2083,0.9758,Wide,0,1,Single
2025-03-14,MU,102.4430,98.4263,4.0167,102.4430,94.5700,7.8730,0.5102,Medium,0,1,Single
2025-03-17,MU,102.6723,100.6489,2.0234,102.6723,98.4900,4.1823,0.4838,Medium,0,1,Single
2025-03-18,MU,102.0942,99.9612,2.1330,103.4100,99.9612,3.4488,0.6185,Wide,1,0,Single
2025-03-19,MU,102.3334,100.1606,2.1728,102.3533,100.1606,2.1927,0.9909,Wide,1,0,Single
2025-03-20,MU,104.3468,101.0177,3.3291,104.3468,100.4600,3.8868,0.8565,Wide,0,1,Single
2025-03-21,MU,98.1771,93.7516,4.4255,104.6400,93.7516,10.8884,0.4064,Medium,1,0,Single
2025-03-24,MU,98.0961,95.0175,3.0786,98.0961,94.4000,3.6961,0.8329,Wide,0,1,Single
2025-03-25,MU,96.0640,93.9111,2.1529,97.1200,93.8912,3.2288,0.6668,Wide,1,1,Double
2025-03-26,MU,96.3232,94.1204,2.2028,102.4500,93.7000,8.7500,0.2517,Narrow,1,1,Double
2025-03-27,MU,91.1117,89.3162,1.7955,92.4500,89.3162,3.1338,0.5729,Medium,1,0,Single
2025-03-28,MU,90.5920,88.3095,2.2825,90.9800,87.3726,3.6074,0.6327,Wide,1,1,Double
2025-03-31,MU,86.0311,83.9353,2.0958,88.2700,83.9353,4.3347,0.4835,Medium,1,0,Single
2025-04-01,MU,88.3765,86.0760,2.3005,88.8900,86.0760,2.8140,0.8175,Wide,1,0,Single
2025-04-02,MU,87.7278,86.5301,1.1977,88.6260,86.5200,2.1060,0.5687,Medium,1,1,Double
2025-04-03,MU,83.1863,78.8640,4.3223,88.4300,77.4130,11.0170,0.3923,Medium,1,1,Double
2025-04-04,MU,71.2002,65.2259,5.9743,75.0300,63.7352,11.2948,0.5289,Medium,1,1,Double
2025-04-07,MU,72.3180,61.4194,10.8986,72.3180,58.1400,14.1780,0.7687,Wide,0,1,Single
2025-04-08,MU,72.8270,71.2901,1.5369,72.8270,61.8000,11.0270,0.1394,Narrow,0,1,Single
2025-04-09,MU,66.7347,64.7229,2.0118,67.6300,62.8000,4.8300,0.4165,Medium,1,1,Double
2025-04-10,MU,72.9069,69.8778,3.0291,78.2500,69.8778,8.3722,0.3618,Medium,1,0,Single
2025-04-11,MU,69.6932,66.7540,2.9392,71.8000,66.6941,5.1059,0.5756,Medium,1,1,Double
2025-04-14,MU,74.6335,71.8090,2.8245,74.6335,69.4100,5.2235,0.5407,Medium,0,1,Single
2025-04-15,MU,72.6574,70.8481,1.8093,72.6574,70.3100,2.3474,0.7708,Wide,0,1,Single
2025-04-16,MU,70.0425,67.7869,2.2556,70.9000,67.1700,3.7300,0.6047,Wide,1,1,Double
2025-04-17,MU,70.3419,66.8880,3.4539,70.8600,66.8687,3.9913,0.8654,Wide,1,1,Double
2025-04-21,MU,67.8668,66.4945,1.3723,68.6700,66.4296,2.2404,0.6125,Wide,1,1,Double
2025-04-22,MU,68.8249,67.3079,1.5170,69.1043,66.5500,2.5543,0.5939,Medium,1,1,Double
2025-04-23,MU,75.2523,73.3261,1.9262,75.2523,70.0700,5.1823,0.3717,Medium,0,1,Single
2025-04-24,MU,76.0607,73.4558,2.6049,76.0607,71.1900,4.8707,0.5348,Medium,0,1,Single
2025-04-25,MU,78.9450,76.7493,2.1957,78.9450,74.4400,4.5050,0.4874,Medium,0,1,Single
2025-04-28,MU,79.4540,78.2264,1.2276,79.6200,77.5100,2.1100,0.5818,Medium,1,1,Double
2025-04-29,MU,78.0368,76.3801,1.6567,79.0900,76.3751,2.7149,0.6102,Wide,1,1,Double
2025-04-30,MU,74.9229,73.3560,1.5669,76.7300,73.3560,3.3740,0.4644,Medium,1,0,Single
2025-05-01,MU,79.7335,77.9570,1.7765,79.7400,76.8000,2.9400,0.6043,Wide,1,1,Double
2025-05-02,MU,80.3722,78.9450,1.4272,80.3722,77.6200,2.7522,0.5186,Medium,0,1,Single
2025-05-05,MU,80.4820,78.8951,1.5869,80.5600,78.8951,1.6649,0.9532,Wide,1,0,Single
2025-05-06,MU,79.4640,78.3861,1.0779,80.2600,78.3861,1.8739,0.5752,Medium,1,0,Single
2025-05-07,MU,81.0409,80.0828,0.9581,82.1200,80.0828,2.0372,0.4703,Medium,1,0,Single
2025-05-08,MU,85.1329,83.4060,1.7269,85.1329,82.4600,2.6729,0.6461,Wide,0,1,Single
2025-05-09,MU,86.1010,84.7985,1.3025,86.1100,84.6638,1.4462,0.9006,Wide,1,1,Double
2025-05-12,MU,94.0154,91.8996,2.1158,94.0154,85.6900,8.3254,0.2541,Narrow,0,1,Single
2025-05-13,MU,95.2680,92.3637,2.9043,96.6752,91.0600,5.6152,0.5172,Medium,1,1,Double
2025-05-14,MU,97.4587,95.4626,1.9961,98.1900,93.4900,4.7000,0.4247,Medium,1,1,Double
2025-05-15,MU,94.2300,92.1691,2.0609,95.1300,91.9894,3.1406,0.6562,Wide,1,1,Double
2025-05-16,MU,97.9677,95.5125,2.4552,97.9677,94.9100,3.0577,0.8030,Wide,0,1,Single
2025-05-19,MU,97.8679,95.5125,2.3554,97.8679,93.8200,4.0479,0.5819,Medium,0,1,Single
2025-05-20,MU,98.4368,97.1792,1.2576,98.4600,96.1600,2.3000,0.5468,Medium,1,1,Double
2025-05-21,MU,98.6264,96.8898,1.7366,98.6264,95.7400,2.8864,0.6016,Wide,0,1,Single
2025-05-22,MU,96.2224,94.1851,2.0373,96.4307,94.1851,2.2456,0.9072,Wide,1,0,Single
2025-05-23,MU,92.4485,90.7518,1.6967,95.3100,90.7518,4.5582,0.3722,Medium,1,0,Single
2025-05-27,MU,96.0315,94.0055,2.0260,96.1463,92.9500,3.1963,0.6339,Wide,1,1,Double
2025-05-28,MU,96.6203,95.6323,0.9880,96.8000,95.0800,1.7200,0.5744,Medium,1,1,Double
2025-05-29,MU,99.4348,95.9616,3.4732,99.7900,95.9616,3.8284,0.9072,Wide,1,0,Single
2025-05-30,MU,96.4206,93.0972,3.3234,96.6100,93.0972,3.5128,0.9461,Wide,1,0,Single
2025-06-02,MU,95.5624,94.2150,1.3474,97.6483,92.8200,4.8283,0.2791,Narrow,1,1,Double
2025-06-03,MU,99.8540,96.7700,3.0840,100.7213,96.7700,3.9513,0.7805,Wide,1,0,Single
2025-06-04,MU,103.5666,101.5007,2.0659,103.5666,101.3200,2.2466,0.9196,Wide,0,1,Single
2025-06-05,MU,108.2275,105.5228,2.7047,108.2275,102.9200,5.3075,0.5096,Medium,0,1,Single
2025-06-06,MU,110.4033,107.8284,2.5749,110.6927,105.8000,4.8927,0.5263,Medium,1,1,Double
2025-06-09,MU,111.9303,108.3673,3.5630,112.3095,108.2200,4.0895,0.8713,Wide,1,1,Double
2025-06-10,MU,114.0561,111.0121,3.0440,114.1210,110.3300,3.7910,0.8030,Wide,1,1,Double
2025-06-11,MU,116.6610,114.7946,1.8664,117.0303,113.5400,3.4903,0.5347,Medium,1,1,Double
2025-06-12,MU,116.1719,113.2976,2.8743,116.2518,113.2976,2.9542,0.9730,Wide,1,0,Single
