date,ticker,fh_high,fh_low,fh_range,day_high,day_low,day_range,width_ratio,width_class,broke_high,broke_low,breakout
2025-03-04,BIDU,86.5359,85.2850,1.2509,88.0650,85.2850,2.7800,0.4500,Medium,1,0,Single
2025-03-05,BIDU,90.6900,89.5000,1.1900,91.6000,88.8700,2.7300,0.4359,Medium,1,1,Double
2025-03-06,BIDU,93.8799,91.8300,2.0499,94.3000,91.1529,3.1471,0.6514,Wide,1,1,Double
2025-03-07,BIDU,95.8100,92.0800,3.7300,95.8100,92.0200,3.7900,0.9842,Wide,0,1,Single
2025-03-10,BIDU,95.7400,93.6800,2.0600,95.7400,92.5600,3.1800,0.6478,Wide,0,1,Single
2025-03-11,BIDU,97.1900,94.1000,3.0900,97.1900,93.0400,4.1500,0.7446,Wide,0,1,Single
2025-03-12,BIDU,93.5100,91.0700,2.4400,94.9900,89.8900,5.1000,0.4784,Medium,1,1,Double
2025-03-13,BIDU,96.3000,93.3150,2.9850,96.9800,91.4100,5.5700,0.5359,Medium,1,1,Double
2025-03-14,BIDU,95.6100,93.6346,1.9754,96.0000,93.6346,2.3654,0.8351,Wide,1,0,Single
2025-03-17,BIDU,99.1300,95.3600,3.7700,99.4400,94.2800,5.1600,0.7306,Wide,1,1,Double
2025-03-18,BIDU,105.1900,103.0100,2.1800,107.2500,102.1700,5.0800,0.4291,Medium,1,1,Double
2025-03-19,BIDU,101.5800,97.7700,3.8100,102.5500,97.5200,5.0300,0.7575,Wide,1,1,Double
2025-03-20,BIDU,95.7900,94.6400,1.1500,98.0000,94.3500,3.6500,0.3151,Medium,1,1,Double
2025-03-21,BIDU,94.0550,93.1000,0.9550,95.0300,93.1000,1.9300,0.4948,Medium,1,0,Single
2025-03-24,BIDU,96.0800,94.2800,1.8000,96.8400,94.2800,2.5600,0.7031,Wide,1,0,Single
2025-03-25,BIDU,97.7900,95.5000,2.2900,97.7900,94.4000,3.3900,0.6755,Wide,0,1,Single
2025-03-26,BIDU,97.3000,95.7000,1.6000,99.2300,95.7000,3.5300,0.4533,Medium,1,0,Single
2025-03-27,BIDU,99.1700,97.4603,1.7097,99.4947,97.4603,2.0344,0.8404,Wide,1,0,Single
2025-03-28,BIDU,95.5900,93.2500,2.3400,96.5000,93.1500,3.3500,0.6985,Wide,1,1,Double
2025-03-31,BIDU,91.8499,90.0700,1.7799,93.3700,90.0700,3.3000,0.5394,Medium,1,0,Single
2025-04-01,BIDU,91.7900,90.7500,1.0400,92.4900,90.7500,1.7400,0.5977,Medium,1,0,Single
2025-04-02,BIDU,92.7100,91.2200,1.4900,92.7100,91.2200,1.4900,1.0000,Wide,0,0,None
2025-04-03,BIDU,90.8000,88.3000,2.5000,90.9800,88.3000,2.6800,0.9328,Wide,1,0,Single
2025-04-04,BIDU,84.5900,80.6350,3.9550,89.3700,78.7100,10.6600,0.3710,Medium,1,1,Double
2025-04-07,BIDU,83.9000,78.3650,5.5350,83.9000,75.7900,8.1100,0.6825,Wide,0,1,Single
2025-04-08,BIDU,81.9200,79.8200,2.1000,81.9200,76.6200,5.3000,0.3962,Medium,0,1,Single
2025-04-09,BIDU,77.3100,74.9600,2.3500,81.0900,73.6300,7.4600,0.3150,Medium,1,1,Double
2025-04-10,BIDU,82.3300,80.0500,2.2800,83.4400,79.7600,3.6800,0.6196,Wide,1,1,Double
2025-04-11,BIDU,82.0100,79.2200,2.7900,83.3000,78.4700,4.8300,0.5776,Medium,1,1,Double
2025-04-14,BIDU,86.7250,84.2700,2.4550,86.7250,82.7300,3.9950,0.6145,Wide,0,1,Single
2025-04-15,BIDU,84.6400,83.8200,0.8200,85.6000,83.8200,1.7800,0.4607,Medium,1,0,Single
2025-04-16,BIDU,83.6400,82.6200,1.0200,84.5100,81.9500,2.5600,0.3984,Medium,1,1,Double
2025-04-17,BIDU,84.6800,83.0800,1.6000,85.4300,82.4400,2.9900,0.5351,Medium,1,1,Double
2025-04-21,BIDU,82.7200,82.0000,0.7200,83.8000,82.0000,1.8000,0.4000,Medium,1,0,Single
2025-04-22,BIDU,84.6900,83.8100,0.8800,85.9100,82.9800,2.9300,0.3003,Medium,1,1,Double
2025-04-23,BIDU,89.1900,87.0000,2.1900,89.1900,86.1700,3.0200,0.7252,Wide,0,1,Single
2025-04-24,BIDU,88.4600,87.1200,1.3400,89.4600,86.5300,2.9300,0.4573,Medium,1,1,Double
2025-04-25,BIDU,91.5869,89.6000,1.9869,92.0000,89.5300,2.4700,0.8044,Wide,1,1,Double
2025-04-28,BIDU,90.6700,89.5700,1.1000,90.6700,89.2600,1.4100,0.7801,Wide,0,1,Single
2025-04-29,BIDU,89.9550,89.2500,0.7050,89.9550,88.0700,1.8850,0.3740,Medium,0,1,Single
2025-04-30,BIDU,88.3200,87.3000,1.0200,89.6600,86.8400,2.8200,0.3617,Medium,1,1,Double
2025-05-01,BIDU,88.6600,87.6900,0.9700,88.6700,87.6900,0.9800,0.9898,Wide,1,0,Single
2025-05-02,BIDU,90.8600,89.9600,0.9000,91.0000,87.9100,3.0900,0.2913,Narrow,1,1,Double
2025-05-05,BIDU,90.1200,88.8400,1.2800,90.9100,88.4200,2.4900,0.5141,Medium,1,1,Double
2025-05-06,BIDU,92.2200,90.4600,1.7600,92.2200,89.7500,2.4700,0.7126,Wide,0,1,Single
2025-05-07,BIDU,90.0750,87.2700,2.8050,91.4900,85.9200,5.5700,0.5036,Medium,1,1,Double
2025-05-08,BIDU,87.4200,86.5600,0.8600,88.2200,86.5600,1.6600,0.5181,Medium,1,0,Single
2025-05-09,BIDU,88.5100,86.8100,1.7000,88.5100,86.2200,2.2900,0.7424,Wide,0,1,Single
2025-05-12,BIDU,91.4400,89.6300,1.8100,92.1500,86.8600,5.2900,0.3422,Medium,1,1,Double
2025-05-13,BIDU,91.2700,89.5873,1.6827,91.9700,89.0800,2.8900,0.5822,Medium,1,1,Double
2025-05-14,BIDU,94.1000,92.4701,1.6299,94.1000,91.0900,3.0100,0.5415,Medium,0,1,Single
2025-05-15,BIDU,90.4900,88.4850,2.0050,92.1700,88.4850,3.6850,0.5441,Medium,1,0,Single
2025-05-16,BIDU,90.3000,89.5500,0.7500,90.6300,89.2058,1.4242,0.5266,Medium,1,1,Double
2025-05-19,BIDU,88.8800,87.6100,1.2700,89.3400,87.6100,1.7300,0.7341,Wide,1,0,Single
2025-05-20,BIDU,89.9500,89.0413,0.9087,89.9500,89.0100,0.9400,0.9667,Wide,0,1,Single
2025-05-21,BIDU,95.1500,88.2700,6.8800,95.1500,87.3400,7.8100,0.8809,Wide,0,1,Single
2025-05-22,BIDU,84.8600,83.4800,1.3800,85.4700,83.4800,1.9900,0.6935,Wide,1,0,Single
2025-05-23,BIDU,84.4200,83.1800,1.2400,85.7100,83.1800,2.5300,0.4901,Medium,1,0,Single
2025-05-27,BIDU,84.6700,83.2000,1.4700,84.6700,83.2000,1.4700,1.0000,Wide,0,0,None
2025-05-28,BIDU,84.5700,83.5100,1.0600,84.5700,83.1800,1.3900,0.7626,Wide,0,1,Single
2025-05-29,BIDU,85.2599,84.1500,1.1099,86.6200,83.1900,3.4300,0.3236,Medium,1,1,Double
2025-05-30,BIDU,82.9000,81.8800,1.0200,83.8700,81.3300,2.5400,0.4016,Medium,1,1,Double
2025-06-02,BIDU,83.5300,82.3900,1.1400,83.5300,81.0100,2.5200,0.4524,Medium,0,1,Single
2025-06-03,BIDU,84.1200,83.2600,0.8600,84.2900,83.2200,1.0700,0.8037,Wide,1,1,Double
2025-06-04,BIDU,84.8900,84.1026,0.7874,85.4136,84.1026,1.3110,0.6006,Wide,1,0,Single
2025-06-05,BIDU,85.8800,84.8000,1.0800,86.8300,84.7300,2.1000,0.5143,Medium,1,1,Double
2025-06-06,BIDU,85.5963,84.6600,0.9363,85.7650,84.6600,1.1050,0.8473,Wide,1,0,Single
2025-06-09,BIDU,88.6300,87.4250,1.2050,88.9597,87.0500,1.9097,0.6310,Wide,1,1,Double
2025-06-10,BIDU,88.1700,87.2800,0.8900,88.1900,86.8500,1.3400,0.6642,Wide,1,1,Double
2025-06-11,BIDU,88.9100,87.6701,1.2399,89.0000,87.4700,1.5300,0.8104,Wide,1,1,Double
2025-06-12,BIDU,88.1050,86.7800,1.3250,88.1050,86.7800,1.3250,1.0000,Wide,0,0,None
2025-06-13,BIDU,86.6900,85.5800,1.1100,87.8100,85.5800,2.2300,0.4978,Medium,1,0,Single
2025-06-16,BIDU,88.3700,87.0000,1.3700,88.3700,86.0800,2.2900,0.5983,Medium,0,1,Single
2025-06-17,BIDU,86.8600,86.1100,0.7500,87.2500,86.0000,1.2500,0.6000,Medium,1,1,Double
2025-06-18,BIDU,85.2800,84.5300,0.7500,85.5000,84.4100,1.0900,0.6881,Wide,1,1,Double
2025-06-20,BIDU,84.7000,83.9100,0.7900,85.2700,83.6600,1.6100,0.4907,Medium,1,1,Double
2025-06-23,BIDU,84.1138,83.4000,0.7138,84.9500,83.2400,1.7100,0.4174,Medium,1,1,Double
2025-06-24,BIDU,86.0850,85.3600,0.7250,86.9900,84.5000,2.4900,0.2912,Narrow,1,1,Double
2025-06-25,BIDU,87.1000,86.3700,0.7300,87.4000,86.3700,1.0300,0.7087,Wide,1,0,Single
2025-06-26,BIDU,87.2000,86.5300,0.6700,87.4900,86.5300,0.9600,0.6979,Wide,1,0,Single
2025-06-27,BIDU,85.9900,85.3000,0.6900,86.0800,85.1000,0.9800,0.7041,Wide,1,1,Double
2025-06-30,BIDU,85.7400,84.8100,0.9300,86.1300,84.8000,1.3300,0.6992,Wide,1,1,Double
2025-07-01,BIDU,86.1932,85.4200,0.7732,86.7100,84.6100,2.1000,0.3682,Medium,1,1,Double
2025-07-02,BIDU,86.1450,84.8200,1.3250,86.7000,84.8200,1.8800,0.7048,Wide,1,0,Single
2025-07-03,BIDU,86.8900,86.1978,0.6922,86.8900,85.8000,1.0900,0.6350,Wide,0,1,Single
2025-07-07,BIDU,91.1284,87.2250,3.9034,91.1284,86.5800,4.5484,0.8582,Wide,0,1,Single
2025-07-08,BIDU,91.2500,90.2500,1.0000,91.2500,89.9500,1.3000,0.7692,Wide,0,1,Single
2025-07-09,BIDU,89.5900,88.5700,1.0200,90.1800,88.4050,1.7750,0.5746,Medium,1,1,Double
2025-07-10,BIDU,88.7250,87.6510,1.0740,88.8000,87.6510,1.1490,0.9347,Wide,1,0,Single
2025-07-11,BIDU,88.3800,87.4800,0.9000,89.7300,86.6700,3.0600,0.2941,Narrow,1,1,Double
2025-07-14,BIDU,86.1800,85.1700,1.0100,86.5300,85.1700,1.3600,0.7426,Wide,1,0,Single
2025-07-15,BIDU,93.6100,90.2100,3.4000,93.6100,85.8700,7.7400,0.4393,Medium,0,1,Single
2025-07-16,BIDU,89.3450,86.1800,3.1650,91.6000,86.0400,5.5600,0.5692,Medium,1,1,Double
2025-07-17,BIDU,87.2650,86.4650,0.8000,87.6300,86.4650,1.1650,0.6867,Wide,1,0,Single
2025-07-18,BIDU,90.2000,87.7400,2.4600,90.2000,87.0000,3.2000,0.7688,Wide,0,1,Single
2025-07-21,BIDU,89.9500,87.5500,2.4000,90.3500,87.5500,2.8000,0.8571,Wide,1,0,Single
2025-07-22,BIDU,91.0800,89.3950,1.6850,92.6400,88.9600,3.6800,0.4579,Medium,1,1,Double
2025-07-23,BIDU,94.5000,91.8503,2.6497,95.3100,91.7101,3.5999,0.7360,Wide,1,1,Double
2025-07-24,BIDU,92.1200,91.3000,0.8200,93.0800,90.8966,2.1834,0.3756,Medium,1,1,Double
2025-07-25,BIDU,91.5000,89.9600,1.5400,91.5000,89.9600,1.5400,1.0000,Wide,0,0,None
2025-07-28,BIDU,91.3500,89.4300,1.9200,91.3500,89.1165,2.2335,0.8596,Wide,0,1,Single
2025-07-29,BIDU,89.0900,88.1000,0.9900,89.2400,86.8700,2.3700,0.4177,Medium,1,1,Double
2025-07-30,BIDU,87.0900,86.3900,0.7000,88.3300,85.9400,2.3900,0.2929,Narrow,1,1,Double
2025-07-31,BIDU,86.7892,85.8550,0.9342,88.1500,85.8550,2.2950,0.4071,Medium,1,0,Single
2025-08-01,BIDU,87.1300,85.6300,1.5000,88.3000,85.6300,2.6700,0.5618,Medium,1,0,Single
2025-08-04,BIDU,88.5550,86.9800,1.5750,89.4000,86.6600,2.7400,0.5748,Medium,1,1,Double
2025-08-05,BIDU,87.4000,86.5400,0.8600,87.7400,86.0200,1.7200,0.5000,Medium,1,1,Double
2025-08-06,BIDU,86.7400,85.7100,1.0300,87.0000,85.5300,1.4700,0.7007,Wide,1,1,Double
2025-08-07,BIDU,88.5600,87.2300,1.3300,88.5600,86.8100,1.7500,0.7600,Wide,0,1,Single
2025-08-08,BIDU,87.2700,86.4478,0.8222,87.4900,86.3000,1.1900,0.6909,Wide,1,1,Double
2025-08-11,BIDU,87.5500,85.1300,2.4200,87.8000,84.6550,3.1450,0.7695,Wide,1,1,Double
2025-08-12,BIDU,87.0700,86.0400,1.0300,88.2100,85.8800,2.3300,0.4421,Medium,1,1,Double
2025-08-13,BIDU,91.3200,90.0100,1.3100,91.4500,88.7000,2.7500,0.4764,Medium,1,1,Double
2025-08-14,BIDU,89.5850,88.4050,1.1800,90.5900,88.4050,2.1850,0.5400,Medium,1,0,Single
2025-08-15,BIDU,89.9700,88.7800,1.1900,89.9900,88.3100,1.6800,0.7083,Wide,1,1,Double
2025-08-18,BIDU,91.2700,90.1700,1.1000,91.6000,89.6500,1.9500,0.5641,Medium,1,1,Double
2025-08-19,BIDU,91.0000,90.2101,0.7899,91.0000,89.1100,1.8900,0.4179,Medium,0,1,Single
2025-08-20,BIDU,87.9800,84.8200,3.1600,90.7200,84.7600,5.9600,0.5302,Medium,1,1,Double
2025-08-21,BIDU,87.5800,86.1000,1.4800,88.1100,86.1000,2.0100,0.7363,Wide,1,0,Single
2025-08-22,BIDU,89.6300,88.1400,1.4900,90.5000,86.7000,3.8000,0.3921,Medium,1,1,Double
2025-08-25,BIDU,93.2500,91.8000,1.4500,93.6000,91.6300,1.9700,0.7360,Wide,1,1,Double
2025-08-26,BIDU,93.0000,91.8800,1.1200,93.0600,91.2500,1.8100,0.6188,Wide,1,1,Double
2025-08-27,BIDU,90.6000,89.2100,1.3900,91.5400,89.1950,2.3450,0.5928,Medium,1,1,Double
2025-08-28,BIDU,90.5200,88.6600,1.8600,90.8899,88.2800,2.6099,0.7127,Wide,1,1,Double
2025-08-29,BIDU,95.0300,92.4900,2.5400,95.7450,90.9700,4.7750,0.5319,Medium,1,1,Double
2025-09-02,BIDU,95.2900,92.5600,2.7300,95.5000,92.4600,3.0400,0.8980,Wide,1,1,Double
2025-09-03,BIDU,97.6000,95.8802,1.7198,97.6000,95.6800,1.9200,0.8957,Wide,0,1,Single
2025-09-04,BIDU,98.6800,96.8700,1.8100,99.2500,96.7500,2.5000,0.7240,Wide,1,1,Double
2025-09-05,BIDU,100.8150,99.6300,1.1850,100.9800,98.9100,2.0700,0.5725,Medium,1,1,Double
2025-09-08,BIDU,111.3100,107.6700,3.6400,112.0000,101.5000,10.5000,0.3467,Medium,1,1,Double
2025-09-09,BIDU,110.5450,108.0000,2.5450,110.5450,107.8000,2.7450,0.9271,Wide,0,1,Single
2025-09-10,BIDU,111.1400,107.3450,3.7950,113.8800,106.8100,7.0700,0.5368,Medium,1,1,Double
2025-09-11,BIDU,111.5700,109.5000,2.0700,111.5750,108.3800,3.1950,0.6479,Wide,1,1,Double
2025-09-12,BIDU,116.9100,113.0300,3.8800,119.6700,113.0300,6.6400,0.5843,Medium,1,0,Single
2025-09-15,BIDU,115.4650,114.4600,1.0050,116.2500,113.8900,2.3600,0.4258,Medium,1,1,Double
2025-09-16,BIDU,119.5300,116.8600,2.6700,123.9500,116.0000,7.9500,0.3358,Medium,1,1,Double
2025-09-17,BIDU,134.3400,130.6800,3.6600,139.0100,123.7900,15.2200,0.2405,Narrow,1,1,Double
2025-09-18,BIDU,137.0800,132.0000,5.0800,140.5000,132.0000,8.5000,0.5976,Medium,1,0,Single
2025-09-19,BIDU,137.3500,134.8600,2.4900,137.7799,134.2400,3.5399,0.7034,Wide,1,1,Double
2025-09-22,BIDU,141.6000,138.7300,2.8700,141.6000,135.3500,6.2500,0.4592,Medium,0,1,Single
2025-09-23,BIDU,132.4050,129.5800,2.8250,136.6300,128.7500,7.8800,0.3585,Medium,1,1,Double
2025-09-24,BIDU,135.6600,129.3000,6.3600,136.6300,129.3000,7.3300,0.8677,Wide,1,0,Single
2025-09-25,BIDU,136.5000,131.1000,5.4000,138.6000,131.1000,7.5000,0.7200,Wide,1,0,Single
2025-09-26,BIDU,133.1600,130.9000,2.2600,135.8600,130.9000,4.9600,0.4556,Medium,1,0,Single
2025-09-29,BIDU,135.8300,133.4029,2.4271,135.8300,131.3400,4.4900,0.5406,Medium,0,1,Single
2025-09-30,BIDU,137.8500,133.9000,3.9500,137.8500,130.9800,6.8700,0.5750,Medium,0,1,Single
2025-10-01,BIDU,134.1758,131.7000,2.4758,134.7700,130.1000,4.6700,0.5301,Medium,1,1,Double
2025-10-02,BIDU,145.2000,141.6000,3.6000,145.2000,137.4400,7.7600,0.4639,Medium,0,1,Single
2025-10-03,BIDU,143.9600,141.4700,2.4900,144.0383,139.5300,4.5083,0.5523,Medium,1,1,Double
2025-10-06,BIDU,145.3199,141.4700,3.8499,147.2050,141.4700,5.7350,0.6713,Wide,1,0,Single
2025-10-07,BIDU,146.5000,143.2637,3.2363,146.5000,139.7200,6.7800,0.4773,Medium,0,1,Single
2025-10-08,BIDU,139.0500,136.4100,2.6400,139.0500,136.4100,2.6400,1.0000,Wide,0,0,None
2025-10-09,BIDU,136.2400,132.0600,4.1800,139.3600,131.0200,8.3400,0.5012,Medium,1,1,Double
2025-10-10,BIDU,131.0450,128.7500,2.2950,132.4000,128.4000,4.0000,0.5737,Medium,1,1,Double
2025-10-13,BIDU,128.2000,123.4200,4.7800,128.2000,122.2300,5.9700,0.8007,Wide,0,1,Single
2025-10-14,BIDU,121.9000,119.2900,2.6100,123.6000,118.8300,4.7700,0.5472,Medium,1,1,Double
2025-10-15,BIDU,123.7300,121.3000,2.4300,123.8700,120.8500,3.0200,0.8046,Wide,1,1,Double
2025-10-16,BIDU,121.4999,120.0400,1.4599,122.2000,119.7000,2.5000,0.5840,Medium,1,1,Double
2025-10-17,BIDU,120.7400,117.7300,3.0100,120.7400,115.2800,5.4600,0.5513,Medium,0,1,Single
2025-10-20,BIDU,120.9500,119.3101,1.6399,122.9700,119.2200,3.7500,0.4373,Medium,1,1,Double
2025-10-21,BIDU,120.4999,117.6100,2.8899,122.3900,117.6100,4.7800,0.6046,Wide,1,0,Single
2025-10-22,BIDU,120.9300,118.8600,2.0700,120.9300,116.9000,4.0300,0.5136,Medium,0,1,Single
2025-10-23,BIDU,120.8700,119.0200,1.8500,121.7077,117.0300,4.6777,0.3955,Medium,1,1,Double
2025-10-24,BIDU,123.2500,121.5800,1.6700,123.2500,120.1700,3.0800,0.5422,Medium,0,1,Single
2025-10-27,BIDU,130.0280,128.1405,1.8875,130.0280,126.4800,3.5480,0.5320,Medium,0,1,Single
2025-10-28,BIDU,127.8750,126.2000,1.6750,129.5900,125.5100,4.0800,0.4105,Medium,1,1,Double
2025-10-29,BIDU,129.1000,126.1400,2.9600,129.4800,126.1400,3.3400,0.8862,Wide,1,0,Single
2025-10-30,BIDU,124.0400,122.0500,1.9900,127.7500,121.8000,5.9500,0.3345,Medium,1,1,Double
2025-10-31,BIDU,121.3300,120.0300,1.3000,122.5000,120.0300,2.4700,0.5263,Medium,1,0,Single
2025-11-03,BIDU,121.4600,120.4000,1.0600,123.9900,120.4000,3.5900,0.2953,Narrow,1,0,Single
2025-11-04,BIDU,127.6899,122.0000,5.6899,129.5900,121.2300,8.3600,0.6806,Wide,1,1,Double
2025-11-05,BIDU,125.1200,123.0428,2.0772,126.7400,123.0428,3.6972,0.5618,Medium,1,0,Single
2025-11-06,BIDU,130.9500,127.1000,3.8500,130.9500,123.3300,7.6200,0.5052,Medium,0,1,Single
2025-11-07,BIDU,126.6100,124.2600,2.3500,128.2200,124.2600,3.9600,0.5934,Medium,1,0,Single
2025-11-10,BIDU,131.1572,129.0200,2.1372,131.8953,128.0700,3.8253,0.5587,Medium,1,1,Double
2025-11-11,BIDU,133.5100,131.2363,2.2737,133.9000,130.5300,3.3700,0.6747,Wide,1,1,Double
2025-11-12,BIDU,129.5800,126.8300,2.7500,131.3900,126.8300,4.5600,0.6031,Wide,1,0,Single
2025-11-13,BIDU,127.8988,124.0100,3.8888,134.5800,119.4900,15.0900,0.2577,Narrow,1,1,Double
2025-11-14,BIDU,120.2652,117.1000,3.1652,121.4400,117.1000,4.3400,0.7293,Wide,1,0,Single
2025-11-17,BIDU,118.2499,116.1508,2.0991,118.3200,114.8100,3.5100,0.5980,Medium,1,1,Double
2025-11-18,BIDU,117.0750,108.0100,9.0650,118.0550,107.9100,10.1450,0.8935,Wide,1,1,Double
2025-11-19,BIDU,115.4100,113.2250,2.1850,117.1400,112.7300,4.4100,0.4955,Medium,1,1,Double
2025-11-20,BIDU,117.3700,114.3450,3.0250,117.5200,110.8300,6.6900,0.4522,Medium,1,1,Double
2025-11-21,BIDU,111.1400,109.1100,2.0300,111.7450,108.2200,3.5250,0.5759,Medium,1,1,Double
2025-11-24,BIDU,119.4699,115.4250,4.0449,120.0000,112.6700,7.3300,0.5518,Medium,1,1,Double
2025-11-25,BIDU,120.4300,118.4600,1.9700,121.0000,118.2400,2.7600,0.7138,Wide,1,1,Double
2025-11-26,BIDU,118.4000,116.6500,1.7500,119.1700,115.5200,3.6500,0.4795,Medium,1,1,Double
2025-11-28,BIDU,118.0000,116.8800,1.1200,118.2000,116.1100,2.0900,0.5359,Medium,1,1,Double
2025-12-01,BIDU,119.8056,117.2700,2.5356,120.1400,116.8900,3.2500,0.7802,Wide,1,1,Double
2025-12-02,BIDU,118.8225,116.9000,1.9225,120.0000,116.9000,3.1000,0.6202,Wide,1,0,Single
2025-12-03,BIDU,118.3000,116.9600,1.3400,118.8000,116.9600,1.8400,0.7283,Wide,1,0,Single
2025-12-04,BIDU,118.8500,117.4700,1.3800,119.4000,117.1300,2.2700,0.6079,Wide,1,1,Double
2025-12-05,BIDU,126.4200,122.6307,3.7893,128.0400,122.6307,5.4093,0.7005,Wide,1,0,Single
2025-12-08,BIDU,130.2000,128.5300,1.6700,130.6999,125.6600,5.0399,0.3314,Medium,1,1,Double
2025-12-09,BIDU,127.2400,123.9166,3.3234,127.2400,123.4801,3.7599,0.8839,Wide,0,1,Single
2025-12-10,BIDU,126.6100,124.8900,1.7200,126.8500,123.9400,2.9100,0.5911,Medium,1,1,Double
2025-12-11,BIDU,127.9700,126.2200,1.7500,128.7250,126.0700,2.6550,0.6591,Wide,1,1,Double
2025-12-12,BIDU,129.1400,125.8100,3.3300,130.5900,124.6700,5.9200,0.5625,Medium,1,1,Double
2025-12-15,BIDU,122.4200,119.8500,2.5700,124.5400,119.2500,5.2900,0.4858,Medium,1,1,Double
2025-12-16,BIDU,119.8100,118.7367,1.0733,120.5000,118.1300,2.3700,0.4529,Medium,1,1,Double
2025-12-17,BIDU,123.1600,122.0000,1.1600,123.1600,119.5300,3.6300,0.3196,Medium,0,1,Single
2025-12-18,BIDU,121.9400,120.0500,1.8900,122.3000,119.5000,2.8000,0.6750,Wide,1,1,Double
2025-12-19,BIDU,124.3700,122.3550,2.0150,125.3700,120.4900,4.8800,0.4129,Medium,1,1,Double
2025-12-22,BIDU,124.4100,122.2000,2.2100,125.5000,122.2000,3.3000,0.6697,Wide,1,0,Single
2025-12-23,BIDU,123.8000,121.8000,2.0000,124.2000,121.8000,2.4000,0.8333,Wide,1,0,Single
2025-12-24,BIDU,124.1600,122.9550,1.2050,124.1600,122.9550,1.2050,1.0000,Wide,0,0,None
2025-12-26,BIDU,124.7300,123.1200,1.6100,124.9900,123.1200,1.8700,0.8610,Wide,1,0,Single
2025-12-29,BIDU,125.4100,121.3480,4.0620,126.3000,121.3480,4.9520,0.8203,Wide,1,0,Single
2025-12-30,BIDU,135.1300,132.6000,2.5300,135.1300,130.4400,4.6900,0.5394,Medium,0,1,Single
2025-12-31,BIDU,132.3000,129.5000,2.8000,134.6000,129.5000,5.1000,0.5490,Medium,1,0,Single
2026-01-02,BIDU,147.7100,143.5000,4.2100,148.1400,130.6600,17.4800,0.2408,Narrow,1,1,Double
2026-01-05,BIDU,146.1080,143.8000,2.3080,148.6600,143.8000,4.8600,0.4749,Medium,1,0,Single
2026-01-06,BIDU,151.4250,148.6600,2.7650,151.5900,147.0200,4.5700,0.6050,Wide,1,1,Double
2026-01-07,BIDU,147.0000,144.8990,2.1010,150.5900,144.8990,5.6910,0.3692,Medium,1,0,Single
2026-01-08,BIDU,144.6100,141.5000,3.1100,146.8100,140.2100,6.6000,0.4712,Medium,1,1,Double
2026-01-09,BIDU,144.2400,141.5600,2.6800,144.6300,140.1000,4.5300,0.5916,Medium,1,1,Double
2026-01-12,BIDU,152.2399,147.5700,4.6699,152.6404,143.5400,9.1004,0.5132,Medium,1,1,Double
2026-01-13,BIDU,148.5100,145.6800,2.8300,148.7600,145.6800,3.0800,0.9188,Wide,1,0,Single
2026-01-14,BIDU,154.2000,149.7700,4.4300,154.2928,146.2100,8.0828,0.5481,Medium,1,1,Double
2026-01-15,BIDU,150.9900,147.9001,3.0899,150.9900,147.9001,3.0899,1.0000,Wide,0,0,None
2026-01-16,BIDU,148.8800,145.6400,3.2400,149.8000,145.6400,4.1600,0.7788,Wide,1,0,Single
2026-01-20,BIDU,154.0000,150.5400,3.4600,154.9500,148.4100,6.5400,0.5291,Medium,1,1,Double
2026-01-21,BIDU,160.8800,158.2200,2.6600,161.0800,156.2000,4.8800,0.5451,Medium,1,1,Double
2026-01-22,BIDU,165.3000,160.3000,5.0000,165.3000,160.3000,5.0000,1.0000,Wide,0,0,None
2026-01-23,BIDU,163.7499,160.9400,2.8099,165.7900,160.9400,4.8500,0.5794,Medium,1,0,Single
2026-01-26,BIDU,159.1000,155.3406,3.7594,161.4400,155.3401,6.0999,0.6163,Wide,1,1,Double
2026-01-27,BIDU,161.7900,159.0100,2.7800,161.7900,156.0800,5.7100,0.4869,Medium,0,1,Single
2026-01-28,BIDU,160.4800,156.1900,4.2900,160.4800,156.0100,4.4700,0.9597,Wide,0,1,Single
2026-01-29,BIDU,161.9300,155.4900,6.4400,161.9300,153.2803,8.6497,0.7445,Wide,0,1,Single
2026-01-30,BIDU,157.3999,155.1901,2.2098,157.5100,153.7100,3.8000,0.5815,Medium,1,1,Double
2026-02-02,BIDU,150.9699,149.0000,1.9699,153.1800,147.6800,5.5000,0.3582,Medium,1,1,Double
2026-02-03,BIDU,147.4300,144.8000,2.6300,147.4300,142.7500,4.6800,0.5620,Medium,0,1,Single
2026-02-04,BIDU,144.8200,137.6200,7.2000,144.8600,137.6200,7.2400,0.9945,Wide,1,0,Single
2026-02-05,BIDU,144.6800,138.0800,6.6000,145.7400,137.9500,7.7900,0.8472,Wide,1,1,Double
2026-02-06,BIDU,142.9900,137.4700,5.5200,145.8600,137.4700,8.3900,0.6579,Wide,1,0,Single
2026-02-09,BIDU,146.6075,142.7000,3.9075,146.9400,142.7000,4.2400,0.9216,Wide,1,0,Single
2026-02-10,BIDU,148.0500,146.3100,1.7400,149.5800,146.2600,3.3200,0.5241,Medium,1,1,Double
2026-02-11,BIDU,148.7500,142.8200,5.9300,148.7500,142.8200,5.9300,1.0000,Wide,0,0,None
2026-02-12,BIDU,145.5500,141.4500,4.1000,145.5500,136.7500,8.8000,0.4659,Medium,0,1,Single
2026-02-13,BIDU,138.7400,135.1900,3.5500,138.9900,131.3000,7.6900,0.4616,Medium,1,1,Double
