date,ticker,p_1045,p_1115,p_1145,p_1215,ret_control,ret_phantom,ret_post
2025-03-24,SPY,567.9622,568.8396,568.4363,569.2709,0.001545,-0.000709,0.001468
2025-03-25,SPY,571.2636,570.9761,570.5993,569.9324,-0.000503,-0.000660,-0.001169
2025-03-26,SPY,568.4976,568.6066,567.1394,565.7811,0.000192,-0.002580,-0.002395
2025-03-27,SPY,565.5135,565.7911,563.5208,563.9966,0.000491,-0.004013,0.000844
2025-03-28,SPY,554.7865,554.1420,554.2314,553.2994,-0.001162,0.000161,-0.001682
2025-03-31,SPY,546.1217,546.6868,548.4912,547.6881,0.001035,0.003301,-0.001464
2025-04-01,SPY,553.1606,556.5512,556.2736,557.3642,0.006130,-0.000499,0.001961
2025-04-02,SPY,556.0060,556.2935,557.5228,558.6926,0.000517,0.002210,0.002098
2025-04-03,SPY,537.4767,536.7827,539.2414,540.3320,-0.001291,0.004580,0.002022
2025-04-04,SPY,510.1934,516.3798,511.5120,512.2754,0.012126,-0.009427,0.001492
2025-04-07,SPY,495.6992,491.9715,499.0402,492.9431,-0.007520,0.014368,-0.012218
2025-04-08,SPY,517.0440,511.4723,512.9594,510.8825,-0.010776,0.002907,-0.004049
2025-04-09,SPY,493.4091,492.2343,490.9801,495.5802,-0.002381,-0.002548,0.009369
2025-04-10,SPY,525.4411,521.9118,517.1630,511.7896,-0.006717,-0.009099,-0.010390
2025-04-11,SPY,520.7915,517.2919,520.7023,523.3196,-0.006720,0.006593,0.005026
2025-04-14,SPY,537.6899,536.0194,533.5508,530.8641,-0.003107,-0.004605,-0.005036
2025-04-15,SPY,537.0009,536.7827,535.6724,536.2771,-0.000406,-0.002068,0.001129
2025-04-16,SPY,528.1378,528.1477,528.6929,526.9282,0.000019,0.001032,-0.003338
2025-04-17,SPY,521.2376,523.7062,522.5859,523.4385,0.004736,-0.002139,0.001632
2025-04-21,SPY,510.9568,509.3309,507.4274,507.7843,-0.003182,-0.003737,0.000703
2025-04-22,SPY,519.3837,521.0344,519.3837,523.5277,0.003178,-0.003168,0.007979
2025-04-23,SPY,539.6479,537.6254,533.2668,531.5382,-0.003748,-0.008107,-0.003242
2025-04-24,SPY,537.3875,538.8548,537.7741,538.7613,0.002730,-0.002006,0.001836
2025-04-25,SPY,542.0471,542.4734,541.2540,542.8699,0.000786,-0.002248,0.002985
2025-04-28,SPY,546.7562,545.1650,542.9095,541.5613,-0.002910,-0.004137,-0.002483
2025-04-29,SPY,546.7959,547.5097,547.9261,548.3771,0.001305,0.000761,0.000823
2025-04-30,SPY,542.1165,543.8960,544.9717,544.3769,0.003283,0.001978,-0.001091
2025-05-01,SPY,557.3840,558.6234,557.2254,555.5003,0.002224,-0.002503,-0.003096
2025-05-02,SPY,560.2293,560.7644,560.9729,562.9953,0.000955,0.000372,0.003605
2025-05-05,SPY,559.6277,559.7931,559.6345,560.4474,0.000296,-0.000283,0.001453
2025-05-06,SPY,555.8771,556.1348,555.9366,558.1176,0.000464,-0.000356,0.003923
2025-05-07,SPY,556.8189,553.7555,555.1534,555.2029,-0.005502,0.002524,0.000089
2025-05-08,SPY,559.1487,559.4659,564.1949,564.3337,0.000567,0.008453,0.000246
2025-05-09,SPY,559.2973,559.8774,559.8228,559.4709,0.001037,-0.000098,-0.000629
2025-05-12,SPY,574.3270,574.3468,573.5091,574.1486,0.000034,-0.001459,0.001115
2025-05-13,SPY,581.1379,581.9310,582.9819,582.5259,0.001365,0.001806,-0.000782
2025-05-14,SPY,581.9905,582.0500,583.1108,583.0216,0.000102,0.001823,-0.000153
2025-05-15,SPY,580.9099,582.5556,584.2311,584.3253,0.002833,0.002876,0.000161
2025-05-16,SPY,584.3600,585.7876,586.4022,586.7988,0.002443,0.001049,0.000676
2025-05-19,SPY,587.4630,587.3867,588.2066,588.3057,-0.000130,0.001396,0.000168
2025-05-20,SPY,588.8312,588.2089,587.5622,587.4857,-0.001057,-0.001099,-0.000130
2025-05-21,SPY,584.2509,586.9029,586.7244,586.8583,0.004539,-0.000304,0.000228
2025-05-22,SPY,577.2715,577.9010,578.9271,579.9482,0.001090,0.001776,0.001764
2025-05-23,SPY,573.4843,572.4632,574.1486,573.1076,-0.001781,0.002944,-0.001813
2025-05-27,SPY,583.0315,583.2397,583.7899,584.3798,0.000357,0.000943,0.001010
2025-05-28,SPY,584.7962,584.1022,584.1221,584.6970,-0.001187,0.000034,0.000984
2025-05-29,SPY,584.6673,584.5136,584.1121,583.5173,-0.000263,-0.000687,-0.001018
2025-05-30,SPY,584.0338,583.5916,582.4961,583.2099,-0.000757,-0.001877,0.001225
2025-06-02,SPY,583.5074,584.2013,583.9634,584.5781,0.001189,-0.000407,0.001053
2025-06-03,SPY,588.5833,589.5351,590.1795,590.5661,0.001617,0.001093,0.000655
2025-06-04,SPY,591.8648,592.4002,591.4385,590.7346,0.000905,-0.001623,-0.001190
2025-06-05,SPY,591.4286,592.4101,593.4610,592.8761,0.001660,0.001774,-0.000986
2025-06-06,SPY,594.5020,594.6110,593.3718,593.9864,0.000183,-0.002084,0.001036
2025-06-09,SPY,594.2938,594.3820,594.4920,594.6605,0.000148,0.000185,0.000283
2025-06-10,SPY,596.3658,596.0289,595.6123,596.3856,-0.000565,-0.000699,0.001298
2025-06-11,SPY,599.5581,599.0822,598.5568,597.6050,-0.000794,-0.000877,-0.001590
2025-06-12,SPY,597.7637,598.0016,597.1738,597.7339,0.000398,-0.001384,0.000938
2025-06-13,SPY,592.8562,594.4920,595.7313,596.4848,0.002759,0.002085,0.001265
2025-06-16,SPY,599.0029,598.4973,598.3486,598.0908,-0.000844,-0.000248,-0.000431
2025-06-17,SPY,595.4438,596.4848,595.8800,596.2369,0.001748,-0.001014,0.000599
2025-06-18,SPY,595.8602,595.2059,594.7994,595.0177,-0.001098,-0.000683,0.000367
2025-06-20,SPY,591.9284,591.7395,592.9228,591.2125,-0.000319,0.002000,-0.002885
2025-06-23,SPY,594.0663,594.1756,592.7040,592.3858,0.000184,-0.002477,-0.000537
2025-06-24,SPY,601.8122,601.9513,602.5629,602.6573,0.000231,0.001016,0.000157
2025-06-25,SPY,604.6957,603.6417,603.4528,603.6865,-0.001743,-0.000313,0.000387
2025-06-26,SPY,606.5551,607.0175,606.9031,607.4301,0.000762,-0.000188,0.000868
2025-06-27,SPY,611.8947,611.7257,612.5211,612.6988,-0.000276,0.001300,0.000290
2025-06-30,SPY,612.4118,612.4764,613.2669,613.1775,0.000105,0.001291,-0.000146
2025-07-01,SPY,613.1476,612.2427,612.8095,614.4800,-0.001476,0.000926,0.002726
2025-07-02,SPY,614.8379,615.1561,615.6264,615.5340,0.000518,0.000765,-0.000150
2025-07-03,SPY,621.8281,622.2060,622.5043,622.3352,0.000608,0.000479,-0.000272
2025-07-07,SPY,619.1434,618.4126,618.1093,618.4772,-0.001180,-0.000490,0.000595
2025-07-08,SPY,617.5624,617.2391,617.0354,617.4332,-0.000524,-0.000330,0.000645
2025-07-09,SPY,618.5369,617.7911,618.8053,618.3778,-0.001206,0.001642,-0.000691
2025-07-10,SPY,621.2812,621.5597,622.1960,621.6790,0.000448,0.001024,-0.000831
2025-07-11,SPY,620.4449,619.3025,620.8735,619.9389,-0.001841,0.002537,-0.001505
2025-07-14,SPY,619.4318,620.1179,620.6349,620.5057,0.001108,0.000834,-0.000208
2025-07-15,SPY,621.3508,620.7145,621.4900,620.7924,-0.001024,0.001249,-0.001122
2025-07-16,SPY,618.9296,619.7798,616.9012,618.0496,0.001374,-0.004645,0.001862
2025-07-17,SPY,621.9176,622.7877,623.4837,623.6676,0.001399,0.001118,0.000295
2025-07-18,SPY,623.9063,623.7571,624.2344,624.1449,-0.000239,0.000765,-0.000143
2025-07-21,SPY,627.4362,627.5754,627.7743,627.3119,0.000222,0.000317,-0.000737
2025-07-22,SPY,624.1449,624.0853,624.0157,624.1549,-0.000095,-0.000112,0.000223
2025-07-23,SPY,626.7700,626.8595,627.0882,628.3510,0.000143,0.000365,0.002014
2025-07-24,SPY,631.5628,632.2189,631.8311,631.1848,0.001039,-0.000613,-0.001023
2025-07-25,SPY,632.3482,632.3084,632.0598,632.7360,-0.000063,-0.000393,0.001070
2025-07-28,SPY,634.2076,633.7403,633.6756,633.6657,-0.000737,-0.000102,-0.000016
2025-07-29,SPY,633.5911,632.7758,631.5309,632.0400,-0.001287,-0.001967,0.000806
2025-07-30,SPY,632.8851,631.5627,632.0598,632.6664,-0.002089,0.000787,0.000960
2025-07-31,SPY,634.8042,631.9505,633.7303,634.1479,-0.004495,0.002816,0.000659
2025-08-01,SPY,618.8749,618.6264,620.0880,621.0078,-0.000402,0.002363,0.001483
2025-08-04,SPY,625.1393,625.8851,625.3431,626.1933,0.001193,-0.000866,0.001360
2025-08-05,SPY,624.2543,625.0001,624.0654,625.0498,0.001195,-0.001496,0.001577
2025-08-06,SPY,626.5313,627.3565,628.5001,628.9177,0.001317,0.001823,0.000664
2025-08-07,SPY,630.3993,628.5896,628.2018,628.6493,-0.002871,-0.000617,0.000712
2025-08-08,SPY,632.8951,632.7559,631.3802,633.1437,-0.000220,-0.002174,0.002793
2025-08-11,SPY,633.6607,633.5414,633.4519,634.9832,-0.000188,-0.000141,0.002417
2025-08-12,SPY,635.7787,636.9221,637.2950,637.3994,0.001798,0.000585,0.000164
2025-08-13,SPY,640.5813,639.6814,640.5714,640.1140,-0.001405,0.001391,-0.000714
2025-08-14,SPY,641.1879,640.6609,639.7659,639.0699,-0.000822,-0.001397,-0.001088
2025-08-15,SPY,640.2134,640.1878,638.9904,640.2830,-0.000040,-0.001870,0.002023
2025-08-18,SPY,639.4179,639.2489,639.1793,639.2688,-0.000264,-0.000109,0.000140
2025-08-19,SPY,638.6523,637.7872,637.7027,636.6089,-0.001355,-0.000132,-0.001715
2025-08-20,SPY,629.9419,631.2345,632.6763,632.7260,0.002052,0.002284,0.000079
2025-08-21,SPY,633.1834,631.9007,633.7502,631.8411,-0.002026,0.002927,-0.003012
2025-08-22,SPY,641.8640,641.8839,642.3811,641.7447,0.000031,0.000775,-0.000991
2025-08-25,SPY,640.3128,641.0984,641.0884,641.3867,0.001227,-0.000016,0.000465
2025-08-26,SPY,639.2688,639.0898,639.0500,639.5870,-0.000280,-0.000062,0.000840
2025-08-27,SPY,642.4308,642.7191,642.6495,642.7788,0.000449,-0.000108,0.000201
2025-08-28,SPY,643.1417,643.5096,643.1765,644.0913,0.000572,-0.000518,0.001422
2025-08-29,SPY,640.5515,640.7205,640.4868,640.8896,0.000264,-0.000365,0.000629
2025-09-02,SPY,634.5159,633.4022,631.8908,631.9704,-0.001755,-0.002386,0.000126
2025-09-03,SPY,640.0344,639.9748,639.0799,638.6622,-0.000093,-0.001398,-0.000654
2025-09-04,SPY,641.7049,641.8590,642.3860,642.7589,0.000240,0.000821,0.000580
2025-09-05,SPY,641.5756,641.2177,643.0870,642.9975,-0.000558,0.002915,-0.000139
2025-09-08,SPY,645.6325,646.0004,645.4834,645.0757,0.000570,-0.000800,-0.000632
2025-09-09,SPY,644.0217,644.7028,644.4493,645.1304,0.001058,-0.000393,0.001057
2025-09-10,SPY,650.1070,649.3891,649.6497,649.5104,-0.001104,0.000401,-0.000214
2025-09-11,SPY,653.2094,653.1099,653.3287,653.7612,-0.000152,0.000335,0.000662
2025-09-12,SPY,654.1043,654.3429,653.7563,653.9949,0.000365,-0.000896,0.000365
2025-09-15,SPY,657.0674,657.0376,656.6548,657.0689,-0.000045,-0.000583,0.000631
2025-09-16,SPY,656.0731,656.1626,655.7549,655.9985,0.000136,-0.000621,0.000371
2025-09-17,SPY,655.4566,655.7648,655.5063,655.1483,0.000470,-0.000394,-0.000546
2025-09-18,SPY,659.7322,659.1555,659.6527,659.3047,-0.000874,0.000754,-0.000528
2025-09-19,SPY,659.4186,659.0846,659.1494,660.3210,-0.000507,0.000098,0.001777
2025-09-22,SPY,662.5943,662.8735,662.7439,663.3920,0.000421,-0.000196,0.000978
2025-09-23,SPY,664.4040,664.4240,663.9354,663.2873,0.000030,-0.000735,-0.000976
2025-09-24,SPY,661.3231,660.4755,660.2163,658.0726,-0.001282,-0.000392,-0.003247
2025-09-25,SPY,656.8163,656.6567,657.2749,656.7465,-0.000243,0.000941,-0.000804
2025-09-26,SPY,657.5840,656.3277,657.5242,657.1752,-0.001910,0.001823,-0.000531
2025-09-29,SPY,663.0580,661.8415,661.5973,661.7867,-0.001835,-0.000369,0.000286
2025-09-30,SPY,660.4257,660.9143,660.1365,660.8594,0.000740,-0.001177,0.001095
2025-10-01,SPY,663.5316,664.1697,665.0023,665.0422,0.000962,0.001254,0.000060
2025-10-02,SPY,666.3882,665.4609,665.3911,666.0692,-0.001392,-0.000105,0.001019
2025-10-03,SPY,670.1372,669.8132,669.7883,670.5660,-0.000483,-0.000037,0.001161
2025-10-06,SPY,668.5619,668.9208,669.4293,669.4393,0.000537,0.000760,0.000015
2025-10-07,SPY,669.0803,667.5947,666.5976,665.9794,-0.002220,-0.001494,-0.000927
2025-10-08,SPY,669.7384,670.1672,670.5560,670.9648,0.000640,0.000580,0.000610
2025-10-09,SPY,668.3026,669.5490,668.4721,669.1950,0.001865,-0.001608,0.001081
2025-10-10,SPY,670.5859,665.7800,661.1137,660.0269,-0.007167,-0.007009,-0.001644
2025-10-13,SPY,659.5582,659.5084,660.3659,661.4627,-0.000076,0.001300,0.001661
2025-10-14,SPY,657.8732,658.2022,659.4087,660.1565,0.000500,0.001833,0.001134
2025-10-15,SPY,667.2158,666.3335,663.6463,663.6562,-0.001322,-0.004033,0.000015
2025-10-16,SPY,666.4979,665.9595,663.1826,662.7489,-0.000808,-0.004170,-0.000654
2025-10-17,SPY,658.4216,657.2051,658.5312,660.7747,-0.001848,0.002018,0.003407
2025-10-20,SPY,668.8710,668.3525,668.8311,668.3824,-0.000775,0.000716,-0.000671
2025-10-21,SPY,669.3396,670.4763,669.9478,670.4862,0.001698,-0.000788,0.000804
2025-10-22,SPY,666.6176,667.6047,666.6275,666.2885,0.001481,-0.001464,-0.000509
2025-10-23,SPY,667.8639,667.7343,666.9615,669.0604,-0.000194,-0.001157,0.003147
2025-10-24,SPY,675.5713,675.4716,675.8106,676.2793,-0.000148,0.000502,0.000694
2025-10-27,SPY,681.3444,681.0453,681.5738,681.6236,-0.000439,0.000776,0.000073
2025-10-28,SPY,683.8969,683.8272,683.1242,683.7873,-0.000102,-0.001028,0.000971
2025-10-29,SPY,686.2800,686.3498,686.2101,686.0108,0.000102,-0.000204,-0.000290
2025-10-30,SPY,683.2389,683.2887,681.5538,683.0793,0.000073,-0.002539,0.002238
2025-10-31,SPY,682.3614,682.2418,681.4142,679.5397,-0.000175,-0.001213,-0.002751
2025-11-03,SPY,679.9385,680.4520,680.8259,681.6136,0.000755,0.000549,0.001157
2025-11-04,SPY,677.4558,676.1098,676.2294,675.0030,-0.001987,0.000177,-0.001814
2025-11-05,SPY,675.8106,675.0429,677.0570,677.4458,-0.001136,0.002984,0.000574
2025-11-06,SPY,669.1601,669.4293,668.0035,668.1231,0.000402,-0.002130,0.000179
2025-11-07,SPY,662.3002,660.8046,661.2632,660.6351,-0.002258,0.000694,-0.000950
2025-11-10,SPY,675.7807,674.4546,673.8065,674.7936,-0.001962,-0.000961,0.001465
2025-11-11,SPY,677.4259,677.5306,677.7749,678.7620,0.000155,0.000361,0.001456
2025-11-12,SPY,680.8559,679.4704,680.1280,680.4072,-0.002035,0.000968,0.000411
2025-11-13,SPY,675.2622,673.9162,672.5402,672.5801,-0.001993,-0.002042,0.000059
2025-11-14,SPY,669.0803,670.1672,671.9619,673.3080,0.001624,0.002678,0.002003
2025-11-17,SPY,669.7284,666.7173,669.7683,670.4663,-0.004496,0.004576,0.001042
2025-11-18,SPY,656.2978,656.8960,659.9571,657.9928,0.000911,0.004660,-0.002976
2025-11-19,SPY,663.5765,660.3559,659.6779,658.8304,-0.004853,-0.001027,-0.001285
2025-11-20,SPY,673.2581,667.9935,662.4797,657.5541,-0.007820,-0.008254,-0.007435
2025-11-21,SPY,650.9634,651.3822,655.4303,658.6409,0.000643,0.006215,0.004898
2025-11-24,SPY,664.8428,666.1788,666.1888,665.3214,0.002009,0.000015,-0.001302
2025-11-25,SPY,668.4721,667.1360,669.1501,670.7156,-0.001999,0.003019,0.002340
2025-11-26,SPY,676.6183,678.2036,679.4799,678.7321,0.002343,0.001882,-0.001101
2025-11-28,SPY,680.1629,680.8060,680.5866,680.7462,0.000946,-0.000322,0.000235
2025-12-01,SPY,678.1538,678.5825,680.0682,679.8588,0.000632,0.002189,-0.000308
2025-12-02,SPY,680.7262,679.5596,678.4230,679.2506,-0.001714,-0.001673,0.001220
2025-12-03,SPY,680.6465,680.0482,681.2148,681.0154,-0.000879,0.001715,-0.000293
2025-12-04,SPY,682.2418,681.0553,681.0154,682.1221,-0.001739,-0.000059,0.001625
2025-12-05,SPY,685.6917,684.0964,683.3884,683.3386,-0.002327,-0.001035,-0.000073
2025-12-08,SPY,682.0773,681.4142,681.8280,680.8858,-0.000972,0.000607,-0.001382
2025-12-09,SPY,682.4811,682.8500,682.6007,682.9597,0.000541,-0.000365,0.000526
2025-12-10,SPY,680.3674,681.1350,681.2846,681.2647,0.001128,0.000220,-0.000029
2025-12-11,SPY,683.7672,683.3685,684.4753,684.7146,-0.000583,0.001620,0.000350
2025-12-12,SPY,683.1990,679.0412,678.7121,679.8887,-0.006086,-0.000485,0.001734
2025-12-15,SPY,679.8089,679.0511,678.5825,678.8218,-0.001115,-0.000690,0.000353
2025-12-16,SPY,676.1596,675.7608,675.3869,676.5983,-0.000590,-0.000553,0.001794
2025-12-17,SPY,674.0558,671.7326,672.3408,671.4285,-0.003447,0.000905,-0.001357
2025-12-18,SPY,678.4728,677.9494,678.2734,674.4446,-0.000771,0.000478,-0.005645
2025-12-19,SPY,679.2700,679.6700,679.7950,680.1500,0.000589,0.000184,0.000522
2025-12-22,SPY,683.7200,684.6400,684.3700,684.8100,0.001346,-0.000394,0.000643
2025-12-23,SPY,686.1000,686.4500,686.6950,686.9450,0.000510,0.000357,0.000364
2025-12-24,SPY,689.2250,689.8950,690.4700,690.5800,0.000972,0.000833,0.000159
2025-12-26,SPY,690.5200,689.9200,690.2400,689.4800,-0.000869,0.000464,-0.001101
2025-12-29,SPY,688.1900,687.4800,686.8800,686.8300,-0.001032,-0.000873,-0.000073
2025-12-30,SPY,686.8100,687.7900,687.6300,687.0600,0.001427,-0.000233,-0.000829
2025-12-31,SPY,685.1150,684.5450,684.9300,684.9610,-0.000832,0.000562,0.000045
2026-01-02,SPY,684.1500,681.8300,681.4400,682.3050,-0.003391,-0.000572,0.001269
2026-01-05,SPY,688.0500,688.3650,688.8700,688.9850,0.000458,0.000734,0.000167
2026-01-06,SPY,689.7800,688.8650,688.7500,689.8500,-0.001327,-0.000167,0.001597
2026-01-07,SPY,691.7300,692.5850,693.2100,693.7150,0.001236,0.000902,0.000728
2026-01-08,SPY,689.6950,688.9100,689.6100,689.5000,-0.001138,0.001016,-0.000160
2026-01-09,SPY,691.6800,693.4550,693.1500,694.1700,0.002566,-0.000440,0.001472
2026-01-12,SPY,693.3900,694.4700,694.3400,694.5800,0.001558,-0.000187,0.000346
2026-01-13,SPY,693.0850,693.8400,694.5900,694.8800,0.001089,0.001081,0.000418
2026-01-14,SPY,687.8100,687.3900,687.5300,687.2200,-0.000611,0.000204,-0.000451
2026-01-15,SPY,693.9100,694.4800,694.9600,695.0100,0.000821,0.000691,0.000072
2026-01-16,SPY,690.7000,692.2900,693.1600,692.7500,0.002302,0.001257,-0.000591
2026-01-20,SPY,684.2600,683.9200,682.9600,683.0050,-0.000497,-0.001404,0.000066
2026-01-21,SPY,684.4800,684.1800,681.2500,678.3800,-0.000438,-0.004282,-0.004213
2026-01-22,SPY,689.2200,689.6700,690.0900,690.3800,0.000653,0.000609,0.000420
2026-01-23,SPY,689.6900,690.5950,690.4200,690.2450,0.001312,-0.000253,-0.000253
2026-01-26,SPY,692.3000,692.8200,692.9100,693.4950,0.000751,0.000130,0.000844
2026-01-27,SPY,695.8100,696.2150,696.3300,695.7700,0.000582,0.000165,-0.000804
2026-01-28,SPY,695.8200,696.0100,694.8500,695.4600,0.000273,-0.001667,0.000878
2026-01-29,SPY,686.5600,687.6000,688.4800,690.5900,0.001515,0.001280,0.003065
2026-01-30,SPY,693.5000,691.9600,691.9000,689.1200,-0.002221,-0.000087,-0.004018
2026-02-02,SPY,695.1100,695.0800,695.1500,696.1700,-0.000043,0.000101,0.001467
2026-02-03,SPY,691.3500,692.0200,690.9700,689.1200,0.000969,-0.001517,-0.002677
2026-02-04,SPY,689.5900,687.8700,685.4200,686.7700,-0.002494,-0.003562,0.001970
2026-02-05,SPY,677.8700,675.8900,679.9600,680.0000,-0.002921,0.006022,0.000059
2026-02-06,SPY,686.3600,687.3500,687.7000,687.9400,0.001442,0.000509,0.000349
2026-02-09,SPY,693.5400,694.3000,694.9700,695.4700,0.001096,0.000965,0.000719
2026-02-10,SPY,696.0700,694.8900,694.6500,695.4700,-0.001695,-0.000345,0.001180
2026-02-11,SPY,691.2000,692.8200,693.0000,692.3700,0.002344,0.000260,-0.000909
2026-02-12,SPY,690.3700,686.3187,684.9200,683.8000,-0.005868,-0.002038,-0.001635
2026-02-13,SPY,681.6700,683.4400,684.5300,685.9600,0.002597,0.001595,0.002089
2026-02-17,SPY,676.6600,682.3200,681.7900,681.2500,0.008365,-0.000777,-0.000792
2026-02-18,SPY,688.3000,688.4350,688.3100,688.2050,0.000196,-0.000182,-0.000153
2026-02-19,SPY,685.5300,684.9100,683.6300,683.5500,-0.000904,-0.001869,-0.000117
2026-02-20,SPY,688.0700,688.1200,688.4600,686.1100,0.000073,0.000494,-0.003413
2026-02-23,SPY,683.6700,680.6900,682.3850,681.7700,-0.004359,0.002490,-0.000901
2026-02-24,SPY,686.2800,686.5900,685.5700,687.2400,0.000452,-0.001486,0.002436
2026-02-25,SPY,690.5500,691.1300,691.9100,692.3000,0.000840,0.001129,0.000564
2026-02-26,SPY,686.9400,688.5850,686.8400,686.2600,0.002395,-0.002534,-0.000844
2026-02-27,SPY,685.6800,685.5000,684.7400,684.8800,-0.000263,-0.001109,0.000204
2026-03-02,SPY,684.3300,685.3000,686.4500,686.3700,0.001417,0.001678,-0.000117
2026-03-03,SPY,671.2300,675.0300,676.6900,677.1300,0.005661,0.002459,0.000650
2026-03-04,SPY,684.4800,684.5600,686.1400,686.0400,0.000117,0.002308,-0.000146
2026-03-05,SPY,681.2100,679.8000,680.2400,680.5400,-0.002070,0.000647,0.000441
2026-03-06,SPY,674.7000,674.1800,674.5000,673.9500,-0.000771,0.000475,-0.000815
2026-03-09,SPY,666.9100,668.7800,668.5000,669.8900,0.002804,-0.000419,0.002079
2026-03-10,SPY,680.0400,680.4000,681.4900,680.4950,0.000529,0.001602,-0.001460
2026-03-11,SPY,677.3500,675.7850,674.2600,674.3400,-0.002310,-0.002257,0.000119
2026-03-12,SPY,668.9300,667.3800,669.8200,668.8900,-0.002317,0.003656,-0.001388
2026-03-13,SPY,667.2900,666.8500,663.6450,663.9800,-0.000659,-0.004806,0.000505
2026-03-16,SPY,668.2100,669.3800,669.8600,668.8600,0.001751,0.000717,-0.001493
2026-03-17,SPY,673.2800,671.9200,671.2000,670.7250,-0.002020,-0.001072,-0.000708
2026-03-18,SPY,665.9100,667.5100,667.1300,667.3100,0.002403,-0.000569,0.000270
2025-02-03,NVDA,117.5586,116.7700,116.1300,116.5300,-0.006708,-0.005481,0.003444
2025-02-04,NVDA,119.7332,117.6400,117.5200,117.5600,-0.017482,-0.001020,0.000340
2025-02-05,NVDA,122.9021,118.9900,118.8900,118.9500,-0.031831,-0.000840,0.000505
2025-02-06,NVDA,126.3712,126.1200,125.9700,125.8400,-0.001988,-0.001189,-0.001032
2025-02-07,NVDA,129.3604,128.7000,128.1900,127.4600,-0.005105,-0.003963,-0.005695
2025-02-10,NVDA,134.3641,129.9800,130.0400,129.9900,-0.032629,0.000462,-0.000384
2025-02-11,NVDA,133.9392,132.8200,132.4400,132.0500,-0.008356,-0.002861,-0.002945
2025-02-12,NVDA,131.5448,133.1300,133.0000,133.0600,0.012051,-0.000976,0.000451
2025-02-13,NVDA,136.3685,130.2700,130.9600,130.9200,-0.044721,0.005297,-0.000305
2025-02-14,NVDA,137.4233,135.9900,136.0300,135.9200,-0.010430,0.000294,-0.000809
2025-02-18,NVDA,139.9026,139.9800,139.7400,139.8700,0.000553,-0.001715,0.000930
2025-02-19,NVDA,139.8372,140.1000,140.0400,139.8100,0.001879,-0.000428,-0.001642
2025-02-20,NVDA,138.6129,138.7800,138.7600,139.2200,0.001206,-0.000144,0.003315
2025-02-21,NVDA,138.7329,139.8800,140.0900,139.9500,0.008268,0.001501,-0.000999
2025-02-24,NVDA,131.9747,135.8400,135.6400,135.7100,0.029288,-0.001472,0.000516
2025-02-25,NVDA,126.6061,129.2500,128.8300,128.5900,0.020883,-0.003250,-0.001863
2025-02-26,NVDA,131.9847,130.2800,129.7300,129.8500,-0.012916,-0.004222,0.000925
2025-02-27,NVDA,127.5459,130.3400,131.3600,132.2100,0.021907,0.007826,0.006471
2025-02-28,NVDA,122.2423,121.1400,120.8600,120.7200,-0.009017,-0.002311,-0.001158
2025-03-03,NVDA,119.4980,123.3600,123.9200,123.7300,0.032319,0.004540,-0.001533
2025-03-04,NVDA,112.8898,114.8100,114.9000,114.5500,0.017010,0.000784,-0.003046
2025-03-05,NVDA,116.2989,118.4900,118.5600,117.9900,0.018840,0.000591,-0.004808
2025-03-06,NVDA,115.0892,115.0400,114.9700,114.8700,-0.000427,-0.000608,-0.000870
2025-03-07,NVDA,110.5604,112.6000,112.0700,112.0700,0.018448,-0.004707,0.000000
2025-03-10,NVDA,107.2363,110.5700,109.8200,109.9200,0.031087,-0.006783,0.000911
2025-03-11,NVDA,105.9917,108.0700,108.2000,108.7500,0.019608,0.001203,0.005083
2025-03-12,NVDA,113.6894,109.7000,109.9900,110.3400,-0.035090,0.002644,0.003182
2025-03-13,NVDA,116.0890,114.5700,114.6700,115.0500,-0.013085,0.000873,0.003314
2025-03-14,NVDA,120.3882,117.4000,117.4600,117.5900,-0.024821,0.000511,0.001107
2025-03-17,NVDA,120.1333,121.9400,122.8500,122.6300,0.015039,0.007463,-0.001791
2025-03-18,NVDA,115.7690,120.2000,120.3400,120.2300,0.038274,0.001165,-0.000914
2025-03-19,NVDA,116.4889,115.4800,115.9800,116.0600,-0.008661,0.004330,0.000690
2025-03-20,NVDA,119.4284,119.4300,119.2300,118.8700,0.000013,-0.001675,-0.003019
2025-03-21,NVDA,116.4139,118.2500,117.7600,117.4700,0.015772,-0.004144,-0.002463
2025-03-24,NVDA,121.1081,119.5200,119.3300,119.1300,-0.013113,-0.001590,-0.001676
2025-03-25,NVDA,120.2275,120.3400,120.0900,120.1400,0.000936,-0.002077,0.000416
2025-03-26,NVDA,114.9592,119.8300,119.9000,119.8100,0.042370,0.000584,-0.000751
2025-03-27,NVDA,113.5544,111.6900,112.3300,113.2900,-0.016419,0.005730,0.008546
2025-03-28,NVDA,109.9601,111.0500,111.2100,111.7500,0.009912,0.001441,0.004856
2025-03-31,NVDA,103.9462,106.6100,106.2200,105.6500,0.025627,-0.003658,-0.005366
2025-04-01,NVDA,107.8905,108.7800,109.4100,109.2100,0.008244,0.005792,-0.001828
2025-04-02,NVDA,108.8153,109.2300,109.3700,109.3300,0.003811,0.001282,-0.000366
2025-04-03,NVDA,103.7612,106.8100,107.0800,106.6600,0.029383,0.002528,-0.003922
2025-04-04,NVDA,94.5529,102.0700,102.3200,102.0100,0.079502,0.002449,-0.003030
2025-04-07,NVDA,94.3729,87.9800,90.0300,89.3000,-0.067741,0.023301,-0.008108
