date,ticker,datetime,zone,direction,close,roll_high,roll_low,false_breakout
2025-07-31,BA,2025-07-31 11:45:00,Zone2_10-12,DOWN,223.0000,226.5600,225.3300,1
2025-08-01,BA,2025-08-01 10:30:00,Zone2_10-12,UP,221.1400,220.2200,215.9000,1
2025-08-01,BA,2025-08-01 11:25:00,Zone2_10-12,DOWN,217.2100,221.2600,218.5100,0
2025-08-05,BA,2025-08-05 10:40:00,Zone2_10-12,DOWN,221.8050,224.3100,222.6126,1
2025-08-05,BA,2025-08-05 13:05:00,Zone3_12-1330,UP,224.7650,223.4500,223.0200,1
2025-08-06,BA,2025-08-06 11:00:00,Zone2_10-12,UP,226.2200,225.4700,224.4500,0
2025-08-06,BA,2025-08-06 13:25:00,Zone3_12-1330,DOWN,225.4202,226.4700,226.1400,1
2025-08-06,BA,2025-08-06 14:50:00,Zone5_1445-16,DOWN,225.3400,226.3400,226.1300,1
2025-08-07,BA,2025-08-07 10:00:00,Zone2_10-12,UP,229.6165,228.6800,225.7449,1
2025-08-07,BA,2025-08-07 13:20:00,Zone3_12-1330,DOWN,225.3100,226.6600,226.1400,1
2025-08-08,BA,2025-08-08 11:00:00,Zone2_10-12,DOWN,227.4500,229.9150,228.7614,1
2025-08-08,BA,2025-08-08 13:40:00,Zone4_1330-1445,UP,230.0600,227.7100,227.2500,1
2025-08-11,BA,2025-08-11 11:00:00,Zone2_10-12,UP,229.0900,227.6783,226.9800,1
2025-08-11,BA,2025-08-11 11:50:00,Zone2_10-12,DOWN,226.9750,229.0400,228.8200,1
2025-08-11,BA,2025-08-11 13:35:00,Zone4_1330-1445,DOWN,226.8100,229.3200,229.0200,1
2025-08-12,BA,2025-08-12 11:00:00,Zone2_10-12,DOWN,225.7500,231.2000,229.7800,1
2025-08-12,BA,2025-08-12 11:30:00,Zone2_10-12,UP,231.7900,226.2300,225.5000,0
2025-08-12,BA,2025-08-12 12:50:00,Zone3_12-1330,UP,230.9900,226.3800,226.0100,1
2025-08-13,BA,2025-08-13 10:15:00,Zone2_10-12,DOWN,233.2250,235.5999,233.9700,0
2025-08-13,BA,2025-08-13 10:35:00,Zone2_10-12,DOWN,231.0300,235.5999,232.0000,1
2025-08-13,BA,2025-08-13 12:35:00,Zone3_12-1330,DOWN,231.6950,233.2000,232.5100,1
2025-08-14,BA,2025-08-14 12:10:00,Zone3_12-1330,DOWN,231.8600,232.8000,232.5900,1
2025-08-15,BA,2025-08-15 11:35:00,Zone2_10-12,UP,234.6900,233.9300,233.2300,1
2025-08-15,BA,2025-08-15 12:00:00,Zone3_12-1330,UP,235.8000,234.8050,233.2000,1
2025-08-18,BA,2025-08-18 10:05:00,Zone2_10-12,DOWN,229.6500,234.2399,230.5800,1
2025-08-18,BA,2025-08-18 11:00:00,Zone2_10-12,UP,235.0300,231.6679,229.1100,1
2025-08-18,BA,2025-08-18 11:55:00,Zone2_10-12,DOWN,231.4600,235.0400,234.5200,1
2025-08-18,BA,2025-08-18 13:00:00,Zone3_12-1330,DOWN,231.3800,234.7400,234.4700,1
2025-08-18,BA,2025-08-18 14:40:00,Zone4_1330-1445,DOWN,230.7350,234.6800,234.3200,1
2025-08-19,BA,2025-08-19 10:35:00,Zone2_10-12,DOWN,227.7750,229.7100,228.5500,1
2025-08-19,BA,2025-08-19 11:00:00,Zone2_10-12,UP,231.6900,229.3000,226.9000,1
2025-08-19,BA,2025-08-19 12:40:00,Zone3_12-1330,DOWN,224.9160,232.0200,225.6900,1
2025-08-19,BA,2025-08-19 13:20:00,Zone3_12-1330,DOWN,224.1300,232.0100,231.7500,1
2025-08-21,BA,2025-08-21 12:05:00,Zone3_12-1330,DOWN,223.9250,225.8132,225.0300,1
2025-08-21,BA,2025-08-21 13:55:00,Zone4_1330-1445,UP,230.1300,225.2900,224.6300,0
2025-08-22,BA,2025-08-22 11:00:00,Zone2_10-12,DOWN,224.8200,232.5000,230.3001,0
2025-08-22,BA,2025-08-22 11:55:00,Zone2_10-12,UP,232.7900,225.5000,224.8000,1
2025-08-22,BA,2025-08-22 13:20:00,Zone3_12-1330,UP,231.3300,226.2200,225.4400,1
2025-08-22,BA,2025-08-22 13:55:00,Zone4_1330-1445,UP,231.2500,226.0000,225.7600,1
2025-08-22,BA,2025-08-22 14:50:00,Zone5_1445-16,UP,230.2400,225.5800,225.1700,1
2025-08-25,BA,2025-08-25 11:55:00,Zone2_10-12,DOWN,228.1600,231.0400,230.2000,1
2025-08-26,BA,2025-08-26 10:00:00,Zone2_10-12,UP,231.6850,230.7500,227.9800,0
2025-08-26,BA,2025-08-26 11:00:00,Zone2_10-12,DOWN,227.8500,232.7750,231.1600,1
2025-08-27,BA,2025-08-27 11:00:00,Zone2_10-12,UP,234.5900,233.5599,232.4000,0
2025-08-27,BA,2025-08-27 11:35:00,Zone2_10-12,DOWN,232.8800,234.7200,234.4500,1
2025-08-27,BA,2025-08-27 12:25:00,Zone3_12-1330,DOWN,233.2250,234.7800,234.5400,1
2025-08-27,BA,2025-08-27 13:05:00,Zone3_12-1330,DOWN,233.4850,234.8200,234.6000,1
2025-08-29,BA,2025-08-29 12:25:00,Zone3_12-1330,UP,237.3600,235.4500,235.0600,1
2025-09-02,BA,2025-09-02 11:00:00,Zone2_10-12,DOWN,232.8900,237.2500,235.2020,0
2025-09-02,BA,2025-09-02 12:30:00,Zone3_12-1330,UP,235.2000,233.4000,233.0800,1
2025-09-02,BA,2025-09-02 12:55:00,Zone3_12-1330,UP,236.9400,236.0000,233.1800,1
2025-09-03,BA,2025-09-03 11:00:00,Zone2_10-12,UP,237.0200,233.1099,231.6800,1
2025-09-03,BA,2025-09-03 13:15:00,Zone3_12-1330,DOWN,231.3500,237.4700,236.6100,1
2025-09-04,BA,2025-09-04 11:55:00,Zone2_10-12,DOWN,230.6500,232.1400,231.3450,1
2025-09-05,BA,2025-09-05 11:00:00,Zone2_10-12,UP,230.7100,227.2000,225.5000,1
2025-09-05,BA,2025-09-05 13:25:00,Zone3_12-1330,UP,231.2200,227.7375,227.1000,0
2025-09-05,BA,2025-09-05 14:05:00,Zone4_1330-1445,DOWN,227.3700,231.7900,231.2000,1
2025-09-08,BA,2025-09-08 14:20:00,Zone4_1330-1445,UP,231.5000,229.9500,229.6000,0
2025-09-09,BA,2025-09-09 11:00:00,Zone2_10-12,UP,231.3600,229.2300,228.4500,1
2025-09-09,BA,2025-09-09 14:25:00,Zone4_1330-1445,DOWN,229.9600,231.5000,230.8100,1
2025-09-10,BA,2025-09-10 11:00:00,Zone2_10-12,UP,229.9800,228.3400,227.3600,0
2025-09-10,BA,2025-09-10 11:45:00,Zone2_10-12,DOWN,227.6150,229.8700,229.0000,1
2025-09-11,BA,2025-09-11 11:45:00,Zone2_10-12,DOWN,226.3700,228.3300,227.9300,1
2025-09-11,BA,2025-09-11 13:20:00,Zone3_12-1330,UP,229.2400,228.0200,227.8200,0
2025-09-12,BA,2025-09-12 11:00:00,Zone2_10-12,UP,220.9700,217.3700,216.3900,0
2025-09-12,BA,2025-09-12 12:40:00,Zone3_12-1330,DOWN,217.3050,220.7400,220.4400,1
2025-09-12,BA,2025-09-12 13:15:00,Zone3_12-1330,DOWN,217.0600,221.6300,220.6200,1
2025-09-12,BA,2025-09-12 13:50:00,Zone4_1330-1445,DOWN,216.6877,222.1400,221.1900,1
2025-09-17,BA,2025-09-17 12:50:00,Zone3_12-1330,UP,216.1900,215.2000,214.8800,1
2025-09-19,BA,2025-09-19 11:00:00,Zone2_10-12,UP,216.3200,215.4500,214.2500,0
2025-09-22,BA,2025-09-22 11:00:00,Zone2_10-12,UP,215.4900,212.5499,211.4270,0
2025-09-22,BA,2025-09-22 13:10:00,Zone3_12-1330,DOWN,212.3999,215.6200,215.3500,1
2025-09-23,BA,2025-09-23 11:00:00,Zone2_10-12,DOWN,214.5000,218.3000,217.0900,0
2025-09-23,BA,2025-09-23 13:20:00,Zone3_12-1330,UP,219.3000,218.5300,217.0900,1
2025-09-24,BA,2025-09-24 11:45:00,Zone2_10-12,UP,218.9100,217.9700,217.7700,0
2025-09-26,BA,2025-09-26 11:00:00,Zone2_10-12,DOWN,215.0000,222.0900,220.1000,0
2025-09-26,BA,2025-09-26 15:05:00,Zone5_1445-16,UP,220.9600,216.0000,213.5300,0
2025-09-29,BA,2025-09-29 11:00:00,Zone2_10-12,UP,223.1500,217.6165,216.5000,0
2025-09-29,BA,2025-09-29 14:00:00,Zone4_1330-1445,DOWN,223.1400,224.3300,224.0000,0
2025-09-30,BA,2025-09-30 11:00:00,Zone2_10-12,UP,217.2600,214.1300,213.4001,0
2025-09-30,BA,2025-09-30 11:50:00,Zone2_10-12,DOWN,214.0600,217.4500,217.1600,1
2025-09-30,BA,2025-09-30 12:40:00,Zone3_12-1330,DOWN,215.2100,217.4800,217.1200,1
2025-10-02,BA,2025-10-02 11:00:00,Zone2_10-12,DOWN,215.3100,217.1900,216.5300,0
2025-10-02,BA,2025-10-02 13:00:00,Zone3_12-1330,UP,217.2800,215.7600,215.4800,1
2025-10-06,BA,2025-10-06 10:30:00,Zone2_10-12,UP,220.5600,219.8700,215.9900,1
2025-10-06,BA,2025-10-06 11:00:00,Zone2_10-12,DOWN,217.5400,221.3500,219.3500,0
2025-10-06,BA,2025-10-06 12:45:00,Zone3_12-1330,UP,218.6500,217.8000,217.6600,0
2025-10-07,BA,2025-10-07 11:15:00,Zone2_10-12,DOWN,218.2400,220.7200,219.3000,1
2025-10-07,BA,2025-10-07 12:05:00,Zone3_12-1330,UP,220.7600,218.9700,218.5000,1
2025-10-07,BA,2025-10-07 13:30:00,Zone4_1330-1445,UP,220.3900,219.4900,218.9200,0
2025-10-08,BA,2025-10-08 11:00:00,Zone2_10-12,DOWN,222.2500,224.7700,223.8000,0
2025-10-09,BA,2025-10-09 10:15:00,Zone2_10-12,DOWN,220.9000,223.9400,221.6337,0
2025-10-09,BA,2025-10-09 10:20:00,Zone2_10-12,DOWN,220.0700,222.5400,220.8800,0
2025-10-09,BA,2025-10-09 11:00:00,Zone2_10-12,UP,226.0200,220.0799,218.3150,0
2025-10-09,BA,2025-10-09 11:55:00,Zone2_10-12,DOWN,217.7064,226.2000,225.3200,1
2025-10-10,BA,2025-10-10 10:55:00,Zone2_10-12,DOWN,215.2600,217.6500,216.7700,1
2025-10-14,BA,2025-10-14 11:00:00,Zone2_10-12,DOWN,213.1700,215.7300,214.7100,0
2025-10-15,BA,2025-10-15 13:10:00,Zone3_12-1330,DOWN,212.6250,215.8900,215.5500,1
2025-10-16,BA,2025-10-16 12:05:00,Zone3_12-1330,DOWN,212.4450,214.7900,214.2900,1
2025-10-16,BA,2025-10-16 12:40:00,Zone3_12-1330,DOWN,211.4350,214.7500,214.3400,1
2025-10-16,BA,2025-10-16 14:15:00,Zone4_1330-1445,DOWN,211.2701,214.7500,214.4300,1
2025-10-17,BA,2025-10-17 11:00:00,Zone2_10-12,DOWN,208.2200,213.0600,211.9500,0
2025-10-22,BA,2025-10-22 11:00:00,Zone2_10-12,UP,216.5900,215.6199,214.4100,0
2025-10-22,BA,2025-10-22 12:00:00,Zone3_12-1330,DOWN,215.1500,217.1300,216.6300,1
2025-10-23,BA,2025-10-23 11:00:00,Zone2_10-12,DOWN,216.6200,219.0100,217.5322,0
2025-10-23,BA,2025-10-23 11:55:00,Zone2_10-12,UP,217.7600,216.9500,216.6700,1
2025-10-23,BA,2025-10-23 13:10:00,Zone3_12-1330,UP,218.3950,216.9700,216.6500,1
2025-10-24,BA,2025-10-24 11:00:00,Zone2_10-12,DOWN,218.5800,220.9200,219.5100,1
2025-10-24,BA,2025-10-24 13:20:00,Zone3_12-1330,UP,221.4200,218.5800,218.3700,1
2025-10-28,BA,2025-10-28 12:35:00,Zone3_12-1330,UP,224.8400,223.8900,223.4700,1
2025-10-29,BA,2025-10-29 10:30:00,Zone2_10-12,UP,218.8000,217.8189,215.8100,1
2025-10-29,BA,2025-10-29 10:35:00,Zone2_10-12,UP,219.8700,218.8000,215.8100,1
2025-10-29,BA,2025-10-29 11:00:00,Zone2_10-12,UP,224.2500,219.9700,216.6000,0
2025-10-30,BA,2025-10-30 10:40:00,Zone2_10-12,DOWN,203.8000,206.8800,204.4400,1
2025-10-30,BA,2025-10-30 10:45:00,Zone2_10-12,DOWN,202.8400,206.8800,203.7450,1
2025-10-30,BA,2025-10-30 11:00:00,Zone2_10-12,UP,214.1100,205.7899,202.1500,0
2025-11-03,BA,2025-11-03 11:00:00,Zone2_10-12,DOWN,201.8200,205.1200,203.4900,0
2025-11-04,BA,2025-11-04 11:00:00,Zone2_10-12,UP,202.6000,201.2700,200.0500,0
2025-11-06,BA,2025-11-06 12:20:00,Zone3_12-1330,DOWN,196.5600,197.8200,197.6900,1
2025-11-07,BA,2025-11-07 11:00:00,Zone2_10-12,UP,197.2600,195.2000,193.4500,1
2025-11-07,BA,2025-11-07 11:40:00,Zone2_10-12,DOWN,192.7138,197.6200,197.1600,1
2025-11-10,BA,2025-11-10 11:00:00,Zone2_10-12,UP,196.5000,194.3600,193.3221,1
2025-11-10,BA,2025-11-10 11:30:00,Zone2_10-12,DOWN,193.7400,196.9200,196.3100,1
2025-11-12,BA,2025-11-12 15:00:00,Zone5_1445-16,DOWN,194.7200,196.2300,195.8400,1
2025-11-13,BA,2025-11-13 11:00:00,Zone2_10-12,UP,196.3000,193.8000,193.1100,0
2025-11-13,BA,2025-11-13 11:40:00,Zone2_10-12,DOWN,193.2301,196.1900,195.4000,1
2025-11-13,BA,2025-11-13 12:25:00,Zone3_12-1330,DOWN,194.8800,196.2200,195.7100,1
2025-11-13,BA,2025-11-13 13:25:00,Zone3_12-1330,DOWN,194.4900,196.3700,195.9200,1
2025-11-14,BA,2025-11-14 11:00:00,Zone2_10-12,DOWN,194.2000,197.0251,195.8000,0
2025-11-14,BA,2025-11-14 11:50:00,Zone2_10-12,UP,195.3600,194.3300,194.0100,1
2025-11-14,BA,2025-11-14 12:25:00,Zone3_12-1330,UP,195.5300,194.5100,194.1700,1
2025-11-17,BA,2025-11-17 11:00:00,Zone2_10-12,UP,195.3900,193.4299,192.7000,0
2025-11-17,BA,2025-11-17 12:05:00,Zone3_12-1330,DOWN,193.6400,195.3000,194.9400,1
2025-11-17,BA,2025-11-17 12:40:00,Zone3_12-1330,DOWN,193.5600,195.0800,194.7500,1
2025-11-17,BA,2025-11-17 13:20:00,Zone3_12-1330,DOWN,192.4200,195.1900,194.8400,1
2025-11-17,BA,2025-11-17 13:55:00,Zone4_1330-1445,DOWN,191.4100,195.2000,194.9300,1
2025-11-18,BA,2025-11-18 11:20:00,Zone2_10-12,DOWN,188.0550,191.6700,188.9100,1
2025-11-18,BA,2025-11-18 12:10:00,Zone3_12-1330,DOWN,189.1506,191.1800,190.7600,1
2025-11-19,BA,2025-11-19 10:50:00,Zone2_10-12,DOWN,184.0050,185.6300,184.5700,1
2025-11-19,BA,2025-11-19 11:00:00,Zone2_10-12,UP,189.9300,185.6300,183.3601,1
2025-11-19,BA,2025-11-19 13:05:00,Zone3_12-1330,DOWN,183.8568,191.0800,190.3700,1
2025-11-20,BA,2025-11-20 10:05:00,Zone2_10-12,DOWN,185.2400,187.0410,185.8300,1
2025-11-20,BA,2025-11-20 11:00:00,Zone2_10-12,UP,186.5800,185.8200,184.9000,0
2025-11-20,BA,2025-11-20 13:10:00,Zone3_12-1330,DOWN,181.2000,186.7700,186.5800,1
2025-11-21,BA,2025-11-21 11:00:00,Zone2_10-12,UP,180.0400,179.5000,177.7200,1
2025-11-21,BA,2025-11-21 11:30:00,Zone2_10-12,DOWN,178.0100,180.0400,179.0400,1
2025-11-21,BA,2025-11-21 14:50:00,Zone5_1445-16,UP,181.4300,180.4000,178.8800,1
2025-11-24,BA,2025-11-24 11:00:00,Zone2_10-12,UP,180.9200,179.5150,177.4000,0
2025-11-24,BA,2025-11-24 13:40:00,Zone4_1330-1445,DOWN,178.7450,180.8800,180.3800,1
2025-11-25,BA,2025-11-25 11:40:00,Zone2_10-12,UP,180.1900,179.0500,178.6700,1
2025-11-25,BA,2025-11-25 12:25:00,Zone3_12-1330,UP,181.6950,178.7500,178.4100,1
2025-11-25,BA,2025-11-25 13:25:00,Zone3_12-1330,UP,182.3350,179.4100,178.7700,1
2025-11-26,BA,2025-11-26 11:00:00,Zone2_10-12,DOWN,183.8200,187.0407,186.2000,0
2025-11-28,BA,2025-11-28 11:00:00,Zone2_10-12,DOWN,187.7600,189.4700,188.9000,1
2025-11-28,BA,2025-11-28 12:30:00,Zone3_12-1330,UP,189.1050,188.0800,187.9100,1
2025-11-28,BA,2025-11-28 14:15:00,Zone4_1330-1445,UP,189.0500,188.3800,187.8600,1
2025-12-01,BA,2025-12-01 13:40:00,Zone4_1330-1445,UP,190.7900,189.4900,188.3600,0
2025-12-01,BA,2025-12-01 13:50:00,Zone4_1330-1445,UP,192.3000,190.9600,188.5000,1
2025-12-02,BA,2025-12-02 10:00:00,Zone2_10-12,UP,201.4200,200.7500,195.5101,1
2025-12-02,BA,2025-12-02 11:00:00,Zone2_10-12,DOWN,186.9300,203.5735,201.5850,1
2025-12-02,BA,2025-12-02 12:05:00,Zone3_12-1330,UP,203.7300,187.3400,187.0700,1
2025-12-02,BA,2025-12-02 13:50:00,Zone4_1330-1445,UP,203.4150,187.7600,187.4700,1
2025-12-02,BA,2025-12-02 15:15:00,Zone5_1445-16,UP,190.8300,188.0000,186.0700,0
2025-12-02,BA,2025-12-02 15:20:00,Zone5_1445-16,UP,192.9000,190.9500,183.5800,0
2025-12-02,BA,2025-12-02 15:55:00,Zone5_1445-16,UP,197.0000,195.8600,192.1200,0
2025-12-03,BA,2025-12-03 11:00:00,Zone2_10-12,UP,205.6200,204.3200,203.1100,0
2025-12-03,BA,2025-12-03 12:00:00,Zone3_12-1330,DOWN,200.9850,205.0900,204.7400,1
2025-12-04,BA,2025-12-04 11:00:00,Zone2_10-12,UP,202.8500,199.8000,198.7000,1
2025-12-04,BA,2025-12-04 12:05:00,Zone3_12-1330,DOWN,199.1450,202.9800,202.5400,1
2025-12-04,BA,2025-12-04 12:45:00,Zone3_12-1330,DOWN,198.9600,202.9800,202.6600,1
2025-12-04,BA,2025-12-04 13:55:00,Zone4_1330-1445,DOWN,199.6700,202.9900,202.8500,1
2025-12-08,BA,2025-12-08 11:00:00,Zone2_10-12,DOWN,202.2600,206.8600,204.6900,1
2025-12-08,BA,2025-12-08 12:50:00,Zone3_12-1330,UP,206.1541,202.4900,202.2100,1
2025-12-08,BA,2025-12-08 14:30:00,Zone4_1330-1445,UP,205.1650,202.4500,201.9400,1
2025-12-08,BA,2025-12-08 15:40:00,Zone5_1445-16,UP,202.9300,202.3000,201.8900,0
2025-12-09,BA,2025-12-09 10:05:00,Zone2_10-12,DOWN,203.7875,206.9600,204.4600,1
2025-12-09,BA,2025-12-09 11:00:00,Zone2_10-12,UP,206.3000,204.6300,203.7300,1
2025-12-09,BA,2025-12-09 12:30:00,Zone3_12-1330,DOWN,202.6600,206.4700,206.0300,1
2025-12-09,BA,2025-12-09 13:25:00,Zone3_12-1330,DOWN,201.0000,206.4700,206.0500,1
2025-12-10,BA,2025-12-10 12:10:00,Zone3_12-1330,DOWN,198.5350,200.7800,199.3700,1
2025-12-10,BA,2025-12-10 13:25:00,Zone3_12-1330,DOWN,199.2100,200.9700,200.6800,1
2025-12-11,BA,2025-12-11 10:10:00,Zone2_10-12,UP,201.4450,200.5900,198.1750,1
2025-12-11,BA,2025-12-11 11:00:00,Zone2_10-12,DOWN,198.5600,201.2500,200.0001,1
2025-12-11,BA,2025-12-11 12:50:00,Zone3_12-1330,UP,201.2900,199.0600,198.7100,1
2025-12-12,BA,2025-12-12 11:00:00,Zone2_10-12,DOWN,201.4300,204.4300,202.6500,0
2025-12-12,BA,2025-12-12 12:05:00,Zone3_12-1330,UP,204.0900,201.4200,201.1800,1
2025-12-12,BA,2025-12-12 12:30:00,Zone3_12-1330,UP,205.2050,204.3500,201.2300,1
2025-12-12,BA,2025-12-12 14:55:00,Zone5_1445-16,UP,204.9500,202.2200,201.6500,1
2025-12-15,BA,2025-12-15 12:25:00,Zone3_12-1330,DOWN,204.4050,205.4500,205.3600,1
2025-12-15,BA,2025-12-15 13:35:00,Zone4_1330-1445,DOWN,204.1200,205.6300,205.4000,1
2025-12-16,BA,2025-12-16 11:10:00,Zone2_10-12,DOWN,204.3700,208.5107,207.0600,1
2025-12-16,BA,2025-12-16 13:35:00,Zone4_1330-1445,UP,207.2000,205.0600,204.9100,1
2025-12-17,BA,2025-12-17 11:00:00,Zone2_10-12,DOWN,206.7100,210.0500,207.3891,1
2025-12-17,BA,2025-12-17 12:25:00,Zone3_12-1330,UP,208.9267,207.5200,207.2100,1
2025-12-17,BA,2025-12-17 13:25:00,Zone3_12-1330,UP,208.4484,207.7500,206.9900,1
2025-12-17,BA,2025-12-17 15:00:00,Zone5_1445-16,UP,207.9500,207.2300,206.7500,1
2025-12-18,BA,2025-12-18 11:00:00,Zone2_10-12,DOWN,206.5100,210.2000,209.3900,1
2025-12-18,BA,2025-12-18 11:55:00,Zone2_10-12,UP,209.4350,206.8100,206.3500,1
2025-12-18,BA,2025-12-18 12:40:00,Zone3_12-1330,UP,209.0750,208.3600,206.4300,1
2025-12-19,BA,2025-12-19 11:00:00,Zone2_10-12,DOWN,208.1700,214.4100,213.1300,1
2025-12-19,BA,2025-12-19 13:35:00,Zone4_1330-1445,UP,215.6650,208.7800,208.6100,1
2025-12-22,BA,2025-12-22 11:00:00,Zone2_10-12,DOWN,215.1000,216.6600,216.0000,0
2025-12-22,BA,2025-12-22 12:10:00,Zone3_12-1330,UP,216.8800,215.3000,215.0100,1
2025-12-22,BA,2025-12-22 13:15:00,Zone3_12-1330,UP,216.2450,215.2500,214.7400,1
2025-12-24,BA,2025-12-24 11:00:00,Zone2_10-12,DOWN,216.6700,218.2500,217.5800,1
2025-12-24,BA,2025-12-24 11:45:00,Zone2_10-12,UP,218.4200,216.9100,216.7300,1
2025-12-24,BA,2025-12-24 14:05:00,Zone4_1330-1445,UP,218.1000,216.8400,216.5700,1
2025-12-24,BA,2025-12-24 14:55:00,Zone5_1445-16,UP,218.2500,217.2600,216.9300,1
2025-12-26,BA,2025-12-26 13:05:00,Zone3_12-1330,DOWN,216.6000,218.2500,218.0400,1
2025-12-26,BA,2025-12-26 13:50:00,Zone4_1330-1445,DOWN,216.6950,218.0800,217.7600,1
2025-12-30,BA,2025-12-30 11:30:00,Zone2_10-12,UP,221.1800,218.5600,217.9600,1
2025-12-30,BA,2025-12-30 13:20:00,Zone3_12-1330,UP,221.5089,218.5600,218.2600,1
2025-12-30,BA,2025-12-30 13:55:00,Zone4_1330-1445,UP,221.2700,218.6100,218.3500,1
2025-12-31,BA,2025-12-31 11:00:00,Zone2_10-12,UP,218.7200,217.3200,216.7000,1
2025-12-31,BA,2025-12-31 14:20:00,Zone4_1330-1445,DOWN,217.1950,218.8700,218.5900,1
2026-01-02,BA,2026-01-02 10:30:00,Zone2_10-12,UP,220.2075,219.5200,217.8700,1
2026-01-02,BA,2026-01-02 11:00:00,Zone2_10-12,DOWN,218.0600,222.3400,219.3100,0
2026-01-02,BA,2026-01-02 11:45:00,Zone2_10-12,UP,222.2800,218.5000,218.0500,1
2026-01-06,BA,2026-01-06 11:00:00,Zone2_10-12,DOWN,227.6200,231.2600,229.5100,1
2026-01-06,BA,2026-01-06 12:25:00,Zone3_12-1330,UP,229.7123,227.9300,227.3900,1
2026-01-06,BA,2026-01-06 13:15:00,Zone3_12-1330,UP,230.1049,227.8100,227.5800,1
2026-01-07,BA,2026-01-07 11:00:00,Zone2_10-12,DOWN,229.9800,232.4599,231.1700,1
2026-01-07,BA,2026-01-07 12:10:00,Zone3_12-1330,UP,230.7300,229.8000,229.2100,1
2026-01-07,BA,2026-01-07 13:40:00,Zone4_1330-1445,UP,230.9500,229.2200,228.7900,1
2026-01-09,BA,2026-01-09 11:00:00,Zone2_10-12,DOWN,227.1400,232.6328,231.1150,1
2026-01-09,BA,2026-01-09 11:15:00,Zone2_10-12,UP,233.5200,232.6328,227.1000,1
2026-01-09,BA,2026-01-09 12:05:00,Zone3_12-1330,UP,234.4350,227.4000,227.1400,1
2026-01-09,BA,2026-01-09 12:40:00,Zone3_12-1330,UP,233.8000,228.1800,227.2000,1
2026-01-12,BA,2026-01-12 11:00:00,Zone2_10-12,DOWN,233.3000,237.9700,235.7500,1
2026-01-12,BA,2026-01-12 12:35:00,Zone3_12-1330,UP,237.1300,233.6200,233.0700,1
2026-01-12,BA,2026-01-12 13:10:00,Zone3_12-1330,UP,237.6999,233.5500,233.1500,1
2026-01-13,BA,2026-01-13 10:35:00,Zone2_10-12,UP,244.7827,244.0000,242.9100,1
2026-01-13,BA,2026-01-13 11:00:00,Zone2_10-12,DOWN,239.0900,245.8500,243.1400,0
2026-01-13,BA,2026-01-13 11:40:00,Zone2_10-12,UP,246.5050,239.5900,239.0500,1
2026-01-14,BA,2026-01-14 11:00:00,Zone2_10-12,UP,244.3500,241.6199,239.9000,0
2026-01-14,BA,2026-01-14 11:55:00,Zone2_10-12,DOWN,239.9800,244.5500,244.0200,1
2026-01-15,BA,2026-01-15 10:00:00,Zone2_10-12,UP,247.7400,246.5500,243.9657,1
2026-01-15,BA,2026-01-15 11:00:00,Zone2_10-12,DOWN,242.2000,247.3200,246.0600,0
2026-01-15,BA,2026-01-15 11:35:00,Zone2_10-12,UP,247.4400,242.6000,242.1800,1
2026-01-15,BA,2026-01-15 13:20:00,Zone3_12-1330,UP,247.6000,243.3700,242.4600,1
2026-01-15,BA,2026-01-15 14:35:00,Zone4_1330-1445,UP,247.4733,243.4500,242.7800,1
2026-01-16,BA,2026-01-16 11:00:00,Zone2_10-12,UP,248.5000,246.9026,245.6800,1
2026-01-20,BA,2026-01-20 11:00:00,Zone2_10-12,DOWN,241.5000,248.2500,246.5850,0
2026-01-20,BA,2026-01-20 14:30:00,Zone4_1330-1445,UP,242.8300,242.0100,241.1200,1
2026-01-21,BA,2026-01-21 12:10:00,Zone3_12-1330,DOWN,246.6400,249.4300,249.0100,1
2026-01-21,BA,2026-01-21 13:40:00,Zone4_1330-1445,DOWN,248.0500,249.3400,249.0500,1
2026-01-22,BA,2026-01-22 11:00:00,Zone2_10-12,DOWN,251.0100,253.8800,252.0100,1
2026-01-22,BA,2026-01-22 12:20:00,Zone3_12-1330,UP,252.4750,251.4900,251.0200,1
2026-01-23,BA,2026-01-23 12:50:00,Zone3_12-1330,DOWN,250.3100,251.3700,251.0900,1
2026-01-26,BA,2026-01-26 11:00:00,Zone2_10-12,UP,251.3700,250.1200,248.5501,0
2026-01-27,BA,2026-01-27 10:40:00,Zone2_10-12,DOWN,239.2100,243.4900,241.0420,1
2026-01-27,BA,2026-01-27 10:55:00,Zone2_10-12,UP,247.0000,243.4900,238.7500,0
2026-01-27,BA,2026-01-27 13:30:00,Zone4_1330-1445,DOWN,245.2200,246.7000,246.2200,1
2026-01-27,BA,2026-01-27 14:05:00,Zone4_1330-1445,UP,249.0000,248.0000,245.0000,1
2026-01-27,BA,2026-01-27 15:35:00,Zone5_1445-16,DOWN,243.2400,248.4300,244.3200,1
2026-01-28,BA,2026-01-28 11:00:00,Zone2_10-12,UP,244.3700,242.4178,240.6200,1
2026-01-28,BA,2026-01-28 12:25:00,Zone3_12-1330,UP,245.5900,244.7500,244.4100,1
2026-01-29,BA,2026-01-29 10:40:00,Zone2_10-12,DOWN,237.3600,240.8273,238.7100,1
2026-01-29,BA,2026-01-29 11:00:00,Zone2_10-12,UP,241.8800,240.6099,236.1000,0
2026-01-29,BA,2026-01-29 12:40:00,Zone3_12-1330,DOWN,236.6100,242.4500,242.1700,1
