date,ticker,am_return,pm_return,is_stress
2025-12-24,COIN,-0.006014,0.003338,False
2025-12-26,C,-0.010522,0.011091,False
2025-12-26,JPM,-0.005211,0.005787,False
2025-12-29,COST,-0.006231,0.007431,False
2025-12-29,TXN,-0.004702,0.005213,False
2025-12-30,C,-0.011328,0.014101,False
2025-12-30,AVGO,-0.003943,0.003873,False
2025-12-31,AMD,-0.009707,0.004819,False
2025-12-31,BABA,-0.007599,0.003008,False
2026-01-02,V,-0.008175,0.013592,False
2026-01-02,AMD,-0.004614,0.000734,False
2026-01-05,AVGO,-0.014264,0.009952,False
2026-01-05,COST,-0.011866,0.006792,False
2026-01-06,PLTR,-0.012858,0.011297,False
2026-01-06,MARA,-0.012230,0.009524,False
2026-01-07,COIN,-0.016671,0.007111,False
2026-01-07,BABA,-0.013414,-0.005023,False
2026-01-08,MU,-0.015777,0.010104,True
2026-01-08,SNOW,-0.015096,0.011711,True
2026-01-09,BABA,-0.019610,0.000066,False
2026-01-09,SNOW,-0.015419,0.021816,False
2026-01-12,PLTR,-0.017531,0.025720,False
2026-01-12,SNOW,-0.013072,0.002714,False
2026-01-13,AMD,-0.019991,0.021015,False
2026-01-13,MARA,-0.017431,0.006536,False
2026-01-14,C,-0.013167,0.012871,False
2026-01-14,IBIT,-0.005529,-0.000741,False
2026-01-15,AVGO,-0.012574,0.011516,False
2026-01-15,BABA,-0.012000,0.002014,False
2026-01-16,BABA,-0.009633,-0.000825,False
2026-01-16,COST,-0.009131,0.001240,False
2026-01-20,MU,-0.027723,0.017740,True
2026-01-20,BA,-0.015957,0.007900,True
2026-01-21,MARA,-0.011418,-0.001925,False
2026-01-21,BIDU,-0.009148,0.001528,False
2026-01-22,SNOW,-0.008903,0.007582,False
2026-01-22,TXN,-0.006677,0.003544,False
2026-01-23,AMD,-0.032659,0.030398,False
2026-01-23,BABA,-0.024006,0.009332,False
2026-01-26,AAPL,-0.013143,0.014318,False
2026-01-26,MARA,-0.009634,0.014591,False
2026-01-27,AVGO,-0.006035,0.003661,False
2026-01-27,C,-0.004743,0.006173,False
