ticker,date,direction,adx,pdi,mdi,fwd1_ret,fwd3_ret
MU,2025-03-26,DOWN,10.78,24.19,17.70,-0.044447,-0.101339
MU,2025-04-25,UP,19.98,23.33,22.34,0.029244,-0.039251
MU,2025-07-14,DOWN,40.55,23.17,19.78,0.007174,-0.061228
MU,2025-08-11,UP,25.27,33.41,16.34,-0.008329,-0.018339
MU,2025-08-22,DOWN,21.47,23.70,22.30,-0.002046,-0.001876
MU,2025-08-29,UP,17.34,24.56,17.69,-0.048261,-0.025898
MU,2025-09-02,DOWN,16.13,21.94,22.07,0.026952,0.096752
MU,2025-09-03,UP,15.00,20.75,20.88,-0.003365,0.095895
MU,2025-11-20,DOWN,26.62,19.36,17.08,-0.114517,-0.047307
MU,2025-12-01,UP,20.27,23.08,18.19,0.032942,-0.008980
MU,2026-02-06,DOWN,40.61,25.32,20.64,0.025032,-0.019053
MU,2026-02-12,UP,30.88,30.61,20.10,-0.048738,-0.055197
MU,2026-03-02,DOWN,18.12,17.34,22.77,-0.026747,-0.007111
MU,2026-03-12,UP,24.24,19.77,26.33,-0.000073,0.093470
NVDA,2025-03-17,UP,30.28,23.07,28.45,-0.037621,-0.048346
NVDA,2025-03-21,DOWN,24.79,21.01,24.42,0.004097,0.029020
NVDA,2025-03-24,UP,21.96,23.89,23.29,0.004499,-0.067489
NVDA,2025-03-27,DOWN,19.75,19.71,26.75,-0.005897,-0.053967
NVDA,2025-04-11,UP,22.99,28.78,14.23,0.017742,0.014984
NVDA,2025-04-18,DOWN,22.31,24.23,20.34,-0.030115,0.031991
NVDA,2025-04-26,UP,20.57,34.71,16.09,-0.010907,-0.053813
NVDA,2025-08-20,DOWN,10.24,18.77,30.49,-0.009489,0.013183
NVDA,2025-08-27,UP,17.70,15.39,30.14,-0.006853,-0.047807
NVDA,2025-08-30,DOWN,22.21,11.27,27.87,-0.021419,-0.016409
NVDA,2025-09-11,UP,19.66,26.03,18.57,-0.007544,-0.017101
NVDA,2025-10-16,DOWN,15.97,19.93,35.73,-0.013866,0.001863
NVDA,2025-10-27,UP,22.26,23.50,29.40,0.013966,0.066786
NVDA,2025-11-07,DOWN,21.80,23.33,29.40,0.028609,0.056784
NVDA,2025-12-08,UP,10.57,23.69,19.86,0.022580,-0.008385
NVDA,2025-12-12,DOWN,9.80,20.84,21.18,-0.031670,-0.023379
NVDA,2025-12-22,UP,8.20,18.41,23.39,-0.011664,0.032225
NVDA,2026-01-10,DOWN,15.29,12.80,23.51,-0.008434,-0.002271
NVDA,2026-01-16,UP,20.43,13.21,22.22,-0.011412,-0.052176
NVDA,2026-01-20,DOWN,22.18,11.85,27.84,-0.016685,0.029515
NVDA,2026-01-24,UP,23.11,15.44,23.22,-0.002884,0.024406
NVDA,2026-02-04,DOWN,18.63,13.58,28.50,-0.030311,0.031872
NVDA,2026-02-10,UP,22.45,12.94,26.19,0.002352,-0.020018
NVDA,2026-02-17,DOWN,28.19,10.04,29.34,0.040217,0.031433
NVDA,2026-02-18,UP,28.24,14.55,26.34,-0.006904,0.009028
NVDA,2026-02-28,DOWN,24.83,12.16,23.71,-0.019459,0.025139
NVDA,2026-03-12,UP,19.89,24.13,14.47,0.002220,-0.001299
PLTR,2025-03-21,UP,4.69,23.77,20.44,0.090317,0.119297
PLTR,2025-03-31,DOWN,7.45,20.98,27.79,0.051875,0.016750
PLTR,2025-04-11,UP,11.10,19.35,20.87,0.066517,0.089589
PLTR,2025-07-02,DOWN,12.15,16.94,20.35,0.034156,0.070779
PLTR,2025-07-09,UP,10.62,20.78,16.93,0.024537,0.018313
PLTR,2025-08-20,DOWN,28.51,19.06,36.88,0.012452,0.017993
PLTR,2025-09-10,UP,24.07,20.84,22.46,0.000239,0.011281
PLTR,2025-10-14,DOWN,15.02,14.27,25.89,0.044986,0.010544
PLTR,2025-10-16,UP,15.04,16.85,22.60,-0.028751,0.000330
PLTR,2025-10-17,DOWN,16.09,15.27,28.13,0.021719,0.023931
PLTR,2025-10-21,UP,17.49,14.83,25.46,-0.005836,0.007048
PLTR,2025-10-23,DOWN,19.69,12.71,25.51,0.046279,0.090498
PLTR,2025-10-24,UP,19.42,16.71,22.99,0.033352,0.044013
PLTR,2025-11-07,DOWN,15.01,17.64,21.72,0.066342,0.111498
PLTR,2025-11-12,UP,14.07,21.73,19.73,-0.059008,-0.103551
PLTR,2025-11-13,DOWN,13.57,19.50,22.47,-0.084018,-0.071310
PLTR,2025-12-03,UP,10.49,25.98,22.77,0.023681,0.057776
PLTR,2025-12-31,DOWN,9.80,20.69,22.22,-0.001047,-0.034270
PLTR,2026-03-02,UP,17.57,26.55,22.44,0.000917,0.070683
SNOW,2025-03-25,UP,21.96,19.71,22.41,-0.004096,-0.052699
SNOW,2025-03-28,DOWN,21.88,15.74,28.36,-0.055502,-0.053178
SNOW,2025-04-15,UP,29.75,15.07,25.54,0.000625,-0.023487
SNOW,2025-04-21,DOWN,28.93,13.59,26.14,-0.011528,0.062478
SNOW,2025-04-24,UP,25.92,22.44,21.00,0.051504,0.057531
SNOW,2025-07-11,DOWN,24.74,20.88,22.79,-0.018501,0.000000
SNOW,2025-07-25,UP,15.96,23.64,21.24,0.023401,0.012836
SNOW,2025-08-04,DOWN,14.69,20.02,25.21,0.010603,0.041110
SNOW,2025-08-28,UP,13.27,40.83,12.51,0.053518,0.038765
SNOW,2025-09-17,DOWN,17.66,22.84,20.49,0.017837,0.062824
SNOW,2025-09-22,UP,18.12,28.13,16.65,-0.002572,-0.051439
SNOW,2025-09-25,DOWN,17.55,23.21,20.15,0.027344,0.037270
SNOW,2025-09-29,UP,16.72,24.18,17.74,-0.005683,0.022203
SNOW,2025-11-14,DOWN,22.31,17.24,27.48,0.030211,0.027633
SNOW,2025-12-02,UP,21.34,22.46,21.61,0.012325,-0.102058
SNOW,2025-12-04,DOWN,20.11,18.12,28.41,-0.028417,-0.071458
SNOW,2026-01-07,UP,25.92,18.04,20.54,0.008360,-0.080000
SNOW,2026-01-12,DOWN,25.94,13.18,26.60,0.026376,-0.037374
SNOW,2026-03-06,UP,21.18,21.24,21.22,0.031624,0.048387
SPY,2025-03-24,UP,37.40,20.29,22.01,0.002334,-0.012230
SPY,2025-03-28,DOWN,31.98,16.64,31.18,0.005973,0.015868
SPY,2025-04-24,UP,33.77,20.57,27.36,0.007282,0.013906
SPY,2025-08-01,DOWN,13.60,21.68,32.87,0.015087,0.017629
SPY,2025-08-06,UP,11.98,24.24,25.84,-0.000585,0.004995
SPY,2025-08-07,DOWN,11.48,26.06,23.57,0.007655,0.016353
SPY,2025-08-07,UP,11.48,26.06,23.57,0.007655,0.016353
SPY,2025-08-21,DOWN,13.16,22.35,24.83,0.015246,0.015026
SPY,2025-08-22,UP,13.38,29.81,21.51,-0.004339,0.002092
SPY,2025-10-10,DOWN,26.64,20.80,30.24,0.015220,0.018328
SPY,2025-10-20,UP,23.65,20.06,21.54,0.000000,0.000536
SPY,2025-11-06,DOWN,14.97,19.13,25.65,0.001000,0.018843
SPY,2025-11-11,UP,13.87,26.05,26.02,0.000630,-0.016035
SPY,2025-11-13,DOWN,13.26,23.19,31.81,-0.000164,-0.017737
SPY,2025-11-26,UP,15.21,26.63,19.73,0.005871,0.002722
SPY,2025-12-16,DOWN,13.12,18.75,19.26,-0.011136,0.005485
SPY,2025-12-22,UP,11.73,20.44,17.29,0.004556,0.007973
SPY,2026-01-20,DOWN,13.21,18.20,34.99,0.011393,0.017082
SPY,2026-01-26,UP,13.50,22.90,26.48,0.004085,0.001819
SPY,2026-02-04,DOWN,13.84,16.86,27.77,-0.012636,0.011368
SPY,2026-02-09,UP,14.31,22.60,24.88,-0.002608,-0.018201
SPY,2026-02-12,DOWN,13.87,17.95,28.74,0.000499,0.007295
SPY,2026-02-25,UP,14.95,20.37,21.17,-0.005425,-0.009681
SPY,2026-02-27,DOWN,15.08,17.49,25.29,0.000219,-0.001545
TSLA,2025-03-25,UP,16.82,30.98,17.69,0.009039,-0.024849
TSLA,2025-04-04,DOWN,20.36,43.78,16.50,-0.075057,-0.049265
TSLA,2025-04-14,UP,27.27,37.03,16.47,-0.032510,-0.056506
TSLA,2025-04-16,DOWN,28.28,35.16,17.64,-0.019783,-0.069723
TSLA,2025-04-24,UP,26.39,32.56,19.29,0.032082,0.144863
TSLA,2025-06-05,DOWN,19.18,21.53,28.28,-0.082615,-0.102295
TSLA,2025-06-17,UP,20.40,24.68,34.58,-0.027203,0.004442
TSLA,2025-06-18,DOWN,20.45,23.44,36.00,0.015588,0.016249
TSLA,2025-06-20,UP,19.94,25.59,32.99,-0.015768,0.083354
TSLA,2025-06-30,DOWN,13.72,26.41,26.79,-0.068192,-0.011142
TSLA,2025-07-15,UP,16.78,31.79,19.53,-0.016661,0.010280
TSLA,2025-07-25,DOWN,17.84,25.31,26.98,0.029822,0.054165
TSLA,2025-07-29,UP,15.65,27.95,22.77,-0.010947,-0.061468
TSLA,2025-08-01,DOWN,14.01,21.54,29.91,-0.013662,0.014055
TSLA,2025-08-08,UP,12.24,30.66,21.03,0.028540,0.073376
TSLA,2025-08-21,DOWN,15.94,25.80,24.36,-0.000685,0.055457
TSLA,2025-08-25,UP,15.95,27.54,21.71,0.018586,0.032659
TSLA,2025-09-03,DOWN,14.87,27.98,19.58,0.008965,0.044170
TSLA,2025-09-04,UP,15.07,26.65,18.65,0.027635,0.050145
TSLA,2025-10-11,DOWN,24.97,24.86,25.08,0.033890,0.065868
TSLA,2025-10-20,UP,19.06,26.83,21.89,0.003441,-0.050385
TSLA,2025-10-23,DOWN,16.19,22.06,24.83,0.059098,0.039225
TSLA,2025-10-24,UP,15.23,23.65,22.43,-0.029991,0.018921
TSLA,2025-11-08,DOWN,11.92,18.69,22.13,0.015809,0.023285
TSLA,2025-11-27,UP,10.50,27.29,20.03,0.003141,0.014370
TSLA,2025-12-30,DOWN,22.68,23.06,18.52,-0.011341,-0.012507
TSLA,2026-01-24,UP,15.70,26.34,21.46,-0.005320,-0.029660
TSLA,2026-01-27,DOWN,14.22,22.54,25.47,-0.007067,-0.031631
TSLA,2026-02-12,UP,27.09,17.00,25.75,-0.031980,-0.042888
TSLA,2026-02-13,DOWN,27.38,15.44,29.47,0.000791,-0.014840
TSLA,2026-03-12,UP,42.51,15.58,31.48,-0.018211,-0.027783
TSLA,2026-03-13,DOWN,42.50,14.26,35.21,-0.009299,-0.007074
TSM,2025-03-24,UP,29.98,19.44,19.11,0.012849,-0.046796
TSM,2025-03-27,DOWN,26.71,16.02,25.19,-0.022781,-0.029550
TSM,2025-04-24,UP,23.88,27.24,22.93,0.024303,0.031493
TSM,2025-08-04,DOWN,29.33,21.46,26.04,0.005646,0.027382
TSM,2025-08-08,UP,25.50,27.13,22.24,-0.004303,0.013448
TSM,2025-08-18,DOWN,18.65,24.08,22.15,0.004250,-0.050162
TSM,2025-09-08,UP,17.05,23.32,26.55,0.017400,0.072624
TSM,2025-10-23,DOWN,26.82,13.25,32.86,0.016725,0.027784
TSM,2025-10-28,UP,27.93,15.72,29.75,0.024477,0.022527
TSM,2025-11-05,DOWN,25.72,15.51,27.73,0.001429,-0.003062
TSM,2025-11-28,UP,30.09,18.40,27.13,-0.016750,0.011660
TSM,2025-12-16,DOWN,18.01,16.86,23.82,0.003614,-0.008236
TSM,2025-12-24,UP,16.31,19.54,19.86,0.004184,0.013019
TSM,2026-02-05,DOWN,24.58,21.51,22.99,0.046615,0.083323
TSM,2026-02-07,UP,23.74,27.39,18.26,-0.003200,0.054379
TSM,2026-03-03,DOWN,14.05,17.00,33.08,0.029319,-0.019203
TXN,2025-03-25,UP,19.22,25.37,14.34,-0.000446,-0.031086
TXN,2025-03-28,DOWN,18.97,24.30,14.26,-0.016819,-0.016071
TXN,2025-04-24,UP,27.20,21.50,22.18,-0.032862,-0.033172
TXN,2025-07-22,DOWN,19.61,14.79,20.13,-0.086484,-0.127032
TXN,2025-08-13,UP,24.78,20.91,21.17,-0.012982,0.002460
TXN,2025-09-04,DOWN,20.23,15.17,29.64,0.005240,-0.007806
TXN,2025-09-26,UP,31.83,17.24,22.46,-0.004068,-0.024139
TXN,2025-10-01,DOWN,29.12,14.20,22.90,-0.009672,-0.008894
TXN,2025-11-26,UP,19.95,16.73,18.66,0.022378,0.036759
TXN,2025-12-29,DOWN,13.87,13.58,14.17,0.003037,-0.000458
TXN,2026-01-06,UP,14.72,26.16,10.40,0.065793,0.056740
TXN,2026-02-23,DOWN,38.73,20.34,16.31,0.017325,-0.020221
V,2025-03-25,UP,19.27,20.27,11.57,0.001140,0.011748
V,2025-04-03,DOWN,14.74,17.96,21.75,-0.016037,-0.044976
V,2025-04-15,UP,19.41,18.23,26.57,-0.000721,-0.023485
V,2025-04-21,DOWN,20.23,15.70,29.16,-0.015223,0.019683
V,2025-04-23,UP,20.47,17.63,23.96,-0.011744,-0.006706
V,2025-06-16,DOWN,17.75,12.72,27.83,-0.008048,-0.040863
V,2025-07-02,UP,22.35,17.36,20.29,0.000283,0.000340
V,2025-07-14,DOWN,18.34,13.86,22.20,0.010931,0.007219
V,2025-07-23,UP,17.17,15.04,17.17,0.003359,0.011529
V,2025-07-30,DOWN,16.23,12.34,26.38,0.019034,0.002193
V,2025-08-15,UP,30.73,14.98,19.50,-0.008998,-0.008360
V,2025-09-08,DOWN,17.34,12.11,20.14,-0.003569,-0.012960
V,2025-10-01,UP,15.89,20.48,15.55,0.019457,0.027859
V,2025-10-14,DOWN,16.32,13.19,20.18,0.021404,-0.014347
V,2025-10-15,UP,16.04,14.25,18.27,-0.007398,-0.018192
V,2025-10-17,DOWN,18.60,10.97,24.15,0.017420,0.034750
V,2025-10-22,UP,18.16,15.58,19.85,-0.006601,0.002018
V,2025-10-30,DOWN,16.76,12.15,20.91,0.009564,-0.011689
V,2025-11-26,UP,18.41,22.13,18.46,-0.002876,-0.009376
V,2025-12-04,DOWN,15.16,17.16,24.00,-0.010492,-0.009673
V,2025-12-08,UP,14.89,15.68,20.73,-0.019750,-0.011826
V,2025-12-09,DOWN,14.82,14.36,19.00,-0.000153,0.056156
V,2025-12-12,UP,16.63,26.46,12.88,0.010437,0.001710
V,2026-01-12,DOWN,23.17,14.80,24.40,-0.019890,-0.042401
V,2026-02-05,UP,28.94,15.01,19.53,-0.001756,0.001604
V,2026-02-10,DOWN,28.06,11.43,22.56,0.011415,-0.000308
V,2026-03-04,UP,30.62,13.64,22.39,-0.002277,-0.012506
V,2026-03-09,DOWN,30.36,11.46,25.20,0.012631,-0.019346
