tickers_processed,data_range,total_rows,missing_values
"['AAPL', 'AMZN', 'GOOGL', 'META', 'MSFT', 'NVDA', 'TSLA', '^GSPC']","{'start': '2024-10-23T13:30:00+00:00', 'end': '2025-01-21T20:55:00+00:00'}",36864,0
