mean,median,win_rate,N,t_stat,p_value,rsi_bucket,ticker
-0.014937564833259358,-0.020704097369285024,0.25,72,-4.531853548880625,2.309759873056508e-05,<30,BTC
-0.005598026610600536,-0.015424807711971855,0.36065573770491804,61,-1.4487604515197803,0.15261079031292163,30-50,BTC
-0.021684223009266486,-0.032530912953427804,0.2222222222222222,9,-3.2931334409637407,0.010970627990144028,>50,BTC
