timestamp,open,high,low,close,volume,ema_9,ema_21,rsi_14,adx_14
2025-02-03 09:30:00,673.8100,701.7600,673.1500,699.6800,14318618,,,,
2025-02-03 13:30:00,699.9900,701.8200,673.9000,694.9400,4643863,,,,
2025-02-04 09:30:00,700.3200,704.7800,689.4600,702.4100,8560763,,,,
2025-02-04 13:30:00,702.3100,705.5100,701.1800,701.8200,3402786,,,,
2025-02-05 09:30:00,701.3700,715.9100,696.8400,701.8100,10671685,,,,
2025-02-05 13:30:00,701.8200,704.4500,699.9700,702.7900,3928734,,,,
2025-02-06 09:30:00,703.6900,716.6700,701.3200,710.0800,8164536,,,,
2025-02-06 13:30:00,710.1200,710.1900,702.1200,709.4000,3558348,,,,
2025-02-07 09:30:00,714.5700,722.7600,709.5400,719.6600,10100375,704.7322,,,
2025-02-07 13:30:00,719.5500,719.7500,711.5600,712.0400,4375509,706.1938,,,
2025-02-10 09:30:00,716.3300,718.9600,709.1200,712.8800,7709424,707.5310,,,
2025-02-10 13:30:00,712.9100,715.3700,711.1400,714.9200,3117032,709.0088,,,
2025-02-11 09:30:00,711.1100,717.3400,707.8400,717.3400,7035762,710.6751,,,
2025-02-11 13:30:00,717.3500,721.4100,716.5200,717.6500,3890476,712.0700,,,
2025-02-12 09:30:00,713.0800,723.5100,710.3900,722.1900,6842028,714.0940,,72.60,
2025-02-12 13:30:00,722.3500,724.8400,720.0100,722.8300,3099174,715.8412,,72.98,
2025-02-13 09:30:00,719.2800,725.2400,715.8100,717.3100,6739518,716.1350,,64.77,
2025-02-13 13:30:00,717.2100,726.7400,716.0700,726.2300,4119919,718.1540,,70.54,
2025-02-14 09:30:00,723.8900,736.6200,723.3700,733.7500,9696554,721.2732,,74.35,
2025-02-14 13:30:00,733.6800,738.6100,733.5300,734.3100,5538117,723.8806,,74.61,
2025-02-18 09:30:00,733.7200,734.7100,707.3900,707.7700,11655024,720.6584,713.4195,48.95,
2025-02-18 13:30:00,707.8800,714.3100,704.2500,714.0600,7054620,719.3388,713.4777,53.07,
2025-02-19 09:30:00,701.9100,704.8100,693.2300,700.3100,11624170,715.5330,712.2807,44.59,
2025-02-19 13:30:00,700.3600,703.8300,698.9100,701.5700,3799739,712.7404,711.3070,45.45,
2025-02-20 09:30:00,695.1100,703.4400,691.4900,692.7300,6816930,708.7383,709.6182,40.68,
2025-02-20 13:30:00,692.6400,695.7000,692.4000,692.6900,3248656,705.5287,708.0792,40.66,
2025-02-21 09:30:00,694.4200,701.6900,683.0800,684.5800,8262631,701.3389,705.9429,36.58,
2025-02-21 13:30:00,684.6100,687.2200,680.2400,681.5200,4911087,697.3751,703.7227,35.15,
2025-02-24 09:30:00,684.1500,685.1400,660.3900,671.7200,9859101,692.2441,700.8133,30.96,34.22
2025-02-24 13:30:00,671.6500,671.7400,664.1700,665.7200,3698798,686.9393,697.6230,28.71,35.30
2025-02-25 09:30:00,663.9100,665.9300,639.8700,653.4800,14265573,680.2474,693.6100,24.75,37.19
2025-02-25 13:30:00,653.6800,660.0200,652.9600,655.4800,4174701,675.2939,690.1437,26.53,38.94
2025-02-26 09:30:00,657.6000,680.8900,655.9600,671.5400,9467948,674.5432,688.4524,39.02,38.31
2025-02-26 13:30:00,671.3100,673.0800,666.9200,671.8300,3330757,674.0005,686.9413,39.22,37.73
2025-02-27 09:30:00,680.3300,686.5100,658.7800,669.7000,7022765,673.1404,685.3739,38.23,36.00
2025-02-27 13:30:00,669.7800,671.5800,655.5300,656.1400,3560713,669.7403,682.7163,32.56,34.60
2025-02-28 09:30:00,656.0000,664.4200,640.6100,656.4000,8688329,667.0723,680.3239,32.76,34.11
2025-02-28 13:30:00,656.2900,667.5500,653.0100,666.4600,4251472,666.9498,679.0635,40.35,33.39
2025-03-03 09:30:00,671.5800,679.1400,658.8400,659.5700,5250664,665.4739,677.2914,37.25,31.77
2025-03-03 13:30:00,659.4900,664.9900,648.8200,653.0700,3581343,662.9931,675.0895,34.55,30.85
2025-03-04 09:30:00,643.5100,645.9800,621.7200,630.3400,13199316,656.4625,671.0213,27.15,31.20
2025-03-04 13:30:00,630.1700,647.7300,629.5900,637.6000,5540086,652.6900,667.9830,32.15,31.38
2025-03-05 09:30:00,639.0100,650.8400,635.6800,648.1400,6862289,651.7800,666.1791,38.73,31.30
2025-03-05 13:30:00,647.9200,657.4500,645.9000,654.2600,3991349,652.2760,665.0956,42.23,30.69
2025-03-06 09:30:00,645.9900,648.5400,628.6200,629.9700,6804630,647.8148,661.9023,33.94,30.89
2025-03-06 13:30:00,629.8300,630.3400,622.1700,625.9900,4928420,643.4498,658.6376,32.80,31.33
2025-03-07 09:30:00,623.4300,632.8200,598.7500,613.6100,13270364,637.4819,654.5441,29.49,32.51
2025-03-07 13:30:00,613.7600,626.2800,613.2100,623.4000,5547888,634.6655,651.7129,35.07,33.60
2025-03-10 09:30:00,606.1800,608.2100,585.0500,592.7800,12886824,626.2884,646.3553,27.69,35.34
2025-03-10 13:30:00,592.9400,599.4000,587.8800,596.2600,6123963,620.2827,641.8012,29.51,36.95
2025-03-11 09:30:00,593.2100,611.9700,591.4900,594.3500,9954113,615.0962,637.4875,29.08,37.43
2025-03-11 13:30:00,594.1800,613.0300,593.7100,603.5400,4642683,612.7849,634.4013,34.07,37.78
2025-03-12 09:30:00,627.9500,631.3600,607.4600,619.9900,10451208,614.2259,633.0912,41.95,36.76
2025-03-12 13:30:00,620.0800,620.7700,612.7600,617.4200,3153556,614.8648,631.6666,41.12,35.82
2025-03-13 09:30:00,618.3200,618.5700,586.8500,588.6700,9394785,609.6258,627.7578,33.23,35.92
2025-03-13 13:30:00,588.4500,596.5200,584.6900,588.9400,5279988,605.4886,624.2289,33.36,36.08
2025-03-14 09:30:00,601.4500,606.5700,593.4500,603.4800,7831061,605.0869,622.3426,40.09,35.50
2025-03-14 13:30:00,603.4700,607.5000,601.8400,605.9900,2824122,605.2675,620.8560,41.20,34.91
2025-03-17 09:30:00,606.1000,611.7300,596.6600,599.7600,8115742,604.1660,618.9382,39.26,34.57
2025-03-17 13:30:00,599.7700,605.9600,598.8500,603.3500,4801811,604.0028,617.5211,40.98,34.25
2025-03-18 09:30:00,598.7100,598.9000,573.3700,578.1300,12766092,598.8283,613.9401,33.75,34.92
2025-03-18 13:30:00,578.1900,584.6400,576.2600,581.1500,4384432,595.2926,610.9592,35.23,35.53
2025-03-19 09:30:00,582.9700,587.0300,573.4800,574.4600,8159455,591.1261,607.6411,33.45,36.20
2025-03-19 13:30:00,574.4600,590.9900,573.6500,582.6400,6768881,589.4289,605.3682,37.59,36.46
2025-03-20 09:30:00,581.4500,608.8300,578.2100,595.0300,12605066,590.5491,604.4284,43.34,35.25
2025-03-20 13:30:00,594.8700,596.8100,583.6900,584.6700,7629681,589.3733,602.6322,40.02,34.12
2025-03-21 09:30:00,582.1200,596.2100,579.6500,591.4000,11583268,589.7786,601.6111,43.07,33.29
2025-03-21 13:30:00,591.1700,595.3900,590.3700,594.9000,4859175,590.8029,601.0010,44.65,32.51
2025-03-24 09:30:00,613.5900,621.1400,610.8300,614.0800,9476061,595.4583,602.1900,52.43,30.46
2025-03-24 13:30:00,614.0200,618.9300,611.9500,617.0200,3582299,599.7707,603.5382,53.51,28.55
2025-03-25 09:30:00,625.3600,632.4600,619.7900,625.8000,8924562,604.9765,605.5620,56.66,27.57
2025-03-25 13:30:00,625.6500,626.2100,621.9600,624.8900,2970200,608.9592,607.3191,56.24,26.66
2025-03-26 09:30:00,623.4900,625.3500,608.7400,610.8800,7437729,609.3434,607.6428,50.00,24.87
2025-03-26 13:30:00,610.7700,612.2600,605.2500,609.4000,3396599,609.3547,607.8025,49.37,23.21
2025-03-27 09:30:00,600.6500,612.8700,598.7600,604.3100,6058604,608.3458,607.4850,47.20,22.09
2025-03-27 13:30:00,604.1400,606.9700,599.9500,601.1600,2695088,606.9086,606.9100,45.85,21.05
2025-03-28 09:30:00,598.9600,600.4000,579.9800,580.5300,8059924,601.6329,604.5118,38.16,21.25
2025-03-28 13:30:00,580.4200,580.8800,572.6300,575.4700,6935516,596.4003,601.8717,36.54,21.79
2025-03-31 09:30:00,562.2400,573.2700,552.0600,569.9500,11605980,591.1102,598.9697,34.80,23.13
2025-03-31 13:30:00,569.9400,577.4000,567.7200,575.2100,4675920,587.9302,596.8097,37.83,24.02
2025-04-01 09:30:00,569.5600,588.5900,568.7200,583.9300,7862108,587.1302,595.6388,42.59,23.97
2025-04-01 13:30:00,583.9400,586.0500,577.1000,584.6400,3458807,586.6321,594.6389,42.98,23.93
2025-04-02 09:30:00,573.6200,591.3300,572.0700,588.8100,7443245,587.0677,594.1090,45.29,23.47
2025-04-02 13:30:00,588.6800,589.1700,577.9400,582.6000,3461597,586.1742,593.0628,42.52,23.04
2025-04-03 09:30:00,545.0000,551.3200,533.8000,543.0900,20406158,577.5573,588.5198,29.99,24.50
2025-04-03 13:30:00,543.0400,545.4300,529.1100,530.4100,9509768,568.1279,583.2371,27.22,25.99
2025-04-04 09:30:00,505.4800,516.8400,493.0900,507.0200,22518666,555.9063,576.3083,23.00,28.25
2025-04-04 13:30:00,507.0000,516.0500,502.6200,503.6200,10905990,545.4490,569.7002,22.45,30.35
2025-04-07 09:30:00,484.0100,538.1600,480.8200,518.9900,23678926,540.1572,565.0902,30.48,30.76
2025-04-07 13:30:00,519.3100,524.2100,481.2200,515.3800,8696607,535.2018,560.5711,29.70,31.13
2025-04-08 09:30:00,542.0300,546.2000,513.3100,513.5700,15616371,530.8754,556.2983,29.30,30.15
2025-04-08 13:30:00,513.5300,523.5100,501.7300,509.6500,8450744,526.6303,552.0575,28.40,29.66
2025-04-09 09:30:00,508.1200,554.0900,500.9800,541.4000,14036882,529.5843,551.0887,43.53,27.72
2025-04-09 13:30:00,541.6700,586.5700,508.0300,583.4000,19803417,540.3474,554.0261,56.59,26.76
2025-04-10 09:30:00,574.2000,580.0000,534.1000,545.6200,16300604,541.4019,553.2619,46.23,25.86
2025-04-10 13:30:00,545.5100,554.0800,538.2600,545.0500,8412413,542.1315,552.5153,46.09,25.03
