timestamp,open,high,low,close,volume,ema_9,ema_21,rsi_14,adx_14
2025-02-03 09:30:00,197.0200,202.3100,195.3900,199.1200,11383774,,,,
2025-02-03 13:30:00,199.1200,201.1800,196.6300,197.1700,4238667,,,,
2025-02-04 09:30:00,201.4000,203.0600,199.4400,201.5200,7771252,,,,
2025-02-04 13:30:00,201.5200,202.1100,201.0500,201.5100,3055414,,,,
2025-02-05 09:30:00,203.3100,207.7300,201.1700,206.4900,6652990,,,,
2025-02-05 13:30:00,206.4700,206.6500,205.0300,205.8500,2978029,,,,
2025-02-06 09:30:00,207.3100,208.4200,204.3000,207.0100,5200986,,,,
2025-02-06 13:30:00,206.9900,207.7700,205.9200,207.7700,2208163,,,,
2025-02-07 09:30:00,210.2300,210.4000,203.0300,205.1700,7682966,203.5122,,,
2025-02-07 13:30:00,205.1500,205.4500,203.4100,203.4100,2607150,203.4918,,,
2025-02-10 09:30:00,205.2800,207.2400,203.8300,204.9100,5533734,203.7754,,,
2025-02-10 13:30:00,204.9500,205.3300,203.8300,205.1000,2544819,204.0403,,,
2025-02-11 09:30:00,202.4500,206.6400,198.3700,206.0600,5351218,204.4443,,,
2025-02-11 13:30:00,206.0500,207.1000,206.0100,206.0700,2622542,204.7694,,,
2025-02-12 09:30:00,202.2200,204.3600,200.3600,203.9200,5014129,204.5995,,60.43,
2025-02-12 13:30:00,203.9300,204.0500,203.1100,203.6500,1630896,204.4096,,59.67,
2025-02-13 09:30:00,199.2400,199.6600,196.6300,198.6500,9754805,203.2577,,47.78,
2025-02-13 13:30:00,198.6700,199.5200,197.9100,199.1400,4442590,202.4342,,48.86,
2025-02-14 09:30:00,197.3700,197.3800,194.8800,196.0000,9144413,201.1473,,42.78,
2025-02-14 13:30:00,196.0000,203.5600,195.4300,201.2200,12223810,201.1619,,53.20,
2025-02-18 09:30:00,202.0800,203.1600,197.9000,199.2300,8238853,200.7755,202.8081,49.50,
2025-02-18 13:30:00,199.2300,200.4700,199.0400,200.0400,3693798,200.6284,202.5565,51.00,
2025-02-19 09:30:00,199.3700,199.9500,197.4100,198.0300,6222624,200.1087,202.1450,47.26,
2025-02-19 13:30:00,198.0500,198.9000,197.7500,198.3200,3610938,199.7510,201.7972,47.85,
2025-02-20 09:30:00,197.6600,197.6600,195.0300,196.8200,6933458,199.1648,201.3448,45.03,
2025-02-20 13:30:00,196.7600,197.7200,196.4400,197.4000,2521833,198.8118,200.9861,46.35,
2025-02-21 09:30:00,198.7000,200.0400,195.1500,195.3400,6696290,198.1175,200.4729,42.45,
2025-02-21 13:30:00,195.3400,196.0400,193.4500,195.6000,5712320,197.6140,200.0299,43.10,
2025-02-24 09:30:00,194.3100,196.1900,189.3100,191.6900,9156099,196.4292,199.2717,36.44,19.87
2025-02-24 13:30:00,191.7100,191.8800,188.9600,189.1800,3473730,194.9793,198.3543,32.92,20.77
2025-02-25 09:30:00,188.1600,191.0000,185.0200,186.8300,11730630,193.3495,197.3066,30.00,22.29
2025-02-25 13:30:00,186.8100,187.5100,185.8700,186.8800,4592160,192.0556,196.3587,30.14,23.70
2025-02-26 09:30:00,188.5900,193.5200,188.5900,190.6600,8424692,191.7765,195.8407,40.04,22.97
2025-02-26 13:30:00,190.6500,192.7000,190.1200,192.1200,3850356,191.8452,195.5024,43.38,22.29
2025-02-27 09:30:00,192.1500,192.2300,182.6900,185.4000,12064421,190.5561,194.5840,34.00,23.04
2025-02-27 13:30:00,185.4400,185.5100,178.7200,178.7200,9635761,188.1889,193.1418,27.60,24.29
2025-02-28 09:30:00,176.9700,179.7800,173.2300,176.7400,15783465,185.8991,191.6508,26.04,26.07
2025-02-28 13:30:00,176.7400,178.2200,175.1800,178.2200,9459157,184.3633,190.4298,29.27,27.71
2025-03-03 09:30:00,178.7800,179.2000,171.3400,171.4000,20312721,181.7706,188.6998,24.06,29.63
2025-03-03 13:30:00,171.4300,174.5000,168.8400,170.8400,14477371,179.5845,187.0762,23.69,31.63
2025-03-04 09:30:00,172.7700,178.6500,171.9100,177.4000,18967281,179.1476,186.1965,36.16,32.25
2025-03-04 13:30:00,177.4500,181.2000,176.8700,177.6700,7659599,178.8521,185.4214,36.62,32.15
2025-03-05 09:30:00,180.6100,182.0200,178.3600,181.0300,10070937,179.2877,185.0222,42.19,31.85
2025-03-05 13:30:00,181.0400,182.3300,180.5500,181.8300,5109158,179.7961,184.7320,43.46,31.48
2025-03-06 09:30:00,176.2400,179.1800,174.3500,175.4700,10323001,178.9309,183.8900,36.56,32.01
2025-03-06 13:30:00,175.4800,175.8600,173.4900,173.6300,5836438,177.8707,182.9573,34.84,32.60
2025-03-07 09:30:00,173.4900,176.1400,168.7900,171.2700,10085103,176.5506,181.8948,32.71,33.69
