timestamp,open,high,low,close,volume,ema_9,ema_21,rsi_14,adx_14
2025-02-03 09:30:00,234.0600,239.2500,232.9000,238.2300,23572856,,,,
2025-02-03 13:30:00,238.2600,238.5500,234.0600,237.4700,7166973,,,,
2025-02-04 09:30:00,239.0100,242.5200,238.0300,241.2500,14871964,,,,
2025-02-04 13:30:00,241.2400,242.5100,241.2200,242.1000,7113368,,,,
2025-02-05 09:30:00,237.0200,237.9400,235.2000,237.2700,21875466,,,,
2025-02-05 13:30:00,237.2700,238.3200,235.5900,236.1200,10895448,,,,
2025-02-06 09:30:00,238.0100,239.5000,236.0100,237.8600,21537665,,,,
2025-02-06 13:30:00,237.8500,239.6600,237.1200,238.7400,16908386,,,,
2025-02-07 09:30:00,232.5000,234.8100,228.0600,230.3300,49104327,237.7078,,,
2025-02-07 13:30:00,230.3200,230.9900,228.6300,229.1400,16332270,235.9942,,,
2025-02-10 09:30:00,230.5400,233.8400,229.2000,232.4600,20038077,235.2874,,,
2025-02-10 13:30:00,232.4600,233.9200,232.2500,233.1300,7695762,234.8559,,,
2025-02-11 09:30:00,231.9200,233.4400,230.1300,231.8400,13373471,234.2527,,,
2025-02-11 13:30:00,231.8400,232.8500,231.4400,232.8100,6175894,233.9642,,,
2025-02-12 09:30:00,230.4600,231.1800,228.1600,230.8800,14654218,233.3473,,38.43,
2025-02-12 13:30:00,230.9000,231.0400,228.4500,228.9000,9106152,232.4579,,36.02,
2025-02-13 09:30:00,228.8500,230.3200,227.5200,228.1700,14335337,231.6003,,35.14,
2025-02-13 13:30:00,228.2200,230.4200,227.7600,230.3600,8785373,231.3522,,39.87,
2025-02-14 09:30:00,229.2000,229.8900,227.2300,228.6700,13995577,230.8158,,37.59,
2025-02-14 13:30:00,228.6700,229.1800,228.4600,228.6800,7099735,230.3886,,37.61,
2025-02-18 09:30:00,228.8200,229.3000,223.8500,224.1000,22201764,229.1309,233.2624,31.89,
2025-02-18 13:30:00,224.0900,227.7800,223.7200,226.6700,10567299,228.6387,232.6631,37.63,
2025-02-19 09:30:00,225.5200,226.1600,223.7100,224.7600,14761816,227.8630,231.9446,35.25,
2025-02-19 13:30:00,224.7700,226.8300,224.6700,226.6700,7657459,227.6244,231.4651,39.37,
2025-02-20 09:30:00,224.7800,225.1300,221.8100,222.3500,15057070,226.5695,230.6365,34.08,
2025-02-20 13:30:00,222.3600,223.5000,222.0500,222.8500,8503638,225.8256,229.9286,35.17,
2025-02-21 09:30:00,223.2800,223.3100,215.9500,216.0500,28563084,223.8705,228.6669,28.34,
2025-02-21 13:30:00,216.0400,216.8500,214.7400,216.4900,17681477,222.3944,227.5599,29.29,
2025-02-24 09:30:00,217.4500,217.7200,212.7200,214.9700,20264847,220.9095,226.4154,27.91,52.34
2025-02-24 13:30:00,214.9700,215.0100,212.4200,212.6500,12737831,219.2576,225.1640,25.89,53.70
2025-02-25 09:30:00,211.6300,212.6000,204.1600,209.5300,36418956,217.3121,223.7427,23.44,55.53
2025-02-25 13:30:00,209.5300,213.3400,209.4300,212.8000,13864590,216.4097,222.7479,30.83,56.90
2025-02-26 09:30:00,214.9400,218.1600,214.2000,214.6800,23715309,216.0637,222.0145,34.73,56.24
2025-02-26 13:30:00,214.6400,215.0500,213.0900,214.2700,10142162,215.7050,221.3104,34.28,55.77
2025-02-27 09:30:00,218.3500,219.9700,211.6000,213.7600,19170536,215.3160,220.6240,33.69,53.73
2025-02-27 13:30:00,213.7700,213.8900,208.3700,208.8200,12605127,214.0168,219.5509,28.56,52.33
2025-02-28 09:30:00,208.6500,210.8800,206.9900,208.5100,19244884,212.9154,218.5472,28.27,51.23
2025-02-28 13:30:00,208.4900,212.6200,207.5500,212.3000,14884109,212.7923,217.9793,36.75,49.68
2025-03-03 09:30:00,213.3500,214.0100,207.2900,207.3600,18664298,211.7059,217.0139,31.52,47.83
2025-03-03 13:30:00,207.4200,208.3100,202.5500,205.0500,16290556,210.3747,215.9263,29.41,46.87
2025-03-04 09:30:00,200.1100,203.7600,197.4300,202.9000,36603060,208.8798,214.7421,27.56,46.64
2025-03-04 13:30:00,202.9000,206.8000,202.6900,203.8600,15145564,207.8758,213.7528,29.69,45.59
2025-03-05 09:30:00,204.8000,208.4600,203.2600,207.6800,19512426,207.8366,213.2007,37.54,44.17
2025-03-05 13:30:00,207.6900,209.9800,207.0500,208.4000,11489630,207.9493,212.7643,38.92,42.46
2025-03-06 09:30:00,204.4000,205.7700,200.5500,200.8400,20835378,206.5275,211.6803,31.12,41.83
2025-03-06 13:30:00,200.8500,201.1200,198.3000,200.7000,19486569,205.3620,210.6821,31.00,41.52
2025-03-07 09:30:00,199.4900,202.2700,192.5300,197.1600,34876490,203.7216,209.4528,27.97,41.85
2025-03-07 13:30:00,197.2000,200.5000,196.9600,199.2500,17321832,202.8273,208.5252,32.18,42.16
2025-03-10 09:30:00,195.6000,196.7300,190.8800,193.1800,31967996,200.8978,207.1302,27.20,43.01
2025-03-10 13:30:00,193.2100,194.7700,190.8500,194.6600,20676671,199.6502,205.9966,30.05,43.80
2025-03-11 09:30:00,193.9000,200.1800,193.5100,193.5500,27265087,198.4302,204.8651,29.13,43.10
