Datetime,Open,High,Low,Close,Volume
2024-10-23 13:30:00+00:00,142.01499938964844,142.42999267578125,140.3907928466797,140.78919982910156,18292706
2024-10-23 13:35:00+00:00,140.78610229492188,141.3000030517578,140.4499969482422,140.8040008544922,7299251
2024-10-23 13:40:00+00:00,140.77999877929688,141.47799682617188,140.6999969482422,141.4499969482422,4968543
2024-10-23 13:45:00+00:00,141.47000122070312,141.74000549316406,141.19000244140625,141.67599487304688,4855226
2024-10-23 13:50:00+00:00,141.6750030517578,141.82000732421875,140.7899932861328,141.12840270996094,5147250
2024-10-23 13:55:00+00:00,141.12789916992188,141.3000030517578,140.6199951171875,140.83180236816406,4937450
2024-10-23 14:00:00+00:00,140.83999633789062,141.0,138.86000061035156,139.16000366210938,11892577
2024-10-23 14:05:00+00:00,139.15989685058594,139.30990600585938,138.25999450683594,138.77000427246094,9600997
2024-10-23 14:10:00+00:00,138.75999450683594,139.72000122070312,138.7100067138672,139.70150756835938,5785527
2024-10-23 14:15:00+00:00,139.6999969482422,139.85989379882812,139.42999267578125,139.44000244140625,4365065
2024-10-23 14:20:00+00:00,139.4499969482422,139.92999267578125,139.33999633789062,139.61000061035156,3370067
2024-10-23 14:25:00+00:00,139.58999633789062,140.39999389648438,139.42999267578125,140.33999633789062,4613389
2024-10-23 14:30:00+00:00,140.35000610351562,140.74000549316406,140.0800018310547,140.7270050048828,4388437
2024-10-23 14:35:00+00:00,140.72669982910156,140.94000244140625,140.56500244140625,140.88900756835938,3433130
2024-10-23 14:40:00+00:00,140.889892578125,141.0500030517578,140.6938934326172,141.0,2774515
2024-10-23 14:45:00+00:00,141.0,141.41000366210938,140.97000122070312,141.2100067138672,3652525
2024-10-23 14:50:00+00:00,141.1992950439453,141.38999938964844,140.92999267578125,141.00999450683594,3425211
2024-10-23 14:55:00+00:00,141.00999450683594,141.1999969482422,140.58999633789062,140.7449951171875,4210843
2024-10-23 15:00:00+00:00,140.75010681152344,141.24000549316406,140.61000061035156,141.2100067138672,2736500
2024-10-23 15:05:00+00:00,141.22000122070312,141.24000549316406,140.85000610351562,140.90499877929688,1901772
2024-10-23 15:10:00+00:00,140.9250030517578,140.94000244140625,139.7700958251953,139.92999267578125,5018656
2024-10-23 15:15:00+00:00,139.92999267578125,140.22999572753906,139.62010192871094,139.76699829101562,4002250
2024-10-23 15:20:00+00:00,139.77000427246094,140.2050018310547,139.75999450683594,139.98500061035156,2536518
2024-10-23 15:25:00+00:00,139.98500061035156,140.10000610351562,139.66000366210938,139.73199462890625,2141789
2024-10-23 15:30:00+00:00,139.7100067138672,140.0,139.6699981689453,139.88999938964844,1915208
2024-10-23 15:35:00+00:00,139.88600158691406,140.2449951171875,139.87010192871094,140.125,2193161
2024-10-23 15:40:00+00:00,140.1300048828125,140.32980346679688,140.0,140.30999755859375,1816307
2024-10-23 15:45:00+00:00,140.30299377441406,140.44009399414062,140.0800018310547,140.1309051513672,2226394
2024-10-23 15:50:00+00:00,140.13009643554688,140.2899932861328,139.9499969482422,140.0800018310547,2137200
2024-10-23 15:55:00+00:00,140.0601043701172,140.68789672851562,139.9499969482422,140.66009521484375,2192107
2024-10-23 16:00:00+00:00,140.66000366210938,140.6999969482422,140.02000427246094,140.0500030517578,2251775
2024-10-23 16:05:00+00:00,140.05499267578125,140.2490997314453,139.7449951171875,140.09500122070312,2834459
2024-10-23 16:10:00+00:00,140.09559631347656,140.20989990234375,139.97000122070312,140.02000427246094,1507418
2024-10-23 16:15:00+00:00,140.00999450683594,140.00999450683594,139.75,139.82000732421875,1734230
2024-10-23 16:20:00+00:00,139.81500244140625,139.92799377441406,139.41000366210938,139.49989318847656,2630068
2024-10-23 16:25:00+00:00,139.49000549316406,139.71499633789062,139.35000610351562,139.40499877929688,2337361
2024-10-23 16:30:00+00:00,139.39999389648438,139.57859802246094,139.1199951171875,139.54010009765625,2619768
2024-10-23 16:35:00+00:00,139.5449981689453,139.72079467773438,139.52999877929688,139.6999969482422,1716719
2024-10-23 16:40:00+00:00,139.7030029296875,139.8699951171875,139.61000061035156,139.74989318847656,1423610
2024-10-23 16:45:00+00:00,139.73989868164062,139.8083953857422,139.52499389648438,139.72000122070312,1311555
2024-10-23 16:50:00+00:00,139.72999572753906,139.75,139.04879760742188,139.125,2277768
2024-10-23 16:55:00+00:00,139.12989807128906,139.4199981689453,139.11000061035156,139.18080139160156,1664371
2024-10-23 17:00:00+00:00,139.1873016357422,139.1873016357422,138.75999450683594,138.8000030517578,3232940
2024-10-23 17:05:00+00:00,138.80599975585938,139.1999969482422,138.67999267578125,138.9199981689453,2394503
2024-10-23 17:10:00+00:00,138.92999267578125,138.97999572753906,137.6999969482422,137.81170654296875,6406772
2024-10-23 17:15:00+00:00,137.82000732421875,138.2100067138672,137.8101043701172,137.9149932861328,3715502
2024-10-23 17:20:00+00:00,137.91009521484375,138.10000610351562,137.82000732421875,137.94009399414062,2405458
2024-10-23 17:25:00+00:00,137.92999267578125,138.44000244140625,137.83999633789062,138.4387969970703,2827580
2024-10-23 17:30:00+00:00,138.43080139160156,138.47000122070312,138.05999755859375,138.22999572753906,2176771
2024-10-23 17:35:00+00:00,138.22000122070312,138.24000549316406,137.6699981689453,137.7407989501953,3095280
2024-10-23 17:40:00+00:00,137.75,138.10000610351562,137.4600067138672,137.9398956298828,3218000
2024-10-23 17:45:00+00:00,137.9199981689453,138.25999450683594,137.86000061035156,138.16799926757812,2090739
2024-10-23 17:50:00+00:00,138.16940307617188,138.24000549316406,137.8300018310547,138.21499633789062,2002372
2024-10-23 17:55:00+00:00,138.2198944091797,138.25,137.77999877929688,137.86000061035156,1893606
2024-10-23 18:00:00+00:00,137.86000061035156,138.19000244140625,137.8000030517578,137.92999267578125,1725861
2024-10-23 18:05:00+00:00,137.91900634765625,138.1199951171875,137.72999572753906,138.09500122070312,2267949
2024-10-23 18:10:00+00:00,138.10499572753906,138.1300048828125,137.72999572753906,137.77999877929688,1886766
2024-10-23 18:15:00+00:00,137.78399658203125,137.9499969482422,137.6300048828125,137.84080505371094,2122488
2024-10-23 18:20:00+00:00,137.84500122070312,138.36000061035156,137.84500122070312,138.28500366210938,2606879
2024-10-23 18:25:00+00:00,138.27999877929688,138.5,138.23500061035156,138.44500732421875,2584898
2024-10-23 18:30:00+00:00,138.44500732421875,138.83999633789062,138.22000122070312,138.75100708007812,2912682
2024-10-23 18:35:00+00:00,138.7501983642578,138.96890258789062,138.6750030517578,138.9246063232422,2480594
2024-10-23 18:40:00+00:00,138.9199981689453,139.0,138.7100067138672,138.7362060546875,2287140
2024-10-23 18:45:00+00:00,138.73500061035156,139.19000244140625,138.69000244140625,139.1199951171875,2862770
2024-10-23 18:50:00+00:00,139.11500549316406,139.24000549316406,138.8350067138672,138.8795928955078,2600149
2024-10-23 18:55:00+00:00,138.8699951171875,139.08999633789062,138.7602996826172,139.0897979736328,2100438
2024-10-23 19:00:00+00:00,139.0800018310547,139.1699981689453,138.92210388183594,139.12789916992188,1487315
2024-10-23 19:05:00+00:00,139.12069702148438,139.16000366210938,138.77000427246094,138.9199981689453,1659200
2024-10-23 19:10:00+00:00,138.9149932861328,138.98500061035156,138.3699951171875,138.4250030517578,2857588
2024-10-23 19:15:00+00:00,138.42999267578125,138.75,138.4239959716797,138.67010498046875,2164238
2024-10-23 19:20:00+00:00,138.67999267578125,138.9499969482422,138.60000610351562,138.9250030517578,3514726
2024-10-23 19:25:00+00:00,138.9199981689453,139.09979248046875,138.86000061035156,138.9199981689453,3545178
2024-10-23 19:30:00+00:00,138.9250030517578,139.00999450683594,138.63999938964844,138.8249969482422,1991564
2024-10-23 19:35:00+00:00,138.83599853515625,139.33990478515625,138.82080078125,139.33990478515625,3525728
