tickers_processed,data_range,total_rows,missing_values
"['AAPL', 'AMZN', 'GOOGL', 'META', 'MSFT', 'NVDA', 'TSLA', '^GSPC']","{'start': '2024-10-23T13:30:00+00:00', 'end': '2025-01-24T17:15:00+00:00'}",38384,115152
