mean,median,win_rate,N,t_stat,p_value,rsi_bucket,ticker
0.011279009287109721,0.033173001647899936,0.6,10,0.592412034163686,0.568157973627695,<30,ETH
0.000869578632475315,0.002862536298034346,0.5116279069767442,43,0.15654916378163775,0.8763502721161612,30-50,ETH
0.0075579247422411155,0.0037424702992295833,0.5588235294117647,34,1.4043133220362067,0.16956799624172622,>50,ETH
