date,streak_len,next_1d_ret,max_bounce_3d,rsi,close,vix,vix_bucket,rsi_bucket
2026-01-18,2,-0.0065007284303674195,-0.006500728430367446,51.98801792964911,92665.0,15.86,<16,>50
2026-01-19,3,-0.028390678908625344,-0.022416266495160164,50.05627388262738,92062.61,15.86,<16,>50
2026-01-20,4,0.006148986309388649,0.006148986309388569,42.6509941024446,89448.89,18.84,16-20,30-50
2026-01-23,2,-0.00915502561245296,-0.009155025612452938,44.00812839716539,89829.35,15.64,<16,30-50
2026-01-24,3,-0.0142674235812571,-0.00035862364021884135,41.52126585829478,89006.96,16.09,16-20,30-50
2026-01-25,4,0.00960278358996769,0.014110114927488976,37.95462055936527,87737.06,16.09,16-20,30-50
2026-01-29,2,0.01270248033130894,0.012702480331308857,28.82466445030215,82938.92,16.35,16-20,<30
2026-02-01,2,0.03826698105189941,0.03826698105189933,21.952911565509524,75894.15,17.44,16-20,<30
2026-02-04,2,-0.08438992846187965,-0.0016921039475183569,22.838495318156674,70888.08,18.0,16-20,<30
2026-02-05,3,0.09031991574255893,0.0939695102936808,18.652758475504,64905.84,18.64,16-20,<30
2026-02-10,2,-0.008375594034486844,0.017837532474181097,30.471709391947584,67584.46,17.36,16-20,30-50
2026-02-11,3,-0.010283444546572151,0.0472346400391536,29.91584278314285,67018.4,17.79,16-20,<30
2026-02-12,4,0.03709948647066863,0.0581157143111287,29.2170239081141,66329.22,17.65,16-20,<30
2026-02-16,2,-0.00961030886075065,-0.00961030886075069,35.86276463746057,68481.67,20.6,20-25,30-50
2026-02-17,3,-0.015050674146468768,-9.686902217124665e-05,34.935917077225255,67823.54,21.2,20-25,30-50
2026-02-18,4,0.0069170805094100896,0.017675170558098283,33.49017326641608,66802.75,20.29,20-25,30-50
2026-02-23,2,0.03280511287363419,0.08192829026217589,29.69302392725804,63378.84,19.09,16-20,<30
2026-02-27,2,0.025635363491270713,0.037463906724009795,38.98413480187777,65663.2,18.63,16-20,30-50
2026-03-06,2,-0.020952073675981286,0.005417446637643894,46.17504811326741,68063.43,23.75,20-25,30-50
2026-03-07,3,0.00851909499415937,0.0698431030280912,43.57351776189325,66637.36,29.49,>=25,30-50
2026-03-12,2,0.02128442571748912,0.04773901179360719,51.77643661546627,70405.94,24.23,20-25,>50
