mean,median,win_rate,N,t_stat,p_value,rsi_bucket,ticker
0.007709901402724863,0.012353000785712442,0.5833333333333334,12,0.5906965235487325,0.5666622146828326,<30,BTC
-0.0031328005978675157,-0.0026833497995696343,0.45614035087719296,57,-1.25945834680462,0.21308899583057064,30-50,BTC
0.0010993383606731205,0.002374632630045559,0.5769230769230769,26,0.4377268275282067,0.6653428838599337,>50,BTC
