ticker,date,bar_slot,direction,open,high,low,close,ema9,ema21,ema_spread_pct,rsi,adx,adx_slope,atr,atr_pct,vix_prior_close,cross_bar_body_pct,is_anomaly_bar,bar_idx
AMZN,2024-05-31,2,DOWN,174.89,175.47,173.87,174.55,178.9524,179.4369,-0.27,39.1,22.7,0.0395,2.8427,1.6286,,0.1944,False,489
AMZN,2024-06-21,1,UP,186.1,188.24,185.41,187.26,180.6139,180.1481,0.2586,62.56,22.71,0.0141,3.6175,1.9318,,0.6233,False,490
AMZN,2024-07-25,1,DOWN,180.53,183.89,176.8,179.16,185.3531,186.1448,-0.4253,40.64,20.42,0.0093,4.2688,2.3827,,0.7589,False,508
AMZN,2024-09-23,2,UP,191.86,193.32,191.05,193.25,181.0498,179.8262,0.6804,68.38,26.67,0.4307,4.0801,2.1113,,0.7245,False,533
AMZN,2025-02-11,1,DOWN,231.99,237.41,230.42,232.69,233.8936,233.9227,-0.0125,49.96,19.93,-0.8312,5.6087,2.4104,15.81,0.3017,False,612
AMZN,2025-03-25,1,UP,202.97,205.78,202.3,205.14,199.2371,198.6075,0.317,58.79,22.8,0.9466,5.2623,2.5652,17.48,1.0691,False,670
AMZN,2025-03-28,2,DOWN,194.6,195.14,192.77,192.79,198.6291,199.0309,-0.2019,38.75,20.43,-0.4472,4.8221,2.5012,18.69,0.9301,False,677
AMZN,2025-04-24,2,UP,183.72,185.66,183.42,185.46,179.8609,179.1742,0.3832,55.77,14.8,0.512,8.1736,4.4072,28.45,0.9471,False,713
AMZN,2025-06-23,2,DOWN,209.86,209.95,207.31,207.9,211.7613,212.0917,-0.1558,41.33,46.46,-0.1398,4.9109,2.3621,20.62,0.934,False,793
AMZN,2025-06-24,2,UP,212.68,213.9,212.04,213.81,212.318,212.2965,0.0101,54.36,44.78,-0.8196,4.7699,2.2309,19.83,0.5313,False,795
AMZN,2025-08-01,2,DOWN,219.1,219.64,214.81,214.87,226.5077,227.6872,-0.518,29.99,29.49,0.9859,5.0534,2.3518,16.72,1.9306,False,849
AMZN,2025-08-14,1,UP,225.07,230.49,222.48,229.32,223.6303,223.1116,0.2325,62.54,25.36,0.8407,4.7937,2.0904,14.49,1.8883,False,866
AMZN,2025-08-21,2,DOWN,222.3,222.4,220.81,221.15,224.7442,225.1419,-0.1766,40.88,20.43,0.0632,4.3208,1.9538,15.69,0.5173,False,877
AMZN,2025-08-25,1,UP,227.45,229.13,221.98,228.52,225.9247,225.6115,0.1388,56.59,18.49,-0.3917,4.4319,1.9394,14.22,0.4704,False,880
AMZN,2025-09-03,2,DOWN,226.42,227.1,224.9,225.14,226.809,226.9596,-0.0663,45.86,26.21,0.5709,3.9222,1.7421,17.17,0.5653,False,893
AMZN,2025-09-04,1,UP,229.49,234.89,225.99,233.2,228.0872,227.5269,0.2463,61.46,25.26,-0.949,4.3385,1.8604,16.35,1.6166,False,894
AMZN,2025-09-22,2,DOWN,230.3,230.33,228.13,228.38,231.3333,231.4885,-0.0671,43.09,29.91,0.4443,3.9763,1.7411,15.45,0.8337,False,919
AMZN,2025-10-10,1,UP,226.55,228.25,225.72,226.54,223.2253,222.8385,0.1736,57.92,30.97,-0.5737,3.9979,1.7648,16.43,0.0044,False,946
AMZN,2025-10-10,2,DOWN,226.56,227.38,218.15,218.27,222.2342,222.4232,-0.085,41.67,29.79,-1.1794,4.3716,2.0029,16.43,3.6591,False,947
AMZN,2025-10-24,1,UP,220.53,224.64,219.27,223.48,219.687,219.2125,0.2164,57.13,22.62,0.3893,4.3326,1.9387,17.3,1.3377,False,966
AMZN,2025-11-14,2,DOWN,236.69,238.73,236.37,236.6,241.5085,241.6302,-0.0504,43.93,21.66,-0.0977,6.9797,2.95,20.0,0.038,False,997
AMZN,2025-12-01,2,UP,232.87,234.6,232.25,234.23,230.7965,230.4032,0.1707,55.54,16.69,0.0361,5.9826,2.5542,16.35,0.584,False,1017
AMZN,2025-12-04,2,DOWN,228.76,228.88,226.8,227.93,230.7245,230.7617,-0.0161,44.23,16.24,-0.6278,5.2092,2.2854,16.08,0.3628,False,1023
AMZN,2025-12-23,1,UP,228.37,232.16,227.64,230.12,227.6469,227.4497,0.0867,56.3,24.4,1.7292,4.9339,2.144,14.08,0.7663,False,1048
AMZN,2026-01-20,1,DOWN,232.07,239.12,231.11,234.81,238.6434,238.8065,-0.0683,41.96,26.24,0.1189,4.0143,1.7096,18.84,1.1807,False,1082
AMZN,2026-01-27,1,UP,239.55,242.29,238.08,242.04,238.031,237.5213,0.2146,60.05,20.57,-0.6869,4.9253,2.0349,16.15,1.0394,False,1092
AMZN,2026-02-05,1,DOWN,232.99,234.1,220.38,222.27,237.0909,238.5639,-0.6174,33.88,27.1,2.0865,6.8526,3.083,18.64,4.6011,False,1106
AMZN,2026-03-04,1,UP,209.08,217.54,205.63,217.01,208.7332,208.5654,0.0805,59.55,30.94,-0.5595,6.0021,2.7658,23.57,3.7928,False,1142
AMZN,2026-03-13,2,DOWN,210.0,210.5,206.54,206.76,210.6544,211.0397,-0.1826,42.18,19.6,-0.674,4.5714,2.211,27.29,1.5429,False,1157
AMZN,2026-03-17,2,UP,213.69,214.29,213.01,213.55,211.467,211.2751,0.0908,54.13,17.66,-0.3381,4.1486,1.9427,27.29,0.0655,False,1161
AMZN,2026-04-02,1,DOWN,205.8,209.54,204.75,208.95,211.029,211.1453,-0.0551,45.58,16.16,-0.3998,4.1875,2.0041,27.29,1.5306,False,1166
AMZN,2026-04-06,2,UP,212.32,212.9,211.4,212.2,211.2916,211.2251,0.0315,52.01,14.18,-0.5874,3.9254,1.8499,27.29,0.0565,False,1169
AMZN,2026-04-07,1,DOWN,213.8,213.8,209.64,210.59,211.1513,211.1674,-0.0076,48.66,13.65,-0.5334,3.9422,1.872,27.29,1.5014,False,1170
AMZN,2026-04-07,2,UP,210.57,212.25,209.08,211.7,211.2611,211.2158,0.0214,51.0,13.24,-0.4042,3.887,1.8361,27.29,0.5366,False,1171
AVGO,2021-09-30,2,DOWN,48.94,49.03,48.45,48.6,49.3083,49.3869,-0.1592,41.63,22.82,-0.3454,0.6137,1.2627,,0.6947,False,55
AVGO,2021-10-22,1,UP,51.52,52.14,51.3,52.08,49.8626,49.6317,0.4652,68.62,23.47,0.652,0.8227,1.5797,,1.087,False,56
AVGO,2022-01-24,2,DOWN,52.59,53.09,51.34,52.25,61.3551,61.6263,-0.4401,27.99,53.53,-0.4582,1.9285,3.6909,,0.6465,False,95
AVGO,2022-03-22,1,UP,60.17,60.98,59.93,60.94,58.3923,58.1087,0.4881,59.64,25.75,-0.6475,1.6713,2.7425,,1.2797,False,116
AVGO,2022-04-22,2,DOWN,59.08,59.71,59.03,59.24,61.0936,61.1016,-0.0131,41.68,22.38,-0.3771,1.2952,2.1863,,0.2708,False,135
AVGO,2022-05-31,2,UP,58.24,58.7,57.77,58.32,56.4666,56.4417,0.0442,57.53,25.71,-0.5702,1.3868,2.3778,,0.1374,False,157
AVGO,2022-06-21,1,DOWN,50.4,51.09,50.2,50.55,55.2833,55.9061,-1.114,33.09,26.09,0.3786,1.8677,3.6948,,0.2976,False,158
AVGO,2022-07-28,2,UP,52.1,53.16,52.06,53.06,51.7723,51.5968,0.3401,57.03,19.71,-0.2499,1.0965,2.0665,,1.8426,False,183
AVGO,2022-08-30,1,DOWN,52.3,52.3,50.8,50.89,52.5261,52.591,-0.1235,38.37,19.35,-0.4019,1.0285,2.0209,,2.696,False,198
AVGO,2022-11-21,1,UP,51.06,51.52,51.06,51.35,47.5066,47.1975,0.655,70.87,34.88,0.1329,1.138,2.2162,,0.568,False,230
AVGO,2023-04-27,2,DOWN,60.94,61.41,60.92,61.39,62.1584,62.2278,-0.1114,45.94,22.78,0.3806,0.8972,1.4615,,0.7384,False,307
AVGO,2023-05-22,1,UP,67.45,68.47,67.45,67.85,63.2966,62.7271,0.9078,73.43,23.04,0.7904,1.2749,1.879,,0.593,False,310
AVGO,2023-08-25,2,DOWN,85.52,85.66,83.77,84.87,86.6461,86.813,-0.1923,44.46,37.79,-1.9575,1.7372,2.0469,,0.7601,False,359
AVGO,2023-08-29,2,UP,87.56,88.65,87.52,88.63,86.9581,86.8711,0.1002,59.45,33.07,-0.5557,1.6419,1.8525,,1.222,False,363
AVGO,2023-09-21,2,DOWN,80.29,81.97,79.81,81.48,86.1126,86.727,-0.7084,38.28,33.18,-0.0377,2.5661,3.1494,,1.4821,False,369
AVGO,2023-10-24,1,UP,86.8,87.4,86.22,87.39,84.8877,84.6209,0.3153,58.76,25.04,-1.0943,1.8779,2.1488,,0.6797,False,384
AVGO,2023-10-26,2,DOWN,83.64,83.81,81.83,82.0,84.6411,84.7172,-0.0899,41.24,21.91,0.0845,1.8769,2.2889,,1.9608,False,389
AVGO,2023-11-21,1,UP,99.0,99.8,95.0,97.87,86.7407,85.4994,1.4519,75.05,21.29,1.6295,2.7133,2.7723,,1.1414,False,396
AVGO,2024-04-22,2,DOWN,121.0,121.85,120.05,121.06,128.3252,129.0613,-0.5704,35.78,36.78,-0.6994,2.9898,2.4697,,0.0496,False,463
AVGO,2024-04-26,1,UP,129.6,134.66,129.55,134.06,129.1383,128.8417,0.2302,59.59,28.38,-0.3384,3.3208,2.4771,,3.4414,False,470
AVGO,2024-07-29,1,DOWN,152.96,155.0,150.91,152.12,154.1592,154.1974,-0.0247,48.82,23.32,-0.9994,4.5658,3.0014,,0.5492,False,512
AVGO,2024-08-22,1,UP,167.3,172.42,166.03,168.8,156.0426,154.6342,0.9108,64.83,21.32,0.6395,5.7925,3.4316,,0.8966,False,518
AVGO,2024-11-21,1,DOWN,162.89,167.0,160.84,160.98,170.8643,171.8812,-0.5916,36.42,17.23,0.5819,4.4511,2.765,,1.1726,False,560
AVGO,2024-12-23,1,UP,224.92,232.05,220.2,228.12,175.7968,171.3866,2.5732,82.53,21.15,2.5244,8.4196,3.6908,,1.4227,False,572
AVGO,2025-01-28,2,DOWN,205.55,205.62,200.07,204.5,219.2773,219.8149,-0.2446,43.22,36.8,-1.1295,9.5896,4.6893,,0.5108,False,593
AVGO,2025-01-31,2,UP,222.37,226.8,222.04,225.66,218.6875,218.5976,0.0411,55.88,30.08,-0.5836,8.887,3.9382,,1.4795,False,599
AVGO,2025-02-03,1,DOWN,214.81,219.27,208.31,216.96,218.342,218.4488,-0.0489,50.21,28.58,-1.4927,9.4915,4.3748,,1.0009,False,600
AVGO,2025-02-04,1,UP,216.22,220.86,213.05,220.18,218.5013,218.4897,0.0053,52.29,26.0,-1.1649,8.9481,4.064,,1.8315,False,602
AVGO,2025-02-04,2,DOWN,220.22,221.01,217.61,217.86,218.373,218.4325,-0.0272,50.65,24.88,-1.1176,8.5518,3.9254,,1.0717,False,603
AVGO,2025-02-05,1,UP,227.66,232.55,220.41,228.34,220.3664,219.3332,0.4711,57.18,24.23,-0.6529,8.9903,3.9372,,0.2987,False,604
AVGO,2025-02-19,2,DOWN,222.77,226.21,222.77,224.2,226.7485,226.7638,-0.0067,48.01,27.4,0.9833,7.5531,3.3689,15.35,0.6419,False,623
AVGO,2025-04-11,2,UP,172.89,178.5,172.38,176.8,167.3339,166.3398,0.5976,57.25,30.04,0.7385,12.6765,7.17,40.72,2.2616,False,697
AVGO,2025-04-21,2,DOWN,163.29,164.46,161.82,162.06,168.9365,169.2196,-0.1673,42.14,31.02,-0.7017,9.2767,5.7243,29.65,0.7533,False,707
AVGO,2025-04-23,1,UP,174.81,179.09,153.22,178.66,170.6921,169.925,0.4514,57.94,28.82,-1.3912,9.8911,5.5363,30.57,2.2024,False,710
AVGO,2025-08-19,2,DOWN,296.7,298.59,293.13,293.43,300.772,300.9988,-0.0753,41.67,17.83,0.6928,6.9816,2.3793,14.99,1.1021,False,873
AVGO,2025-08-28,1,UP,300.74,307.83,296.88,306.29,298.1976,297.4687,0.245,60.9,20.93,-1.0143,6.5853,2.15,14.85,1.8454,False,886
AVGO,2025-09-02,2,DOWN,294.37,295.39,292.53,295.16,297.0554,297.3097,-0.0855,47.4,21.53,0.651,6.5467,2.218,16.12,0.2684,False,891
AVGO,2025-09-03,1,UP,296.84,302.62,294.11,300.27,297.6984,297.5789,0.0402,53.39,21.24,-0.2944,6.687,2.227,17.17,1.1555,False,892
AVGO,2025-09-24,1,DOWN,339.15,340.35,333.18,337.21,342.6963,342.8757,-0.0523,46.61,14.34,0.4306,9.1097,2.7015,16.64,0.572,False,922
AVGO,2025-10-06,1,UP,340.33,343.48,323.96,340.1,337.4627,337.2413,0.0657,53.78,19.61,-0.8885,9.5588,2.8106,16.65,0.0676,False,938
AVGO,2025-10-07,2,DOWN,336.73,336.86,325.96,329.56,335.8206,336.5497,-0.2166,41.76,17.84,-0.2431,9.5583,2.9003,16.37,2.1293,False,941
AVGO,2025-10-08,2,UP,340.66,342.42,337.95,340.37,337.5,337.2342,0.0788,53.58,16.23,-0.7808,9.5266,2.7989,17.24,0.0851,False,943
AVGO,2025-10-22,1,DOWN,346.74,348.34,338.61,338.93,345.292,345.4838,-0.0555,45.54,10.26,-0.4679,11.1106,3.2781,17.87,2.2524,False,962
AVGO,2025-10-24,1,UP,349.99,354.31,343.64,352.25,345.6193,345.3863,0.0674,55.84,9.62,0.3061,9.9917,2.8365,17.3,0.6457,False,966
AVGO,2025-11-07,1,DOWN,350.83,359.32,343.55,347.25,358.9993,359.9965,-0.277,38.96,25.21,1.0663,11.6395,3.3519,19.5,1.0204,False,986
AVGO,2025-11-20,1,UP,364.31,374.65,353.75,371.48,352.2872,351.641,0.1838,61.21,29.11,-1.0752,12.6965,3.4178,23.66,1.9681,False,1004
AVGO,2025-11-21,1,DOWN,343.44,350.32,334.37,334.57,349.1138,350.3337,-0.3482,42.41,27.25,-0.6813,13.9797,4.1784,26.42,2.5827,False,1006
AVGO,2025-11-24,1,UP,341.03,367.64,339.55,366.62,351.3904,351.0809,0.0882,56.2,25.89,-0.8728,14.8894,4.0613,23.43,7.5037,False,1008
AVGO,2025-12-12,2,DOWN,363.21,373.47,358.33,361.99,386.0387,386.158,-0.0309,37.58,24.75,-0.6938,13.696,3.7835,14.85,0.3359,False,1035
AVGO,2026-01-13,1,UP,350.8,355.46,349.79,354.07,346.7382,346.5907,0.0426,56.33,21.13,-1.047,9.9338,2.8056,15.12,0.9322,False,1074
AVGO,2026-01-14,1,DOWN,350.5,355.55,338.21,338.89,346.6713,346.679,-0.0022,43.15,19.97,-0.4228,10.2626,3.0283,15.98,3.3124,False,1076
AVGO,2026-02-10,1,UP,345.84,350.0,340.04,346.62,330.5569,329.2147,0.4077,58.4,15.07,0.4078,14.739,4.2522,17.36,0.2255,False,1112
AVGO,2026-02-24,1,DOWN,331.41,335.4,314.45,324.92,331.7744,332.141,-0.1104,43.45,11.65,0.4589,11.872,3.6538,21.01,1.9583,False,1130
AVGO,2026-03-06,1,UP,331.41,339.62,324.56,336.96,325.0706,324.4676,0.1858,59.12,15.32,1.1188,12.3119,3.6538,23.75,1.6747,False,1146
AVGO,2026-03-16,2,DOWN,324.62,329.2,323.15,327.31,331.7285,332.0117,-0.0853,46.23,14.13,-0.1876,10.3436,3.1602,27.29,0.8287,False,1159
AVGO,2026-04-08,1,UP,349.0,354.14,344.95,346.59,325.4847,324.6158,0.2677,66.46,17.92,0.9592,10.0626,2.9033,27.29,0.6905,False,1172
BA,2021-06-29,2,DOWN,241.9501,242.33,238.8401,238.8614,243.1077,243.1598,-0.0214,42.7,33.81,-1.6992,4.2034,1.7598,,1.2766,False,9
BA,2021-09-27,2,UP,227.4999,228.0,225.0801,225.19,221.6647,221.1925,0.2135,54.41,22.83,-0.4719,4.1037,1.8223,,1.0153,False,49
BA,2021-09-28,2,DOWN,220.07,221.1,218.52,218.65,220.813,220.8719,-0.0267,45.92,21.05,-0.795,4.0988,1.8746,,0.6452,False,51
BA,2021-09-29,1,UP,224.05,229.1586,223.27,228.2223,222.2949,221.5401,0.3407,57.09,20.75,-0.3076,4.5566,1.9966,,1.8622,False,52
BA,2021-10-22,1,DOWN,214.55,216.72,214.26,216.12,221.0836,221.2882,-0.0925,43.28,18.52,-0.2858,4.6723,2.1619,,0.7318,False,56
BA,2022-02-28,1,UP,201.11,201.66,196.75,201.305,198.1757,198.0407,0.0682,52.9,12.9,-0.5299,6.4935,3.2257,,0.097,False,114
BA,2022-03-22,1,DOWN,186.65,191.6,184.52,189.76,197.322,197.7275,-0.2051,42.2,13.09,0.1564,7.3473,3.8719,,1.6662,False,116
BA,2022-07-22,1,UP,160.99,163.3399,159.53,160.25,141.5506,140.0877,1.0443,64.63,26.83,0.3931,6.6393,4.1431,,0.4597,False,174
BA,2022-09-21,2,DOWN,147.97,148.2539,147.12,147.41,157.6995,158.7442,-0.6581,34.89,27.85,-0.2181,4.5892,3.1133,,0.3785,False,203
BA,2022-10-26,1,UP,146.4,150.0,140.2,148.2343,139.6213,139.6112,0.0073,58.95,30.91,-1.5657,5.2605,3.5488,,1.2529,False,222
BA,2023-02-28,1,DOWN,200.85,201.6699,199.21,199.98,202.9588,203.1535,-0.0958,47.44,25.77,-0.7974,4.12,2.0602,,0.4332,False,280
BA,2023-03-28,2,UP,205.9,206.3,204.245,204.41,201.547,201.5416,0.0027,56.05,19.29,0.241,3.9073,1.9115,,0.7237,False,291
BA,2023-05-24,1,DOWN,201.45,202.094,198.82,199.435,204.423,204.9509,-0.2576,38.99,18.36,-0.0834,3.8557,1.9333,,1.0002,False,314
BA,2023-06-21,1,UP,213.5,213.8,209.75,210.135,204.7221,204.301,0.2061,61.44,16.24,0.637,3.9101,1.8608,,1.5761,False,324
BA,2023-08-25,2,DOWN,215.25,215.345,212.8801,214.8133,222.5997,222.9581,-0.1608,39.03,24.22,0.201,4.3039,2.0036,,0.2029,False,359
BA,2023-08-28,2,UP,225.15,227.3899,224.87,225.4,223.5726,223.3638,0.0935,54.4,22.14,-0.8988,4.5939,2.0381,,0.111,False,361
BA,2023-09-21,1,DOWN,201.3,202.3535,199.77,202.22,221.6685,223.192,-0.6826,29.49,20.31,1.1946,5.6259,2.7821,,0.457,False,368
BA,2023-11-21,2,UP,217.255,219.375,217.22,218.27,195.4154,192.6213,1.4506,73.2,32.79,1.246,5.9368,2.72,,0.4672,False,397
BA,2024-01-23,2,DOWN,215.355,215.4475,212.44,213.725,231.9252,233.8815,-0.8365,36.69,49.42,-1.1194,6.7981,3.1808,,0.7569,False,423
BA,2024-06-24,2,UP,178.3,180.6,178.3,179.85,176.5012,176.2049,0.1682,54.95,15.29,-0.7395,3.7592,2.0902,,0.8693,False,493
BA,2024-06-25,2,DOWN,175.74,175.81,173.29,173.9,175.8512,175.9528,-0.0578,45.2,15.0,0.0177,3.7232,2.141,,1.047,False,495
BA,2024-06-26,2,UP,175.64,178.09,175.11,178.02,176.2479,176.1132,0.0765,52.16,14.53,-0.4902,3.5492,1.9937,,1.355,False,497
BA,2024-08-23,1,DOWN,173.64,176.05,173.13,175.77,181.4076,182.1762,-0.4219,42.88,15.92,-0.5206,5.2412,2.9818,,1.2267,False,520
BA,2024-12-23,1,UP,179.0,179.8,176.02,176.22,157.121,154.6726,1.5829,75.26,23.27,1.455,5.0507,2.8661,,1.5531,False,572
BA,2025-02-24,1,DOWN,178.06,179.5,176.55,178.94,181.8168,182.0987,-0.1548,44.27,14.88,0.2866,3.9029,2.1811,18.21,0.4942,False,628
BA,2025-03-19,1,UP,161.82,175.15,160.01,171.75,161.941,161.4894,0.2796,64.33,26.44,0.9511,4.855,2.8268,21.7,6.1364,True,662
BA,2025-04-01,2,DOWN,165.97,170.98,165.77,169.18,172.203,172.4921,-0.1676,45.75,32.97,0.4567,5.3951,3.189,22.28,1.9341,False,681
BA,2025-04-17,1,UP,157.89,160.52,156.47,157.78,155.7075,155.5364,0.11,51.56,31.89,-1.0944,6.6508,4.2152,32.64,0.0697,False,704
BA,2025-06-13,1,DOWN,201.5,203.75,195.28,195.9,207.2971,208.5523,-0.6019,33.37,23.77,1.2304,5.9835,3.0543,18.02,2.7792,False,782
BA,2025-06-27,2,UP,209.68,212.23,208.53,211.3,204.6803,203.8984,0.3835,61.96,27.84,-0.8309,4.3156,2.0424,16.59,0.7726,False,801
BA,2025-07-31,2,DOWN,223.6,225.0,222.02,223.49,228.1563,228.7619,-0.2647,40.61,13.36,-0.4512,4.6955,2.101,15.48,0.0492,False,847
BA,2025-08-08,2,UP,229.84,230.74,228.76,230.14,226.6641,226.3955,0.1186,58.47,13.76,0.3834,4.1767,1.8149,16.57,0.1305,False,859
BA,2025-08-20,1,DOWN,224.78,226.15,223.17,224.14,228.7423,228.9957,-0.1107,41.07,18.03,-0.3476,4.3213,1.928,15.57,0.2847,False,874
BA,2025-08-26,1,UP,228.36,232.5,226.3,231.42,229.0589,228.8171,0.1057,55.04,19.34,0.3883,4.5565,1.9689,14.79,1.34,False,882
BA,2025-09-05,1,DOWN,231.22,232.23,225.59,225.79,231.5915,231.7268,-0.0584,38.04,21.03,-0.0453,4.2446,1.8799,15.3,2.3484,False,896
BA,2025-10-06,1,UP,218.3,219.87,215.9,219.59,217.5133,217.3966,0.0537,54.78,15.01,-0.2039,3.3698,1.5346,16.65,0.5909,False,938
BA,2025-10-10,2,DOWN,217.11,217.65,210.91,211.42,217.9728,218.3334,-0.1651,35.58,15.3,0.888,4.2595,2.0147,16.43,2.6208,False,947
BA,2025-10-23,2,UP,217.8,219.3,217.31,218.84,216.3922,216.1759,0.1,57.4,21.18,-0.5578,3.4261,1.5656,18.6,0.4775,False,965
BA,2025-10-30,1,DOWN,211.41,214.68,205.04,205.36,216.7397,217.403,-0.3051,30.23,20.1,1.1534,4.6773,2.2776,16.92,2.8617,False,974
BA,2025-12-02,1,UP,187.74,203.4899,183.58,202.04,189.5273,188.5916,0.4961,68.64,20.99,1.545,4.662,2.3075,17.24,7.6169,True,1018
BA,2026-01-29,2,DOWN,240.2,240.61,234.61,235.8,242.922,243.2398,-0.1307,41.68,38.88,0.0515,6.0121,2.5497,16.35,1.8318,False,1097
BA,2026-02-09,2,UP,244.38,245.0,241.81,242.26,238.939,238.7192,0.0921,55.08,33.73,-0.9045,5.7139,2.3586,17.76,0.8675,False,1111
BA,2026-02-19,1,DOWN,239.51,241.72,234.12,235.12,240.114,240.132,-0.0075,44.24,24.23,-0.969,5.9184,2.5172,19.62,1.8329,False,1124
BA,2026-04-09,1,UP,216.85,218.16,216.12,216.78,213.2922,213.2133,0.037,53.83,23.3,-0.9811,4.9111,2.2655,27.29,0.0323,False,1174
BABA,2021-06-25,2,UP,223.64,224.9399,222.6323,224.835,218.4192,218.3588,0.0277,60.08,48.16,-1.4745,3.1564,1.4039,,0.5343,False,5
BABA,2021-07-23,1,DOWN,208.66,209.3,203.56,205.8501,218.0479,219.4983,-0.6608,30.97,41.52,-0.1253,4.2256,2.0528,,1.3466,False,14
BABA,2021-10-22,2,UP,181.83,181.9,176.4101,177.585,160.0166,158.8229,0.7516,63.54,37.57,-0.4526,6.1777,3.4787,,2.3346,False,57
BABA,2021-11-22,1,DOWN,139.74,140.7,136.91,137.135,161.7244,162.9503,-0.7523,29.72,27.27,0.9254,6.4892,4.732,,1.8642,False,68
BABA,2022-03-23,2,UP,116.27,124.1112,116.26,121.155,113.7342,113.7002,0.0298,58.49,24.41,-0.1422,5.4701,4.515,,4.2014,False,119
BABA,2022-03-24,1,DOWN,116.5,117.9,111.06,112.235,113.4343,113.567,-0.1168,47.04,23.53,-0.8749,5.8005,5.1682,,3.6609,False,120
BABA,2022-03-24,2,UP,112.2427,115.18,110.82,114.57,113.6615,113.6582,0.0029,49.81,22.67,-0.8633,5.6976,4.973,,2.0735,False,121
BABA,2022-03-25,1,DOWN,110.35,112.87,109.4,111.62,113.2532,113.4729,-0.1937,46.5,21.65,-1.016,5.6599,5.0707,,1.1509,False,122
BABA,2022-03-29,1,UP,116.3,119.6,114.9192,116.77,114.0764,113.7732,0.2664,53.27,19.94,0.1559,5.1479,4.4086,,0.4041,False,126
BABA,2022-04-21,1,DOWN,89.46,90.15,87.1,88.0561,108.9796,111.8019,-2.5244,26.34,19.83,1.3725,6.134,6.9661,,1.5693,False,132
BABA,2022-05-31,2,UP,96.86,98.22,96.17,96.82,92.602,92.5013,0.1088,54.11,19.91,-0.2531,4.6751,4.8286,,0.0413,False,157
BABA,2022-07-25,2,DOWN,98.95,100.82,98.75,100.6936,106.1034,106.5932,-0.4595,42.97,26.43,-0.6028,4.1907,4.1619,,1.7621,False,177
BABA,2022-11-23,1,UP,77.72,78.7,75.99,77.235,73.0122,72.8109,0.2764,54.83,24.94,-0.7529,3.7591,4.867,,0.624,False,234
BABA,2023-02-22,1,DOWN,96.8,97.0,93.86,94.05,104.329,104.485,-0.1493,38.37,33.69,-0.3776,4.2613,4.5309,,2.8409,False,272
BABA,2023-03-29,2,UP,99.74,100.61,99.14,99.93,93.61,93.0789,0.5706,61.8,26.36,0.1897,3.7142,3.7168,,0.1905,False,293
BABA,2023-04-24,1,DOWN,88.18,88.52,87.27,87.56,93.8271,94.2446,-0.443,39.66,25.85,-0.7007,3.9402,4.5,,0.7031,False,300
BABA,2023-06-22,2,UP,86.465,87.315,86.26,86.99,84.0561,83.9529,0.123,55.8,22.23,-0.5559,2.4705,2.84,,0.6072,False,327
BABA,2023-06-30,1,DOWN,83.1,84.23,83.0,83.665,84.4573,84.5394,-0.0972,46.38,15.48,-0.7909,1.8798,2.2468,,0.6799,False,338
BABA,2023-07-24,1,UP,91.88,93.47,91.0,93.29,86.0747,85.2511,0.966,68.0,15.98,1.2458,2.3855,2.557,,1.5346,False,340
BABA,2023-08-24,2,DOWN,89.7,90.2,89.04,89.42,91.7319,91.9171,-0.2016,45.57,24.55,-1.1892,2.6175,2.9272,,0.3122,False,357
BABA,2023-08-29,1,UP,93.15,93.95,92.01,93.8299,91.8599,91.7995,0.0657,55.7,21.05,-0.2212,2.3423,2.4963,,0.7299,False,362
BABA,2023-09-21,1,DOWN,84.09,84.775,83.65,84.4,91.1513,91.6588,-0.5537,34.77,18.8,0.7529,2.5629,3.0367,,0.3687,False,368
BABA,2024-02-22,1,UP,76.37,76.6,74.97,75.5,74.2156,74.1764,0.0529,54.49,20.1,-0.4939,1.6666,2.2074,,1.1392,False,440
BABA,2024-03-22,1,DOWN,72.73,73.83,72.04,72.17,74.6797,74.9036,-0.2989,36.73,16.77,0.4019,1.3937,1.9312,,0.77,False,452
BABA,2024-04-25,1,UP,74.55,74.9,73.56,74.86,73.1173,73.0541,0.0866,58.32,17.79,-0.1886,1.2448,1.6628,,0.4158,False,468
BABA,2024-06-21,2,DOWN,73.9,74.22,73.76,73.97,77.2015,77.5875,-0.4975,38.9,21.31,0.0254,1.8363,2.4825,,0.0947,False,491
BABA,2024-07-25,1,UP,75.41,76.22,75.08,75.96,75.6637,75.6305,0.044,51.07,15.8,-0.7584,1.4134,1.8607,,0.7293,False,508
BABA,2024-11-21,1,DOWN,87.1,87.11,85.77,85.83,96.1479,96.9363,-0.8132,31.76,29.07,-0.055,3.1698,3.6931,,1.4581,False,560
BABA,2025-01-27,1,UP,91.41,91.54,89.15,89.79,87.014,86.8046,0.2412,60.07,17.62,0.6047,1.6456,1.8327,,1.7722,False,590
BABA,2025-03-24,1,DOWN,134.53,135.45,131.38,132.97,135.8809,136.2563,-0.2756,44.96,24.01,-0.951,4.2149,3.1698,19.28,1.1596,False,668
BABA,2025-04-23,1,UP,118.05,121.72,113.93,118.57,111.1358,110.8574,0.2511,59.4,26.62,0.1557,4.9217,4.1508,30.57,0.4405,False,710
BABA,2025-05-19,1,DOWN,119.0,121.68,117.98,119.4,123.7474,123.8212,-0.0596,42.53,28.99,-1.0127,3.3391,2.7965,17.24,0.3361,False,746
