max_drawdown,total_return,worst_single,mean_return,win_rate
-0.313496002925964,2000.6058756641091,-0.31349600292595975,8.693827203945654,97.2972972972973
-1.2079586251194934,1388.3892266152227,-0.8972755451628569,7.687199376893741,91.8918918918919
0.0,1282.7844010310407,0.0910332271279113,7.439361546894682,100.0
-2.836036593825875,1551.8152578096408,-2.5304735242535505,8.069660260999736,89.1891891891892
0.0,1201.2272494547456,0.0910332271279113,7.336583920037735,100.0
-0.31349600292596175,1740.2693783247294,-0.31349600292595975,8.32709984670819,97.2972972972973
-0.3134960029259594,1918.4465077540376,-0.31349600292595975,8.57384178000628,94.5945945945946
0.0,1755.7553417960733,0.0910332271279113,8.325402429676446,100.0
-2.530473524253548,1445.5460605242697,-2.5304735242535505,7.828886130056574,94.5945945945946
-2.5304735242535554,1329.9437223882562,-2.5304735242535505,7.578835602231482,97.2972972972973
-0.8972755451628595,920.5775740569093,-0.8972755451628569,6.598188549092052,89.1891891891892
-2.5304735242535483,717.7094460241348,-2.5304735242535505,5.967311556902306,81.08108108108108
-2.530473524253553,1220.3418673826839,-2.5304735242535505,7.380271580712004,89.1891891891892
-2.5304735242535563,1105.6462414328028,-2.5304735242535505,7.125668264856964,86.48648648648648
-2.5304735242535603,1522.2130961891532,-2.5304735242535505,7.979909824121941,91.8918918918919
-2.530473524253556,1209.9182315290707,-2.5304735242535505,7.367598301390154,83.78378378378379
-2.5304735242535523,1126.1103784256284,-2.5304735242535505,7.127955550298421,91.8918918918919
-2.530473524253552,1783.2347689675557,-2.5304735242535505,8.418679754295,91.8918918918919
0.0,1741.6476122731472,0.0910332271279113,8.309442227311186,100.0
-2.530473524253547,1118.6856479722167,-2.5304735242535505,7.114721207336061,89.1891891891892
-0.3134960029259697,3957.6926767489513,-0.31349600292595975,10.705025700555295,94.5945945945946
-2.8360365938258774,1312.1078185168135,-2.5304735242535505,7.610818785157802,86.48648648648648
0.0,2368.300656767883,1.4253161163486876,9.136869705119638,100.0
-2.53047352425355,1101.7076793118558,-2.5304735242535505,7.088732306193077,86.48648648648648
-2.53047352425355,1206.611073717898,-2.5304735242535505,7.326370251740518,86.48648648648648
-0.8972755451628617,1326.182166845858,-0.8972755451628569,7.590209858504826,94.5945945945946
