streak_len,streak_bin,date,next_day_ret,next_day_range,max_bounce_3d,rsi,vix,vix_bucket,ticker,split
4,4,2025-11-17,-0.00011227124733348415,0.02013397702181803,0.0039669174057857205,54.554346208433444,19.83,<20,AAPL,A
5,5,2025-11-18,0.004079646680140714,0.025076727299947556,0.015195748184744375,54.497429466221355,22.38,20-25,AAPL,A
2,2,2025-12-04,-0.006562522291176154,0.010985091661316728,-0.006562522291176172,63.09867668773659,16.08,<20,AAPL,B
3,3,2025-12-05,-0.003015724851008983,0.0126014216988583,-0.0002872118905724166,59.563557318747684,15.78,<20,AAPL,A
4,4,2025-12-08,-0.0025207057976233127,0.011199135758012088,0.002736766294562445,57.966905947921894,15.41,<20,AAPL,B
5,5,2025-12-09,0.00527075812274358,0.01194945848375452,0.005270758122743608,56.605181926134875,16.66,<20,AAPL,B
2,2,2025-12-31,-0.0031666543928122737,0.032513439870388045,-0.003166654392812272,45.682288548957104,14.33,<20,AAPL,A
3,3,2026-01-02,-0.013704196217494191,0.019799054373522508,-0.013704196217494222,43.776518119037085,14.95,<20,AAPL,B
4,4,2026-01-05,-0.01887569753941787,0.02033631699187299,-0.018875697539417865,36.66949398506113,14.51,<20,AAPL,B
5,5,2026-01-06,-0.007100049624002791,0.014772683895102508,-0.0071000496240028,29.631596510780923,14.9,<20,AAPL,A
6,5,2026-01-07,-0.004920994963669378,0.013763407789012388,-0.0005766790973051175,27.53151918309888,14.75,<20,AAPL,B
7,5,2026-01-08,0.0009658849437854666,0.015376888305065062,0.007611173357029817,26.15760405532467,15.38,<20,AAPL,A
2,2,2026-01-15,-0.011080976365749784,0.015381635025184142,-0.011080976365749761,28.46648288086037,16.75,<20,AAPL,A
3,3,2026-01-16,-0.03439899702241034,0.04450713054380196,-0.027895314214073045,24.962725442382492,15.84,<20,AAPL,A
4,4,2026-01-20,0.003814006329627473,0.02584597906353974,0.00673537287998051,17.742766546000595,15.86,<20,AAPL,A
2,2,2026-02-13,0.031119277532350775,0.04202666249657934,0.03303491145079955,39.88390692993192,20.82,20-25,AAPL,B
2,2,2026-02-27,0.001627739713063514,0.023961842752772775,0.0016277397130635832,47.85093414597909,18.63,<20,AAPL,A
2,2,2026-03-04,-0.008382549056963229,0.01642217565250525,-0.008382549056963189,46.06198995412707,23.57,20-25,AAPL,B
3,3,2026-03-05,-0.010797310278578331,0.016906820365033534,0.0018059558117196053,43.756282581006566,21.15,20-25,AAPL,B
4,4,2026-03-06,0.009516780609073905,0.029016469857053955,0.013090428837787464,40.937563438592306,23.75,20-25,AAPL,B
2,2,2026-03-13,0.010634895250279941,0.015992323684631375,0.01643211258595868,34.6266040252861,27.29,>=25,AAPL,A
2,2,2025-02-06,-0.023787906301071415,0.028418376611585215,0.00889776647902673,,,,AMD,A
3,3,2025-02-07,0.02743675595238093,0.030226934523809524,0.03887648809523816,,,,AMD,A
2,2,2025-02-21,-0.024009387128802295,0.0326744291000992,-0.024009387128802333,,15.66,<20,AMD,A
3,3,2025-02-24,-0.038287246832516386,0.04642559881623968,-0.03107370757421622,35.97087805643187,18.21,<20,AMD,B
4,4,2025-02-25,0.007500721223194562,0.017405519761515553,0.007500721223194549,28.78121797725045,18.98,<20,AMD,A
2,2,2025-03-27,-0.03197974303666884,0.03779424177060866,-0.031979743036668826,50.336334630859035,18.33,<20,AMD,A
3,3,2025-03-28,-0.004747142026738982,0.03894594070916485,-0.0025188916876574805,45.49583722799482,18.69,<20,AMD,B
4,4,2025-03-31,0.00048671274213951676,0.018495084201304305,0.0022388786138420108,44.828736694354824,21.65,20-25,AMD,A
2,2,2025-04-04,-0.024609283881502186,0.1312106368089573,0.1280615815255424,27.2391758112922,30.02,>=25,AMD,A
3,3,2025-04-07,-0.06480927896687794,0.14887002271911998,0.1565227789070908,25.828525039488397,45.31,>=25,AMD,A
4,4,2025-04-08,0.23667050249328736,0.24344712952307881,0.2366705024932874,22.591981938995275,46.98,>=25,AMD,B
2,2,2025-04-17,-0.021502916619009604,0.027336154637996116,0.03316939265698263,40.92164321854177,32.64,>=25,AMD,B
3,3,2025-04-21,0.007597895967270674,0.023378141437755698,0.10379894798363541,39.48106834708457,29.65,>=25,AMD,B
2,2,2025-04-29,0.013327780091628272,0.05914202415660134,0.028217409412744622,51.065108123057605,25.15,>=25,AMD,A
2,2,2025-05-20,-0.013210039630118908,0.04412153236459702,-0.013210039630118891,63.30200972809435,18.14,<20,AMD,B
3,3,2025-05-21,-0.012048192771084265,0.01811691209281572,0.022311468094600627,60.71777979066369,18.09,<20,AMD,B
4,4,2025-05-22,-0.003252032520325243,0.030261969286359477,0.03477868112014448,58.406758472201076,20.87,20-25,AMD,B
5,5,2025-05-23,0.038154794272249326,0.02836686605038979,0.038154794272249354,57.77524404985274,20.28,20-25,AMD,A
2,2,2025-06-12,-0.01949531606042698,0.023799476749092694,0.07249556924634994,58.80554331942958,17.26,<20,AMD,B
3,3,2025-06-13,0.08796694783955927,0.08917197452229286,0.09381993458426571,54.76699825689396,18.02,<20,AMD,A
2,2,2025-07-01,0.017857142857142794,0.033509700176366855,0.017857142857142697,63.4891089027829,16.73,<20,AMD,A
2,2,2025-07-07,0.022098628105302387,0.024026696329254797,0.06911383018168331,59.409508647412096,16.38,<20,AMD,B
2,2,2025-08-01,0.029948144263823417,0.02505389500670053,0.029948144263823428,69.16899703235836,16.72,<20,AMD,A
2,2,2025-08-06,0.0570202329858982,0.05548743102391178,0.05935009196811776,54.73661906499858,17.85,<20,AMD,B
2,2,2025-08-15,-0.007886879612416076,0.02501267534223423,-0.007886879612416074,61.20042092059487,14.83,<20,AMD,A
3,3,2025-08-18,-0.05422747146669704,0.04014536369314629,-0.054227471466697014,59.60399653759692,15.09,<20,AMD,A
4,4,2025-08-19,-0.008165225744476534,0.05043227665706055,0.0073847262247838,50.019055432170724,14.99,<20,AMD,B
5,5,2025-08-20,-0.009443099273607758,0.021912832929782113,0.01567796610169494,48.81515935472543,15.57,<20,AMD,B
6,5,2025-08-21,0.025360547543388012,0.04112686384747,0.02536054754338796,47.40569403069066,15.69,<20,AMD,A
2,2,2025-09-02,-0.0014166923313827517,0.025685247921157915,-0.001416692331382752,46.0292267076496,15.36,<20,AMD,B
3,3,2025-09-03,-0.002097211941771593,0.02627683197631396,-0.002097211941771548,45.7914354081678,17.17,<20,AMD,A
4,4,2025-09-04,-0.06589195203362586,0.043021387068858816,-0.036778340956854914,45.417905698680066,16.35,<20,AMD,A
5,5,2025-09-05,0.0016543144520910769,0.022631021704605528,0.05558496559025943,35.610007865002956,15.3,<20,AMD,A
2,2,2025-09-17,-0.007668615249230015,0.056068891822239085,0.003960022628700707,46.92050216061067,16.36,<20,AMD,A
3,3,2025-09-18,-0.00291378982707291,0.024957243301450546,0.01931969341863548,45.511183872030756,15.72,<20,AMD,A
4,4,2025-09-19,0.01467505241090139,0.03341592020837316,0.022298456260720353,44.96280275005924,15.7,<20,AMD,B
2,2,2025-10-10,0.008340711057266637,0.0432878244257024,0.11183076277899445,68.42430643275183,16.43,<20,AMD,B
2,2,2025-10-17,0.03165344199013509,0.036371434698691786,0.03165344199013508,71.46071452059985,25.31,>=25,AMD,B
2,2,2025-10-22,0.020717512161223084,0.0319666435024323,0.1276928422515635,65.63271325959992,17.87,<20,AMD,A
2,2,2025-11-07,0.04461380373351598,0.03596506251070391,0.10845178969001534,51.311475259852294,19.5,<20,AMD,A
2,2,2025-11-14,-0.025044577727346362,0.04709029016047984,-0.025044577727346324,55.12363834650609,20.0,20-25,AMD,A
3,3,2025-11-17,-0.04306259871976059,0.05524149970903646,-0.043062598719760634,52.028236381996216,19.83,<20,AMD,B
4,4,2025-11-18,-0.02901572409000086,0.06763096168881937,-0.0290157240900009,47.23930471950442,22.38,20-25,AMD,A
5,5,2025-11-19,-0.07819629596492794,0.1329515970296144,-0.03851659658226709,44.40140135689717,24.69,20-25,AMD,B
6,5,2025-11-20,-0.011210327089197336,0.06711637387168792,0.043045714840337784,37.972801504667814,23.66,20-25,AMD,A
7,5,2025-11-21,0.054871165644171827,0.055361963190184056,0.05487116564417181,37.206164369634884,26.42,>=25,AMD,A
2,2,2025-12-15,0.007033432893342129,0.024617015126698068,0.007033432893342227,39.94524133106921,15.74,<20,AMD,A
2,2,2025-12-24,0.0005121281251454501,0.017691698868662467,0.004003910796592083,48.44139315858149,14.0,<20,AMD,B
2,2,2025-12-31,0.043234662433467186,0.03851900270800261,0.04323466243346713,47.80571058269831,14.33,<20,AMD,A
2,2,2026-01-06,-0.01965177612845992,0.02310600756196619,-0.01965177612845997,47.53774766308282,14.9,<20,AMD,B
3,3,2026-01-07,-0.025330920864679696,0.03623464431958854,-0.011189410532330362,44.06677858175895,14.75,<20,AMD,B
4,4,2026-01-08,-0.007523204689789953,0.020664386907669852,0.07972642892037138,40.083906116651704,15.38,<20,AMD,B
5,5,2026-01-09,0.02219925182122462,0.04961606615475479,0.1002658003544005,38.9854531765737,15.45,<20,AMD,B
2,2,2026-01-30,0.04012163189458562,0.06322324520652081,0.05908438212686886,53.02395842990605,16.88,<20,AMD,B
2,2,2026-02-05,-0.010271752680129698,0.08002991772625286,0.06507105459985033,35.40334725185514,18.64,<20,AMD,A
3,3,2026-02-06,0.04977580734545817,0.05965036021965844,0.0761247418005944,34.72531906761304,21.77,20-25,AMD,A
2,2,2026-02-12,0.007090820786789687,0.029966002914036016,0.007090820786789742,40.15659844806145,17.65,<20,AMD,B
2,2,2026-02-18,0.01649092998850632,0.029034031282794474,0.016490929988506237,37.85382331838659,20.29,20-25,AMD,B
2,2,2026-02-23,0.08758901322482204,0.05193285859613433,0.08758901322482197,36.954720197073705,19.09,<20,AMD,A
2,2,2026-02-26,-0.01718213058419249,0.02037309769268521,-0.01718213058419244,43.36376542071834,17.93,<20,AMD,A
3,3,2026-02-27,-0.007942057942057823,0.0436563436563437,0.009040959040959053,41.600445771544415,18.63,<20,AMD,A
4,4,2026-03-02,-0.03846734806908014,0.02728966315895467,0.017118976889381084,40.788997470836264,19.86,<20,AMD,A
5,5,2026-03-03,0.05781012724511703,0.06587422108184524,0.05781012724511699,37.04939913849433,21.44,20-25,AMD,B
2,2,2026-03-06,0.05346843335931428,0.07248636009353074,0.0639127045985971,39.9903294686428,23.75,20-25,AMD,B
2,2,2026-03-13,0.01628327733264423,0.02775911088136457,0.030964073403980406,41.62043663197167,27.29,>=25,AMD,B
2,2,2025-02-12,0.0063783311489733485,0.012669287898645597,0.006378331148973386,,16.02,<20,AMZN,A
2,2,2025-02-18,0.0,0.013764503463184386,0.0,,14.77,<20,AMZN,A
2,2,2025-02-21,-0.01773753984017734,0.024481500300244867,-0.010254515220102539,,15.66,<20,AMZN,A
3,3,2025-02-24,0.0007053844345168425,0.04316952739242891,0.0076181518927815875,18.97859615261109,18.21,<20,AMZN,B
2,2,2025-03-04,0.022270185421367605,0.03296379868537231,0.022270185421367564,21.91134976038458,22.78,20-25,AMZN,A
2,2,2025-03-07,-0.023036386449184487,0.02951066499372645,-0.0018067754077792403,24.723377295659574,24.87,20-25,AMZN,A
3,3,2025-03-10,0.009452378506113135,0.0348299599301346,0.021730196239597193,22.10299768998179,23.37,20-25,AMZN,B
2,2,2025-03-18,0.013582166925868444,0.020736132711249352,0.01715914981855885,29.319487856246397,20.51,20-25,AMZN,B
2,2,2025-03-31,0.009827105996111252,0.03536707131220778,0.02979662620211265,34.21658370956007,21.65,20-25,AMZN,B
2,2,2025-04-04,0.026143408585799444,0.12884547900339222,0.11679728623230787,26.258410415699515,30.02,>=25,AMZN,B
2,2,2025-04-15,-0.028900768459739545,0.04282214055017261,-0.028900768459739535,41.376475115247224,30.89,>=25,AMZN,B
3,3,2025-04-16,-0.010321692757612189,0.02414129250530425,-0.0072251849303285225,38.47257838354681,30.12,>=25,AMZN,B
4,4,2025-04-17,-0.030592734225621476,0.025030418911872028,0.046062923691986724,37.48985504611865,32.64,>=25,AMZN,A
5,5,2025-04-21,0.034785727093419316,0.04440858287012137,0.11457772996234528,34.69062732264153,29.65,>=25,AMZN,B
2,2,2025-04-29,-0.016435432230523017,0.033084311632870955,0.013874066168623234,50.849710464903175,25.15,>=25,AMZN,B
3,3,2025-04-30,0.02994791666666674,0.02338324652777779,0.030815972222222262,48.31415432218774,24.17,20-25,AMZN,A
2,2,2025-05-06,0.02059904844290661,0.03233131487889283,0.043901384083045,48.4071574299402,23.64,20-25,AMZN,B
2,2,2025-05-15,0.0019496977968416207,0.012088126340417185,0.004776759602261599,61.115801835956105,18.62,<20,AMZN,B
2,2,2025-05-21,0.009745425616547454,0.027844073190135214,0.024264120922832116,55.743703082374175,18.09,<20,AMZN,B
2,2,2025-06-18,-0.01373923681362621,0.031148543735002004,0.001129252340846041,57.855697391134086,21.6,20-25,AMZN,A
3,3,2025-06-20,-0.005390964171556822,0.014693955441057125,0.015075616621344384,53.05164273021928,20.14,20-25,AMZN,A
4,4,2025-06-23,0.020577513430545036,0.01582885648503459,0.04149079048349964,51.27718263170496,20.62,20-25,AMZN,A
2,2,2025-07-30,0.016720229306002032,0.02227916268565967,0.01672022930600201,62.22281155620135,15.98,<20,AMZN,B
2,2,2025-08-04,0.009871528433780474,0.01620064235783113,0.054128093708671866,36.82060554456439,20.38,20-25,AMZN,A
2,2,2025-08-11,0.00022586619686482123,0.02010209152098292,0.04300492388309157,48.680041047639754,15.15,<20,AMZN,B
2,2,2025-08-20,-0.00831062061570087,0.010187212367633265,0.022474420267190924,49.14365901810886,15.57,<20,AMZN,A
3,3,2025-08-21,0.031043027708943516,0.03748592025230905,0.031043027708943523,46.81795125432889,15.69,<20,AMZN,A
2,2,2025-09-02,0.002973416766520076,0.012470598677495113,0.045977011494252804,49.02419901280863,15.36,<20,AMZN,A
2,2,2025-09-11,-0.008131849017220416,0.019568620629674724,0.017655244390328763,51.512147772161896,15.35,<20,AMZN,A
3,3,2025-09-12,0.014731027226094984,0.01495023894076898,0.025998509360340247,49.28525801995227,14.71,<20,AMZN,B
2,2,2025-09-18,0.0016867782535356923,0.019289823104537036,0.0016867782535356876,52.27478641839938,15.72,<20,AMZN,B
2,2,2025-09-23,-0.00240101476850596,0.02314940654163275,-0.00240101476850594,39.70432627688989,16.1,<20,AMZN,B
3,3,2025-09-24,-0.009445529267517405,0.01907270332864079,0.008900594886698967,39.18063512571213,16.64,<20,AMZN,B
4,4,2025-09-25,0.007655984963095497,0.01389079906477789,0.01852106541970381,37.111819442226704,16.18,<20,AMZN,A
2,2,2025-10-15,-0.005286833928488499,0.02680517553216158,0.003895561842044258,40.78836632280299,20.81,20-25,AMZN,A
3,3,2025-10-16,-0.006713599701617778,0.017576576996596625,0.03515315399319312,39.63254948572896,20.64,20-25,AMZN,B
4,4,2025-10-17,0.016052569819291262,0.01455057498239847,0.042149730110302694,38.16152222951397,25.31,>=25,AMZN,A
2,2,2025-11-13,-0.01195336504061617,0.024580159097605133,-0.011953365040616202,52.32372129509355,17.51,<20,AMZN,B
3,3,2025-11-14,-0.008051118210862573,0.023045793397231083,-0.008051118210862561,49.86083922184467,20.0,20-25,AMZN,A
4,4,2025-11-17,-0.04414669758653267,0.03341063299836812,-0.043674310744653506,48.23370360443041,19.83,<20,AMZN,B
5,5,2025-11-18,0.0004942043310269817,0.023452241890556197,0.0004942043310269801,40.49330409750292,22.38,20-25,AMZN,A
2,2,2025-12-04,0.0019642077695329885,0.011741597555652544,0.0019642077695330297,47.69756915313424,16.08,<20,AMZN,B
2,2,2025-12-12,-0.01613687607763392,0.02842742826827007,-0.016136876077633873,44.80282546620657,14.85,<20,AMZN,A
3,3,2025-12-15,-4.493574188901839e-05,0.011368742697941948,0.0189628830771996,41.00926359996833,15.74,<20,AMZN,B
4,4,2025-12-16,-0.005796971194895084,0.01887385970430948,0.02174987642115671,40.9990210739978,16.5,<20,AMZN,A
5,5,2025-12-17,0.024950280238654754,0.021741095642740925,0.03249864400650876,39.624157707623695,16.48,<20,AMZN,A
2,2,2026-01-02,0.02891832229580582,0.03011037527593816,0.06657836644591617,44.87186634530429,14.95,<20,AMZN,B
2,2,2026-01-13,-0.02444252091834631,0.02085651869255184,-0.014632537817897083,60.80444180177088,15.12,<20,AMZN,A
3,3,2026-01-14,0.0062954199763392005,0.016984958593882077,0.010055771505830638,52.069557808557,15.98,<20,AMZN,B
2,2,2026-01-29,-0.010013240648791832,0.023502151605428692,0.0095994703740483,56.26717773387744,16.35,<20,AMZN,A
3,3,2026-01-30,0.015422552871353412,0.03117947003260055,0.01981108417621002,52.85884338672214,16.88,<20,AMZN,A
2,2,2026-02-05,-0.1086795090202245,0.1023893766653562,-0.08679509020224524,40.51865661519764,18.64,<20,AMZN,A
3,3,2026-02-06,0.024552805684881163,0.044841950502327886,0.02455280568488111,26.056433189612605,21.77,20-25,AMZN,A
2,2,2026-02-11,-0.021910690652419018,0.03137101122493998,-0.013577765795794235,29.00407348514004,17.79,<20,AMZN,A
3,3,2026-02-12,-0.0038588754134508685,0.019444722862583922,0.025709131001302975,27.005098921058433,17.65,<20,AMZN,B
4,4,2026-02-13,0.012426422498365008,0.02887759722292101,0.03088997333601643,26.66418520565655,20.82,20-25,AMZN,A
2,2,2026-03-12,-0.008638793432607872,0.020714012982054233,0.027109583810614634,43.616923688096136,24.23,20-25,AMZN,A
3,3,2026-03-13,0.019498339030378897,0.02542005680997545,0.036059891194453714,41.77619787785655,27.29,>=25,AMZN,B
2,2,2025-02-07,0.04487524681385757,0.038727338000358984,0.05097828038054203,,,,AVGO,A
2,2,2025-02-14,-0.019144973361632123,0.033915190366873064,-0.018365313812968378,,15.1,<20,AVGO,B
3,3,2025-02-18,0.0007948774563921734,0.020401854714064936,0.0007948774563921698,,14.77,<20,AVGO,A
2,2,2025-02-21,-0.048771476076113096,0.05463698503602444,-0.024893774247182775,,15.66,<20,AVGO,B
3,3,2025-02-24,-0.025296174014371786,0.03714313458924066,0.025101961545931188,29.209276761158407,18.21,<20,AVGO,A
4,4,2025-02-25,0.05170610211706106,0.03721046077210474,0.051706102117061,25.667516016768744,18.98,<20,AVGO,A
2,2,2025-03-18,0.036088537211291793,0.06025449101796398,0.0360885372112917,40.45099226996256,20.51,20-25,AVGO,A
2,2,2025-03-25,-0.04761904761904778,0.05568916680027784,-0.04761904761904775,41.68400534965278,17.48,<20,AVGO,A
3,3,2025-03-26,-0.040628507295173866,0.04416386083052753,-0.04062850729517386,36.228535326703884,17.15,<20,AVGO,B
4,4,2025-03-27,-0.01678755264389331,0.039716892840430465,-0.016787552643893335,32.50574635654483,18.33,<20,AVGO,A
5,5,2025-03-28,-0.009340234398238945,0.04331013147718485,0.01707418644773636,31.139716142011224,18.69,<20,AVGO,B
6,5,2025-03-31,0.005584914724957812,0.031587797261590146,0.026663463848186388,30.38740715965146,21.65,20-25,AVGO,B
2,2,2025-04-04,0.05434034942908239,0.15270326042096566,0.2643417251341313,24.15472394192912,30.02,>=25,AVGO,A
2,2,2025-04-17,-0.027081125632874237,0.03744259978806083,0.03408689509007413,45.58062448906719,32.64,>=25,AVGO,B
3,3,2025-04-21,0.019363427326636984,0.03188914437855507,0.13142926297954738,43.21245490410732,29.65,>=25,AVGO,B
2,2,2025-05-06,0.023941253395030726,0.03903027864399956,0.040488884418066654,60.95480836203819,23.64,20-25,AVGO,A
2,2,2025-06-06,-0.011122428193114597,0.02860052963943781,0.024567121613363215,64.55862902629579,18.48,<20,AVGO,B
3,3,2025-06-09,0.0017303889255109173,0.019981872116018436,0.04894528675016478,61.69585290205258,16.77,<20,AVGO,A
2,2,2025-07-08,0.022525017539972714,0.02474059303570765,0.02252501753997276,64.1571944611761,17.79,<20,AVGO,A
2,2,2025-07-11,0.004830564297738427,0.031984190880479955,0.02378686964795433,63.555745760202555,15.78,<20,AVGO,B
2,2,2025-08-01,0.032040354844320884,0.024560793181422864,0.04564272047312578,57.47090658484908,16.72,<20,AVGO,B
2,2,2025-08-18,-0.035703737735044094,0.03435828438289642,-0.03570373773504412,60.744808083907934,15.09,<20,AVGO,B
3,3,2025-08-19,-0.013272077590607556,0.0461800238216777,-0.003130849072656171,50.68733717259119,14.99,<20,AVGO,B
4,4,2025-08-20,-0.00493188480772544,0.021348508363510942,0.01065700982928102,47.64229909907634,15.57,<20,AVGO,A
5,5,2025-08-21,0.01528490225980872,0.03826424511299051,0.029114099542492843,46.53832194967484,15.69,<20,AVGO,A
2,2,2025-09-17,-0.00208919710994393,0.019992455677102942,-0.002089197109943912,60.188525068165035,16.36,<20,AVGO,A
3,3,2025-09-18,-0.0010177081213108563,0.028495827396702658,-0.001017708121310874,59.77405098030158,15.72,<20,AVGO,B
4,4,2025-09-19,-0.0158924205378973,0.02535219466759803,-0.01429153568517879,59.55934022832282,15.7,<20,AVGO,B
5,5,2025-09-22,0.0006506950606328665,0.02419402543626148,0.0016267376515822374,56.16970821356572,15.45,<20,AVGO,B
2,2,2025-09-26,-0.01933105556554593,0.04037043697176758,-0.0029670922495954235,52.93866934485149,16.74,<20,AVGO,B
3,3,2025-09-29,0.005806668500351497,0.01965098866171574,0.03163106262033564,48.53463746450844,15.29,<20,AVGO,A
2,2,2025-10-10,0.0992743554114559,0.0488806546240543,0.09927435541145585,44.03900777497342,16.43,<20,AVGO,B
2,2,2025-10-20,-0.01842180774748925,0.028034433285509273,-0.013773314203730305,55.556157202379474,20.78,20-25,AVGO,B
3,3,2025-10-21,-0.006431244153414339,0.036482694106641775,0.03320860617399443,51.758214405918174,18.23,<20,AVGO,B
4,4,2025-10-22,0.011239260915617333,0.018124043780157778,0.06293397669765796,50.484572785221566,17.87,<20,AVGO,B
2,2,2025-10-31,-0.018870993980803608,0.034840843772029624,-0.01887099398080359,59.47724809179581,16.91,<20,AVGO,B
3,3,2025-11-03,-0.02813242690543305,0.04952191455258944,-0.010252583872215875,55.48575707433659,17.44,<20,AVGO,A
4,4,2025-11-04,0.01839740673339385,0.041941537761601456,0.01839740673339391,50.18120632158274,17.17,<20,AVGO,A
2,2,2025-11-07,0.025201410590899753,0.015424754150061627,0.025201410590899864,48.37310074832123,19.5,<20,AVGO,B
2,2,2025-11-21,0.11072480848556299,0.10097230406599877,0.1682380671773719,44.79640977270233,26.42,>=25,AVGO,B
2,2,2025-12-02,-0.002232435981615266,0.030518713066316493,0.02277084701247542,57.6580000494705,17.24,<20,AVGO,A
3,3,2025-12-03,0.0015267175572519776,0.01934719663069235,0.05401421426691245,57.244756596507386,16.59,<20,AVGO,A
2,2,2025-12-12,-0.055731863481988886,0.06803630087411613,-0.05241913033795457,43.98043004788518,14.85,<20,AVGO,A
3,3,2025-12-15,0.0035082547169811296,0.036615566037735726,0.0035082547169811257,38.36973562848009,15.74,<20,AVGO,A
2,2,2026-01-08,0.03781588447653439,0.041787003610108266,0.06660649819494598,37.553701786945965,15.38,<20,AVGO,B
2,2,2026-01-21,-0.010036801605888268,0.03680160588825701,-0.01003680160588829,40.091878969060915,20.09,20-25,AVGO,A
3,3,2026-01-22,-0.016743985990352983,0.02420965313834525,0.022458447264124864,38.765288709670216,16.9,<20,AVGO,B
4,4,2026-01-23,0.015060617422822054,0.034620672415947955,0.04127609048868885,36.61074079886339,15.64,<20,AVGO,A
2,2,2026-02-05,0.02355446771988956,0.055532597984678564,0.08207508185257018,35.79901200691661,18.64,<20,AVGO,A
2,2,2026-02-13,0.02316139152902097,0.059795146258189526,0.027098520500753596,44.367112971968275,20.82,20-25,AVGO,A
2,2,2026-02-23,-0.014592352638430506,0.041930307892585825,0.006024643516696464,47.32459241381716,19.09,<20,AVGO,B
3,3,2026-02-24,0.020922301760422757,0.020369289379090147,0.020922301760422753,44.15609546951939,21.01,20-25,AVGO,A
2,2,2026-02-27,-0.003034853888993272,0.04017270508729126,-0.0030348538889932645,41.52392949521077,18.63,<20,AVGO,A
3,3,2026-03-02,-0.015408755688058884,0.026612270516240447,0.043841205083947996,40.95676550112413,19.86,<20,AVGO,A
4,4,2026-03-03,0.011793204564288784,0.034742143175878044,0.06017721680372281,38.11857644046281,21.44,20-25,AVGO,B
2,2,2026-03-11,-0.016164929132013728,0.022343914724141954,-0.0161649291320137,56.67973129863383,24.93,20-25,AVGO,B
3,3,2026-03-12,-0.041046553161090515,0.05027384212406235,-0.03289082033575412,52.67952878021856,24.23,20-25,AVGO,A
4,4,2026-03-13,0.008504826644318175,0.0283701151565943,0.008504826644318245,44.27322261866796,27.29,>=25,AVGO,B
2,2,2025-02-10,-0.0010516411136325399,0.02512868766258921,0.03088503902142034,,,,BA,B
3,3,2025-02-11,0.03197030141843982,0.044437056737588715,0.031970301418439775,,15.81,<20,BA,A
2,2,2025-02-14,0.00292809890467427,0.024075479882876033,0.009055416982973734,,15.1,<20,BA,A
2,2,2025-02-21,0.01471915181592598,0.03660049627791553,0.014719151815926087,,15.66,<20,BA,A
2,2,2025-02-26,0.003812164269624052,0.020562583030093007,0.008952810027147297,37.00259734184731,19.43,<20,BA,A
2,2,2025-03-04,0.0264117721041377,0.034712614765438375,0.02641177210413777,23.44328000185253,22.78,20-25,BA,B
2,2,2025-03-07,-0.03892565200467113,0.026534319449850626,0.030232256390294702,25.20505525490634,24.87,20-25,BA,A
3,3,2025-03-10,0.03962467935736469,0.064533549345214,0.07506412852706902,21.777708438090258,23.37,20-25,BA,B
2,2,2025-03-31,-0.014185228604923772,0.039624853458382125,-0.011664712778428961,48.73783287387969,21.65,20-25,BA,A
3,3,2025-04-01,0.002556784397669265,0.028719229397074466,0.0025567843976692043,46.04318981023748,22.28,20-25,BA,B
2,2,2025-04-04,0.016620295797334705,0.11048469761312053,0.17645336066774045,24.941157057847875,30.02,>=25,BA,B
2,2,2025-05-07,0.034176055199180766,0.04598134871435503,0.07002317934343168,65.45998257597975,24.76,20-25,BA,A
2,2,2025-05-19,0.011397954213346218,0.017632732586458862,0.0113979542133462,76.63647900218793,17.24,<20,BA,B
2,2,2025-05-27,0.002188836931648508,0.011093423539946223,0.03566809272709177,64.96146539263981,22.29,20-25,BA,B
2,2,2025-06-05,0.007359617682198394,0.014671445639187678,0.03923536439665476,65.91138293518301,17.61,<20,BA,B
2,2,2025-06-11,-0.0481195982247139,0.0236393366035973,-0.0481195982247139,66.47728559127054,16.95,<20,BA,A
3,3,2025-06-12,-0.015950920245398792,0.034110429447852704,-0.009668711656441712,51.09803345324883,17.26,<20,BA,A
4,4,2025-06-13,0.006384039900249272,0.02453865336658348,0.006384039900249382,47.37384703283253,18.02,<20,BA,B
2,2,2025-06-18,0.0043999393111819884,0.01633540686795134,0.0175491832296566,44.21845940363936,21.6,20-25,BA,B
2,2,2025-06-25,0.01753416398713825,0.023261655948553034,0.07757234726688102,46.18177157307256,17.48,<20,BA,B
2,2,2025-07-16,0.005396935933147606,0.02106545961002787,0.005396935933147672,72.53359400070309,17.38,<20,BA,B
2,2,2025-07-30,-0.01858982870800696,0.01704067631567297,-0.01593413889257732,54.277703930881465,15.98,<20,BA,A
3,3,2025-07-31,0.0007215983403237036,0.02958553195327652,0.013529968881071575,48.637977354126804,15.48,<20,BA,B
2,2,2025-08-19,0.0017333333333333645,0.012311111111111156,0.02124444444444445,47.649906111425175,14.99,<20,BA,B
2,2,2025-09-04,-0.004507628294036059,0.029169556171983312,0.0017770457697642017,51.37275471071429,16.35,<20,BA,A
3,3,2025-09-05,0.0063131313131312705,0.017894461859979036,0.006313131313131264,49.89542020016708,15.3,<20,BA,B
2,2,2025-09-10,-0.03309890109890112,0.0441318681318681,-0.0330989010989011,46.549168151949125,15.04,<20,BA,A
3,3,2025-09-11,-0.01809337636950492,0.0195481201982089,-0.018093376369504886,37.52556319610402,15.35,<20,BA,B
4,4,2025-09-12,-0.0012037594333071944,0.014769202277883224,-0.001203759433307187,33.796400146203666,14.71,<20,BA,A
