streak_len,streak_bin,date,next_day_ret,next_day_range,max_bounce_3d,rsi,vix,vix_bucket,ticker,split
2,2,2025-06-05,0.01644835516448362,0.018198180181981733,0.01644835516448351,45.57773830534706,17.61,<20,AAPL,A
2,2,2025-07-14,0.0022607022607021854,0.014237614237614276,0.007744107744107673,54.92485764470409,16.4,<20,AAPL,B
2,2,2025-07-24,0.0009384824738396524,0.008587114635634238,0.0013138754633755933,62.92100603897978,15.37,<20,AAPL,A
2,2,2025-07-30,-0.006718495057107199,0.012813129858911544,-0.006718495057107235,48.52674387669273,15.98,<20,AAPL,A
3,3,2025-07-31,-0.02575128031693874,0.05816987148516775,-0.020581698714851635,45.19821824168002,15.48,<20,AAPL,B
4,4,2025-08-01,0.005306223654847564,0.030696751797669217,0.05430200843044874,35.27733424697445,16.72,<20,AAPL,B
2,2,2025-08-15,-0.003330305782621945,0.013018468059340076,-0.003330305782621903,71.2818563551838,14.83,<20,AAPL,A
3,3,2025-08-18,-0.0013886478042006711,0.015275125846207301,-0.00138864780420063,69.73041568048305,15.09,<20,AAPL,B
4,4,2025-08-19,-0.019946115070398118,0.02038067095428471,-0.012167564748826748,69.057729656117,14.99,<20,AAPL,B
5,5,2025-08-20,-0.004655699906886079,0.012149159757016845,0.007936859841262767,60.10154251343771,15.57,<20,AAPL,B
6,5,2025-08-21,0.012651461154668642,0.01634889522451896,0.019511760513186135,58.24074514553357,15.69,<20,AAPL,A
2,2,2025-09-02,0.03811766758253743,0.019538575602948187,0.043438440402983156,60.62868922186026,15.36,<20,AAPL,A
2,2,2025-09-08,-0.015033477912999471,0.02278182507264074,-0.015033477912999508,67.22531217928946,15.18,<20,AAPL,A
3,3,2025-09-09,-0.032278751603249334,0.02761864044463437,-0.0012398460880717916,59.95610273279066,15.11,<20,AAPL,A
4,4,2025-09-10,0.0142699359399161,0.016743980561077943,0.044002650762094135,48.10830066705314,15.04,<20,AAPL,A
2,2,2025-09-24,0.018628852875754776,0.021647600889736326,0.01862885287575468,68.85602193930598,16.64,<20,AAPL,A
2,2,2025-09-29,0.0008272276057668115,0.011029701410226153,0.010990309619475157,67.7942451716616,15.29,<20,AAPL,A
2,2,2025-10-07,0.00609398804640815,0.009414430251181561,0.006093988046408072,67.688189087224,16.37,<20,AAPL,B
2,2,2025-10-10,0.00943588905681958,0.01682937788489034,0.01691107389404022,47.23229250655409,16.43,<20,AAPL,A
2,2,2025-11-03,0.004393967603798288,0.014410724259914371,0.004393967603798201,66.42638068157686,17.44,<20,AAPL,B
2,2,2025-11-06,-0.004161248374512372,0.020471855842466993,0.021920861972877705,66.30319813521187,18.01,<20,AAPL,B
3,3,2025-11-07,0.004029399694064351,0.023392903779427824,0.02619109801141678,63.71401102946551,19.5,<20,AAPL,B
2,2,2025-11-13,-0.0016496205872651437,0.02327797939807165,-0.0016496205872650956,66.47639206791894,17.51,<20,AAPL,A
3,3,2025-11-14,-0.018836748182418983,0.01744143350223985,-0.01494455460086654,65.39992379121324,20.0,20-25,AAPL,A
