ticker,multiplier,entry_datetime,entry_price,initial_stop_1r,one_r_dollars,one_r_reached,one_r_time,chandelier_activated,exit_datetime,exit_price,exit_reason,pnl_dollars,pnl_r,mfe_r,mae_r,give_back_ratio,hold_bars,hold_hours
GOOGL,1.25,2025-12-24 16:30:00,314.77,312.79,1.98,False,,False,2025-12-24 16:40:00,312.2,disaster_stop,-2.57,-1.298,0.0,1.4394,0.0,2,0.17
GOOGL,1.5,2025-12-24 16:30:00,314.77,312.79,1.98,False,,False,2025-12-24 16:40:00,312.2,disaster_stop,-2.57,-1.298,0.0,1.4394,0.0,2,0.17
GOOGL,2.0,2025-12-24 16:30:00,314.77,312.79,1.98,False,,False,2025-12-24 16:40:00,312.2,disaster_stop,-2.57,-1.298,0.0,1.4394,0.0,2,0.17
GOOGL,2.25,2025-12-24 16:30:00,314.77,312.79,1.98,False,,False,2025-12-24 16:40:00,312.2,disaster_stop,-2.57,-1.298,0.0,1.4394,0.0,2,0.17
META,1.25,2025-02-11 16:30:00,713.32,711.5,1.82,True,2025-02-11 16:50:00,True,2025-02-11 16:50:00,714.77,chandelier_stop,1.45,0.7967,1.7363,0.8077,0.5411,4,0.33
META,1.5,2025-02-11 16:30:00,713.32,711.5,1.82,True,2025-02-11 16:50:00,True,2025-02-11 16:50:00,714.77,chandelier_stop,1.45,0.7967,1.7363,0.8077,0.5411,4,0.33
META,2.0,2025-02-11 16:30:00,713.32,711.5,1.82,True,2025-02-11 16:50:00,True,2025-02-11 18:55:00,715.12,chandelier_stop,1.8,0.989,2.8297,0.8077,0.6505,29,2.42
META,2.25,2025-02-11 16:30:00,713.32,711.5,1.82,True,2025-02-11 16:50:00,True,2025-02-11 18:55:00,715.12,chandelier_stop,1.8,0.989,2.8297,0.8077,0.6505,29,2.42
META,1.25,2025-03-26 16:30:00,624.89,620.68,4.21,False,,False,2025-03-26 16:55:00,619.84,disaster_stop,-5.05,-1.1995,0.3563,2.4181,4.3667,5,0.42
META,1.5,2025-03-26 16:30:00,624.89,620.68,4.21,False,,False,2025-03-26 16:55:00,619.84,disaster_stop,-5.05,-1.1995,0.3563,2.4181,4.3667,5,0.42
META,2.0,2025-03-26 16:30:00,624.89,620.68,4.21,False,,False,2025-03-26 16:55:00,619.84,disaster_stop,-5.05,-1.1995,0.3563,2.4181,4.3667,5,0.42
META,2.25,2025-03-26 16:30:00,624.89,620.68,4.21,False,,False,2025-03-26 16:55:00,619.84,disaster_stop,-5.05,-1.1995,0.3563,2.4181,4.3667,5,0.42
META,1.25,2025-04-28 16:30:00,555.64,545.5,10.14,False,,False,2025-04-28 18:25:00,543.62,disaster_stop,-12.02,-1.1854,0.1588,1.4773,8.4658,23,1.92
META,1.5,2025-04-28 16:30:00,555.64,545.5,10.14,False,,False,2025-04-28 18:25:00,543.62,disaster_stop,-12.02,-1.1854,0.1588,1.4773,8.4658,23,1.92
META,2.0,2025-04-28 16:30:00,555.64,545.5,10.14,False,,False,2025-04-28 18:25:00,543.62,disaster_stop,-12.02,-1.1854,0.1588,1.4773,8.4658,23,1.92
META,2.25,2025-04-28 16:30:00,555.64,545.5,10.14,False,,False,2025-04-28 18:25:00,543.62,disaster_stop,-12.02,-1.1854,0.1588,1.4773,8.4658,23,1.92
META,1.25,2025-07-25 20:30:00,719.25,718.77,0.48,False,,False,2025-07-25 20:40:00,718.39,disaster_stop,-0.86,-1.7917,0.0,3.0833,0.0,2,0.17
META,1.5,2025-07-25 20:30:00,719.25,718.77,0.48,False,,False,2025-07-25 20:40:00,718.39,disaster_stop,-0.86,-1.7917,0.0,3.0833,0.0,2,0.17
META,2.0,2025-07-25 20:30:00,719.25,718.77,0.48,False,,False,2025-07-25 20:40:00,718.39,disaster_stop,-0.86,-1.7917,0.0,3.0833,0.0,2,0.17
META,2.25,2025-07-25 20:30:00,719.25,718.77,0.48,False,,False,2025-07-25 20:40:00,718.39,disaster_stop,-0.86,-1.7917,0.0,3.0833,0.0,2,0.17
META,1.25,2025-07-31 20:30:00,775.64,774.76,0.88,True,2025-07-31 20:35:00,True,2025-07-31 20:35:00,777.17,chandelier_stop,1.53,1.7386,2.8977,0.0,0.4,1,0.08
META,1.5,2025-07-31 20:30:00,775.64,774.76,0.88,True,2025-07-31 20:35:00,True,2025-07-31 20:35:00,777.17,chandelier_stop,1.53,1.7386,2.8977,0.0,0.4,1,0.08
META,2.0,2025-07-31 20:30:00,775.64,774.76,0.88,True,2025-07-31 20:35:00,True,2025-07-31 20:35:00,777.17,chandelier_stop,1.53,1.7386,2.8977,0.0,0.4,1,0.08
META,2.25,2025-07-31 20:30:00,775.64,774.76,0.88,True,2025-07-31 20:35:00,True,2025-07-31 20:50:00,776.35,chandelier_stop,0.71,0.8068,2.8977,2.1364,0.7216,4,0.33
META,1.25,2025-09-08 20:30:00,759.58,758.55,1.03,False,,False,2025-09-08 20:55:00,758.38,disaster_stop,-1.2,-1.165,0.6019,2.0194,2.9355,5,0.42
META,1.5,2025-09-08 20:30:00,759.58,758.55,1.03,False,,False,2025-09-08 20:55:00,758.38,disaster_stop,-1.2,-1.165,0.6019,2.0194,2.9355,5,0.42
META,2.0,2025-09-08 20:30:00,759.58,758.55,1.03,False,,False,2025-09-08 20:55:00,758.38,disaster_stop,-1.2,-1.165,0.6019,2.0194,2.9355,5,0.42
META,2.25,2025-09-08 20:30:00,759.58,758.55,1.03,False,,False,2025-09-08 20:55:00,758.38,disaster_stop,-1.2,-1.165,0.6019,2.0194,2.9355,5,0.42
META,1.25,2025-10-21 16:30:00,736.02,731.52,4.5,False,,False,2025-10-21 17:55:00,731.19,disaster_stop,-4.83,-1.0733,0.2711,1.1156,4.959,17,1.42
META,1.5,2025-10-21 16:30:00,736.02,731.52,4.5,False,,False,2025-10-21 17:55:00,731.19,disaster_stop,-4.83,-1.0733,0.2711,1.1156,4.959,17,1.42
META,2.0,2025-10-21 16:30:00,736.02,731.52,4.5,False,,False,2025-10-21 17:55:00,731.19,disaster_stop,-4.83,-1.0733,0.2711,1.1156,4.959,17,1.42
META,2.25,2025-10-21 16:30:00,736.02,731.52,4.5,False,,False,2025-10-21 17:55:00,731.19,disaster_stop,-4.83,-1.0733,0.2711,1.1156,4.959,17,1.42
META,1.25,2025-12-01 16:30:00,639.03,637.74,1.29,True,2025-12-01 16:50:00,True,2025-12-01 16:50:00,639.01,chandelier_stop,-0.02,-0.0155,2.186,1.3876,1.0071,4,0.33
META,1.5,2025-12-01 16:30:00,639.03,637.74,1.29,True,2025-12-01 16:50:00,True,2025-12-01 16:50:00,639.01,chandelier_stop,-0.02,-0.0155,2.186,1.3876,1.0071,4,0.33
META,2.0,2025-12-01 16:30:00,639.03,637.74,1.29,True,2025-12-01 16:50:00,True,2025-12-01 16:50:00,639.01,chandelier_stop,-0.02,-0.0155,2.186,1.3876,1.0071,4,0.33
META,2.25,2025-12-01 16:30:00,639.03,637.74,1.29,True,2025-12-01 16:50:00,True,2025-12-01 16:50:00,639.01,chandelier_stop,-0.02,-0.0155,2.186,1.3876,1.0071,4,0.33
META,1.25,2026-01-23 20:30:00,665.59,663.93,1.66,False,,False,2026-01-23 20:55:00,663.77,disaster_stop,-1.82,-1.0964,0.1867,1.2892,6.871,5,0.42
META,1.5,2026-01-23 20:30:00,665.59,663.93,1.66,False,,False,2026-01-23 20:55:00,663.77,disaster_stop,-1.82,-1.0964,0.1867,1.2892,6.871,5,0.42
META,2.0,2026-01-23 20:30:00,665.59,663.93,1.66,False,,False,2026-01-23 20:55:00,663.77,disaster_stop,-1.82,-1.0964,0.1867,1.2892,6.871,5,0.42
META,2.25,2026-01-23 20:30:00,665.59,663.93,1.66,False,,False,2026-01-23 20:55:00,663.77,disaster_stop,-1.82,-1.0964,0.1867,1.2892,6.871,5,0.42
