ticker,direction,pattern,entry_time,exit_time,entry_price,exit_price,pnl,pnl_r,is_winner,exit_reason
AVGO,short,LP1,2025-12-15 17:30:00,2025-12-15 19:55:00,338.01878272000005,335.95777812,32.976073600000746,0.11010203411882284,True,eod_exit
MU,long,MODEL4,2025-06-10 16:50:00,2025-06-10 16:50:00,114.1488252,113.72607543496,-426.5545129253697,-0.9484940733615066,False,stop_loss
MU,short,LP1,2025-09-15 18:05:00,2025-09-15 19:15:00,157.63026764,157.63026133478928,0.010157694466670364,3.38635211522798e-05,True,breakeven_stop
MU,short,LP2,2025-12-30 19:20:00,2025-12-30 19:55:00,292.421504,292.2079299,140.74533190001097,0.4692681290316011,True,eod_exit
BA,short,MODEL4,2025-06-09 17:05:00,2025-06-09 19:55:00,217.526486,217.963584,-128.94390999999757,-0.28778430792473886,False,eod_exit
BA,short,MODEL4,2025-07-07 17:00:00,2025-07-07 17:20:00,218.186354,212.95254961942499,1407.863074948626,3.1415609768091795,True,trail_stop
BA,long,LP2,2025-07-11 18:25:00,2025-07-11 18:30:00,229.39587,228.76092363379283,-279.3764011311566,-0.9324761742728429,False,stop_loss
BA,long,MODEL4,2025-07-14 16:45:00,2025-07-14 17:10:00,230.29605,227.8028782179146,-441.29140542911534,-0.9816788313259893,False,stop_loss
BA,short,MODEL4,2025-07-16 17:25:00,2025-07-16 19:55:00,229.414108,229.5459,-76.30756799999429,-0.16994293003801042,False,eod_exit
BA,long,LP1,2025-07-17 17:00:00,2025-07-17 19:55:00,231.166224,231.443702,35.51718400000027,0.11853769987428418,True,eod_exit
BA,short,LP2,2025-07-18 17:20:00,2025-07-18 17:40:00,229.174156,229.3545736418765,-239.2337931282234,-0.7976026615308885,False,stop_loss
BA,short,LP1,2025-07-21 17:55:00,2025-07-21 18:25:00,228.9542,229.9477352027899,-286.1381384034912,-0.9560992772638581,False,stop_loss
BA,long,MODEL4,2025-07-28 16:45:00,2025-07-28 16:50:00,236.52409536,250.7832118595402,2061.6379757521686,4.581790392742765,True,trail_stop
BA,short,LP1,2025-07-30 16:40:00,2025-07-30 19:55:00,225.70485,225.055002,460.74223199999403,1.5374593441960271,True,eod_exit
BA,long,LP2,2025-08-11 19:05:00,2025-08-11 19:10:00,225.99518999999998,225.83001496199998,-235.37442915000142,-0.7851270938301996,False,stop_loss
BA,long,LP1,2025-10-30 16:50:00,2025-10-30 16:55:00,201.23023799999999,200.7802795692751,-274.92460117289966,-0.9177686698747549,False,stop_loss
BA,long,LP1,2025-10-31 16:40:00,2025-10-31 16:50:00,201.14022,200.8734535584109,-260.63081343256283,-0.8687850008832341,False,stop_loss
BA,short,MODEL4,2025-11-07 17:20:00,2025-11-07 17:25:00,194.95100200000002,195.39007220040003,-412.7259883760098,-0.9185569046025214,False,stop_loss
BA,long,LP2,2025-11-12 16:45:00,2025-11-12 16:45:00,195.63912,195.51983002041874,-225.81593134731315,-0.7529977012576353,False,stop_loss
BA,long,LP2,2025-11-19 16:40:00,2025-11-19 16:40:00,186.227238,185.7900725524,-276.2885628831966,-0.9213647215032782,False,stop_loss
BA,short,LP2,2025-12-11 17:20:00,2025-12-11 17:25:00,201.19975200000002,192.9970254841003,2512.5617740012194,8.394089844410765,True,trail_stop
BA,short,LP1,2025-12-11 17:55:00,2025-12-11 18:05:00,200.65985999999998,201.19877243437392,-279.1566410057015,-0.9308208427210414,False,stop_loss
BA,long,MODEL4,2025-12-12 17:05:00,2025-12-12 17:05:00,204.5409,202.0613910842751,-441.35258699903085,-0.9835868573773888,False,stop_loss
BA,long,MODEL4,2026-01-12 17:05:00,2026-01-12 19:55:00,239.69793,239.43210399999998,-51.836070000006345,-0.11529916773141272,False,eod_exit
BA,long,MODEL4,2026-01-16 18:15:00,2026-01-16 19:55:00,247.639518,247.55038001999998,-17.203630140006226,-0.03860913077258469,False,eod_exit
BA,long,MODEL4,2026-01-29 17:00:00,2026-01-29 17:10:00,234.27684599999998,232.02075187983885,-439.93835343141893,-0.9794742000709523,False,stop_loss
JPM,short,MODEL4,2025-06-20 16:30:00,2025-06-20 19:55:00,271.35071899999997,271.814352,-110.34465400000374,-0.24610493178994605,False,eod_exit
JPM,long,MODEL4,2025-06-24 16:55:00,2025-06-24 18:05:00,277.86626214,275.7253235878267,-436.75146464334944,-0.9746056704855255,False,stop_loss
JPM,long,MODEL4,2025-07-02 16:50:00,2025-07-02 16:50:00,288.0581001,285.91512318023473,-437.1672916321131,-0.9736406262698085,False,stop_loss
JPM,short,LP2,2025-07-23 17:05:00,2025-07-23 17:10:00,293.45519722,293.7319431388754,-247.41085147461297,-0.8250123990840241,False,stop_loss
JPM,short,LP2,2025-07-24 16:50:00,2025-07-24 16:50:00,293.63346156,294.3625856143799,-277.06714066436007,-0.9257897702370963,False,stop_loss
JPM,short,CLP,2025-07-29 17:00:00,2025-07-29 19:55:00,293.63346156,294.15721968,-127.27322316000607,-0.42496770188829863,False,eod_exit
JPM,short,CLP,2025-07-31 17:05:00,2025-07-31 19:55:00,294.16355552,293.35455918,236.22693127998969,0.7874703213231602,True,eod_exit
JPM,long,MODEL4,2025-08-27 16:55:00,2025-08-27 19:55:00,296.9713824,296.81302552000005,-27.23738335998769,-0.06102047102460178,False,eod_exit
JPM,long,LP1,2025-09-02 18:00:00,2025-09-02 19:55:00,296.38676549999997,296.85271758,57.778057920002766,0.19352802069831568,True,eod_exit
JPM,long,LP1,2025-09-03 17:00:00,2025-09-03 17:45:00,296.96148042000004,296.6422144877888,-252.85861831130023,-0.8430966077283543,False,stop_loss
JPM,long,LP2,2025-11-12 16:40:00,2025-11-12 16:40:00,319.7994471,319.1108674037636,-274.0547191020826,-0.9150172661236109,False,stop_loss
