trading_day,ticker,am_return,entry_price,exit_price,pm_return,win,is_stress,vix,median_am,spy_am
2025-02-03,AAPL,-1.5737704918032762,225.15,227.4,0.9993337774816788,True,False,,1.6448773818678948,0.24767101837368846
2025-02-03,TSLA,-1.0034136753905025,382.8,384.54,0.45454545454545686,True,False,,1.6448773818678948,0.24767101837368846
2025-02-04,BA,-1.3001695873374852,174.6,175.82,0.6987399770904918,True,False,,0.9513984410820705,-0.07995112599801066
2025-02-04,C,-1.2933794339864324,77.08,76.73,-0.4540736896730596,False,False,,0.9513984410820705,-0.07995112599801066
2025-02-05,MARA,-2.970852017937226,17.31,17.11,-1.1554015020219486,False,False,,0.21792894047356362,0.019969364684614247
2025-02-05,BIDU,-1.3628808864265973,89.02,88.7,-0.359469782071437,False,False,,0.21792894047356362,0.019969364684614247
2025-02-06,AVGO,-2.0698855323177563,227.57,228.11,0.2372896251702863,True,False,,-0.34511849068179207,0.054506697671355
2025-02-06,COIN,-1.9497710360618161,274.07,271.11,-1.0800160542926915,False,False,,-0.34511849068179207,0.054506697671355
2025-02-07,AVGO,-3.7059303474041285,224.24,222.47,-0.7893328576525197,False,False,,-1.42309930178433,-0.07651861509723178
2025-02-07,GOOGL,-3.4000735719165482,183.82,184.72,0.48960940050049273,True,False,,-1.42309930178433,-0.07651861509723178
2025-02-10,JPM,-1.9704251386321567,265.17,265.49,0.1206773013538459,True,False,15.81,0.13911260799531244,-0.1554660081462887
2025-02-10,C,-1.5204825332998162,78.37,78.76,0.49763940283271735,True,False,15.81,0.13911260799531244,-0.1554660081462887
2025-02-11,TSLA,-2.8050896471949067,336.1,325.33,-3.2044034513537754,False,False,16.02,0.17253703384191799,0.029897820686319496
2025-02-11,PLTR,-2.6008583690987135,113.47,113.08,-0.34370318145765455,False,False,16.02,0.17253703384191799,0.029897820686319496
2025-02-12,AMZN,-0.12149613815846617,230.18,229.7,-0.2085324528629847,False,False,15.89,1.2539426109700709,0.1706690343502496
2025-02-12,C,0.17914267434421058,78.29,78.85,0.7152893089794201,True,False,15.89,1.2539426109700709,0.1706690343502496
2025-02-13,AVGO,-1.6757865937072451,230.0,231.7,0.7391304347826038,True,False,15.1,0.22823687017787986,0.01723215985865949
2025-02-13,GS,-1.238239088706379,627.71,632.43,0.7519395899380149,True,False,15.1,0.22823687017787986,0.01723215985865949
2025-02-14,COIN,-3.6907159225053805,277.39,276.36,-0.3713183604311521,False,False,14.77,0.021987686895339444,-0.02377582696904726
2025-02-14,SNOW,-3.4636523903349614,186.18,188.96,1.493178644322699,True,False,14.77,0.021987686895339444,-0.02377582696904726
2025-02-18,COIN,-4.017216642754659,267.6,262.96,-1.7339312406577139,False,False,15.35,-0.0413428146188169,0.0376214940053077
2025-02-18,META,-2.5745516000654183,714.83,706.46,-1.1709077682805709,False,False,15.35,-0.0413428146188169,0.0376214940053077
2025-02-19,BIDU,-2.077316151966219,88.15,87.86,-0.32898468519569624,False,True,15.27,-0.07295276308590033,0.009802352829161927
2025-02-19,COIN,-1.313214930764603,262.27,258.51,-1.4336370915468757,False,True,15.27,-0.07295276308590033,0.009802352829161927
2025-02-20,GS,-4.651734037490206,621.07,626.55,0.882348205516271,True,False,15.66,-1.3303191026867238,0.06392008231659452
2025-02-20,JPM,-3.736674359819777,262.77,262.61,-0.0608897514936896,False,False,15.66,-1.3303191026867238,0.06392008231659452
2025-02-21,COIN,-4.865350762200834,254.0,236.58,-6.858267716535428,False,False,18.21,-0.7158701351078927,-0.005006289045250842
2025-02-21,MARA,-4.118008604794099,15.6,14.82,-4.9999999999999964,False,False,18.21,-0.7158701351078927,-0.005006289045250842
2025-02-24,BABA,-4.5314957681072565,127.46,127.18,-0.21967676133687977,False,True,18.98,-1.6768202519666289,-0.09202584849662049
2025-02-24,COIN,-4.139834406623725,229.24,229.31,0.030535683126850975,True,True,18.98,-1.6768202519666289,-0.09202584849662049
2025-02-25,MARA,-6.959152798789711,12.3,12.67,3.0081300813008065,True,True,19.43,-1.8281090040462147,0.07728637295238747
2025-02-25,TSLA,-6.443031007277841,305.95,302.01,-1.2877921228958973,False,True,19.43,-1.8281090040462147,0.07728637295238747
2025-02-26,BA,-2.239679090757151,175.47,173.63,-1.0486122983985886,False,False,19.1,0.8095282404391965,0.09839861445491717
2025-02-26,TSLA,-1.7648414606038516,298.35,288.55,-3.2847326964974064,False,False,19.1,0.8095282404391965,0.09839861445491717
2025-02-27,NVDA,-6.676052163604035,125.95,121.99,-3.1441048034934562,False,False,21.13,-1.8388135169697044,0.05890262170214554
2025-02-27,AVGO,-4.314709024197665,206.02,199.07,-3.37345888748666,False,False,21.13,-1.8388135169697044,0.05890262170214554
2025-02-28,C,-0.9711252104104623,76.48,76.95,0.6145397489539733,True,True,19.63,0.8653958601333117,0.07752080718476592
2025-02-28,MSFT,-0.2951290868962773,388.51,388.99,0.123548943399145,True,True,19.63,0.8653958601333117,0.07752080718476592
2025-03-03,COIN,-5.520389269258922,219.41,205.24,-6.458228886559405,False,False,22.78,-0.7638702760653973,-0.06578686887181202
2025-03-03,AVGO,-4.521395003710124,193.01,183.32,-5.0204652608673115,False,False,22.78,-0.7638702760653973,-0.06578686887181202
2025-03-04,BA,-5.054669295572688,158.91,161.43,1.5858032848782393,True,True,23.51,-0.47286292229286275,0.024100325615587136
2025-03-04,GS,-3.796752979860248,561.75,573.53,2.097018246550952,True,True,23.51,-0.47286292229286275,0.024100325615587136
2025-03-05,SNOW,-1.5977011494252882,171.22,176.3,2.966943114122189,True,False,21.93,-0.44838581108011444,-0.049770391321654076
2025-03-05,COIN,-1.465866257154813,211.74,222.0,4.8455653159535235,True,False,21.93,-0.44838581108011444,-0.049770391321654076
2025-03-06,PLTR,-3.417142857142851,84.51,81.2,-3.9166962489646218,False,False,24.87,-0.6469305955980703,-0.0073957893658110644
2025-03-06,TSLA,-2.7052855987649833,264.7,262.36,-0.8840196448809879,False,False,24.87,-0.6469305955980703,-0.0073957893658110644
2025-03-07,SNOW,-4.416000000000004,149.35,159.26,6.635420154000668,True,True,23.37,-2.1314682985720848,-0.1320330631037964
2025-03-07,BA,-4.205102105731908,150.58,153.56,1.9790144773542233,True,True,23.37,-2.1314682985720848,-0.1320330631037964
2025-03-10,MARA,-6.286836935166988,14.31,13.72,-4.1229909154437445,False,True,27.86,-1.4221724524076103,-0.3313425863177883
2025-03-10,TSLA,-5.496159024312979,238.66,223.22,-6.469454454035029,False,True,27.86,-1.4221724524076103,-0.3313425863177883
2025-03-11,TXN,-4.865072400175519,173.45,174.23,0.44969731911213673,True,True,26.92,-0.014724287712589436,0.2264484683363107
2025-03-11,MARA,-2.734663710273461,13.16,13.29,0.9878419452887464,True,True,26.92,-0.014724287712589436,0.2264484683363107
2025-03-12,COIN,-2.988741044012284,189.56,191.61,1.0814517830766044,True,False,24.23,-1.0108372905701584,0.1639848128401702
2025-03-12,MARA,-2.9542097488921613,13.14,13.28,1.065449010654481,True,False,24.23,-1.0108372905701584,0.1639848128401702
2025-03-13,MARA,-5.740181268882173,12.48,12.32,-1.2820512820512833,False,True,24.66,-1.6427104722792598,0.19805955438337253
2025-03-13,TSLA,-5.521521844268909,234.42,240.2,2.4656599266274215,True,True,24.66,-1.6427104722792598,0.19805955438337253
2025-03-14,BIDU,-1.3977929584866131,93.82,93.54,-0.29844382860795876,False,False,21.77,1.0870900380788664,-0.023148548468922746
2025-03-14,AVGO,-0.462915337928185,193.52,193.1,-0.2170318313352707,False,False,21.77,1.0870900380788664,-0.023148548468922746
2025-03-17,TSLA,-4.333632579776383,234.44,237.68,1.382016720696131,True,False,20.51,0.5009319664491991,0.10581568727377405
2025-03-17,PLTR,-2.8493894165535916,85.92,87.6,1.9553072625698238,True,False,20.51,0.5009319664491991,0.10581568727377405
2025-03-18,META,-3.689599305172793,576.62,581.42,0.8324373070653037,True,False,21.7,-1.0385756676557907,0.0071226766550195825
2025-03-18,COIN,-2.848648648648654,179.73,182.32,1.4410504645857696,True,False,21.7,-1.0385756676557907,0.0071226766550195825
2025-03-19,BIDU,-2.3682652457075246,98.94,98.33,-0.6165352739033753,False,False,19.9,0.6881160498419101,0.20981233907757393
2025-03-19,BABA,-1.0377226195484632,141.14,140.68,-0.3259175286948984,False,False,19.9,0.6881160498419101,0.20981233907757393
2025-03-20,BIDU,-0.7593334739506421,94.1,94.31,0.2231668437832178,True,False,19.8,1.5008876217117761,-0.052995714586000206
2025-03-20,TSLA,-0.5999828576326415,231.94,233.88,0.836423212899887,True,False,19.8,1.5008876217117761,-0.052995714586000206
2025-03-21,MU,-4.127503064977516,93.84,94.22,0.4049445865302594,True,False,19.28,0.4636188023180994,0.1080782022992473
2025-03-21,MARA,-1.06035889070146,12.13,12.26,1.0717230008243939,True,False,19.28,0.4636188023180994,0.1080782022992473
2025-03-24,BABA,-1.193762590464817,132.43,132.35,-0.06040927282338784,False,False,17.48,0.9567424605499025,-0.10446815644439499
2025-03-24,AVGO,-0.7145446072593566,191.75,190.28,-0.7666232073011728,False,False,17.48,0.9567424605499025,-0.10446815644439499
2025-03-25,MARA,-3.232462173314986,14.07,14.2,0.9239516702203198,True,False,17.15,-0.060764548226441166,-0.012157368907141341
2025-03-25,TSLA,-2.214386459802549,277.32,284.87,2.7224866580124085,True,False,17.15,-0.060764548226441166,-0.012157368907141341
2025-03-26,PLTR,-4.392979540969991,92.06,91.33,-0.7929611123180578,False,False,18.33,-1.5351729498639703,-0.28329195151609005
2025-03-26,COIN,-4.354679802955666,194.16,194.77,0.3141738772146753,True,False,18.33,-1.5351729498639703,-0.28329195151609005
2025-03-27,AVGO,-3.7487966476017918,169.97,172.3,1.3708301464964479,True,True,18.69,0.4499897729597031,-0.049362457894767044
2025-03-27,COIN,-1.8241177385085818,189.45,190.44,0.522565320665088,True,True,18.69,0.4499897729597031,-0.049362457894767044
2025-03-28,MARA,-6.101190476190479,12.62,12.42,-1.5847860538827203,False,True,21.65,-1.911363159000203,0.001819926962689478
2025-03-28,PLTR,-5.1488694873517,84.74,84.61,-0.1534104319093645,False,True,21.65,-1.911363159000203,0.001819926962689478
2025-03-31,MARA,-2.2594142259414194,11.68,11.56,-1.027397260273966,False,True,22.28,0.8501594048884153,-0.11647122551621841
2025-03-31,MU,-0.9087731562390786,85.05,86.56,1.7754262198706703,True,True,22.28,0.8501594048884153,-0.11647122551621841
2025-04-01,TXN,-1.2833793738489812,171.53,170.2,-0.7753745700460634,False,False,21.77,0.9298998569384869,0.24266615648520398
2025-04-01,V,-0.9544343826362082,344.53,342.52,-0.5834034772008218,False,False,21.77,0.9298998569384869,0.24266615648520398
2025-04-02,BABA,-1.294897487282262,128.06,127.93,-0.10151491488364474,False,False,21.51,1.469876602951855,-1.7911785502911826
2025-04-02,BIDU,-0.26118184786156806,91.65,91.9,0.27277686852154936,True,False,21.51,1.469876602951855,-1.7911785502911826
2025-04-03,MU,-6.706948640483381,77.2,74.76,-3.160621761658028,False,True,30.02,-0.16394476322592277,0.08307798277167144
2025-04-03,BA,-3.2937500000000064,154.73,151.8,-1.8936211465132673,False,True,30.02,-0.16394476322592277,0.08307798277167144
2025-04-04,MU,-6.637356403347053,65.83,65.99,0.24305028102688228,True,True,45.31,-2.494345718901463,0.37564726327024733
2025-04-04,COIN,-6.445006625707755,155.32,163.09,5.002575328354372,True,True,45.31,-2.494345718901463,0.37564726327024733
2025-04-07,BABA,-2.318259874069827,102.39,103.8,1.3770876062115407,True,True,46.98,2.7762557077625627,0.4052847556594166
2025-04-07,BIDU,0.33180193976519284,78.62,80.08,1.8570338336301113,True,True,46.98,2.7762557077625627,0.4052847556594166
2025-04-08,BABA,-5.543549751010059,100.53,96.88,-3.6307569879637978,False,False,52.33,-1.0887368725310815,-0.4588766656811095
2025-04-08,AMZN,-3.7035037520919865,178.37,170.94,-4.16549868251388,False,False,52.33,-1.0887368725310815,-0.4588766656811095
2025-04-09,BABA,-3.2153690596562248,95.72,103.35,7.971165900543246,True,True,33.62,0.2458308418045343,0.25695928306136995
2025-04-09,MU,-2.6638413803541563,64.31,77.62,20.696625719172758,True,True,33.62,0.2458308418045343,0.25695928306136995
2025-04-10,TSLA,-5.826923076923078,244.85,248.58,1.5233816622421965,True,False,40.72,-3.109282121627793,0.28604166310019097
2025-04-10,META,-5.203761755485893,544.32,545.01,0.12676366843032422,True,False,40.72,-3.109282121627793,0.28604166310019097
2025-04-11,TSLA,-2.76365946632783,244.88,249.39,1.8417183926821261,True,True,37.56,0.5361355350632641,-0.16654977804369386
2025-04-11,SNOW,-2.0943486918903957,142.58,144.32,1.220367512975158,True,True,37.56,0.5361355350632641,-0.16654977804369386
2025-04-14,MU,-5.609232420826614,70.34,71.28,1.3363662212112564,True,False,30.89,-2.2186802677717496,-0.03726368020769191
2025-04-14,AVGO,-4.484426808718813,175.72,178.0,1.2975187798770778,True,False,30.89,-2.2186802677717496,-0.03726368020769191
2025-04-15,MARA,-4.5941807044410385,12.46,12.34,-0.9630818619582744,False,True,30.12,0.46076055410943473,-0.6161410363073616
2025-04-15,COIN,-2.2617306177562786,173.72,174.45,0.42021644024867016,True,True,30.12,0.46076055410943473,-0.6161410363073616
