ticker,trading_day,z2_high,dz_low,eod_close,compression_pct,recovery_return_pct,category,vix,vix_regime,compression_bucket,is_event_day,vix_daily_change_pct,noon_sigma,noon_mean,depth_z,zscore_bucket,exit_1530,trade_return,win
AAPL,2025-02-26,243.57,239.21,239.28,1.7900398242804882,0.0292629906776444,failed_recovery,19.1,<20,>1.0%,False,1.6984045290787355,1.0559400560668146,1.103679559014438,0.6499992696769341,<1σ,238.91,-0.12541281718992156,False
AAPL,2025-02-27,241.42,238.56,236.37,1.1846574434595252,-0.9180080482897376,failed_recovery,21.13,20-25,>1.0%,True,10.628272251308887,1.0559400560668146,1.103679559014438,0.0766879558927949,<1σ,238.0,-0.23474178403755963,False
AAPL,2025-02-28,236.81,235.22,240.81,0.6714243486339273,2.3764985970580748,full_recovery,19.63,<20,0.5-1.0%,True,7.098911500236631,1.0559400560668146,1.103679559014438,-0.4093558227070038,<1σ,237.89,1.1351075588810422,True
AAPL,2025-03-03,241.59,239.71,237.12,0.7781779047145972,-1.0804722372867228,failed_recovery,22.78,20-25,0.5-1.0%,True,16.046867040244535,1.0559400560668146,1.103679559014438,-0.3082577012110662,<1σ,235.91,-1.585248842351179,False
AAPL,2025-03-04,239.04,235.15,235.06,1.627342704149927,-0.0382734424835226,failed_recovery,23.51,20-25,>1.0%,True,3.204565408252855,1.0559400560668146,1.103679559014438,0.4959212808784236,<1σ,237.04,0.8037422921539386,True
AAPL,2025-03-05,232.25,230.25,234.81,0.8611410118406888,1.9804560260586328,full_recovery,21.93,20-25,0.5-1.0%,True,6.720544449170573,1.0559400560668146,1.103679559014438,-0.2296896928762805,<1σ,234.51,1.8501628664495076,True
AAPL,2025-03-06,236.84,233.04,234.31,1.6044587062996165,0.5449708204600113,weak_recovery,24.87,20-25,>1.0%,True,13.406292749658007,1.0559400560668146,1.103679559014438,0.4742495981736787,<1σ,233.72,0.2917953999313452,True
AAPL,2025-03-07,239.13,236.84,238.01,0.9576381047965508,0.4940043911501383,partial_recovery,23.37,20-25,0.5-1.0%,True,6.0313630880579,1.0559400560668146,1.103679559014438,-0.1383046825232344,<1σ,237.9,0.44755953386252423,True
AAPL,2025-03-10,229.42,223.26,226.57,2.685031819370585,1.482576368359761,partial_recovery,27.86,>=25,>1.0%,True,19.21266581086863,1.0559400560668146,1.103679559014438,1.4975776809210153,1-2σ,227.23,1.7781958254949382,True
AAPL,2025-03-11,222.54,216.52,219.79,2.705131661723727,1.5102530944023562,partial_recovery,26.92,>=25,>1.0%,True,3.374012921751607,1.0559400560668146,1.103679559014438,1.5166127030680208,1-2σ,220.14,1.6719009791243193,True
AAPL,2025-03-12,220.8,215.95,216.01,2.196557971014503,0.0277842093077111,failed_recovery,24.23,20-25,>1.0%,True,9.992570579494805,1.0559400560668146,1.103679559014438,1.0349814894520046,1-2σ,214.69,-0.5834683954619083,False
AAPL,2025-03-13,215.01,209.79,208.81,2.427794056090414,-0.4671338004671289,failed_recovery,24.66,20-25,>1.0%,False,1.7746595130004117,1.0559400560668146,1.103679559014438,1.253967485624196,1-2σ,209.41,-0.18113351446684564,False
AAPL,2025-03-14,213.03,211.16,212.47,0.8778106369994858,0.6203826482288323,partial_recovery,21.77,20-25,0.5-1.0%,True,11.71938361719384,1.0559400560668146,1.103679559014438,-0.2139031668675141,<1σ,212.26,0.5209319946959625,True
AAPL,2025-03-17,213.08,209.67,213.23,1.6003379012577552,1.6979062336051902,full_recovery,20.51,20-25,>1.0%,True,5.787781350482306,1.0559400560668146,1.103679559014438,0.4703470991462144,<1σ,213.89,2.0126866027567125,True
AAPL,2025-03-18,214.23,210.59,211.88,1.6991084348597238,0.6125646991784947,weak_recovery,21.7,20-25,>1.0%,True,5.8020477815699545,1.0559400560668146,1.103679559014438,0.5638851111143095,<1σ,211.72,0.5365876822261245,True
AAPL,2025-03-19,217.82,213.37,214.38,2.0429712606739456,0.4733561419131044,failed_recovery,19.9,<20,>1.0%,True,8.29493087557604,1.0559400560668146,1.103679559014438,0.8895312724078288,<1σ,214.55,0.5530299479776946,True
AAPL,2025-03-20,216.56,212.09,213.23,2.064093091983745,0.5375076618416645,weak_recovery,19.8,<20,>1.0%,False,0.5025125628140596,1.0559400560668146,1.103679559014438,0.9095341420673756,<1σ,212.04,-0.023574897449201458,False
AAPL,2025-03-21,213.92,211.73,217.43,1.023747195213163,2.6921078732347885,full_recovery,19.28,<20,>1.0%,True,2.626262626262624,1.0559400560668146,1.103679559014438,-0.0756978233205856,<1σ,214.19,1.161857082132909,True
AAPL,2025-03-24,219.75,217.88,219.49,0.850967007963597,0.7389388654305185,partial_recovery,17.48,<20,0.5-1.0%,True,9.336099585062245,1.0559400560668146,1.103679559014438,-0.2393247131775163,<1σ,218.76,0.40389205067009154,True
AAPL,2025-03-25,222.94,221.85,222.77,0.4889207858616683,0.4146946134775821,partial_recovery,17.15,<20,<0.5%,False,1.8878718535469208,1.0559400560668146,1.103679559014438,-0.5821909772441389,<1σ,222.49,0.288483209375711,True
AAPL,2025-03-26,223.41,220.68,220.44,1.2219685779508482,-0.1087547580206675,failed_recovery,18.33,<20,>1.0%,True,6.880466472303206,1.0559400560668146,1.103679559014438,0.1120224753827556,<1σ,219.85,-0.37611020482146656,False
AAPL,2025-03-27,222.62,221.77,222.97,0.3818165483784,0.5411011408215667,full_recovery,18.69,<20,<0.5%,False,1.963993453355172,1.0559400560668146,1.103679559014438,-0.6836212022535132,<1σ,223.62,0.8341975920999207,True
AAPL,2025-03-28,222.77,217.28,216.92,2.4644251919019657,-0.1656848306332905,failed_recovery,21.65,20-25,>1.0%,True,15.83734617442481,1.0559400560668146,1.103679559014438,1.2886580304151531,1-2σ,217.2,-0.036818851251846696,False
AAPL,2025-03-31,219.64,218.45,221.05,0.5417956656346739,1.190203707942331,full_recovery,22.28,20-25,0.5-1.0%,True,2.909930715935347,1.0559400560668146,1.103679559014438,-0.5321172259272745,<1σ,220.96,1.1490043488212496,True
AAPL,2025-04-01,222.47,221.24,222.19,0.5528835348586281,0.4293979388898882,partial_recovery,21.77,20-25,0.5-1.0%,True,2.289048473967691,1.0559400560668146,1.103679559014438,-0.5216167537079948,<1σ,221.02,-0.09943952269029056,False
AAPL,2025-04-02,223.75,222.66,222.84,0.4871508379888283,0.0808407437348454,failed_recovery,21.51,20-25,<0.5%,False,1.1943040881947542,1.0559400560668146,1.103679559014438,-0.5838671593935619,<1σ,222.97,0.13922572532111843,True
AAPL,2025-04-03,205.59,202.97,202.19,1.2743810496619508,-0.3842932453071888,failed_recovery,30.02,>=25,>1.0%,True,39.56299395629939,1.0559400560668146,1.103679559014438,0.1616583154192909,<1σ,201.08,-0.9311720943981802,False
AAPL,2025-04-04,198.46,190.08,187.57,4.222513352816686,-1.3204966329966432,failed_recovery,45.31,>=25,>1.0%,True,50.93271152564958,1.0559400560668146,1.103679559014438,2.953608754477351,>2σ,190.6,0.273569023569014,True
AAPL,2025-04-07,193.32,175.0,180.81,9.476515621767016,3.3200000000000016,weak_recovery,46.98,>=25,>1.0%,True,3.685720591480897,1.0559400560668146,1.103679559014438,7.929272134954209,>2σ,179.69,2.679999999999999,True
AAPL,2025-04-08,189.52,174.25,172.03,8.05719712959055,-1.2740315638450497,failed_recovery,52.33,>=25,>1.0%,True,11.387824606215414,1.0559400560668146,1.103679559014438,6.585144232975407,>2σ,171.19,-1.7560975609756109,False
AAPL,2025-04-09,179.76,177.11,198.0,1.4741878059634943,11.794929704703282,full_recovery,33.62,>=25,>1.0%,True,35.7538696732276,1.0559400560668146,1.103679559014438,0.3508800000722886,<1σ,197.4,11.45615719044661,True
AAPL,2025-04-10,193.17,182.22,189.63,5.668582077962411,4.066513006256172,partial_recovery,40.72,>=25,>1.0%,True,21.11838191552648,1.0559400560668146,1.103679559014438,4.323069754500467,>2σ,190.08,4.313467237405342,True
AAPL,2025-04-14,210.64,200.3,201.72,4.908849221420422,0.7089365951073328,failed_recovery,30.89,>=25,>1.0%,True,17.758253461128863,1.0559400560668146,1.103679559014438,3.6035849199428527,>2σ,204.69,2.1917124313529635,True
AAPL,2025-04-15,202.43,200.25,201.27,1.0769154769550002,0.5093632958801549,weak_recovery,30.12,>=25,>1.0%,True,2.4927160893493028,1.0559400560668146,1.103679559014438,-0.0253462134575413,<1σ,201.75,0.7490636704119851,True
AAPL,2025-04-16,198.15,195.55,193.47,1.3121372697451397,-1.063666581436979,failed_recovery,32.64,>=25,>1.0%,True,8.36653386454183,1.0559400560668146,1.103679559014438,0.1974143414041597,<1σ,192.31,-1.6568652518537503,False
AAPL,2025-04-17,196.25,195.24,196.03,0.5146496815286579,0.4046301987297644,partial_recovery,29.65,>=25,0.5-1.0%,True,9.16053921568628,1.0559400560668146,1.103679559014438,-0.5578251095803768,<1σ,196.69,0.7426756812128603,True
AAPL,2025-04-21,192.51,189.32,192.26,1.6570567762713615,1.5529262624128448,partial_recovery,33.82,>=25,>1.0%,True,14.064080944350764,1.0559400560668146,1.103679559014438,0.5240612041162198,<1σ,190.55,0.6496936403972208,True
AAPL,2025-04-22,198.7,197.47,198.71,0.6190236537493659,0.6279434850863469,full_recovery,30.57,>=25,0.5-1.0%,True,9.609698403311649,1.0559400560668146,1.103679559014438,-0.4589805098125811,<1σ,197.47,0.0,False
AAPL,2025-04-23,207.11,201.93,203.49,2.501086379218776,0.7725449413162988,weak_recovery,28.45,>=25,>1.0%,True,6.934903500163562,1.0559400560668146,1.103679559014438,1.3233770346864433,1-2σ,203.25,0.6536918734214793,True
AAPL,2025-04-24,205.83,204.77,207.31,0.5149880969732314,1.240416076573713,full_recovery,26.47,>=25,0.5-1.0%,True,6.959578207381373,1.0559400560668146,1.103679559014438,-0.5575046222168856,<1σ,206.5,0.8448503198710698,True
AAPL,2025-04-25,208.35,206.58,208.33,0.8495320374369962,0.8471294413786425,partial_recovery,24.84,20-25,0.5-1.0%,True,6.157914620324893,1.0559400560668146,1.103679559014438,-0.2406836639232109,<1σ,207.41,0.40178139219671993,True
AAPL,2025-04-28,208.92,206.57,209.19,1.1248324717595226,1.268335189040037,full_recovery,25.15,>=25,>1.0%,False,1.2479871175523298,1.0559400560668146,1.103679559014438,0.0200323045077723,<1σ,209.77,1.5491116812702799,True
AAPL,2025-04-29,211.33,208.45,210.34,1.3627975204656335,0.9066922523386974,partial_recovery,24.17,20-25,>1.0%,True,3.896620278330008,1.0559400560668146,1.103679559014438,0.2453907870645262,<1σ,210.4,0.9354761333653236,True
AAPL,2025-04-30,210.23,208.9,211.57,0.6326404414212929,1.2781235040689265,full_recovery,24.7,20-25,0.5-1.0%,True,2.1928009929664776,1.0559400560668146,1.103679559014438,-0.4460850925076943,<1σ,209.34,0.21062709430349338,True
AAPL,2025-05-01,213.35,210.62,211.92,1.2795875322240402,0.6172253347260388,weak_recovery,24.6,20-25,>1.0%,False,0.4048582995951331,1.0559400560668146,1.103679559014438,0.1665889765228033,<1σ,212.09,0.6979394169594525,True
AAPL,2025-05-02,206.1,203.28,204.42,1.368267831149924,0.5608028335300995,weak_recovery,22.68,20-25,>1.0%,True,7.804878048780495,1.0559400560668146,1.103679559014438,0.2505712995878093,<1σ,204.26,0.4820936639118407,True
AAPL,2025-05-05,199.48,198.25,197.92,0.6166031682374122,-0.1664564943253531,failed_recovery,23.64,20-25,0.5-1.0%,True,4.232804232804237,1.0559400560668146,1.103679559014438,-0.4612727663645008,<1σ,198.34,0.045397225725096295,True
AAPL,2025-05-06,198.66,197.85,197.56,0.4077318030806414,-0.1465756886530159,failed_recovery,24.76,20-25,<0.5%,True,4.737732656514386,1.0559400560668146,1.103679559014438,-0.6590788482123463,<1σ,199.01,0.5863027546120781,True
AAPL,2025-05-07,198.59,193.68,195.38,2.472430635983683,0.8777364725320057,weak_recovery,23.55,20-25,>1.0%,True,4.886914378029082,1.0559400560668146,1.103679559014438,1.296239373726947,1-2σ,193.72,0.020652622883102045,True
AAPL,2025-05-08,198.9,198.16,196.56,0.3720462543992001,-0.8074283407347569,failed_recovery,22.48,20-25,<0.5%,True,4.543524416135882,1.0559400560668146,1.103679559014438,-0.6928738998124945,<1σ,198.45,0.1463463867581712,True
AAPL,2025-05-09,199.38,196.75,197.69,1.3190891764469834,0.4777636594663266,weak_recovery,21.9,20-25,>1.0%,True,2.580071174377232,1.0559400560668146,1.103679559014438,0.2039979601066629,<1σ,197.99,0.6302414231257988,True
AAPL,2025-05-12,210.45,207.61,210.19,1.349489189831302,1.24271470545734,partial_recovery,18.39,<20,>1.0%,True,16.027397260273965,1.0559400560668146,1.103679559014438,0.2327874858090527,<1σ,209.63,0.9729781802417906,True
AAPL,2025-05-13,211.23,210.01,212.2,0.577569474033044,1.042807485357839,full_recovery,18.22,<20,0.5-1.0%,False,0.9244154431756482,1.0559400560668146,1.103679559014438,-0.4982385903050771,<1σ,212.55,1.209466215894491,True
AAPL,2025-05-14,213.29,209.94,211.76,1.570631534530449,0.8669143564828014,partial_recovery,18.62,<20,>1.0%,True,2.195389681668508,1.0559400560668146,1.103679559014438,0.4422144730973863,<1σ,210.67,0.34771839573210905,True
AAPL,2025-05-15,212.31,210.57,210.81,0.8195563091705568,0.1139763499073985,failed_recovery,17.83,<20,0.5-1.0%,True,4.242749731471551,1.0559400560668146,1.103679559014438,-0.2690713816674298,<1σ,209.87,-0.3324310205632277,False
AAPL,2025-05-16,211.28,209.81,210.55,0.6957591821279813,0.352700061960826,partial_recovery,17.24,<20,0.5-1.0%,True,3.3090297251822767,1.0559400560668146,1.103679559014438,-0.3863101646185164,<1σ,210.92,0.5290500929412255,True
AAPL,2025-05-20,207.83,206.48,206.24,0.6495693595727386,-0.11623401782254,failed_recovery,18.09,<20,0.5-1.0%,False,0.2756339581036423,1.0559400560668146,1.103679559014438,-0.4300530099532141,<1σ,205.77,-0.34385896939169874,False
AAPL,2025-05-21,206.41,201.4,201.44,2.427207984109293,0.0198609731876822,failed_recovery,20.87,20-25,>1.0%,True,15.36760641238254,1.0559400560668146,1.103679559014438,1.2534124617118498,1-2σ,201.06,-0.16881827209533434,False
AAPL,2025-05-22,201.67,200.55,200.76,0.5553627212773224,0.1047120418848065,failed_recovery,20.28,20-25,0.5-1.0%,True,2.8270244369908952,1.0559400560668146,1.103679559014438,-0.5192689060205712,<1σ,201.75,0.59835452505609,True
AAPL,2025-05-23,197.1,195.04,194.74,1.045154743784882,-0.153814602132887,failed_recovery,22.29,20-25,>1.0%,True,9.911242603550283,1.0559400560668146,1.103679559014438,-0.0554243727125479,<1σ,195.12,0.0410172272354453,True
AAPL,2025-05-29,201.05,197.9,199.33,1.566774434220346,0.7225871652349706,weak_recovery,19.18,<20,>1.0%,False,0.6732263076126308,1.0559400560668146,1.103679559014438,0.4385617086360495,<1σ,198.66,0.3840323395654325,True
AAPL,2025-05-30,198.88,196.18,200.04,1.357602574416728,1.9675807931491407,full_recovery,18.57,<20,>1.0%,True,3.180396246089673,1.0559400560668146,1.103679559014438,0.2404710513095859,<1σ,199.41,1.6464471403812773,True
AAPL,2025-06-02,201.37,199.96,201.17,0.7002036053036681,0.6051210242048307,partial_recovery,18.36,<20,0.5-1.0%,False,1.1308562197092131,1.0559400560668146,1.103679559014438,-0.3821011916279079,<1σ,200.83,0.435087017403483,True
AAPL,2025-06-03,202.62,201.78,202.72,0.4145691442108397,0.4658539002874406,full_recovery,17.69,<20,<0.5%,True,3.6492374727668735,1.0559400560668146,1.103679559014438,-0.6526037257933085,<1σ,202.63,0.42125086728119454,True
AAPL,2025-06-04,205.61,201.99,202.27,1.760614756091632,0.1386207237982084,failed_recovery,17.61,<20,>1.0%,False,0.4522328999434812,1.0559400560668146,1.103679559014438,0.6221330399418303,<1σ,202.54,0.27229070746075695,True
AAPL,2025-06-05,204.13,200.94,200.02,1.5627296330769598,-0.457848113864829,failed_recovery,18.48,<20,>1.0%,True,4.940374787052817,1.0559400560668146,1.103679559014438,0.4347311870831003,<1σ,200.27,-0.33343286553199336,False
AAPL,2025-06-06,204.12,201.43,203.31,1.3178522437781686,0.933326713994934,partial_recovery,16.77,<20,>1.0%,True,9.253246753246758,1.0559400560668146,1.103679559014438,0.2028265558572378,<1σ,204.25,1.399990070992401,True
AAPL,2025-06-09,205.37,199.41,200.83,2.902079174173447,0.7121006970563241,failed_recovery,17.16,<20,>1.0%,True,2.3255813953488405,1.0559400560668146,1.103679559014438,1.7031266167302352,1-2σ,200.66,0.6268492051552079,True
AAPL,2025-06-10,203.73,201.13,202.13,1.276198890688654,0.4971908715755978,weak_recovery,16.95,<20,>1.0%,False,1.2237762237762286,1.0559400560668146,1.103679559014438,0.1633798535087488,<1σ,202.34,0.6016009546064774,True
AAPL,2025-06-11,202.55,199.05,198.24,1.7279684028634903,-0.4069329314242664,failed_recovery,17.26,<20,>1.0%,False,1.828908554572285,1.0559400560668146,1.103679559014438,0.591216177719799,<1σ,198.12,-0.46721929163527093,False
AAPL,2025-06-12,198.32,197.48,198.59,0.4235578862444552,0.5620822361758222,full_recovery,18.02,<20,<0.5%,True,4.403244495944368,1.0559400560668146,1.103679559014438,-0.6440911762579713,<1σ,198.28,0.40510431436095373,True
AAPL,2025-06-13,197.28,196.31,195.85,0.4916869424168689,-0.2343232642249543,failed_recovery,20.82,20-25,<0.5%,True,15.538290788013324,1.0559400560668146,1.103679559014438,-0.5795713621066054,<1σ,195.61,-0.3565788803423099,False
AAPL,2025-06-16,198.08,196.42,197.76,0.8380452342488011,0.6822115874147253,partial_recovery,19.11,<20,0.5-1.0%,True,8.21325648414986,1.0559400560668146,1.103679559014438,-0.2515619359635589,<1σ,197.57,0.5854800936768179,True
AAPL,2025-06-17,197.78,195.87,195.04,0.965719486297905,-0.4237504467248749,failed_recovery,21.6,20-25,0.5-1.0%,True,13.029827315541612,1.0559400560668146,1.103679559014438,-0.1306514246939444,<1σ,194.99,-0.44927758206973784,False
AAPL,2025-06-18,196.97,195.45,195.64,0.7716911204752045,0.0972115630596048,failed_recovery,20.14,20-25,0.5-1.0%,True,6.759259259259262,1.0559400560668146,1.103679559014438,-0.3144008380322555,<1σ,195.38,-0.03581478639037768,False
AAPL,2025-06-20,199.33,197.3,200.31,1.0184116791250697,1.5255955397871217,full_recovery,20.62,20-25,>1.0%,True,6.991429860171405,1.0559400560668146,1.103679559014438,-0.0807506821996843,<1σ,199.53,1.130258489609726,True
AAPL,2025-06-23,201.68,198.35,200.94,1.651130503768352,1.305772624149233,partial_recovery,19.83,<20,>1.0%,True,3.831231813773048,1.0559400560668146,1.103679559014438,0.5184488850560983,<1σ,200.71,1.1898159818502716,True
AAPL,2025-06-25,202.56,200.48,200.99,1.0268562401263883,0.2543894652833297,failed_recovery,16.76,<20,>1.0%,True,4.118993135011436,1.0559400560668146,1.103679559014438,-0.0727534848656111,<1σ,200.54,0.029928172386274078,True
AAPL,2025-06-26,200.74,199.03,200.33,0.851848161801339,0.65316786414109,partial_recovery,16.59,<20,0.5-1.0%,False,1.0143198090692225,1.0559400560668146,1.103679559014438,-0.2384902398258526,<1σ,200.57,0.7737527005978958,True
AAPL,2025-06-27,202.37,200.96,200.49,0.6967435884765512,-0.2338773885350312,failed_recovery,16.32,<20,0.5-1.0%,False,1.6274864376130171,1.0559400560668146,1.103679559014438,-0.3853779087173277,<1σ,200.52,-0.21894904458598613,False
AAPL,2025-06-30,200.76,199.24,204.49,0.7571229328551414,2.6350130495884363,full_recovery,16.73,<20,0.5-1.0%,True,2.512254901960785,1.0559400560668146,1.103679559014438,-0.3281972534029603,<1σ,206.55,3.6689419795221854,True
AAPL,2025-07-01,209.55,206.46,207.23,1.4745884037222636,0.3729535987600415,failed_recovery,16.83,<20,>1.0%,False,0.5977286312014218,1.0559400560668146,1.103679559014438,0.3512593755457994,<1σ,207.23,0.3729535987600415,True
AAPL,2025-07-02,212.32,209.58,211.76,1.2905048982667582,1.0401755892737752,partial_recovery,16.64,<20,>1.0%,False,1.1289364230540566,1.0559400560668146,1.103679559014438,0.1769279782303275,<1σ,211.45,0.892260711899979,True
AAPL,2025-07-03,214.0,200.64,212.77,6.242990654205614,6.045653907496025,partial_recovery,16.38,<20,>1.0%,False,1.562500000000009,1.0559400560668146,1.103679559014438,4.867048148863846,>2σ,212.55,5.936004784689008,True
AAPL,2025-07-07,212.47,208.88,209.3,1.6896503035722703,0.2010723860589888,failed_recovery,17.79,<20,>1.0%,False,1.7734553775743631,1.0559400560668146,1.103679559014438,0.554928038946138,<1σ,208.9,0.009574875526623053,True
AAPL,2025-07-08,210.79,208.86,209.39,0.9156032069832432,0.253758498515739,weak_recovery,16.81,<20,0.5-1.0%,True,5.508712759977518,1.0559400560668146,1.103679559014438,-0.1781127166742259,<1σ,208.97,0.05266685818250752,True
AAPL,2025-07-09,209.85,206.91,210.46,1.401000714796282,1.7157218114155968,full_recovery,15.94,<20,>1.0%,True,5.175490779298032,1.0559400560668146,1.103679559014438,0.2815701081454486,<1σ,209.39,1.198588758397366,True
AAPL,2025-07-10,212.83,211.18,211.79,0.7752666447399359,0.2888531110900583,weak_recovery,15.78,<20,0.5-1.0%,False,1.0037641154328742,1.0559400560668146,1.103679559014438,-0.3110147326902065,<1σ,212.13,0.449853205795998,True
AAPL,2025-07-11,211.48,209.81,210.43,0.7896727822961923,0.2955054573185284,weak_recovery,16.4,<20,0.5-1.0%,True,3.929024081115331,1.0559400560668146,1.103679559014438,-0.2973717825307849,<1σ,210.51,0.3336351937467178,True
AAPL,2025-07-15,211.24,209.72,208.37,0.7195606892634019,-0.6437154300972698,failed_recovery,17.38,<20,0.5-1.0%,False,1.0465116279069753,1.0559400560668146,1.103679559014438,-0.3637695791007391,<1σ,208.98,-0.352851420942213,False
AAPL,2025-07-16,211.75,208.73,209.51,1.4262101534828855,0.3736884971015192,weak_recovery,17.16,<20,>1.0%,False,1.2658227848101202,1.0559400560668146,1.103679559014438,0.3054440378650049,<1σ,209.67,0.45034254778900873,True
AAPL,2025-07-21,214.53,212.49,211.89,0.9509159558103724,-0.2823662289990224,failed_recovery,16.65,<20,0.5-1.0%,False,1.4625228519195517,1.0559400560668146,1.103679559014438,-0.1446707152800721,<1σ,212.0,-0.23059908701586382,False
AAPL,2025-07-22,213.18,212.19,213.74,0.4643962848297256,0.7304774023281075,full_recovery,16.5,<20,<0.5%,False,0.9009009009008924,1.0559400560668146,1.103679559014438,-0.6054162549396286,<1σ,213.58,0.6550732833781115,True
AAPL,2025-07-24,214.84,213.55,213.11,0.6004468441630945,-0.2060407398735648,failed_recovery,15.39,<20,0.5-1.0%,False,0.1301236174365735,1.0559400560668146,1.103679559014438,-0.4765731842068707,<1σ,214.18,0.29501287754623995,True
AAPL,2025-07-25,214.58,213.39,213.31,0.5545717215024821,-0.0374900417076639,failed_recovery,14.93,<20,0.5-1.0%,True,2.988953866146854,1.0559400560668146,1.103679559014438,-0.5200180013601179,<1σ,212.92,-0.22025399503256896,False
AAPL,2025-07-28,214.19,212.76,213.39,0.6676315420888029,0.2961082910321467,weak_recovery,15.03,<20,0.5-1.0%,False,0.6697923643670439,1.0559400560668146,1.103679559014438,-0.412947699464906,<1σ,212.85,0.04230118443316573,True
AAPL,2025-07-29,212.74,210.18,210.71,1.203346808310615,0.2521648111142835,failed_recovery,15.98,<20,>1.0%,True,6.320691949434472,1.0559400560668146,1.103679559014438,0.0943872227628331,<1σ,211.1,0.43772004948139087,True
AAPL,2025-07-30,210.24,208.68,208.38,0.7420091324200924,-0.1437607820586598,failed_recovery,15.48,<20,0.5-1.0%,True,3.128911138923655,1.0559400560668146,1.103679559014438,-0.3425103769067179,<1σ,208.0,-0.32585777266628657,False
AAPL,2025-07-31,209.04,207.86,206.98,0.564485265977793,-0.4233618781872528,failed_recovery,16.72,<20,0.5-1.0%,True,8.010335917312652,1.0559400560668146,1.103679559014438,-0.5106296422214022,<1σ,208.15,0.139516982584428,True
AAPL,2025-08-01,206.84,200.89,201.65,2.8766196093599,0.3783164916123348,failed_recovery,20.38,20-25,>1.0%,True,21.88995215311005,1.0559400560668146,1.103679559014438,1.6790158117017957,1-2σ,202.46,0.781522226093893,True
