ticker,trading_day,z2_high,dz_low,eod_close,compression_pct,recovery_return_pct,category,vix,vix_regime,compression_bucket,is_event_day,vix_daily_change_pct,noon_sigma,noon_mean,depth_z,zscore_bucket
BA,2025-04-28,183.73,180.75,182.27,1.6219452457410275,0.8409405255878342,partial_recovery,25.15,>=25,>1.0%,False,1.2479871175523298,0.9414966259830956,1.2767251455774191,0.36667162753040683,<1σ
BA,2025-04-29,183.58,181.2,182.0,1.2964375204270746,0.4415011037527657,weak_recovery,24.17,20-25,>1.0%,True,3.896620278330008,0.9414966259830956,1.2767251455774191,0.020937276146977313,<1σ
BA,2025-04-30,182.35,181.11,183.13,0.6800109679188269,1.1153442659157318,full_recovery,24.7,20-25,0.5-1.0%,True,2.1928009929664776,0.9414966259830956,1.2767251455774191,-0.6337932194239283,<1σ
BA,2025-05-01,184.75,182.54,182.82,1.1962110960757824,0.1533910375808048,failed_recovery,24.6,20-25,>1.0%,False,0.4048582995951331,0.9414966259830956,1.2767251455774191,-0.08551708766620941,<1σ
BA,2025-05-02,187.58,186.32,185.39,0.6717134022817034,-0.4991412623443575,failed_recovery,22.68,20-25,0.5-1.0%,True,7.804878048780495,0.9414966259830956,1.2767251455774191,-0.6426063849819665,<1σ
BA,2025-05-05,187.36,186.16,186.47,0.6404782237404019,0.166523420713366,weak_recovery,23.64,20-25,0.5-1.0%,True,4.232804232804237,0.9414966259830956,1.2767251455774191,-0.6757824768332638,<1σ
BA,2025-05-06,186.01,184.0,185.79,1.080587065211543,0.9728260869565174,partial_recovery,24.76,20-25,>1.0%,True,4.737732656514386,0.9414966259830956,1.2767251455774191,-0.20832584520531008,<1σ
BA,2025-05-08,193.72,192.74,191.85,0.505884782159813,-0.4617619591159151,failed_recovery,22.48,20-25,0.5-1.0%,True,4.543524416135882,0.9414966259830956,1.2767251455774191,-0.8187393795625205,<1σ
BA,2025-05-09,194.48,192.7,194.69,0.915261209378857,1.0326933056564656,full_recovery,21.9,20-25,0.5-1.0%,True,2.580071174377232,0.9414966259830956,1.2767251455774191,-0.3839248343785909,<1σ
BA,2025-05-12,198.14,197.32,198.5,0.4138487937821708,0.5980133792823874,full_recovery,18.39,<20,<0.5%,True,16.027397260273965,0.9414966259830956,1.2767251455774191,-0.9164943643788916,<1σ
BA,2025-05-13,205.31,202.64,203.37,1.3004724562856247,0.360244769048568,weak_recovery,18.22,<20,>1.0%,False,0.9244154431756482,0.9414966259830956,1.2767251455774191,0.025222937664178043,<1σ
BA,2025-05-14,209.66,205.05,204.72,2.1987980539921708,-0.160936356986107,failed_recovery,18.62,<20,>1.0%,True,2.195389681668508,0.9414966259830956,1.2767251455774191,0.979369317921812,<1σ
BA,2025-05-15,208.02,206.3,206.2,0.8268435727333904,-0.0484730974309368,failed_recovery,17.83,<20,0.5-1.0%,True,4.242749731471551,0.9414966259830956,1.2767251455774191,-0.47783662779913805,<1σ
BA,2025-05-16,205.52,204.85,205.78,0.326002335539128,0.453990724920677,full_recovery,17.24,<20,<0.5%,True,3.3090297251822767,0.9414966259830956,1.2767251455774191,-1.009799487115062,<1σ
BA,2025-05-19,205.59,204.18,205.3,0.6858310229096729,0.5485356058379883,partial_recovery,18.14,<20,0.5-1.0%,True,5.220417633410686,0.9414966259830956,1.2767251455774191,-0.6276115137967108,<1σ
BA,2025-05-20,208.62,206.76,207.64,0.8915731952832967,0.4256142387308935,weak_recovery,18.09,<20,0.5-1.0%,False,0.2756339581036423,0.9414966259830956,1.2767251455774191,-0.40908479081584914,<1σ
BA,2025-05-21,206.52,202.88,203.08,1.7625411582413395,0.0985804416403869,failed_recovery,20.87,20-25,>1.0%,True,15.36760641238254,0.9414966259830956,1.2767251455774191,0.5160039869039776,<1σ
BA,2025-05-22,204.2,203.23,203.27,0.4750244857982365,0.0196821335432861,failed_recovery,20.28,20-25,<0.5%,True,2.8270244369908952,0.9414966259830956,1.2767251455774191,-0.8515172945437376,<1σ
BA,2025-05-23,201.94,200.87,202.42,0.5298603545607573,0.7716433514213088,full_recovery,22.29,20-25,0.5-1.0%,True,9.911242603550283,0.9414966259830956,1.2767251455774191,-0.7932739963213332,<1σ
BA,2025-05-27,203.63,201.74,201.02,0.9281540048126437,-0.3568950133835624,failed_recovery,18.96,<20,0.5-1.0%,True,7.826932425862903,0.9414966259830956,1.2767251455774191,-0.3702308974297206,<1σ
BA,2025-05-29,212.28,205.98,208.19,2.967778405879033,1.072919700941843,weak_recovery,19.18,<20,>1.0%,False,0.6732263076126308,0.9414966259830956,1.2767251455774191,1.7961331072597775,1-2σ
BA,2025-05-30,207.67,204.35,207.12,1.598690229691334,1.3555174944947446,partial_recovery,18.57,<20,>1.0%,True,3.180396246089673,0.9414966259830956,1.2767251455774191,0.3419715750735952,<1σ
BA,2025-06-02,209.5,208.85,211.41,0.3102625298329383,1.225760114915012,full_recovery,18.36,<20,<0.5%,False,1.1308562197092131,0.9414966259830956,1.2767251455774191,-1.026517343846364,<1σ
BA,2025-06-03,215.02,213.5,213.55,0.7069109850246535,0.0234192037470779,failed_recovery,17.69,<20,0.5-1.0%,True,3.6492374727668735,0.9414966259830956,1.2767251455774191,-0.6052216702930558,<1σ
BA,2025-06-04,213.55,212.59,211.98,0.4495434324514202,-0.2869372971447451,failed_recovery,17.61,<20,<0.5%,False,0.4522328999434812,0.9414966259830956,1.2767251455774191,-0.8785817073558485,<1σ
BA,2025-06-05,211.31,210.04,209.25,0.6010127301121623,-0.376118834507709,failed_recovery,18.48,<20,0.5-1.0%,True,4.940374787052817,0.9414966259830956,1.2767251455774191,-0.7177003048308207,<1σ
BA,2025-06-06,209.71,208.5,210.79,0.5769872681321864,1.0983213429256555,full_recovery,16.77,<20,0.5-1.0%,True,9.253246753246758,0.9414966259830956,1.2767251455774191,-0.7432186777244982,<1σ
BA,2025-06-09,216.76,215.74,217.46,0.4705665251891409,0.797255956243626,full_recovery,17.16,<20,<0.5%,True,2.3255813953488405,0.9414966259830956,1.2767251455774191,-0.8562522670184829,<1σ
BA,2025-06-10,217.08,214.8,215.86,1.0503040353786626,0.4934823091247682,weak_recovery,16.95,<20,>1.0%,False,1.2237762237762286,0.9414966259830956,1.2767251455774191,-0.24049062306764113,<1σ
BA,2025-06-11,216.1,212.91,214.05,1.4761684405367874,0.535437508806545,weak_recovery,17.26,<20,>1.0%,False,1.828908554572285,0.9414966259830956,1.2767251455774191,0.2118364415285215,<1σ
BA,2025-06-12,206.34,203.21,203.75,1.5169138315401742,0.2657349539884809,failed_recovery,18.02,<20,>1.0%,True,4.403244495944368,0.9414966259830956,1.2767251455774191,0.2551136980570206,<1σ
BA,2025-06-13,201.29,200.56,200.5,0.362660837597491,-0.0299162345432799,failed_recovery,20.82,20-25,<0.5%,True,15.538290788013324,0.9414966259830956,1.2767251455774191,-0.9708630734873606,<1σ
BA,2025-06-16,204.0,202.22,201.78,0.8725490196078437,-0.2175848086242694,failed_recovery,19.11,<20,0.5-1.0%,True,8.21325648414986,0.9414966259830956,1.2767251455774191,-0.42929110398833475,<1σ
BA,2025-06-17,205.31,199.57,200.24,2.795772246846237,0.3357218018740371,failed_recovery,21.6,20-25,>1.0%,True,13.029827315541612,0.9414966259830956,1.2767251455774191,1.6134387095467853,1-2σ
BA,2025-06-18,201.06,198.01,197.73,1.516960111409535,-0.141406999646483,failed_recovery,20.14,20-25,>1.0%,True,6.759259259259262,0.9414966259830956,1.2767251455774191,0.25516285369718283,<1σ
BA,2025-06-20,200.68,198.33,198.6,1.1710185369742845,0.1361367417939705,failed_recovery,20.62,20-25,>1.0%,True,6.991429860171405,0.9414966259830956,1.2767251455774191,-0.11227507957636863,<1σ
BA,2025-06-23,202.2,199.39,201.2,1.3897131552917914,0.907768694518282,partial_recovery,19.83,<20,>1.0%,True,3.831231813773048,0.9414966259830956,1.2767251455774191,0.12000893746846095,<1σ
BA,2025-06-24,202.67,200.31,200.87,1.164454531997822,0.2795666716589298,failed_recovery,17.48,<20,>1.0%,True,11.8507312153303,0.9414966259830956,1.2767251455774191,-0.11924696327229645,<1σ
BA,2025-06-25,200.16,198.65,199.04,0.7543964828137445,0.1963251950666933,weak_recovery,16.76,<20,0.5-1.0%,True,4.118993135011436,0.9414966259830956,1.2767251455774191,-0.5547854855223379,<1σ
BA,2025-06-26,204.39,201.14,202.53,1.5900973628846813,0.6910609525703564,weak_recovery,16.59,<20,>1.0%,False,1.0143198090692225,0.9414966259830956,1.2767251455774191,0.33284475871599006,<1σ
BA,2025-06-30,212.0,208.81,209.45,1.5047169811320744,0.3064987309036858,failed_recovery,16.73,<20,>1.0%,True,2.512254901960785,0.9414966259830956,1.2767251455774191,0.2421589512512484,<1σ
BA,2025-07-01,211.24,208.69,209.8,1.2071577352774148,0.5318894053380677,weak_recovery,16.83,<20,>1.0%,False,0.5977286312014218,0.9414966259830956,1.2767251455774191,-0.07389023856284475,<1σ
BA,2025-07-02,212.88,211.9,211.95,0.4603532506576427,0.0235960358659664,failed_recovery,16.64,<20,<0.5%,False,1.1289364230540566,0.9414966259830956,1.2767251455774191,-0.867100181126336,<1σ
BA,2025-07-03,217.68,215.1,215.72,1.1852260198456506,0.288238028823805,failed_recovery,16.38,<20,>1.0%,False,1.562500000000009,0.9414966259830956,1.2767251455774191,-0.09718476222495927,<1σ
BA,2025-07-07,216.61,214.52,218.51,0.9648677346382916,1.85996643669587,full_recovery,17.79,<20,0.5-1.0%,False,1.7734553775743631,0.9414966259830956,1.2767251455774191,-0.33123582425321074,<1σ
BA,2025-07-08,218.91,216.97,218.59,0.8862089443150143,0.7466470018896643,partial_recovery,16.81,<20,0.5-1.0%,True,5.508712759977518,0.9414966259830956,1.2767251455774191,-0.4147823693522365,<1σ
BA,2025-07-09,228.38,227.0,226.54,0.6042560644539783,-0.2026431718061709,failed_recovery,15.94,<20,0.5-1.0%,True,5.175490779298032,0.9414966259830956,1.2767251455774191,-0.7142554339175241,<1σ
BA,2025-07-10,228.5,223.92,226.08,2.004376367614885,0.9646302250803972,weak_recovery,15.78,<20,>1.0%,False,1.0037641154328742,0.9414966259830956,1.2767251455774191,0.7728665211918992,<1σ
BA,2025-07-11,228.74,226.24,226.75,1.0929439538340473,0.2254243281470964,failed_recovery,16.4,<20,>1.0%,True,3.929024081115331,0.9414966259830956,1.2767251455774191,-0.1952011156189439,<1σ
BA,2025-07-14,230.73,229.26,230.45,0.6371083084124296,0.5190613277501517,partial_recovery,17.2,<20,0.5-1.0%,True,4.87804878048781,0.9414966259830956,1.2767251455774191,-0.6793617943103215,<1σ
BA,2025-07-15,231.43,229.36,229.9,0.8944389232165204,0.2354377397976944,weak_recovery,17.38,<20,0.5-1.0%,False,1.0465116279069753,0.9414966259830956,1.2767251455774191,-0.4060409902815335,<1σ
BA,2025-07-16,231.1,228.21,229.76,1.2505408913890033,0.6791989833924819,partial_recovery,17.16,<20,>1.0%,False,1.2658227848101202,0.9414966259830956,1.2767251455774191,-0.027811309638071918,<1σ
BA,2025-07-17,231.95,227.75,231.0,1.8107350722138345,1.427003293084523,partial_recovery,16.52,<20,>1.0%,True,3.729603729603733,0.9414966259830956,1.2767251455774191,0.5671926079170074,<1σ
BA,2025-07-18,231.32,227.92,229.32,1.469825350164277,0.6142506142506168,weak_recovery,16.41,<20,>1.0%,False,0.6658595641646454,0.9414966259830956,1.2767251455774191,0.205099199782289,<1σ
BA,2025-07-21,232.5,230.26,229.45,0.9634408602150576,-0.3517762529314698,failed_recovery,16.65,<20,0.5-1.0%,False,1.4625228519195517,0.9414966259830956,1.2767251455774191,-0.33275136279456674,<1σ
BA,2025-07-22,230.31,228.5,228.25,0.7858972688984422,-0.1094091903719912,failed_recovery,16.5,<20,0.5-1.0%,False,0.9009009009008924,0.9414966259830956,1.2767251455774191,-0.521327281620858,<1σ
BA,2025-07-23,234.44,232.78,233.57,0.708070295171471,0.3393762350717381,weak_recovery,15.37,<20,0.5-1.0%,True,6.848484848484854,0.9414966259830956,1.2767251455774191,-0.603990322123744,<1σ
BA,2025-07-24,235.23,233.37,231.26,0.7907154699655593,-0.904143634571716,failed_recovery,15.39,<20,0.5-1.0%,False,0.1301236174365735,0.9414966259830956,1.2767251455774191,-0.5162096838152515,<1σ
BA,2025-07-25,231.7,230.93,233.16,0.3323262839879075,0.9656605897891092,full_recovery,14.93,<20,<0.5%,True,2.988953866146854,0.9414966259830956,1.2767251455774191,-1.003082576746768,<1σ
BA,2025-07-29,232.01,227.72,226.26,1.8490582302486929,-0.6411382399437942,failed_recovery,15.98,<20,>1.0%,True,6.320691949434472,0.9414966259830956,1.2767251455774191,0.6078971170753297,<1σ
BA,2025-07-30,231.72,227.07,225.93,2.006732263076129,-0.5020478266613759,failed_recovery,15.48,<20,>1.0%,True,3.128911138923655,0.9414966259830956,1.2767251455774191,0.7753688089284951,<1σ
BA,2025-07-31,225.0,221.67,221.73,1.4800000000000055,0.0270672621464349,failed_recovery,16.72,<20,>1.0%,True,8.010335917312652,0.9414966259830956,1.2767251455774191,0.2159060891060869,<1σ
BA,2025-08-01,221.57,219.34,221.89,1.0064539423207068,1.1625786450259792,full_recovery,20.38,20-25,>1.0%,True,21.88995215311005,0.9414966259830956,1.2767251455774191,-0.287065503792432,<1σ
BA,2025-08-04,221.74,221.07,222.33,0.3021556778208785,0.5699552178043241,full_recovery,17.52,<20,<0.5%,True,14.033366045142296,0.9414966259830956,1.2767251455774191,-1.0351279450830861,<1σ
BA,2025-08-05,224.6,223.89,224.73,0.3161175422974212,0.3751842422618265,full_recovery,17.85,<20,<0.5%,False,1.883561643835627,0.9414966259830956,1.2767251455774191,-1.0202985085336307,<1σ
BA,2025-08-06,226.43,225.03,225.13,0.6182926290685887,0.0444385193085341,failed_recovery,16.77,<20,0.5-1.0%,True,6.0504201680672365,0.9414966259830956,1.2767251455774191,-0.6993466554607201,<1σ
BA,2025-08-07,230.39,224.58,227.43,2.521810842484472,1.2690355329949212,weak_recovery,16.57,<20,>1.0%,False,1.1926058437686302,0.9414966259830956,1.2767251455774191,1.3224537003592067,1-2σ
BA,2025-08-08,230.9,229.04,229.03,0.805543525335649,-0.0043660495983194,failed_recovery,15.15,<20,0.5-1.0%,True,8.569704284852142,0.9414966259830956,1.2767251455774191,-0.5004602323983581,<1σ
BA,2025-08-11,228.19,226.9,226.07,0.5653183750383418,-0.3657999118554484,failed_recovery,16.25,<20,0.5-1.0%,True,7.260726072607258,0.9414966259830956,1.2767251455774191,-0.7556126606361843,<1σ
BA,2025-08-12,232.35,229.87,232.29,1.067355282978261,1.0527689563666365,partial_recovery,14.73,<20,>1.0%,True,9.35384615384615,0.9414966259830956,1.2767251455774191,-0.22237983315185797,<1σ
BA,2025-08-13,235.6,230.67,233.3,2.092529711375215,1.1401569341483608,partial_recovery,14.49,<20,>1.0%,False,1.629327902240327,0.9414966259830956,1.2767251455774191,0.8664975989116753,<1σ
BA,2025-08-14,233.78,231.71,233.14,0.8854478569595317,0.6171507487807942,partial_recovery,14.83,<20,0.5-1.0%,True,2.3464458247066933,0.9414966259830956,1.2767251455774191,-0.41559074968465454,<1σ
BA,2025-08-15,236.45,234.7,235.33,0.7401141890463101,0.268427780144876,weak_recovery,15.09,<20,0.5-1.0%,False,1.7532029669588656,0.9414966259830956,1.2767251455774191,-0.5699552624214542,<1σ
BA,2025-08-18,231.84,230.83,232.43,0.4356452726017904,0.6931508036217104,full_recovery,14.99,<20,<0.5%,False,0.6626905235255112,0.9414966259830956,1.2767251455774191,-0.8933434807558516,<1σ
BA,2025-08-19,229.71,223.75,225.0,2.594575769448438,0.5586592178770949,failed_recovery,15.57,<20,>1.0%,True,3.8692461641094074,0.9414966259830956,1.2767251455774191,1.3997401451066707,1-2σ
BA,2025-08-20,225.93,224.02,225.39,0.8453945912450744,0.6115525399517793,partial_recovery,15.69,<20,0.5-1.0%,False,0.7707129094412281,0.9414966259830956,1.2767251455774191,-0.45813287316027956,<1σ
BA,2025-08-21,227.48,223.71,224.46,1.6572885528398025,0.335255464664074,failed_recovery,16.6,<20,>1.0%,True,5.799872530274072,0.9414966259830956,1.2767251455774191,0.40421112169680395,<1σ
BA,2025-08-22,233.09,230.85,229.78,0.961002187996057,-0.4635044401126243,failed_recovery,14.22,<20,0.5-1.0%,True,14.337349397590366,0.9414966259830956,1.2767251455774191,-0.33534157092882766,<1σ
BA,2025-08-25,229.87,227.61,226.75,0.983164397268017,-0.3778392864988417,failed_recovery,14.79,<20,0.5-1.0%,True,4.00843881856539,0.9414966259830956,1.2767251455774191,-0.31180223083951125,<1σ
BA,2025-08-26,233.38,230.88,234.75,1.0712143285628588,1.6761954261954284,full_recovery,14.62,<20,>1.0%,False,1.1494252873563215,0.9414966259830956,1.2767251455774191,-0.21828099150113175,<1σ
BA,2025-08-27,234.25,232.97,235.62,0.5464247598719322,1.1374855131562027,full_recovery,14.85,<20,0.5-1.0%,False,1.573187414500687,0.9414966259830956,1.2767251455774191,-0.7756803004396527,<1σ
BA,2025-08-28,236.37,234.92,235.98,0.6134450226340132,0.4512174357228002,partial_recovery,14.43,<20,0.5-1.0%,True,2.828282828282828,0.9414966259830956,1.2767251455774191,-0.7044954858450178,<1σ
BA,2025-08-29,237.1,236.06,234.69,0.438633487979752,-0.5803609251885133,failed_recovery,15.36,<20,<0.5%,True,6.444906444906443,0.9414966259830956,1.2767251455774191,-0.8901695815665248,<1σ
BA,2025-09-02,237.61,234.68,237.27,1.2331130844661446,1.103630475541164,partial_recovery,17.17,<20,>1.0%,True,6.5136476426799055,0.9414966259830956,1.2767251455774191,-0.04632205778298511,<1σ
BA,2025-09-03,233.6,231.05,232.34,1.0916095890410886,0.5583207098030695,partial_recovery,16.35,<20,>1.0%,True,4.775771694816542,0.9414966259830956,1.2767251455774191,-0.19661839610209522,<1σ
BA,2025-09-04,232.65,230.61,230.72,0.8768536428110861,0.04769957937643,failed_recovery,15.3,<20,0.5-1.0%,True,6.4220183486238565,0.9414966259830956,1.2767251455774191,-0.42471899710611666,<1σ
BA,2025-09-05,229.08,226.71,229.68,1.0345730749083308,1.3100436681222702,full_recovery,15.18,<20,>1.0%,False,0.7843137254902025,0.9414966259830956,1.2767251455774191,-0.25719908493165017,<1σ
BA,2025-09-08,231.44,229.5,231.13,0.838230210853784,0.71023965141612,partial_recovery,15.11,<20,0.5-1.0%,False,0.4611330698287239,0.9414966259830956,1.2767251455774191,-0.46574243881730937,<1σ
BA,2025-09-09,230.14,228.74,229.55,0.6083253671678011,0.3541138410422323,partial_recovery,15.04,<20,0.5-1.0%,False,0.4632693580410343,0.9414966259830956,1.2767251455774191,-0.7099332700334277,<1σ
BA,2025-09-10,228.66,226.83,227.5,0.800314877984774,0.2953753912621732,weak_recovery,15.35,<20,0.5-1.0%,True,2.061170212765961,0.9414966259830956,1.2767251455774191,-0.5060137810851794,<1σ
BA,2025-09-11,228.09,226.52,219.97,0.688324784076458,-2.891576902701753,failed_recovery,14.71,<20,0.5-1.0%,True,4.16938110749185,0.9414966259830956,1.2767251455774191,-0.6249627935592047,<1σ
BA,2025-09-12,218.48,216.06,215.99,1.1076528744049745,-0.0323984078496682,failed_recovery,14.76,<20,>1.0%,False,0.3399048266485311,0.9414966259830956,1.2767251455774191,-0.17957820188245718,<1σ
BA,2025-09-15,217.26,215.3,215.73,0.9021448955168828,0.1997213190896323,failed_recovery,15.69,<20,0.5-1.0%,True,6.30081300813008,0.9414966259830956,1.2767251455774191,-0.39785617889963826,<1σ
BA,2025-09-16,216.24,213.81,214.96,1.1237513873473948,0.5378607174594293,weak_recovery,16.36,<20,>1.0%,True,4.2702358189929885,0.9414966259830956,1.2767251455774191,-0.16247934831448985,<1σ
BA,2025-09-17,216.41,215.35,214.67,0.4898110068850803,-0.3157650336661281,failed_recovery,15.72,<20,<0.5%,True,3.9119804400977927,0.9414966259830956,1.2767251455774191,-0.8358119582963516,<1σ
BA,2025-09-18,216.07,214.96,215.6,0.5137224047762231,0.2977298101972396,partial_recovery,15.7,<20,0.5-1.0%,False,0.1272264631043342,0.9414966259830956,1.2767251455774191,-0.810414737285416,<1σ
BA,2025-09-19,215.62,213.62,215.55,0.9275577404693442,0.903473457541432,partial_recovery,15.45,<20,0.5-1.0%,False,1.5923566878980893,0.9414966259830956,1.2767251455774191,-0.3708642128626642,<1σ
BA,2025-09-22,214.0,211.9,212.08,0.9813084112149506,0.0849457291175114,failed_recovery,16.1,<20,0.5-1.0%,True,4.207119741100337,0.9414966259830956,1.2767251455774191,-0.3137735454484493,<1σ
BA,2025-09-23,219.82,215.83,216.32,1.8151214630151855,0.2270305332900804,failed_recovery,16.64,<20,>1.0%,True,3.35403726708074,0.9414966259830956,1.2767251455774191,0.5718515633293764,<1σ
BA,2025-09-24,218.18,214.85,215.15,1.5262627188559963,0.1396323016057767,failed_recovery,16.18,<20,>1.0%,True,2.764423076923082,0.9414966259830956,1.2767251455774191,0.2650435130535004,<1σ
BA,2025-09-25,216.86,213.94,213.48,1.3464908235728192,-0.2150135552023969,failed_recovery,16.74,<20,>1.0%,True,3.4610630407910925,0.9414966259830956,1.2767251455774191,0.07410082635458404,<1σ
BA,2025-09-26,224.1,220.77,221.26,1.4859437751003943,0.221950446165684,failed_recovery,15.29,<20,>1.0%,True,8.661887694145754,0.9414966259830956,1.2767251455774191,0.22221920264930584,<1σ
BA,2025-09-29,217.94,215.55,217.09,1.0966321005781343,0.7144514033866814,partial_recovery,16.12,<20,>1.0%,True,5.428384565075225,0.9414966259830956,1.2767251455774191,-0.1912837922400779,<1σ
BA,2025-09-30,215.98,213.52,215.81,1.1389943513288174,1.0724990633195917,partial_recovery,16.28,<20,>1.0%,False,0.9925558312655096,0.9414966259830956,1.2767251455774191,-0.14628920640558368,<1σ
BA,2025-10-01,215.63,214.61,215.17,0.4730325093910781,0.2609384464843082,partial_recovery,16.29,<20,<0.5%,False,0.0614250614250492,0.9414966259830956,1.2767251455774191,-0.8536330497702401,<1σ
BA,2025-10-02,218.86,217.15,217.39,0.7813213926711176,0.1105226801749853,failed_recovery,16.63,<20,0.5-1.0%,True,2.087170042971147,0.9414966259830956,1.2767251455774191,-0.5261874968367614,<1σ
BA,2025-10-03,218.83,217.18,216.27,0.7540099620710167,-0.4190072750713678,failed_recovery,16.65,<20,0.5-1.0%,False,0.1202645820805747,0.9414966259830956,1.2767251455774191,-0.5551960241605663,<1σ
BA,2025-10-06,221.8,219.0,219.69,1.2623985572587968,0.3150684931506839,failed_recovery,16.37,<20,>1.0%,False,1.681681681681667,0.9414966259830956,1.2767251455774191,-0.015216823856020441,<1σ
BA,2025-10-07,223.27,219.76,221.82,1.572087606933318,0.9373862395340382,partial_recovery,17.24,<20,>1.0%,True,5.314599877825274,0.9414966259830956,1.2767251455774191,0.31371589998794336,<1σ
BA,2025-10-08,225.79,225.03,225.33,0.3365959519907839,0.1333155579256149,weak_recovery,16.3,<20,<0.5%,True,5.452436194895579,0.9414966259830956,1.2767251455774191,-0.9985475971355366,<1σ
BA,2025-10-09,222.54,216.9,216.06,2.5343758425451544,-0.3872752420470278,failed_recovery,16.43,<20,>1.0%,False,0.7975460122699325,0.9414966259830956,1.2767251455774191,1.3357994731574494,1-2σ
BA,2025-10-10,217.65,211.1,210.81,3.009418791637956,-0.1373756513500673,failed_recovery,21.66,20-25,>1.0%,True,31.83201460742545,0.9414966259830956,1.2767251455774191,1.8403609723521694,1-2σ
BA,2025-10-14,217.12,216.2,214.39,0.4237288135593293,-0.8371877890841823,failed_recovery,20.81,20-25,<0.5%,True,9.353652128218588,0.9414966259830956,1.2767251455774191,-0.9060004130417406,<1σ
BA,2025-10-15,215.93,212.48,214.01,1.5977400083360425,0.7200677710843378,weak_recovery,20.64,20-25,>1.0%,False,0.8169149447380978,0.9414966259830956,1.2767251455774191,0.34096230820097184,<1σ
BA,2025-10-16,214.32,211.0,211.88,1.5490854796565852,0.4170616113744054,weak_recovery,25.31,>=25,>1.0%,True,22.62596899224805,0.9414966259830956,1.2767251455774191,0.2892844504830506,<1σ
BA,2025-10-20,215.98,214.56,216.8,0.657468284100374,1.0439970171513837,full_recovery,18.23,<20,0.5-1.0%,True,12.27141482194418,0.9414966259830956,1.2767251455774191,-0.6577366762524796,<1σ
BA,2025-10-21,217.7,215.65,217.27,0.9416628387689404,0.751217250173895,partial_recovery,17.87,<20,0.5-1.0%,False,1.974766867800326,0.9414966259830956,1.2767251455774191,-0.35588264212695614,<1σ
BA,2025-10-22,217.4,213.8,216.6,1.6559337626494914,1.3096351730589255,partial_recovery,18.6,<20,>1.0%,True,4.085058757694463,0.9414966259830956,1.2767251455774191,0.40277214660871336,<1σ
BA,2025-10-23,219.3,217.31,217.77,0.90743274053808,0.2116791680088389,failed_recovery,17.3,<20,0.5-1.0%,True,6.9892473118279606,0.9414966259830956,1.2767251455774191,-0.39223975407636746,<1σ
BA,2025-10-24,221.65,220.35,221.34,0.5865102639296239,0.4492852280462941,partial_recovery,16.37,<20,0.5-1.0%,True,5.375722543352599,0.9414966259830956,1.2767251455774191,-0.7331039353721358,<1σ
BA,2025-10-27,223.25,222.13,223.05,0.5016797312430031,0.4141718813307594,partial_recovery,15.79,<20,0.5-1.0%,True,3.543066585216871,0.9414966259830956,1.2767251455774191,-0.8232057268661224,<1σ
BA,2025-10-29,219.97,213.8,213.63,2.804927944719729,-0.0795135640785855,failed_recovery,16.92,<20,>1.0%,True,3.045066991473812,0.9414966259830956,1.2767251455774191,1.6231633305606221,1-2σ
BA,2025-10-30,206.98,202.56,200.11,2.1354720262827267,-1.2095181674565505,failed_recovery,16.91,<20,>1.0%,False,0.0591016548463449,0.9414966259830956,1.2767251455774191,0.9121082933341561,<1σ
BA,2025-10-31,202.6,199.68,201.02,1.4412635735439228,0.6710737179487196,weak_recovery,17.44,<20,>1.0%,True,3.134240094618576,0.9414966259830956,1.2767251455774191,0.17476263156513733,<1σ
BA,2025-11-03,205.3,203.72,204.58,0.7696054554310825,0.4221480463381178,partial_recovery,17.17,<20,0.5-1.0%,False,1.5481651376146763,0.9414966259830956,1.2767251455774191,-0.538631447156606,<1σ
BA,2025-11-04,201.27,197.61,198.07,1.8184528245640168,0.2327817418146751,failed_recovery,19.0,<20,>1.0%,True,10.658124635993,0.9414966259830956,1.2767251455774191,0.5753899313456746,<1σ
BA,2025-11-05,198.06,196.76,197.59,0.6563667575482235,0.4218337060378189,partial_recovery,18.01,<20,0.5-1.0%,True,5.2105263157894655,0.9414966259830956,1.2767251455774191,-0.6589066502298162,<1σ
BA,2025-11-06,199.1,195.76,196.56,1.6775489703666515,0.4086636697997606,failed_recovery,19.5,<20,>1.0%,True,8.27318156579677,0.9414966259830956,1.2767251455774191,0.42573049517909706,<1σ
BA,2025-11-07,195.2,191.88,194.56,1.7008196721311442,1.3967062747550587,partial_recovery,19.08,<20,>1.0%,True,2.153846153846162,0.9414966259830956,1.2767251455774191,0.4504472080405943,<1σ
BA,2025-11-10,194.99,193.22,194.73,0.9077388584030002,0.7814925991098183,partial_recovery,17.6,<20,0.5-1.0%,True,7.756813417190759,0.9414966259830956,1.2767251455774191,-0.3919146144460469,<1σ
BA,2025-11-11,195.83,194.6,195.18,0.6280957973752838,0.2980472764645491,weak_recovery,17.28,<20,0.5-1.0%,False,1.8181818181818197,0.9414966259830956,1.2767251455774191,-0.6889343310443062,<1σ
BA,2025-11-12,195.78,194.71,195.5,0.5465318214322163,0.4057316008422741,partial_recovery,17.51,<20,0.5-1.0%,False,1.331018518518521,0.9414966259830956,1.2767251455774191,-0.7755665862134627,<1σ
BA,2025-11-13,194.95,194.06,194.59,0.4565273146960689,0.2731114088426266,partial_recovery,20.0,20-25,<0.5%,True,14.220445459737284,0.9414966259830956,1.2767251455774191,-0.8711638557651897,<1σ
