trading_day,z2_avg_vol,z3_avg_vol,vol_ratio_z3_z2,vol_recovery_time_et,vol_recovery_minutes_et
2025-12-03,75432.83333333333,118500.61538461539,1.5709421235838779,13:00,780
2025-12-04,48370.875,63355.61538461538,1.3097884912070616,13:00,780
2025-12-05,99034.41666666667,104303.30769230769,1.053202625945435,13:00,780
2025-12-08,106448.83333333333,126859.53846153847,1.1917419335568589,13:00,780
2025-12-09,48543.583333333336,80382.92307692308,1.6558918307484458,13:00,780
2025-12-10,130028.79166666667,139382.15384615384,1.0719330085252567,13:00,780
2025-12-11,121226.0,102703.92307692308,0.8472103597984185,13:00,780
2025-12-12,155117.16666666666,114646.92307692308,0.7390988730685712,13:00,780
2025-12-15,133475.20833333334,129050.69230769231,0.9668514019877646,13:00,780
2025-12-16,92318.95833333333,74510.0,0.8070931620671992,13:00,780
2025-12-17,203213.83333333334,122706.76923076923,0.6038307885737891,13:00,780
2025-12-18,108969.41666666667,117680.61538461539,1.0799416844140401,13:00,780
2025-12-19,144664.25,203113.84615384616,1.404036215954157,13:00,780
2025-12-22,71125.25,85960.0,1.208572201855178,13:00,780
2025-12-23,91067.25,113222.0,1.2432790053504417,13:00,780
2025-12-26,38501.166666666664,51158.153846153844,1.328742951845282,13:00,780
2025-12-29,51006.25,56179.307692307695,1.101420074839999,13:00,780
2025-12-30,29762.125,49844.46153846154,1.6747615144571006,13:00,780
2025-12-31,106158.41666666667,142991.46153846153,1.3469630202516039,13:00,780
2026-01-02,48504.458333333336,77727.76923076923,1.6024871094654198,13:00,780
2026-01-05,60177.125,91457.07692307692,1.5197980449062152,13:00,780
2026-01-06,84846.75,93865.30769230769,1.1062923175290473,13:00,780
2026-01-07,36080.458333333336,58112.07692307692,1.610624687364058,13:00,780
2026-01-08,51517.333333333336,52913.307692307695,1.0270971781466631,13:00,780
2026-01-09,114606.45833333333,111795.69230769231,0.9754746279876664,13:00,780
2026-01-12,49095.666666666664,60360.230769230766,1.2294411068708868,13:00,780
2026-01-13,40489.0,56401.07692307692,1.3929975282935345,13:00,780
2026-01-14,89228.33333333333,92122.61538461539,1.0324368050277235,13:00,780
2026-01-15,66664.79166666667,65070.38461538462,0.9760832215713758,13:00,780
2026-01-16,104488.20833333333,147043.84615384616,1.4072769406166277,13:00,780
2026-01-20,113002.0,151290.15384615384,1.3388272229354687,13:00,780
2026-01-21,107989.70833333333,155597.84615384616,1.4408581017142867,13:00,780
2026-01-22,94835.41666666667,135658.53846153847,1.4304628294971213,13:00,780
2026-01-23,75188.33333333333,106151.15384615384,1.411803522436821,13:00,780
2026-01-26,53598.875,62067.230769230766,1.1579950282395062,13:00,780
2026-01-27,110360.45833333333,162733.0,1.4745589358507407,13:00,780
2026-01-28,62607.833333333336,85563.69230769231,1.3666611309185321,13:00,780
2026-01-29,80836.5,115337.07692307692,1.4267945411178975,13:00,780
2026-01-30,125582.16666666667,166971.0,1.3295757226676292,13:00,780
2026-02-02,110927.5,167051.84615384616,1.5059552063631305,13:00,780
2026-02-03,77925.66666666667,119183.92307692308,1.529456572848352,13:00,780
2026-02-04,64294.291666666664,63216.53846153846,0.983237186736331,13:00,780
2026-02-05,96915.04166666667,108187.92307692308,1.1163171497054998,13:00,780
2026-02-06,103737.625,112777.07692307692,1.0871376409771953,13:00,780
2026-02-09,81070.33333333333,79870.53846153847,0.9852005681676216,13:00,780
2026-02-10,74978.58333333333,88573.30769230769,1.1813147668919817,13:00,780
2026-02-11,40752.333333333336,66162.15384615384,1.6235181751430308,13:00,780
2026-02-12,96128.95833333333,110833.61538461539,1.1529680265575408,13:00,780
2026-02-13,75831.75,116508.69230769231,1.536410439000713,13:00,780
2026-02-17,64475.958333333336,63610.07692307692,0.9865704763040527,13:00,780
2026-02-18,65682.95833333333,70097.0,1.0672022359934814,13:00,780
2026-02-19,53409.541666666664,62718.230769230766,1.1742888782057033,13:00,780
2026-02-20,97128.08333333333,130592.61538461539,1.3445402287661266,13:00,780
2026-02-23,62514.875,85181.92307692308,1.3625864736500406,13:00,780
2026-02-24,90694.375,125415.53846153847,1.3828370112428523,13:00,780
2026-02-25,79641.625,72165.76923076923,0.9061313004445757,13:00,780
2026-02-26,103707.58333333333,66173.53846153847,0.6380781070642227,13:00,780
2026-02-27,137245.5,215667.84615384616,1.5714019487257955,13:00,780
2026-03-02,77705.75,83926.92307692308,1.0800606528721888,13:00,780
2026-03-03,71333.45833333333,86837.92307692308,1.2173519286158692,13:00,780
2026-03-04,63141.083333333336,74372.23076923077,1.1778738476279564,13:00,780
2026-03-05,68054.58333333333,88673.69230769231,1.3029789907516733,13:00,780
2026-03-06,117036.79166666667,130881.15384615384,1.1182906843423852,13:00,780
2026-03-09,82178.875,86977.30769230769,1.0583900995518336,13:00,780
2026-03-10,72398.29166666667,78208.07692307692,1.0802475462150327,13:00,780
2026-03-11,61827.541666666664,70365.38461538461,1.1380912570444475,13:00,780
2026-03-12,76141.875,88414.0,1.16117445229711,13:00,780
2026-03-13,87763.375,88660.69230769231,1.0102242798626684,13:00,780
2026-03-16,96864.54166666667,125658.30769230769,1.2972580629630917,13:00,780
2026-03-17,86606.29166666667,97402.92307692308,1.1246633610847911,13:00,780
2026-03-18,112380.5,148022.15384615384,1.3171515863175003,13:00,780
