ticker,trading_day,z2_high,dz_low,eod_close,compression_pct,recovery_return_pct,category,vix,vix_regime,compression_bucket,is_event_day,vix_daily_change_pct
MARA,2025-12-12,12.2,11.4,11.54,6.55737704918032,1.2280701754385859,failed_recovery,15.74,<20,>1.0%,True,5.993265993265997
MARA,2025-12-15,11.0,10.77,10.72,2.090909090909095,-0.4642525533890338,failed_recovery,16.5,<20,>1.0%,True,4.828462515883099
MARA,2025-12-16,10.92,10.57,10.68,3.205128205128202,1.0406811731314989,weak_recovery,16.48,<20,>1.0%,False,0.12121212121211863
MARA,2025-12-17,10.95,10.13,9.94,7.4885844748858315,-1.875616979269509,failed_recovery,17.62,<20,>1.0%,True,6.917475728155344
MARA,2025-12-18,10.2,9.72,9.71,4.705882352941163,-0.10288065843621179,failed_recovery,16.87,<20,>1.0%,True,4.256526674233825
MARA,2025-12-19,10.22,9.91,10.17,3.0332681017612573,2.6236125126135197,partial_recovery,14.91,<20,>1.0%,True,11.618257261410793
MARA,2025-12-22,10.69,10.2,10.12,4.58372310570627,-0.7843137254901967,failed_recovery,14.08,<20,>1.0%,True,5.56673373574782
MARA,2025-12-23,9.96,9.69,9.86,2.710843373493989,1.75438596491228,partial_recovery,14.0,<20,>1.0%,False,0.5681818181818187
MARA,2025-12-24,9.88,9.81,9.92,0.7085020242915008,1.1213047910295557,full_recovery,13.47,<20,0.5-1.0%,True,3.785714285714281
MARA,2025-12-26,9.68,9.6,9.59,0.8264462809917362,-0.10416666666666445,failed_recovery,13.6,<20,0.5-1.0%,False,0.9651076466221159
MARA,2025-12-29,9.7,9.4,9.48,3.0927835051546286,0.8510638297872347,weak_recovery,14.2,<20,>1.0%,True,4.411764705882351
MARA,2025-12-30,9.66,9.46,9.31,2.0703933747411933,-1.5856236786469382,failed_recovery,14.33,<20,>1.0%,False,0.9154929577464844
MARA,2025-12-31,9.31,9.16,8.98,1.6111707841031184,-1.9650655021834031,failed_recovery,14.95,<20,>1.0%,True,4.326587578506624
MARA,2026-01-02,9.88,9.75,9.9,1.3157894736842182,1.538461538461542,full_recovery,14.51,<20,>1.0%,True,2.943143812709027
MARA,2026-01-05,10.57,10.26,10.6,2.9328287606433348,3.3138401559454174,full_recovery,14.9,<20,>1.0%,True,2.687801516195731
MARA,2026-01-06,10.52,9.96,10.32,5.323193916349798,3.6144578313252955,partial_recovery,14.75,<20,>1.0%,False,1.0067114093959755
MARA,2026-01-07,10.3,10.11,10.09,1.8446601941747698,-0.19782393669633605,failed_recovery,15.38,<20,>1.0%,True,4.271186440677972
MARA,2026-01-08,10.51,10.43,10.45,0.7611798287345393,0.19175455417065745,weak_recovery,15.45,<20,0.5-1.0%,False,0.45513654096227896
MARA,2026-01-09,10.58,10.2,10.24,3.5916824196597426,0.39215686274510714,failed_recovery,14.49,<20,>1.0%,True,6.213592233009703
MARA,2026-01-12,10.82,10.55,10.65,2.4953789279112715,0.9478672985781956,weak_recovery,15.12,<20,>1.0%,True,4.347826086956514
MARA,2026-01-13,10.86,10.61,10.92,2.3020257826887662,2.9217719132893545,full_recovery,15.98,<20,>1.0%,True,5.6878306878306955
MARA,2026-01-14,11.44,10.9,11.12,4.720279720279713,2.0183486238532002,weak_recovery,16.75,<20,>1.0%,True,4.818523153942425
MARA,2026-01-15,11.2,11.0,10.68,1.7857142857142794,-2.9090909090909114,failed_recovery,15.84,<20,>1.0%,True,5.432835820895524
MARA,2026-01-16,11.49,11.18,11.36,2.697998259355966,1.610017889087654,partial_recovery,15.86,<20,>1.0%,False,0.12626262626262355
MARA,2026-01-20,10.79,10.73,10.37,0.5560704355884961,-3.3550792171481936,failed_recovery,20.09,20-25,0.5-1.0%,True,6.634819532908705
MARA,2026-01-21,11.22,10.23,10.55,8.823529411764708,3.1280547409579693,weak_recovery,16.9,<20,>1.0%,True,15.878546540567454
MARA,2026-01-22,10.5,10.26,10.3,2.285714285714288,0.38986354775829357,failed_recovery,15.64,<20,>1.0%,True,7.455621301775136
MARA,2026-01-23,10.58,10.43,10.51,1.4177693761814778,0.7670182166826469,partial_recovery,16.09,<20,>1.0%,True,2.8772378516623993
MARA,2026-01-26,10.31,9.94,9.96,3.5887487875848785,0.20120724346077817,failed_recovery,16.15,<20,>1.0%,False,0.3729024238657472
MARA,2026-01-27,10.41,10.01,10.51,3.8424591738712808,4.9950049950049955,full_recovery,16.35,<20,>1.0%,False,1.2383900928792748
MARA,2026-01-28,10.6,10.34,10.36,2.4528301886792434,0.1934235976789127,failed_recovery,16.35,<20,>1.0%,False,0.0
MARA,2026-01-29,9.95,9.77,9.88,1.8090452261306504,1.1258955987717627,partial_recovery,16.88,<20,>1.0%,True,3.241590214067263
MARA,2026-01-30,9.78,9.32,9.52,4.703476482617578,2.145922746781108,weak_recovery,17.44,<20,>1.0%,True,3.31753554502371
MARA,2026-02-02,9.39,9.26,9.13,1.3844515441959613,-1.4038876889848706,failed_recovery,16.34,<20,>1.0%,True,6.307339449541292
MARA,2026-02-03,9.55,9.18,9.22,3.87434554973823,0.4357298474945635,failed_recovery,18.0,<20,>1.0%,True,10.159118727050185
MARA,2026-02-04,9.04,8.14,8.85,9.955752212389365,8.72235872235871,partial_recovery,18.64,<20,>1.0%,True,3.555555555555559
MARA,2026-02-05,8.18,7.9,7.81,3.422982885085567,-1.1392405063291233,failed_recovery,21.77,20-25,>1.0%,True,16.791845493562228
MARA,2026-02-06,7.85,7.1,7.3,9.554140127388536,2.8169014084507067,weak_recovery,17.76,<20,>1.0%,True,18.419843821773075
MARA,2026-02-09,8.38,7.89,7.9,5.847255369928414,0.12674271229405165,failed_recovery,17.36,<20,>1.0%,True,2.252252252252264
MARA,2026-02-10,8.15,7.75,7.66,4.907975460122704,-1.1612903225806432,failed_recovery,17.79,<20,>1.0%,True,2.4769585253456206
MARA,2026-02-11,7.9,7.28,7.58,7.848101265822787,4.120879120879118,weak_recovery,17.65,<20,>1.0%,False,0.7869589657110768
MARA,2026-02-12,7.62,7.18,7.26,5.774278215223102,1.1142061281337057,failed_recovery,20.82,20-25,>1.0%,True,17.960339943342788
MARA,2026-02-13,7.93,7.8,7.91,1.6393442622950807,1.4102564102564144,partial_recovery,20.6,20-25,>1.0%,False,1.056676272814596
MARA,2026-02-17,7.66,7.35,7.52,4.046997389033949,2.3129251700680262,partial_recovery,20.29,20-25,>1.0%,True,4.29245283018868
MARA,2026-02-18,7.78,7.54,7.51,3.0848329048843217,-0.39787798408488395,failed_recovery,19.62,<20,>1.0%,True,3.30211927057663
MARA,2026-02-19,7.68,7.62,7.96,0.781249999999995,4.461942257217846,full_recovery,20.23,20-25,0.5-1.0%,True,3.109072375127418
MARA,2026-02-20,8.31,7.75,7.96,6.7388688327316535,2.709677419354838,weak_recovery,19.09,<20,>1.0%,True,5.6351952545724195
MARA,2026-02-23,8.07,7.58,7.88,6.071871127633212,3.9577836411609475,partial_recovery,21.01,20-25,>1.0%,True,10.05762179151389
MARA,2026-02-24,8.02,7.73,8.03,3.6159600997506134,3.8809831824061956,full_recovery,19.55,<20,>1.0%,True,6.949071870537843
MARA,2026-02-25,8.83,8.61,8.59,2.491506228765579,-0.232288037166081,failed_recovery,17.93,<20,>1.0%,True,8.286445012787729
MARA,2026-02-26,8.64,8.14,8.43,5.787037037037036,3.562653562653552,partial_recovery,18.63,<20,>1.0%,True,3.9040713887339615
MARA,2026-02-27,9.73,9.14,8.93,6.063720452209659,-2.297592997811825,failed_recovery,19.86,<20,>1.0%,True,6.6022544283413875
MARA,2026-03-02,9.84,9.44,9.45,4.065040650406507,0.10593220338982826,failed_recovery,21.44,20-25,>1.0%,True,7.955689828801621
MARA,2026-03-03,9.04,8.75,8.67,3.207964601769903,-0.914285714285715,failed_recovery,23.57,20-25,>1.0%,True,9.934701492537307
MARA,2026-03-04,9.55,9.07,9.27,5.026178010471209,2.205071664829099,weak_recovery,21.15,20-25,>1.0%,True,10.26728892660162
MARA,2026-03-05,9.05,8.5,8.79,6.07734806629835,3.4117647058823426,partial_recovery,23.75,20-25,>1.0%,True,12.293144208037834
MARA,2026-03-06,8.52,8.1,8.02,4.929577464788732,-0.9876543209876552,failed_recovery,29.49,>=25,>1.0%,True,24.168421052631572
MARA,2026-03-09,8.4,8.32,8.64,0.9523809523809532,3.8461538461538494,full_recovery,25.5,>=25,0.5-1.0%,True,13.530010172939974
MARA,2026-03-10,8.86,8.6,8.56,2.934537246049659,-0.46511627906975755,failed_recovery,24.93,20-25,>1.0%,True,2.2352941176470598
MARA,2026-03-11,8.78,8.24,8.54,6.1503416856491935,3.6407766990291135,partial_recovery,24.23,20-25,>1.0%,True,2.807862013638184
MARA,2026-03-12,8.65,8.46,8.77,2.1965317919075087,3.664302600472798,full_recovery,27.29,>=25,>1.0%,True,12.628972348328512
MARA,2026-03-13,10.03,9.35,9.32,6.77966101694915,-0.3208556149732552,failed_recovery,,unknown,>1.0%,False,0.0
MARA,2026-03-16,9.69,9.14,9.23,5.675954592363251,0.9846827133479196,failed_recovery,,unknown,>1.0%,False,0.0
MARA,2026-03-17,9.34,9.1,9.22,2.5695931477516085,1.3186813186813295,partial_recovery,,unknown,>1.0%,False,0.0
MARA,2026-03-18,9.32,8.94,8.94,4.077253218884128,0.0,failed_recovery,,unknown,>1.0%,False,0.0
META,2025-02-03,699.57,694.84,694.94,0.6761296224823846,0.014391802429339521,failed_recovery,,unknown,0.5-1.0%,False,0.0
META,2025-02-04,704.78,699.89,701.82,0.6938335367064881,0.2757576190544319,weak_recovery,,unknown,0.5-1.0%,False,0.0
META,2025-02-05,713.28,699.82,702.79,1.8870569762225107,0.4243948443885447,failed_recovery,,unknown,>1.0%,False,0.0
META,2025-02-06,716.67,707.32,709.4,1.3046450946739656,0.29406774868516755,failed_recovery,,unknown,>1.0%,False,0.0
META,2025-02-07,720.9,712.7,712.04,1.1374670550700419,-0.09260558439737362,failed_recovery,,unknown,>1.0%,False,0.0
META,2025-02-10,717.96,711.41,714.92,0.9123070923171303,0.4933863735398703,partial_recovery,15.81,<20,0.5-1.0%,False,0.0
META,2025-02-11,716.24,707.84,717.65,1.1727912431587146,1.3859064195298294,full_recovery,16.02,<20,>1.0%,False,1.3282732447817778
META,2025-02-13,725.24,715.81,726.23,1.3002592245325773,1.4556935499643864,full_recovery,15.1,<20,>1.0%,True,4.971680302076783
META,2025-02-14,736.62,730.81,734.31,0.7887377480926473,0.4789206496900699,partial_recovery,14.77,<20,0.5-1.0%,True,2.1854304635761594
META,2025-02-18,722.0,707.39,714.06,2.023545706371193,0.9429027834716294,weak_recovery,15.35,<20,>1.0%,False,0.13012361743656198
META,2025-02-19,703.95,699.12,701.57,0.6861282761559827,0.35044055383911854,partial_recovery,15.27,<20,0.5-1.0%,False,0.5211726384364825
META,2025-02-20,700.37,691.49,692.69,1.2679012521952675,0.17353830134926687,failed_recovery,15.66,<20,>1.0%,True,2.5540275049115952
META,2025-02-21,699.74,683.08,681.52,2.3808843284648535,-0.22837734965158676,failed_recovery,18.21,<20,>1.0%,True,16.283524904214563
META,2025-02-24,671.11,666.15,665.72,0.739074071314693,-0.06455002627035202,failed_recovery,18.98,<20,0.5-1.0%,True,4.228445908841294
META,2025-02-25,657.9,648.86,655.48,1.374069007447935,1.0202509015812355,partial_recovery,19.43,<20,>1.0%,True,2.3709167544783947
META,2025-02-26,680.89,671.31,671.83,1.4069820382146956,0.0774604877031618,failed_recovery,19.1,<20,>1.0%,False,1.6984045290787355
META,2025-02-27,674.1,666.48,656.14,1.1303960836671123,-1.5514344016324617,failed_recovery,21.13,20-25,>1.0%,True,10.628272251308887
META,2025-02-28,664.42,652.02,666.46,1.8662893952620299,2.2146559921474887,full_recovery,19.63,<20,>1.0%,True,7.098911500236631
META,2025-03-03,671.46,658.84,653.07,1.8794864921216459,-0.8757816768866465,failed_recovery,22.78,20-25,>1.0%,True,16.046867040244535
META,2025-03-04,637.17,626.88,637.6,1.6149536230519272,1.710056151097503,full_recovery,23.51,20-25,>1.0%,True,3.204565408252855
META,2025-03-05,647.25,638.52,654.26,1.3487833140208603,2.465075487063837,full_recovery,21.93,20-25,>1.0%,True,6.720544449170573
META,2025-03-06,648.54,628.62,625.99,3.071514478675172,-0.4183767617956787,failed_recovery,24.87,20-25,>1.0%,True,13.406292749658007
META,2025-03-07,628.21,599.25,623.4,4.60992343324685,4.030037546933663,partial_recovery,23.37,20-25,>1.0%,True,6.0313630880579
META,2025-03-10,603.12,588.67,596.26,2.3958747844541795,1.2893471724395726,partial_recovery,27.86,>=25,>1.0%,True,19.21266581086863
META,2025-03-11,611.97,594.22,603.54,2.900468977237446,1.5684426643330645,partial_recovery,26.92,>=25,>1.0%,True,3.374012921751607
META,2025-03-12,626.93,615.59,617.42,1.8088143811908697,0.29727578420700906,failed_recovery,24.23,20-25,>1.0%,True,9.992570579494805
META,2025-03-13,605.01,586.85,588.94,3.0016032792846348,0.356138706654176,failed_recovery,24.66,20-25,>1.0%,False,1.7746595130004115
META,2025-03-14,606.42,603.18,605.99,0.534283170080144,0.46586425279353744,partial_recovery,21.77,20-25,0.5-1.0%,True,11.71938361719384
META,2025-03-17,607.12,596.72,603.35,1.713005666095661,1.1110738704920222,partial_recovery,20.51,20-25,>1.0%,True,5.787781350482306
META,2025-03-18,581.99,575.39,581.15,1.1340401037818557,1.0010601505066112,partial_recovery,21.7,20-25,>1.0%,True,5.8020477815699545
META,2025-03-19,587.03,573.48,582.64,2.3082295623732954,1.597265815721554,partial_recovery,19.9,<20,>1.0%,True,8.29493087557604
META,2025-03-20,608.83,594.72,584.67,2.3175599099912967,-1.6898708635996886,failed_recovery,19.8,<20,>1.0%,False,0.5025125628140596
META,2025-03-21,593.76,585.68,594.9,1.3608191862031866,1.5742384920092931,full_recovery,19.28,<20,>1.0%,True,2.626262626262624
META,2025-03-24,619.64,611.99,617.02,1.2345878251888158,0.8219088547198439,partial_recovery,17.48,<20,>1.0%,True,9.336099585062243
META,2025-03-25,632.46,624.41,624.89,1.2728077664990778,0.0768725677039154,failed_recovery,17.15,<20,>1.0%,False,1.8878718535469212
META,2025-03-26,617.72,608.74,609.4,1.4537330829502069,0.10842067220816247,failed_recovery,18.33,<20,>1.0%,True,6.880466472303206
META,2025-03-27,612.87,603.98,601.16,1.4505523194152081,-0.466902877578736,failed_recovery,18.69,<20,>1.0%,False,1.9639934533551717
META,2025-03-28,593.93,579.98,575.47,2.348761638576925,-0.7776130211386584,failed_recovery,21.65,20-25,>1.0%,True,15.83734617442481
META,2025-03-31,571.16,565.99,575.21,0.9051754324532458,1.629004046007885,full_recovery,22.28,20-25,0.5-1.0%,True,2.909930715935347
META,2025-04-02,588.01,581.66,582.6,1.079913606911451,0.1616064367500008,failed_recovery,21.51,20-25,>1.0%,False,1.1943040881947542
META,2025-04-03,550.76,542.11,530.41,1.5705570484421485,-2.158233568832902,failed_recovery,30.02,>=25,>1.0%,True,39.56299395629939
META,2025-04-04,516.39,503.63,503.62,2.471000600321461,-0.0019855846553999772,failed_recovery,45.31,>=25,>1.0%,True,50.93271152564958
META,2025-04-07,538.16,503.6,515.38,6.42188196818789,2.3391580619539263,weak_recovery,46.98,>=25,>1.0%,True,3.685720591480897
META,2025-04-08,544.46,513.31,509.65,5.721265106711253,-0.7130194229607778,failed_recovery,52.33,>=25,>1.0%,True,11.387824606215414
META,2025-04-09,517.02,503.87,583.4,2.543421917914196,15.783833131561705,full_recovery,33.62,>=25,>1.0%,True,35.7538696732276
META,2025-04-10,564.28,534.1,545.05,5.348408591479399,2.05017786931285,weak_recovery,40.72,>=25,>1.0%,True,21.118381915526477
META,2025-04-11,540.79,534.19,542.07,1.2204367684313522,1.4751305715194958,full_recovery,37.56,>=25,>1.0%,True,7.760314341846749
META,2025-04-14,548.36,527.1,530.52,3.8770150995696238,0.648833238474665,failed_recovery,30.89,>=25,>1.0%,True,17.758253461128863
META,2025-04-15,533.44,518.39,520.14,2.8213107378524422,0.33758367252454713,failed_recovery,30.12,>=25,>1.0%,True,2.4927160893493028
META,2025-04-16,512.22,506.91,501.18,1.0366639334660892,-1.1303781736402947,failed_recovery,32.64,>=25,>1.0%,True,8.36653386454183
META,2025-04-17,504.53,498.14,500.5,1.266525280954549,0.47376239611354515,weak_recovery,29.65,>=25,>1.0%,True,9.160539215686281
META,2025-04-21,485.26,480.72,483.39,0.9355809256893136,0.5554168746879595,partial_recovery,33.82,>=25,0.5-1.0%,True,14.064080944350765
META,2025-04-22,495.79,493.28,499.19,0.5062627322051771,1.1981024975673098,full_recovery,30.57,>=25,0.5-1.0%,True,9.609698403311649
META,2025-04-23,531.2,515.36,518.84,2.981927710843379,0.6752561316361414,failed_recovery,28.45,>=25,>1.0%,True,6.934903500163562
META,2025-04-24,530.53,526.32,531.79,0.7935460765649299,1.0392916856664982,full_recovery,26.47,>=25,0.5-1.0%,True,6.959578207381373
META,2025-04-25,544.09,539.17,546.14,0.9042621625098921,1.2927277111115285,full_recovery,24.84,20-25,0.5-1.0%,True,6.157914620324893
META,2025-04-28,550.57,541.06,548.62,1.7273007973554868,1.3972572357964108,partial_recovery,25.15,>=25,>1.0%,False,1.2479871175523298
META,2025-04-29,554.06,547.07,553.39,1.261596217016189,1.1552452154203185,partial_recovery,24.17,20-25,>1.0%,True,3.8966202783300075
META,2025-04-30,540.21,533.83,546.18,1.1810221950722857,2.3134705805218716,full_recovery,24.7,20-25,>1.0%,True,2.1928009929664776
META,2025-05-01,590.67,570.52,570.81,3.4113802969509166,0.05083082100539221,failed_recovery,24.6,20-25,>1.0%,False,0.40485829959513314
META,2025-05-05,601.15,597.75,597.92,0.5655826332861977,0.028439983270591225,failed_recovery,23.64,20-25,0.5-1.0%,True,4.232804232804237
META,2025-05-06,593.47,586.98,585.78,1.0935683353834245,-0.20443626699377243,failed_recovery,24.76,20-25,>1.0%,True,4.737732656514386
META,2025-05-07,595.1,592.6,595.81,0.4200974626113258,0.5416807289908745,full_recovery,23.55,20-25,<0.5%,True,4.886914378029082
META,2025-05-08,606.3,603.2,596.25,0.5112980372752614,-1.1521883289124744,failed_recovery,22.48,20-25,0.5-1.0%,True,4.543524416135882
META,2025-05-09,600.74,592.27,591.23,1.4099277557678909,-0.17559558984921805,failed_recovery,21.9,20-25,>1.0%,True,2.580071174377232
META,2025-05-12,632.53,627.99,638.28,0.7177525176671404,1.6385611235847646,full_recovery,18.39,<20,0.5-1.0%,True,16.027397260273965
META,2025-05-13,659.44,654.33,654.9,0.7748999150794634,0.08711200770252568,failed_recovery,18.22,<20,0.5-1.0%,False,0.9244154431756482
META,2025-05-14,658.1,653.93,657.85,0.6336423036012874,0.5994525407918391,partial_recovery,18.62,<20,0.5-1.0%,True,2.195389681668508
META,2025-05-16,636.9,631.03,638.82,0.9216517506672954,1.2344896439155155,full_recovery,17.24,<20,0.5-1.0%,True,3.3090297251822767
META,2025-05-19,641.56,631.38,638.82,1.5867572791321078,1.1783711869238898,partial_recovery,18.14,<20,>1.0%,True,5.220417633410686
META,2025-05-20,637.79,635.15,635.81,0.41392934978597756,0.1039124616232336,weak_recovery,18.09,<20,<0.5%,False,0.2756339581036423
META,2025-05-21,645.16,630.08,633.6,2.3374046748093384,0.558659217877092,failed_recovery,20.87,20-25,>1.0%,True,15.367606412382539
META,2025-05-22,641.81,634.17,634.99,1.1903834468144758,0.12930286831607457,failed_recovery,20.28,20-25,>1.0%,True,2.8270244369908952
META,2025-05-23,629.26,626.43,625.79,0.44973460890570527,-0.10216624363456196,failed_recovery,22.29,20-25,<0.5%,True,9.911242603550285
META,2025-05-27,637.95,635.2,640.76,0.4310682655380515,0.8753148614609485,full_recovery,18.96,<20,<0.5%,True,7.826932425862903
META,2025-05-28,644.99,642.9,642.36,0.32403603156638583,-0.08399440037330279,failed_recovery,19.31,<20,<0.5%,False,1.8459915611814233
META,2025-05-29,646.54,638.82,643.57,1.1940483187428332,0.7435584358661281,partial_recovery,19.18,<20,>1.0%,False,0.6732263076126308
META,2025-05-30,645.65,631.36,645.43,2.2132734453651306,2.228522554485545,partial_recovery,18.57,<20,>1.0%,True,3.1803962460896735
META,2025-06-03,668.24,665.26,665.67,0.44594756374955374,0.06163003938309355,failed_recovery,17.69,<20,<0.5%,True,3.6492374727668744
META,2025-06-04,684.85,678.23,686.54,0.9666350295685192,1.2252480721878927,full_recovery,17.61,<20,0.5-1.0%,False,0.45223289994348126
META,2025-06-05,692.82,682.23,682.89,1.5285355503594051,0.09674156809286724,failed_recovery,18.48,<20,>1.0%,True,4.940374787052817
META,2025-06-06,700.07,691.1,696.36,1.2813004413844369,0.7611054840109956,partial_recovery,16.77,<20,>1.0%,True,9.253246753246758
META,2025-06-09,702.09,696.96,692.52,0.7306755544160998,-0.637052341597804,failed_recovery,17.16,<20,0.5-1.0%,True,2.3255813953488405
META,2025-06-10,700.12,694.95,700.92,0.7384448380277608,0.859054608245185,full_recovery,16.95,<20,0.5-1.0%,False,1.2237762237762286
META,2025-06-11,702.46,696.05,692.82,0.9125074737351709,-0.4640471230514912,failed_recovery,17.26,<20,0.5-1.0%,False,1.828908554572285
META,2025-06-12,693.82,688.73,691.76,0.7336196708079951,0.43994017975113214,partial_recovery,18.02,<20,0.5-1.0%,True,4.403244495944368
META,2025-06-13,692.44,688.45,681.32,0.5762232106752944,-1.0356598155276338,failed_recovery,20.82,20-25,0.5-1.0%,True,15.538290788013324
META,2025-06-16,706.09,695.22,701.14,1.5394638077298932,0.851529012398947,partial_recovery,19.11,<20,>1.0%,True,8.21325648414986
META,2025-06-17,704.84,698.95,696.2,0.835650644117812,-0.39344731382788467,failed_recovery,21.6,20-25,0.5-1.0%,True,13.029827315541612
META,2025-06-18,700.54,696.5,694.36,0.5766979758471984,-0.30725053840631533,failed_recovery,20.14,20-25,0.5-1.0%,True,6.759259259259262
META,2025-06-20,692.97,682.94,681.27,1.4473931050406184,-0.24453099833075714,failed_recovery,20.62,20-25,>1.0%,True,6.991429860171405
META,2025-06-23,692.59,683.14,697.53,1.3644436102167292,2.1064496296513138,full_recovery,19.83,<20,>1.0%,True,3.8312318137730483
META,2025-06-24,709.59,704.62,711.1,0.7004044589128972,0.919644631148707,full_recovery,17.48,<20,0.5-1.0%,True,11.850731215330299
META,2025-06-25,714.01,706.85,707.59,1.0027870758112587,0.1046898210369964,failed_recovery,16.76,<20,>1.0%,True,4.1189931350114355
META,2025-06-27,734.33,728.05,732.59,0.8552013399970159,0.6235835450861998,partial_recovery,16.32,<20,0.5-1.0%,False,1.6274864376130171
META,2025-06-30,746.78,737.04,736.91,1.3042663167197848,-0.017638120047757985,failed_recovery,16.73,<20,>1.0%,True,2.512254901960785
META,2025-07-01,736.05,714.3,718.09,2.954962298756878,0.5305893882122467,failed_recovery,16.83,<20,>1.0%,False,0.5977286312014218
META,2025-07-02,719.22,714.93,712.1,0.5964795194794468,-0.39584294965939704,failed_recovery,16.64,<20,0.5-1.0%,False,1.1289364230540566
META,2025-07-03,720.98,716.57,716.58,0.6116674526339105,0.0013955370724410602,failed_recovery,16.38,<20,0.5-1.0%,False,1.5625000000000093
META,2025-07-07,725.91,719.14,717.57,0.9326225014120183,-0.21831632227381823,failed_recovery,17.79,<20,0.5-1.0%,False,1.7734553775743633
META,2025-07-08,720.29,717.13,719.57,0.4387121853697772,0.3402451438372477,partial_recovery,16.81,<20,<0.5%,True,5.508712759977518
META,2025-07-09,735.94,732.3,731.7,0.4946055384949996,-0.0819336337566447,failed_recovery,15.94,<20,<0.5%,True,5.175490779298032
META,2025-07-10,726.4,722.49,726.16,0.5382709251101279,0.5079655081731178,partial_recovery,15.78,<20,0.5-1.0%,False,1.0037641154328742
META,2025-07-14,726.91,721.43,719.78,0.7538759956528344,-0.22871241839124756,failed_recovery,17.2,<20,0.5-1.0%,True,4.87804878048781
META,2025-07-15,718.82,712.94,709.1,0.8180072897248262,-0.5386147501893612,failed_recovery,17.38,<20,0.5-1.0%,False,1.0465116279069753
META,2025-07-16,708.55,699.9,701.59,1.2208030484792856,0.24146306615231528,failed_recovery,17.16,<20,>1.0%,False,1.2658227848101202
META,2025-07-17,702.49,699.44,700.52,0.43416988142179314,0.15440924167904713,weak_recovery,16.52,<20,<0.5%,True,3.729603729603733
META,2025-07-18,700.15,696.98,703.04,0.4527601228308161,0.869465407902658,full_recovery,16.41,<20,<0.5%,False,0.6658595641646454
META,2025-07-21,715.47,709.64,711.68,0.8148489803905182,0.2874697029479685,weak_recovery,16.65,<20,0.5-1.0%,False,1.4625228519195517
META,2025-07-22,706.34,701.45,703.62,0.6923011580825079,0.30935918454629113,weak_recovery,16.5,<20,0.5-1.0%,False,0.9009009009008924
META,2025-07-23,713.56,708.29,712.76,0.7385503671730453,0.6310974318428931,partial_recovery,15.37,<20,0.5-1.0%,True,6.848484848484854
META,2025-07-24,721.45,712.93,713.71,1.180955021137999,0.10940765573058876,failed_recovery,15.39,<20,>1.0%,False,0.13012361743657352
META,2025-07-25,718.81,715.73,711.86,0.4284859698668532,-0.5407066910706557,failed_recovery,14.93,<20,<0.5%,True,2.988953866146854
META,2025-07-28,721.52,713.33,716.65,1.1351036700299286,0.465422735620251,weak_recovery,15.03,<20,>1.0%,False,0.6697923643670439
META,2025-07-29,715.76,707.36,698.95,1.1735777355538137,-1.1889278443790952,failed_recovery,15.98,<20,>1.0%,True,6.3206919494344715
META,2025-07-30,703.15,698.85,694.59,0.6115338121311178,-0.6095728697145297,failed_recovery,15.48,<20,0.5-1.0%,True,3.128911138923655
META,2025-07-31,783.39,773.6,772.06,1.2496968304420484,-0.19906928645295727,failed_recovery,16.72,<20,>1.0%,True,8.010335917312652
META,2025-08-01,758.41,746.88,748.7,1.5202858612096324,0.2436803770351395,failed_recovery,20.38,20-25,>1.0%,True,21.889952153110052
META,2025-08-04,773.3,768.7,775.34,0.5948532264321621,0.863796019253283,full_recovery,17.52,<20,0.5-1.0%,True,14.033366045142296
META,2025-08-05,780.72,763.51,762.23,2.204375448304134,-0.16764678917106166,failed_recovery,17.85,<20,>1.0%,False,1.883561643835627
META,2025-08-06,771.04,767.85,770.84,0.41372691429756453,0.3893989711532212,partial_recovery,16.77,<20,<0.5%,True,6.0504201680672365
META,2025-08-07,773.82,762.46,760.73,1.4680416634359428,-0.22689714870288516,failed_recovery,16.57,<20,>1.0%,False,1.1926058437686302
META,2025-08-08,766.46,760.27,768.14,0.8076090076455463,1.0351585620897845,full_recovery,15.15,<20,0.5-1.0%,True,8.569704284852142
META,2025-08-11,772.15,767.79,764.38,0.5646571262060499,-0.4441318589718502,failed_recovery,16.25,<20,0.5-1.0%,True,7.260726072607258
META,2025-08-12,789.45,786.1,788.96,0.4243460637152477,0.3638213967688606,partial_recovery,14.73,<20,<0.5%,True,9.35384615384615
META,2025-08-13,790.24,779.46,778.7,1.3641425389754978,-0.09750339978959675,failed_recovery,14.49,<20,>1.0%,False,1.629327902240327
META,2025-08-14,786.63,782.81,780.65,0.48561585497629767,-0.2759290249230296,failed_recovery,14.83,<20,<0.5%,True,2.3464458247066933
META,2025-08-15,795.06,786.56,784.22,1.0691017030161245,-0.2974979658258643,failed_recovery,15.09,<20,>1.0%,False,1.7532029669588656
META,2025-08-18,773.75,763.09,766.18,1.3777059773828715,0.40493257676026656,weak_recovery,14.99,<20,>1.0%,False,0.6626905235255112
META,2025-08-19,759.55,748.24,750.46,1.4890395628990778,0.29669624719341753,failed_recovery,15.57,<20,>1.0%,True,3.8692461641094065
META,2025-08-20,742.35,737.9,746.36,0.5994476998720342,1.146496815286629,full_recovery,15.69,<20,0.5-1.0%,False,0.7707129094412281
META,2025-08-21,741.87,732.01,737.88,1.3290738269508153,0.8019016133659382,partial_recovery,16.6,<20,>1.0%,True,5.799872530274072
