ticker,earnings_date,time_of_day,event_day,prior_close,event_open,event_close,gap_pct,eps_surprise_pct,rev_surprise_pct,first_bar_holds,first_bar_strong,drift_1d,drift_2d,drift_3d,drift_5d,drift_10d,vix_on_day,gap_midpoint,year,direction
COIN,2022-05-11,AMC,2022-05-12,53.72,48.54,58.5,-9.6426,,,False,False,26.3403,14.8548,30.3053,25.5026,30.0633,33.08,51.13,2022,DOWN
COIN,2022-08-04,AMC,2022-08-05,88.9,86.58,93.05,-2.6097,,,False,False,10.2587,-1.3723,5.8943,1.7885,-16.6929,24.18,87.74,2022,DOWN
COIN,2022-11-10,AMC,2022-11-11,50.92,47.5,57.46,-6.7164,,,False,False,4.5169,9.0534,-4.1045,-11.1155,-16.5161,25.74,49.21,2022,DOWN
COIN,2023-02-16,AMC,2023-02-17,65.59,64.94,65.2,-0.991,,,True,False,-5.3667,-6.7236,-4.9245,-10.1082,-4.2994,21.77,65.265,2023,DOWN
COIN,2023-05-16,AMC,2023-05-17,57.88,57.49,61.04,-0.6738,,,False,False,4.112,-1.9005,5.5114,0.8293,9.8307,20.05,57.685,2023,DOWN
COIN,2023-08-18,AMC,2023-08-21,73.19,73.25,75.28,0.082,,,True,True,2.3364,6.2713,0.6422,0.7105,5.8888,18.77,73.22,2023,UP
COIN,2023-11-09,AMC,2023-11-10,92.86,94.4,92.92,1.6584,,,True,False,-0.2369,-0.8292,5.6967,6.666,28.9791,16.52,93.63,2023,UP
COIN,2024-02-16,AMC,2024-02-20,180.31,179.87,173.3,-0.244,,,True,False,-9.9273,-5.2132,-7.9474,10.4875,20.2207,16.41,180.09,2024,DOWN
COIN,2024-05-15,AMC,2024-05-16,219.91,215.0,199.17,-2.2327,,,True,True,-5.5977,2.401,2.6693,-0.4775,2.7329,14.22,217.455,2024,DOWN
COIN,2024-08-05,AMC,2024-08-06,189.47,191.99,194.17,1.33,,,True,True,-5.5734,1.5042,3.5995,4.4704,4.1062,26.76,190.73,2024,UP
COIN,2024-10-30,AMC,2024-10-31,211.74,203.73,179.25,-3.7829,16.2437,-1.9361,True,True,-13.6299,-12.0289,-8.3971,20.7046,31.6898,22.64,207.735,2024,DOWN
COIN,2025-02-13,AMC,2025-02-14,298.11,288.02,274.31,-3.3847,12.6246,-0.5,True,True,-11.2307,-13.23,-13.9277,-23.8301,-30.9818,17.81,293.065,2025,DOWN
COIN,2025-05-08,AMC,2025-05-09,206.5,204.52,199.32,-0.9588,-1.8634,9.9768,True,True,0.3487,24.4068,27.5593,29.0363,27.4383,23.38,205.51,2025,DOWN
COIN,2025-08-07,AMC,2025-08-08,310.79,311.44,310.54,0.2091,7.2682,8.9989,False,True,2.8411,3.8064,5.219,2.1751,2.9152,18.7,311.115,2025,UP
COIN,2025-11-06,AMC,2025-11-07,295.22,290.2,309.14,-1.7004,-19.2737,7.5062,False,False,7.6926,2.9774,2.9741,-3.8006,-18.5658,21.19,292.71,2025,DOWN
COIN,2026-02-12,AMC,2026-02-13,141.09,153.7,164.32,8.9376,2.027,-4.8827,True,True,17.6696,16.2733,17.6129,13.5729,31.2921,22.17,147.395,2026,UP
COST,2022-03-21,AMC,2022-03-22,529.7186,531.0822,533.4279,0.2574,,,True,True,-0.2718,0.4644,0.0324,2.6011,3.5624,25.85,530.4004,2022,UP
COST,2022-06-13,AMC,2022-06-14,431.9388,431.9389,434.3743,0.0,,,True,True,1.4461,-0.1083,-1.2294,1.7048,3.8895,33.28,431.9389,2022,UP
COST,2022-09-13,AMC,2022-09-14,488.223,491.629,486.0226,0.6976,,,False,False,-1.3325,-1.2071,-0.7309,-3.3764,-4.3131,27.46,489.926,2022,UP
COST,2022-12-01,AMC,2022-12-02,482.9319,477.8137,473.9894,-1.0598,,,True,True,-3.0167,-4.5052,-4.3444,-4.1361,-8.417,22.96,480.3728,2022,DOWN
COST,2023-02-16,AMC,2023-02-17,484.0031,484.1662,487.2483,0.0337,,,True,True,-0.4682,-1.3311,-2.1742,-3.3862,-4.1698,21.77,484.0847,2023,UP
COST,2023-05-04,AMC,2023-05-05,471.7735,474.5253,480.1634,0.5833,,,True,True,1.7784,2.1312,1.9007,2.8001,1.2604,20.78,473.1494,2023,UP
COST,2023-07-27,AMC,2023-07-28,540.5567,543.2025,541.9902,0.4895,,,True,False,-0.2065,-1.132,-1.6874,-1.7426,0.2011,15.92,541.8796,2023,UP
COST,2023-10-19,AMC,2023-10-20,545.241,546.1182,532.9988,0.1609,,,False,False,-2.3584,-2.438,-2.765,-3.9955,-0.6542,22.44,545.6796,2023,UP
COST,2024-01-11,AMC,2024-01-12,665.2838,669.1556,674.8249,0.582,,,True,True,1.1743,1.5752,2.0384,2.8104,3.033,14.94,667.2197,2024,UP
COST,2024-04-04,AMC,2024-04-05,697.2218,698.3691,705.9657,0.1646,,,True,True,0.9831,1.945,2.5111,3.7496,0.6569,17.18,697.7955,2024,UP
COST,2024-06-27,AMC,2024-06-28,842.7288,843.3529,842.1046,0.0741,,,False,False,-0.5819,1.0275,1.4154,3.5527,-0.2222,14.52,843.0408,2024,UP
COST,2024-09-19,AMC,2024-09-20,893.6544,894.4777,899.8452,0.0921,,,True,True,1.8141,0.0888,0.8526,-1.6786,-1.9573,18.94,894.066,2024,UP
COST,2024-12-12,AMC,2024-12-13,981.9177,974.5762,982.8715,-0.7477,20.3024,-2.9856,False,False,0.4533,-0.6384,-2.3928,-3.4723,-6.6957,17.15,978.247,2024,DOWN
COST,2025-03-06,AMC,2025-03-07,1021.0244,989.7259,959.054,-3.0654,17.0279,4.0724,True,True,-8.9819,-9.3637,-9.6959,-11.9518,-11.4317,22.59,1005.3752,2025,DOWN
COST,2025-06-05,AMC,2025-06-06,1006.6104,1016.3896,1010.7232,0.9715,19.3694,2.328,True,True,-0.4581,-0.3502,-1.388,-2.038,-0.6262,20.02,1011.5,2025,UP
COST,2025-09-25,AMC,2025-09-26,940.6922,922.9815,913.4081,-1.8827,-27.2349,-0.8498,True,True,-2.8029,-1.8742,-2.7531,-2.9608,-1.4099,18.41,931.8368,2025,DOWN
COST,2025-12-11,AMC,2025-12-12,883.2733,882.0949,883.2633,-0.1334,0.6645,6.1185,True,False,-2.7044,-2.7236,-2.4681,-3.2629,-1.8813,19.25,882.6841,2025,DOWN
COST,2026-03-05,AMC,2026-03-06,982.57,967.01,998.1,-1.5836,1.2195,8.2466,False,False,2.3133,1.5052,0.9831,2.6319,-1.0422,27.56,974.79,2026,DOWN
GOOGL,2022-01-06,AMC,2022-01-07,136.6183,137.0131,135.8938,0.2889,,,False,False,0.6694,1.4436,2.6737,1.2581,-5.0407,22.87,136.8157,2022,UP
GOOGL,2022-04-12,AMC,2022-04-13,126.6676,126.9507,128.8292,0.2235,,,True,True,-0.7709,-0.0297,1.7966,-2.2707,-7.1973,25.54,126.8092,2022,UP
GOOGL,2022-07-13,AMC,2022-07-14,110.4407,109.3071,109.4628,-1.0265,,,True,False,0.3808,-2.0866,2.206,2.682,2.5742,28.61,109.8739,2022,DOWN
GOOGL,2022-10-13,AMC,2022-10-14,98.248,99.1704,95.7685,0.9388,,,False,False,0.9186,1.7262,0.5754,2.0896,-2.7963,32.45,98.7092,2022,UP
GOOGL,2023-01-10,AMC,2023-01-11,87.6952,88.449,90.7698,0.8595,,,True,True,3.0649,4.1846,3.2459,5.2364,10.2918,22.74,88.0721,2023,UP
GOOGL,2023-04-17,AMC,2023-04-18,105.1013,105.6171,103.6434,0.4907,,,False,False,-1.6892,-0.6417,-0.5285,-2.0006,-0.6134,19.82,105.3592,2023,UP
GOOGL,2023-07-26,AMC,2023-07-27,128.2103,130.5907,128.3393,1.8566,,,True,False,2.5605,2.6688,1.7637,-0.6343,0.3249,16.63,129.4005,2023,UP
GOOGL,2023-10-25,AMC,2023-10-26,124.5803,122.2595,121.2776,-1.8629,,,True,True,-2.7386,-0.9155,-1.218,1.4967,3.686,21.57,123.4199,2023,DOWN
GOOGL,2024-01-31,AMC,2024-02-01,138.9516,140.955,140.0029,1.4418,,,True,False,1.6274,2.5553,2.8551,4.147,1.9058,15.5,139.9533,2024,UP
GOOGL,2024-04-26,AMC,2024-04-29,170.5405,167.6742,164.788,-1.6807,,,True,True,-5.3329,-4.7049,-3.0997,-2.239,-1.6342,16.0,169.1073,2024,DOWN
GOOGL,2024-07-24,AMC,2024-07-25,171.4114,171.3022,166.0992,-0.0637,,,True,True,-3.2613,-1.7957,-1.3555,-1.0832,-6.1403,18.69,171.3568,2024,DOWN
GOOGL,2024-10-29,AMC,2024-10-30,168.7058,179.6426,173.4584,6.4828,25.0,-2.7786,True,False,0.8428,0.9488,-0.2593,4.0252,5.422,20.76,174.1742,2024,UP
GOOGL,2025-02-04,AMC,2025-02-05,205.4303,190.1908,190.4496,-7.4183,26.8908,7.9105,True,False,-7.1616,-10.1948,-9.6473,-11.033,-10.5727,17.96,197.8105,2025,DOWN
GOOGL,2025-04-24,AMC,2025-04-25,158.7296,164.4996,161.4004,3.6351,8.0851,6.7017,True,False,0.835,0.5525,-0.3014,2.9822,-4.0997,25.37,161.6146,2025,UP
GOOGL,2025-07-29,AMC,2025-07-30,195.3098,195.1601,196.088,-0.0766,18.8841,8.9482,False,False,-1.9668,-3.3819,-0.3627,0.1737,3.1724,18.35,195.2349,2025,DOWN
GOOGL,2025-10-28,AMC,2025-10-29,267.1071,267.3868,274.1975,0.1047,-6.5217,-4.6282,True,True,5.238,5.1295,6.0754,6.296,7.1933,19.83,267.247,2025,UP
GOOGL,2026-02-03,AMC,2026-02-04,339.471,342.7187,332.8057,0.9567,28.0952,7.961,False,False,-2.4904,-4.9601,-4.5303,-8.4631,-10.8504,20.62,341.0949,2026,UP
GS,2022-01-18,BMO,2022-01-18,342.4112,323.625,318.5554,-5.4864,,,True,True,-8.8255,-8.6208,-9.7207,-10.3402,-4.4312,25.12,333.0181,2022,DOWN
GS,2022-04-14,BMO,2022-04-14,291.1114,296.9884,290.813,2.0188,,,False,False,2.4567,4.342,5.9291,-0.6833,-5.1185,26.03,294.0499,2022,UP
GS,2022-07-18,BMO,2022-07-18,267.3318,278.148,274.0544,4.046,,,True,False,8.2281,9.3851,11.1172,10.2937,13.0023,27.82,272.7399,2022,UP
GS,2022-10-18,BMO,2022-10-18,281.1188,294.8305,287.663,4.8776,,,True,False,1.6465,1.3367,5.9959,8.376,13.6513,30.98,287.9746,2022,UP
GS,2023-01-24,BMO,2023-01-24,322.1071,313.6748,321.3598,-2.6179,,,True,False,0.1403,1.6698,1.3061,4.7746,7.2349,20.91,317.8909,2023,DOWN
GS,2023-04-18,BMO,2023-04-18,315.6234,304.7706,310.2621,-3.4385,,,True,False,-0.8214,-0.2856,0.5829,-0.0588,-1.8576,19.82,310.197,2023,DOWN
GS,2023-07-25,BMO,2023-07-25,336.0496,334.6359,332.0893,-0.4207,,,True,True,-0.3817,-1.2314,-1.5881,-0.3371,-2.9727,16.22,335.3427,2023,DOWN
GS,2023-10-24,BMO,2023-10-24,282.4818,283.2182,282.4441,0.2607,,,False,False,-0.8221,-0.7453,-3.1114,1.4671,8.2648,20.21,282.85,2023,UP
GS,2024-01-23,BMO,2024-01-23,367.3616,361.6698,362.4218,-1.5494,,,True,True,-1.6997,-0.8446,-2.1168,0.2358,-0.2513,14.52,364.5157,2024,DOWN
GS,2024-04-15,BMO,2024-04-15,373.3487,390.133,384.2666,4.4956,,,True,False,1.8922,3.7023,3.4969,7.1529,10.6087,19.55,381.7408,2024,UP
GS,2024-07-16,BMO,2024-07-16,474.6863,476.3932,485.0917,0.3596,,,True,True,2.0214,-1.223,-1.483,-0.0163,2.7304,14.91,475.5397,2024,UP
GS,2024-10-15,BMO,2024-10-15,507.1009,522.6704,506.7419,3.0703,23.7986,8.0825,False,False,1.3601,1.1956,1.0999,-0.8513,0.2927,20.8,514.8856,2024,UP
GS,2025-01-15,BMO,2025-01-15,557.1672,582.972,590.6929,4.6314,24.6505,-0.4221,True,True,7.2542,9.5201,11.0598,11.8927,12.9774,18.23,570.0696,2025,UP
GS,2025-04-14,BMO,2025-04-14,484.4046,499.6488,493.751,3.147,1.6988,-0.0761,True,False,2.7202,0.9324,3.0438,5.1675,11.0185,29.63,492.0267,2025,UP
GS,2025-07-14,BMO,2025-07-14,694.0846,693.8778,702.3058,-0.0298,-21.9208,0.9952,False,False,-0.3461,0.549,0.1262,0.1489,2.6527,19.84,693.9812,2025,DOWN
GS,2025-10-15,BMO,2025-10-15,762.9426,770.7229,760.1413,1.0198,28.2242,9.556,False,False,-1.6438,-2.5935,-0.9653,-3.3941,1.5958,21.94,766.8328,2025,UP
GS,2026-01-14,BMO,2026-01-14,933.2386,927.4192,927.7873,-0.6236,-22.2386,1.5185,True,False,4.0196,2.5422,0.5564,1.7588,0.21,19.37,930.3289,2026,DOWN
INTC,2022-01-27,AMC,2022-01-28,44.5648,44.2494,44.268,-0.7076,,,True,False,1.6025,1.8731,3.0385,0.6779,-0.119,28.82,44.4071,2022,DOWN
INTC,2022-04-29,AMC,2022-05-02,40.7362,40.8577,42.0165,0.2982,,,True,True,3.3723,6.7676,3.1258,-0.4119,-0.3888,33.01,40.797,2022,UP
INTC,2022-07-29,AMC,2022-08-01,34.2011,33.9562,34.8133,-0.7161,,,False,False,-0.8262,0.5784,-0.7987,-1.5776,1.093,24.86,34.0786,2022,DOWN
INTC,2022-10-28,AMC,2022-10-31,27.658,27.6675,27.0491,0.0344,,,False,False,-2.6488,-5.676,-5.7792,-0.9504,5.8132,26.92,27.6628,2022,UP
INTC,2023-01-27,AMC,2023-01-30,27.1541,26.7298,26.9516,-1.5625,,,True,True,0.3551,3.2315,7.2088,3.1235,2.6203,21.37,26.9419,2023,DOWN
INTC,2023-04-28,AMC,2023-05-01,30.3154,30.3642,29.5736,0.161,,,False,False,-4.1533,-1.32,0.9914,-0.528,-3.6638,19.67,30.3398,2023,UP
INTC,2023-07-28,AMC,2023-07-31,36.0943,36.1335,35.0555,0.1086,,,False,False,-2.7966,-6.625,-5.3218,-4.0001,-2.7739,16.01,36.1139,2023,UP
INTC,2023-10-27,AMC,2023-10-30,34.9554,34.8865,35.1029,-0.197,,,False,False,2.7012,4.924,6.0777,7.1322,7.9226,20.8,34.9209,2023,DOWN
INTC,2024-01-26,AMC,2024-01-29,43.0731,43.1323,43.2606,0.1375,,,True,True,-1.6724,-1.3058,-0.6644,-2.016,1.1662,15.22,43.1027,2024,UP
INTC,2024-04-03,AMC,2024-04-04,39.9137,40.171,39.3199,0.6447,,,False,False,-4.0169,-5.8269,-4.9591,-6.6948,-13.1168,17.16,40.0423,2024,UP
INTC,2024-07-17,AMC,2024-07-18,34.2428,34.7396,34.6502,1.451,,,True,False,-4.2948,-3.1631,-4.3819,-9.7504,-15.6994,16.56,34.4912,2024,UP
INTC,2024-11-01,AMC,2024-11-04,23.2,22.96,22.52,-1.0345,,,True,False,0.5172,7.9741,13.0603,7.9741,7.069,21.57,23.08,2024,DOWN
INTC,2025-01-17,AMC,2025-01-21,21.49,22.03,21.77,2.5128,,,True,False,1.7217,0.3723,-3.0712,-7.8641,-10.2373,17.5,21.76,2025,UP
INTC,2025-04-14,AMC,2025-04-15,20.31,20.2,19.85,-0.5416,,,True,True,-5.3176,-6.7947,-7.2378,1.3786,-1.034,29.0,20.255,2025,DOWN
INTC,2025-07-25,AMC,2025-07-28,20.7,20.82,20.68,0.5797,,,False,False,-1.401,-1.7391,-4.3478,-5.7971,-0.2416,18.16,20.76,2025,UP
INTC,2025-10-24,AMC,2025-10-27,38.28,38.39,39.54,0.2874,,,True,True,8.4901,7.9937,4.9112,3.187,0.4441,18.99,38.335,2025,UP
INTC,2026-01-05,AMC,2026-01-06,39.37,39.86,40.04,1.2446,,,True,True,8.2804,4.4196,15.6972,20.1168,37.7953,18.15,39.615,2026,UP
INTC,2026-03-16,AMC,2026-03-17,45.76,46.08,44.06,0.6993,,,False,False,-1.5953,0.9178,-4.1302,-3.715,-3.5621,24.33,45.92,2026,UP
JPM,2022-01-14,BMO,2022-01-14,151.6861,144.9507,142.3629,-4.4404,,,True,True,-10.0815,-11.4724,-12.2273,-13.8382,-11.6686,22.82,148.3184,2022,DOWN
JPM,2022-04-13,BMO,2022-04-13,119.4833,115.305,115.632,-3.497,,,True,True,-4.1204,-2.3415,-0.3193,-0.745,-6.2338,25.54,117.3942,2022,DOWN
JPM,2022-07-14,BMO,2022-07-14,102.5518,98.9596,98.9687,-3.5028,,,True,False,0.9293,-0.1072,2.368,3.0471,2.5914,28.61,100.7557,2022,DOWN
JPM,2022-10-17,BMO,2022-10-17,102.8036,106.7053,107.1214,3.7953,,,True,True,6.8801,4.7846,4.4428,10.0638,13.2116,31.74,104.7545,2022,UP
JPM,2023-01-13,BMO,2023-01-13,129.9218,126.2986,133.2003,-2.7888,,,False,False,0.9391,-2.0934,-3.3981,-1.5916,-0.2581,21.14,128.1102,2023,DOWN
JPM,2023-04-14,BMO,2023-04-14,121.0849,126.8673,130.2279,4.7755,,,True,True,8.4037,9.6209,9.4813,8.9542,7.1711,20.03,123.9761,2023,UP
JPM,2023-07-14,BMO,2023-07-14,140.7063,143.2393,141.5569,1.8002,,,True,False,3.0295,3.2176,3.6139,4.0841,5.4007,16.04,141.9728,2023,UP
JPM,2023-10-13,BMO,2023-10-13,138.831,141.3922,140.9161,1.8449,,,True,False,1.3991,1.1796,0.0686,-1.9615,-6.9406,20.57,140.1116,2023,UP
JPM,2024-01-16,BMO,2024-01-16,161.9511,157.9466,160.9356,-2.4726,,,True,False,-1.1594,-0.9642,0.7454,-0.0355,4.2709,15.74,159.9489,2024,DOWN
JPM,2024-04-12,BMO,2024-04-12,188.3154,181.4643,176.1356,-3.6381,,,True,True,-6.4166,-7.4861,-7.8545,-4.9276,-0.9927,18.2,184.8899,2024,DOWN
JPM,2024-07-12,BMO,2024-07-12,201.0055,197.6627,198.5735,-1.6631,,,True,False,1.2533,2.9742,4.5408,1.1232,2.309,14.37,199.3341,2024,DOWN
JPM,2024-10-11,BMO,2024-10-11,207.4919,210.2507,216.7044,1.3296,18.4971,0.7779,True,True,4.0594,4.4869,5.0742,5.887,4.4494,20.77,208.8713,2024,UP
JPM,2025-01-15,BMO,2025-01-15,242.4977,245.3688,247.2796,1.184,21.5645,8.8836,True,True,2.7478,4.7238,6.2876,7.4676,8.3889,18.23,243.9332,2025,UP
JPM,2025-04-11,BMO,2025-04-11,223.9175,223.1288,232.8798,-0.3522,0.8658,0.4633,False,False,3.3508,2.6507,1.1008,0.8278,7.0935,33.91,223.5232,2025,DOWN
JPM,2025-07-15,BMO,2025-07-15,286.0131,285.3196,283.8831,-0.2425,-0.6231,7.7202,True,True,-0.9976,0.4157,0.8902,0.9456,2.8888,20.06,285.6663,2025,DOWN
JPM,2025-10-14,BMO,2025-10-14,306.5871,304.4666,300.7235,-0.6916,9.8837,1.036,True,False,-0.7403,-3.062,-3.3802,-3.5328,-0.8475,22.03,305.5269,2025,DOWN
JPM,2026-01-14,BMO,2026-01-14,310.9,308.2,307.87,-0.8684,13.1105,5.1598,True,True,-0.5275,0.505,-2.6246,-2.3384,-1.441,19.37,309.55,2026,DOWN
MARA,2022-01-12,AMC,2022-01-13,30.36,30.94,28.1,1.9104,,,False,False,-5.83,-14.1304,-18.1489,-27.3386,-27.635,23.41,30.65,2022,UP
MARA,2022-04-06,AMC,2022-04-07,24.19,24.05,23.77,-0.5788,,,True,False,-6.2422,-9.384,-12.5258,-12.2365,-24.969,25.23,24.12,2022,DOWN
MARA,2022-07-18,AMC,2022-07-19,9.76,10.37,12.9,6.25,,,True,True,27.7664,38.2172,27.2541,3.5861,32.7869,27.31,10.065,2022,UP
MARA,2022-10-13,AMC,2022-10-14,11.22,11.48,10.3,2.3173,,,False,False,4.1889,1.426,-1.3369,4.2781,23.4403,32.45,11.35,2022,UP
MARA,2023-01-17,AMC,2023-01-18,8.37,8.51,6.91,1.6726,,,False,False,-12.3059,-3.5842,7.5269,4.54,-10.1553,22.27,8.44,2023,UP
MARA,2023-04-26,AMC,2023-04-27,9.46,9.87,10.06,4.334,,,True,True,6.4482,-7.1882,0.9514,8.5624,-7.7167,20.37,9.665,2023,UP
MARA,2023-07-24,AMC,2023-07-25,16.42,16.6,16.18,1.0962,,,False,False,2.4361,-2.7406,1.7052,2.497,-4.2631,16.22,16.51,2023,UP
MARA,2023-10-24,AMC,2023-10-25,9.76,9.7,9.47,-0.6148,,,True,True,-7.8893,-9.2213,-9.3238,-8.6066,-12.3975,21.33,9.73,2023,DOWN
MARA,2024-01-26,AMC,2024-01-29,17.85,17.96,18.52,0.6162,,,True,False,1.4566,-0.6723,4.2017,-6.7787,52.8291,15.22,17.905,2024,UP
MARA,2024-04-25,AMC,2024-04-26,19.01,19.05,19.43,0.2104,,,True,True,-5.1552,-15.5182,-15.4655,-7.838,-9.7317,16.27,19.03,2024,UP
MARA,2024-08-05,AMC,2024-08-06,16.95,17.38,17.25,2.5369,,,True,True,-6.5487,2.5959,0.472,-8.6136,-3.1268,26.76,17.165,2024,UP
MARA,2024-11-12,AMC,2024-11-13,25.23,24.32,21.7,-3.6068,-1.1765,-4.9939,True,True,-17.5981,-16.4883,-28.2204,-10.3052,6.6984,16.51,24.775,2024,DOWN
MARA,2025-02-25,AMC,2025-02-26,12.42,12.26,12.45,-1.2882,-14.2857,1.9748,False,True,5.7166,12.0773,11.0306,21.7391,5.5556,19.75,12.34,2025,DOWN
MARA,2025-05-06,AMC,2025-05-07,13.15,13.32,13.33,1.2928,12.5,6.9404,True,True,8.6692,19.8479,21.2928,20.6844,20.4563,24.7,13.235,2025,UP
MARA,2025-08-07,AMC,2025-08-08,15.95,16.04,15.38,0.5643,-16.0,0.0278,False,False,-1.8182,-1.442,-0.5643,-1.7555,2.1317,18.7,15.995,2025,UP
MARA,2025-11-06,AMC,2025-11-07,15.96,15.39,15.87,-3.5714,1.3699,-2.0131,True,False,-2.381,-8.3333,-9.7118,-24.8747,-36.9048,21.19,15.675,2025,DOWN
MARA,2026-02-25,AMC,2026-02-26,8.57,8.43,8.45,-1.6336,-15.2174,-3.9076,True,False,4.3174,10.2684,1.0502,2.3337,2.217,20.81,8.5,2026,DOWN
META,2022-02-03,AMC,2022-02-04,235.9087,233.1404,235.2439,-1.1735,,,True,False,-5.4046,-7.394,-2.4226,-7.659,-13.2907,26.25,234.5246,2022,DOWN
META,2022-04-28,AMC,2022-04-29,204.1281,202.868,198.9091,-0.6173,,,True,True,2.6248,3.0623,8.5938,-0.9527,-3.456,33.18,203.4981,2022,DOWN
META,2022-07-22,AMC,2022-07-25,167.952,167.6841,165.3524,-0.1595,,,True,True,-5.9786,0.1831,-5.0511,-5.5178,0.579,25.8,167.8181,2022,DOWN
META,2022-10-27,AMC,2022-10-28,97.1774,98.8046,98.4276,1.6745,,,True,True,-4.8805,-2.7976,-7.5556,-7.3004,15.3972,26.9,97.991,2022,UP
META,2023-02-02,AMC,2023-02-03,187.3002,182.0414,185.0776,-2.8077,,,True,True,-1.4356,1.5098,-2.8288,-7.7449,-8.4177,20.78,184.6708,2023,DOWN
META,2023-04-27,AMC,2023-04-28,236.7025,237.149,238.4488,0.1886,,,True,True,1.9366,0.2851,-0.6413,-2.4229,-1.9911,19.54,236.9257,2023,UP
META,2023-07-27,AMC,2023-07-28,309.2829,314.4127,322.9457,1.6586,,,True,True,2.2104,3.5289,0.8341,-0.3144,-3.2306,15.92,311.8478,2023,UP
META,2023-10-27,AMC,2023-10-30,294.4195,296.7612,300.3034,0.7953,,,True,False,1.53,5.0956,4.7653,6.4267,10.9393,20.8,295.5903,2023,UP
META,2024-02-02,AMC,2024-02-05,471.2916,466.2213,455.8328,-1.0758,,,True,True,-4.2674,-1.1369,-1.0505,-1.2821,-0.6821,15.33,468.7564,2024,DOWN
META,2024-04-25,AMC,2024-04-26,438.4079,438.4874,440.3051,0.0181,,,True,True,-1.9847,-2.5398,-0.4962,2.397,7.8889,16.27,438.4477,2024,UP
META,2024-08-01,AMC,2024-08-02,494.8793,486.1895,485.3345,-1.7559,,,True,True,-4.422,-0.7333,-1.772,4.0242,5.9629,23.34,490.5344,2024,DOWN
META,2024-10-30,AMC,2024-10-31,588.96,582.1926,564.8562,-1.149,-1.2876,2.4157,True,True,-4.1636,-5.2585,-3.2731,-0.0169,-2.4738,22.64,585.5763,2024,DOWN
META,2025-01-29,AMC,2025-01-30,673.7866,694.0353,684.2546,3.0052,-2.0101,6.5507,True,False,1.8759,3.0998,4.0947,5.2477,7.6971,17.91,683.911,2025,UP
META,2025-04-30,AMC,2025-05-01,547.2926,590.2386,570.4304,7.847,6.1224,2.7694,True,False,8.7468,9.1566,6.9781,8.9271,17.2823,25.49,568.7656,2025,UP
META,2025-07-30,AMC,2025-07-31,693.5812,773.3837,771.6278,11.5059,25.625,7.0212,True,False,7.8825,11.6742,9.8172,9.5827,12.5027,19.14,733.4824,2025,UP
META,2025-10-29,AMC,2025-10-30,750.4149,668.0328,665.3572,-10.9782,-12.6984,8.3714,True,False,-13.7454,-15.1609,-16.5432,-17.658,-18.862,19.98,709.2239,2025,DOWN
META,2026-01-28,AMC,2026-01-29,668.1579,736.7992,737.6784,10.2732,0.0,3.2181,True,True,7.1434,5.6346,3.4349,0.2213,-2.8292,19.67,702.4785,2026,UP
MSFT,2022-01-26,AMC,2022-01-27,286.4377,292.1818,289.4594,2.0053,,,True,False,3.8927,4.8094,4.0612,1.5301,1.911,30.87,289.3098,2022,UP
MSFT,2022-04-27,AMC,2022-04-28,273.9801,275.8858,280.181,0.6956,,,True,True,-2.0126,0.4414,-0.5084,-2.0726,-9.8404,31.15,274.933,2022,UP
MSFT,2022-07-27,AMC,2022-07-28,260.578,261.5573,268.0151,0.3758,,,True,True,4.4653,3.4494,2.2624,5.5481,6.8021,24.33,261.0677,2022,UP
MSFT,2022-10-26,AMC,2022-10-27,224.7706,224.4985,220.33,-0.121,,,True,True,1.967,0.3502,-1.3617,-7.3794,5.0406,28.28,224.6345,2022,DOWN
MSFT,2023-01-25,AMC,2023-01-26,234.4565,237.4187,241.6574,1.2634,,,True,True,3.1379,0.8728,2.9924,9.9705,9.5632,20.7,235.9376,2023,UP
MSFT,2023-04-26,AMC,2023-04-27,288.5369,289.123,297.778,0.2031,,,True,True,4.0255,3.4499,3.3991,3.3991,4.9903,20.37,288.8299,2023,UP
MSFT,2023-07-26,AMC,2023-07-27,330.6773,333.3304,323.7754,0.8023,,,False,False,0.1776,-0.5477,-0.4234,-3.2892,-4.3935,16.63,332.0039,2023,UP
MSFT,2023-10-25,AMC,2023-10-26,334.2225,334.095,321.6844,-0.0382,,,True,True,-3.1878,-0.9863,-0.7515,2.2456,5.8767,21.57,334.1587,2023,DOWN
MSFT,2024-01-26,AMC,2024-01-29,397.0896,399.1835,402.7815,0.5273,,,True,True,1.1537,-1.572,-0.0371,0.4258,2.8049,15.22,398.1366,2024,UP
MSFT,2024-04-26,AMC,2024-04-29,400.1778,399.124,396.1693,-0.2633,,,True,True,-4.1814,-2.8007,-2.087,1.7769,1.8212,16.0,399.6509,2024,DOWN
MSFT,2024-08-05,AMC,2024-08-06,389.8786,394.6639,394.2791,1.2274,,,True,False,0.8301,1.9081,2.7508,4.7729,7.6972,26.76,392.2713,2024,UP
MSFT,2024-10-30,AMC,2024-10-31,427.5291,410.5577,401.6519,-3.9697,0.0,-1.2914,True,True,-5.1233,-5.5649,-4.8714,-1.6415,-1.304,22.64,419.0434,2024,DOWN
MSFT,2025-01-29,AMC,2025-01-30,438.091,414.7568,411.013,-5.3263,0.0,-0.881,True,True,-6.1651,-7.101,-6.7732,-5.9933,-7.1869,17.91,426.4239,2025,DOWN
