market,touch,signal,prev_run,lag,ret4,mae,grp,quarter
^FCHI,2020-02-28,2020-06-05,2,14,-0.036679031071085055,-0.09734521338226487,B1,2020Q2
^FCHI,2020-09-25,2020-10-09,14,2,0.0028442216402280174,-0.08778186937269294,B1,2020Q4
^FCHI,2021-07-23,2021-07-23,37,0,0.008721511716804242,-0.007954244658585075,EVENT,2021Q3
^FCHI,2021-09-17,2021-09-24,7,1,0.014345191660281031,-0.03400785226595204,B1,2021Q3
^FCHI,2021-11-26,2021-11-26,6,0,0.05146350056476989,-0.012444136104940329,B1,2021Q4
^FCHI,2021-12-24,2021-12-24,3,0,-0.0025386341756770125,-0.010313838684419152,B1,2021Q4
^FCHI,2022-01-28,2022-01-28,4,0,-0.030642174516662624,-0.07651434636546639,B1,2022Q1
^FCHI,2022-02-11,2022-02-11,1,0,-0.10715815037817145,-0.1790205084946772,B1,2022Q1
^FCHI,2022-08-26,2022-10-28,4,9,0.07005048412861137,-0.012963363395900984,B1,2022Q4
^FCHI,2023-03-17,2023-03-17,19,0,0.08580153771862364,-0.018654509952923948,EVENT,2023Q1
^FCHI,2023-05-26,2023-05-26,9,0,-0.02128110664930094,-0.0321866756203818,B1,2023Q2
^FCHI,2023-06-23,2023-06-30,1,1,0.010325612987595267,-0.04693070546896294,B1,2023Q2
^FCHI,2023-07-21,2023-07-21,1,0,-0.036145361089342964,-0.04575007753420912,B1,2023Q3
^FCHI,2023-08-04,2023-09-15,1,6,-0.05086044218490382,-0.058381970196448196,B1,2023Q3
^FCHI,2024-05-31,2024-05-31,28,0,-0.06424103073307885,-0.06710979841775488,EVENT,2024Q2
^FCHI,2024-06-14,2024-09-27,1,15,-0.03776410792960794,-0.047606511410936414,B1,2024Q3
^FCHI,2024-10-18,2024-10-18,1,0,-0.045109375438940336,-0.05973950208594081,B1,2024Q4
^FCHI,2025-04-04,2025-05-02,11,4,-0.0023923674981115584,-0.020240678253026334,B1,2025Q2
^FCHI,2025-05-23,2025-07-11,1,7,-0.01102143855087434,-0.039043153881913484,B1,2025Q3
^FCHI,2025-08-01,2025-08-08,2,1,-0.008810566297785094,-0.01225237210222141,B1,2025Q3
^FCHI,2025-08-29,2025-09-12,2,2,0.011853919221229914,-0.0083282312369104,B1,2025Q3
^FCHI,2025-09-26,2025-09-26,1,0,0.04509771698302023,-0.0056805714295286025,B1,2025Q3
^FCHI,2025-11-21,2025-11-21,7,0,0.02113708887811927,-0.005002059214481713,B1,2025Q4
^FCHI,2026-01-23,2026-01-23,8,0,0.0457372162298586,-0.015018918908871082,B1,2026Q1
^FCHI,2026-02-06,2026-02-06,1,0,-0.033883857395036965,-0.04360971822427895,B1,2026Q1
^FCHI,2026-03-06,2026-04-10,3,5,-0.01780107900016903,-0.03675233481874196,B1,2026Q2
^FCHI,2026-04-24,2026-05-29,1,5,0.024626897731910624,-0.01004356937088735,B1,2026Q2
^FCHI,2026-06-12,2026-06-12,1,0,-0.0014250479839827968,-0.013833349841561926,B1,2026Q2
^FTSE,1984-05-25,1984-08-10,1,11,0.003285660141172375,-0.024276696879915183,B1,1984Q3
^FTSE,1985-06-14,1985-08-09,43,8,0.03568366679731283,-0.004120382979813764,EVENT,1985Q3
^FTSE,1985-09-20,1985-09-20,5,0,0.03272503395541859,-0.02248398573167465,B1,1985Q3
^FTSE,1986-01-17,1986-01-17,15,0,0.05866763926508778,-0.021418355597465966,EVENT,1986Q1
^FTSE,1986-05-16,1986-05-16,16,0,0.01118282300912643,-0.0010863781811391027,EVENT,1986Q2
^FTSE,1986-06-13,1986-06-20,3,1,-0.032250139465261674,-0.032250139465261674,B1,1986Q2
^FTSE,1986-07-11,1986-08-29,2,7,-0.05574282344555448,-0.06531423259641911,B1,1986Q3
^FTSE,1986-09-12,1986-09-12,1,0,-0.005719228715345359,-0.043143121638295034,B1,1986Q3
^FTSE,1986-10-24,1986-10-31,1,1,0.0028184398350266093,-0.02199621650087591,B1,1986Q4
^FTSE,1986-11-21,1986-11-21,2,0,0.00449253901663571,-0.010523709353813193,B1,1986Q4
^FTSE,1987-08-21,1987-08-28,38,1,0.041294460817311585,-0.00493392619306543,EVENT,1987Q3
^FTSE,1987-09-11,1987-09-11,1,0,0.04656821647884479,-0.0004864025912679759,B1,1987Q3
^FTSE,1987-10-16,1988-02-26,4,19,0.0007925414175276035,-0.004245683555052393,B1,1988Q1
^FTSE,1988-04-01,1988-04-01,4,0,0.034261091059899496,-0.009813472359218034,B1,1988Q2
^FTSE,1988-04-29,1988-04-29,3,0,-0.010265231661986451,-0.027854817740524673,B1,1988Q2
^FTSE,1988-05-13,1988-05-13,1,0,0.038163653685340915,-0.01599506073576784,B1,1988Q2
^FTSE,1988-06-03,1988-06-03,1,0,0.021437995298360324,-0.0032431302232333037,B1,1988Q2
^FTSE,1988-08-19,1988-08-19,10,0,-0.042075636068847566,-0.0686439810792675,B1,1988Q3
^FTSE,1988-10-07,1988-10-07,1,0,-0.005637720290035952,-0.017834825833247248,B1,1988Q4
^FTSE,1988-11-04,1988-11-04,3,0,-0.037780105208195636,-0.042468528779591064,B1,1988Q4
^FTSE,1989-06-09,1989-06-09,22,0,0.021941084850061188,-0.01428509232119013,EVENT,1989Q2
^FTSE,1989-10-06,1989-10-06,16,0,-0.045839693674533444,-0.10880353406284304,EVENT,1989Q4
^FTSE,1990-01-26,1990-01-26,8,0,-0.03923095650383457,-0.03923095650383457,B1,1990Q1
^FTSE,1990-02-16,1990-02-16,2,0,-0.026656349199518092,-0.05051808114424794,B1,1990Q1
^FTSE,1990-08-03,1990-11-23,11,16,-0.0028104573398985977,-0.01875141726416729,B1,1990Q4
^FTSE,1991-01-04,1991-01-04,5,0,0.018625582849687516,-0.034711464859758956,B1,1991Q1
^FTSE,1991-06-28,1991-07-05,21,1,0.04708818058487041,-0.008934660767150104,EVENT,1991Q3
^FTSE,1991-08-23,1991-08-23,6,0,-0.015298937058646711,-0.02885596719841621,B1,1991Q3
^FTSE,1991-10-11,1991-10-18,6,1,-0.02095267308209625,-0.03429325745398071,B1,1991Q4
^FTSE,1992-01-24,1992-01-31,1,1,-0.003539146580754049,-0.027457939816562194,B1,1992Q1
^FTSE,1992-02-14,1992-02-14,1,0,-0.015076138198030553,-0.015792176583825812,B1,1992Q1
^FTSE,1992-03-13,1992-04-10,3,4,0.05951171876853523,-0.0006608859705979908,B1,1992Q2
^FTSE,1992-06-19,1992-06-19,9,0,-0.0591535683983353,-0.05954044551885129,B1,1992Q2
^FTSE,1992-10-09,1992-10-09,3,0,0.06355265351139505,-0.004210590027337591,B1,1992Q4
^FTSE,1993-04-09,1993-04-23,25,2,-0.011111926687416673,-0.02517761320306433,EVENT,1993Q2
^FTSE,1993-05-21,1993-06-11,1,3,-0.006499439981443311,-0.011391465895599251,B1,1993Q2
^FTSE,1993-07-09,1993-07-30,3,3,0.05949089275798736,-0.002391935759439634,B1,1993Q3
^FTSE,1994-02-25,1994-07-22,29,21,0.02462514925170156,-0.01444761957987939,EVENT,1994Q3
^FTSE,1994-09-16,1994-10-14,7,4,-0.009914072588988465,-0.03898022191359196,B1,1994Q4
^FTSE,1994-11-04,1994-11-04,1,0,-0.02592331040048801,-0.028247674729286576,B1,1994Q4
^FTSE,1994-11-25,1995-02-03,1,10,-0.01130825050422779,-0.020100010125648216,B1,1995Q1
^FTSE,1995-02-17,1995-03-17,1,4,0.03868190143761874,-0.002848557501387128,B1,1995Q1
^FTSE,1995-10-13,1995-10-13,29,0,-0.012500027370025202,-0.02334642624106642,EVENT,1995Q4
^FTSE,1995-11-10,1995-11-10,3,0,0.03025489601260989,-0.00147583337571644,B1,1995Q4
^FTSE,1996-03-15,1996-03-22,17,1,0.040490989386633425,-0.01537631507957915,EVENT,1996Q1
^FTSE,1996-04-05,1996-04-05,1,0,-0.0010650761252499752,-0.007828348524839712,B1,1996Q2
^FTSE,1996-05-10,1996-05-10,4,0,-0.012678418589855078,-0.01587466840663898,B1,1996Q2
^FTSE,1996-05-24,1996-05-24,1,0,-0.007942231830845747,-0.015271460605200127,B1,1996Q2
^FTSE,1996-06-21,1996-08-02,1,6,0.02572534808459115,0.0008486583273215054,B1,1996Q3
^FTSE,1996-12-06,1996-12-06,17,0,0.03192026242745394,-0.00734294667076707,EVENT,1996Q4
^FTSE,1997-10-24,1997-10-24,45,0,0.0031386279751290935,-0.11818445284739021,EVENT,1997Q4
^FTSE,1997-11-28,1997-12-05,1,1,0.009838826074213491,-0.030566355561306935,B1,1997Q4
^FTSE,1997-12-19,1997-12-19,1,0,0.04838450517781201,-0.0063544060762330545,B1,1997Q4
^FTSE,1998-01-02,1998-01-02,1,0,0.05102532011167815,-0.03951096472754401,B1,1998Q1
^FTSE,1998-01-16,1998-01-16,1,0,0.0606486103453352,-0.01715724407539998,B1,1998Q1
^FTSE,1998-06-05,1998-06-05,19,0,0.0069107156198608966,-0.050644782829655344,EVENT,1998Q2
^FTSE,1998-07-17,1998-07-17,2,0,-0.11645610625202463,-0.13341434974287336,B1,1998Q3
^FTSE,1998-11-13,1998-11-13,1,0,0.014368867548978814,-0.015741689289326954,B1,1998Q4
^FTSE,1999-05-21,1999-05-21,26,0,0.027498340077421357,-0.038249043185963005,EVENT,1999Q2
^FTSE,1999-07-02,1999-07-02,5,0,-0.040049908949787216,-0.061584406830296534,B1,1999Q3
^FTSE,1999-07-23,1999-08-27,2,5,-0.0686409970275137,-0.07949558875678686,B1,1999Q3
^FTSE,1999-11-05,1999-11-05,1,0,0.06066137427748908,-0.0028474494821412177,B1,1999Q4
^FTSE,2000-01-21,2000-03-03,10,6,0.008123344171483637,-0.01647782695086708,B1,2000Q1
^FTSE,2000-03-17,2000-03-17,1,0,-0.057929231830398,-0.06224461654658431,B1,2000Q1
^FTSE,2000-03-31,2000-03-31,1,0,-0.0325372751007329,-0.09556282397103855,B1,2000Q1
^FTSE,2000-04-14,2000-06-02,1,7,-0.04734089575853928,-0.06117951049111303,B1,2000Q2
^FTSE,2000-06-23,2000-06-23,2,0,-0.0020496124002581384,-0.02667605413439722,B1,2000Q2
^FTSE,2000-07-21,2000-08-11,2,3,0.03386329318075032,-0.002975957396820439,B1,2000Q3
^FTSE,2000-09-15,2000-11-17,4,9,-0.04103978027685273,-0.05746806603067256,B1,2000Q4
^FTSE,2001-02-02,2001-06-08,1,18,-0.0792188845843328,-0.08515110862719089,B1,2001Q2
^FTSE,2001-11-16,2001-11-16,1,0,-0.04347004347004346,-0.04889438580844829,B1,2001Q4
^FTSE,2001-11-30,2001-11-30,1,0,0.007456338680786656,-0.03291957294064651,B1,2001Q4
^FTSE,2001-12-14,2001-12-21,1,1,-0.006280118894094855,-0.014982999310432454,B1,2001Q4
^FTSE,2002-01-18,2002-01-18,3,0,0.010864515376936001,-0.017262230508607646,B1,2002Q1
^FTSE,2002-02-01,2002-02-01,1,0,-0.00398870734983825,-0.03356652383693437,B1,2002Q1
^FTSE,2002-02-22,2002-03-08,1,2,-0.009856801508048796,-0.021794689644838883,B1,2002Q1
^FTSE,2002-03-29,2002-03-29,2,0,-0.021396830089640773,-0.029553437243380998,B1,2002Q1
^FTSE,2002-04-12,2002-04-19,1,1,-0.004882160572789007,-0.030685006359594036,B1,2002Q2
^FTSE,2002-05-24,2002-11-22,1,26,-0.06833212292168811,-0.08904969236832538,B1,2002Q4
^FTSE,2002-12-06,2003-03-21,1,15,0.0072776806622243395,-0.07257004175638593,B1,2003Q1
^FTSE,2003-10-03,2003-10-03,26,0,0.0031820537333293597,-0.014389330837622838,EVENT,2003Q4
^FTSE,2004-02-06,2004-02-06,17,0,0.03279803210254717,-0.007381833547195016,EVENT,2004Q1
^FTSE,2004-02-20,2004-02-20,1,0,-0.021550344338316707,-0.031118493909191636,B1,2004Q1
^FTSE,2004-03-12,2004-03-12,2,0,0.004991783466049338,-0.03941892409583969,B1,2004Q1
^FTSE,2004-05-07,2004-05-07,5,0,-0.009759003934016075,-0.030099569910003843,B1,2004Q2
^FTSE,2004-06-18,2004-06-18,1,0,-0.036974481023697936,-0.04032573902689218,B1,2004Q2
^FTSE,2004-07-02,2004-08-27,1,8,0.019598672209097057,-0.006970956612991408,B1,2004Q3
^FTSE,2005-04-08,2005-04-08,31,0,-0.013002446059997563,-0.042137366167715906,EVENT,2005Q2
^FTSE,2005-04-22,2005-05-06,1,2,0.01636544788432137,-0.013153287994419616,B1,2005Q2
^FTSE,2005-10-14,2005-10-14,21,0,0.03603793320497628,-0.027317554058056914,EVENT,2005Q4
^FTSE,2006-05-19,2006-07-07,28,7,8.490550158635202e-05,-0.03978668487712789,EVENT,2006Q3
^FTSE,2006-08-04,2006-08-04,1,0,0.010153885618287228,-0.023228139870933084,B1,2006Q3
^FTSE,2006-08-25,2006-08-25,1,0,-0.009577159873691121,-0.00996837626012581,B1,2006Q3
^FTSE,2006-09-15,2006-09-15,2,0,0.04769436867236676,-0.01744087119278548,B1,2006Q3
^FTSE,2006-09-29,2006-09-29,1,0,0.03356933703743814,-0.010652932841338614,B1,2006Q3
^FTSE,2006-12-01,2006-12-01,8,0,0.03309803283027479,-0.0003487665293115949,B1,2006Q4
^FTSE,2007-03-02,2007-03-09,12,1,0.02435464110328489,-0.03915006602726934,B1,2007Q1
^FTSE,2007-07-27,2007-09-21,18,8,0.01102725926208259,-0.013892575557034714,EVENT,2007Q3
^FTSE,2007-10-05,2007-10-05,1,0,-0.00988503425845555,-0.027653947624990405,B1,2007Q4
^FTSE,2007-10-26,2007-10-26,2,0,-0.05992820001140564,-0.09523665364788536,B1,2007Q4
^FTSE,2007-11-09,2007-11-30,1,3,0.006902433321997581,-0.028091752089001165,B1,2007Q4
^FTSE,2007-12-14,2007-12-14,1,0,-0.030483038924495887,-0.0390808191339691,B1,2007Q4
^FTSE,2008-01-04,2008-04-18,2,15,0.04089748423824502,-0.017286958627665716,B1,2008Q2
^FTSE,2008-06-06,2009-02-06,6,35,-0.1773573402203984,-0.1863509920748011,B1,2009Q1
^FTSE,2009-04-24,2009-04-24,1,0,0.05036087697004321,-0.023411946301281295,B1,2009Q2
^FTSE,2009-07-10,2009-07-17,10,1,0.07409775104464011,0.0,B1,2009Q3
^FTSE,2010-01-29,2010-02-19,27,3,0.05447722961137447,-0.0183830384102055,EVENT,2010Q1
^FTSE,2010-05-07,2010-08-06,10,13,0.017965699257972645,-0.049039832868698174,B1,2010Q3
^FTSE,2010-12-03,2010-12-03,13,0,0.026908969577203568,-0.0029240953925142588,B1,2010Q4
^FTSE,2011-02-25,2011-02-25,11,0,-0.01673005188252541,-0.06825303011490702,B1,2011Q1
^FTSE,2011-03-11,2011-03-25,1,2,0.0199125548890271,-0.007202413470499103,B1,2011Q1
^FTSE,2011-04-22,2011-04-22,3,0,-0.011597927479972792,-0.026186732879649788,B1,2011Q2
^FTSE,2011-05-06,2011-05-06,1,0,-0.020378766006513116,-0.029129235554862798,B1,2011Q2
^FTSE,2011-07-15,2011-07-22,2,1,-0.1506655762952822,-0.19275484414490307,B1,2011Q3
^FTSE,2011-11-04,2011-11-04,1,0,0.00454110733971369,-0.08177738891805142,B1,2011Q4
^FTSE,2011-11-18,2011-12-02,1,2,0.0036021109636614757,-0.04027153022000496,B1,2011Q4
^FTSE,2011-12-23,2011-12-23,2,0,0.03916409285731359,-0.003936400410628482,B1,2011Q4
^FTSE,2012-04-06,2012-04-06,14,0,-0.011985270946306859,-0.025735151727440897,B1,2012Q2
^FTSE,2012-04-27,2012-04-27,1,0,-0.07367019619911286,-0.09056450233998203,B1,2012Q2
^FTSE,2012-07-13,2012-07-13,1,0,0.03194437035711206,-0.03319745405381325,B1,2012Q3
^FTSE,2012-07-27,2012-07-27,1,0,0.026549597874303776,-0.00026656240189382174,B1,2012Q3
^FTSE,2012-11-09,2012-11-23,14,2,0.02077639159230893,-0.01098106258207976,B1,2012Q4
^FTSE,2013-04-19,2013-04-19,20,0,0.0694333969426073,-0.004390305924905191,EVENT,2013Q2
^FTSE,2013-06-07,2013-07-12,6,5,0.005882442905843943,-0.00576016556307446,B1,2013Q3
^FTSE,2013-08-16,2013-08-16,4,0,0.012892277644230843,-0.017430739182692334,B1,2013Q3
^FTSE,2013-08-30,2013-09-06,1,1,-0.014265407897906424,-0.024605503670331652,B1,2013Q3
^FTSE,2013-09-27,2013-09-27,2,0,0.0320296655947927,-0.030064379918743556,B1,2013Q3
^FTSE,2013-10-18,2013-10-18,1,0,0.010690635648158198,-0.001298598364605108,B1,2013Q4
^FTSE,2013-12-06,2013-12-20,6,2,0.033708670683768815,-6.05307325762805e-05,B1,2013Q4
^FTSE,2014-01-31,2014-02-14,5,2,-0.02036439662101408,-0.024491294933785324,B1,2014Q1
^FTSE,2014-03-07,2014-03-07,2,0,-0.0025474246068952766,-0.032788608347196324,B1,2014Q1
^FTSE,2014-04-11,2014-04-25,1,2,0.01945938429399141,-0.00041884812165426943,B1,2014Q2
^FTSE,2014-06-27,2014-06-27,8,0,0.005001671245914219,-0.016898947931549557,B1,2014Q2
^FTSE,2014-07-11,2014-07-18,1,1,-0.008948796554374416,-0.032713505398548004,B1,2014Q3
^FTSE,2014-08-01,2014-08-22,1,3,0.009239457951800256,-0.004014539255138505,B1,2014Q3
^FTSE,2014-09-12,2014-09-12,2,0,-0.06860584692228588,-0.07030998937215371,B1,2014Q3
^FTSE,2014-09-26,2014-11-21,1,8,-0.0304408375222901,-0.08978189650271473,B1,2014Q4
^FTSE,2014-12-05,2014-12-05,1,0,-0.028919737445628813,-0.08870196753568294,B1,2014Q4
^FTSE,2015-05-08,2015-05-08,15,0,-0.034370169969940134,-0.03712317883658123,EVENT,2015Q2
^FTSE,2015-06-05,2015-11-27,3,25,-0.018917068321230746,-0.07894658638936736,B1,2015Q4
^FTSE,2016-01-08,2016-03-04,2,8,-0.008597574850325307,-0.026244428427619204,B1,2016Q1
^FTSE,2016-04-01,2016-04-01,3,0,0.015587088261714399,-0.013699776114061146,B1,2016Q2
^FTSE,2016-05-06,2016-05-06,4,0,0.013696377502763202,-0.012325121633894875,B1,2016Q2
^FTSE,2016-05-20,2016-05-20,1,0,-0.021961196062658783,-0.04163211877568884,B1,2016Q2
^FTSE,2016-06-10,2016-07-01,2,3,0.022287102376052692,-0.022089423363714333,B1,2016Q3
^FTSE,2016-11-04,2016-12-09,17,5,0.03679789122496646,-0.011331323625377587,EVENT,2016Q4
^FTSE,2017-04-21,2017-05-05,18,2,0.03428621134387089,-0.0015896206609870012,EVENT,2017Q2
^FTSE,2017-06-30,2017-07-14,7,2,-0.00927028939188057,-0.01109995438411171,B1,2017Q3
^FTSE,2017-07-28,2017-08-04,1,1,-0.009744823862669394,-0.029620457980850445,B1,2017Q3
^FTSE,2017-09-01,2017-09-01,1,0,-0.008832452149290848,-0.032519984182799,B1,2017Q3
^FTSE,2017-11-17,2017-12-15,6,4,0.03844818789486748,0.0,B1,2017Q4
^FTSE,2018-02-02,2018-04-27,6,12,0.03040436184541173,-0.0013063225072124096,B1,2018Q2
^FTSE,2018-08-17,2019-02-01,15,24,0.012321585936788226,-0.0025355819597047136,EVENT,2019Q1
^FTSE,2019-05-17,2019-05-17,14,0,-0.00038106481935828995,-0.03659199014374348,B1,2019Q2
^FTSE,2019-05-31,2019-06-07,1,1,0.03016956017659078,-0.00211404959239081,B1,2019Q2
^FTSE,2019-08-09,2019-09-13,8,5,-0.01634202950033936,-0.04928403090006783,B1,2019Q3
^FTSE,2019-09-27,2019-09-27,1,0,-0.013694782343289691,-0.05679893914454326,B1,2019Q3
^FTSE,2019-11-15,2019-11-22,1,1,0.034899301486156276,-0.02669645883457339,B1,2019Q4
^FTSE,2019-12-06,2019-12-13,1,1,0.03189001048688489,-2.715846192269389e-05,B1,2019Q4
^FTSE,2020-01-31,2020-02-07,6,1,-0.13447708778860723,-0.13865566661143014,B1,2020Q1
^FTSE,2020-02-21,2020-06-05,1,15,-0.050429500462580656,-0.0820288879855986,B1,2020Q2
^FTSE,2020-06-26,2020-06-26,1,0,-0.005763642155068194,-0.025343726450237303,B1,2020Q2
^FTSE,2020-07-31,2020-08-07,4,1,-0.03864263288830949,-0.04207424898894652,B1,2020Q3
^FTSE,2020-08-21,2020-11-13,1,12,0.036476459044060494,-0.008359161152527439,B1,2020Q4
^FTSE,2021-07-23,2021-07-23,35,0,0.008580426297678745,-0.01394501659715719,EVENT,2021Q3
^FTSE,2021-08-20,2021-08-20,3,0,-0.017536901818604678,-0.020626660794533236,B1,2021Q3
^FTSE,2021-09-10,2021-10-08,2,4,0.029370299830254964,-0.004538051027302981,B1,2021Q4
^FTSE,2021-11-26,2021-12-10,6,2,0.026536658326193896,-0.026166352587579933,B1,2021Q4
^FTSE,2021-12-24,2021-12-24,1,0,0.01654888001843413,-0.0020346983629222493,B1,2021Q4
^FTSE,2022-02-25,2022-02-25,8,0,-0.0008144866354563574,-0.09366446358234859,B1,2022Q1
^FTSE,2022-04-29,2022-04-29,6,0,0.00542108286911791,-0.051175687598895125,B1,2022Q2
^FTSE,2022-06-10,2022-07-29,2,7,0.000525352587096739,-0.006829715184176299,B1,2022Q3
^FTSE,2022-09-02,2022-11-04,4,9,0.03018492617665003,-0.01227027354481891,B1,2022Q4
^FTSE,2023-03-17,2023-04-07,18,3,0.004753514031116346,-0.006497402647287154,EVENT,2023Q2
^FTSE,2023-05-05,2023-05-05,3,0,-0.02199682451460161,-0.042823730052228615,B1,2023Q2
^FTSE,2023-08-04,2023-09-15,2,6,-0.014497990780314773,-0.042430649580474156,B1,2023Q3
^FTSE,2023-09-29,2023-09-29,1,0,-0.04163986920549889,-0.043138259368275866,B1,2023Q3
^FTSE,2023-10-20,2023-11-17,1,4,0.009607838110520683,-0.015617673877853622,B1,2023Q4
^FTSE,2023-12-08,2023-12-08,1,0,0.017883393693328475,-0.008061407418591515,B1,2023Q4
^FTSE,2024-01-19,2024-01-26,5,1,0.009325314157060838,-0.01861142563145579,B1,2024Q1
^FTSE,2024-02-16,2024-02-16,2,0,0.0020358295361109224,-0.014679019210485866,B1,2024Q1
^FTSE,2024-07-26,2024-07-26,22,0,0.005080995978929748,-0.044631145739253086,EVENT,2024Q3
^FTSE,2024-08-09,2024-08-16,1,1,-0.004608222375281357,-0.017205342248046485,B1,2024Q3
^FTSE,2024-09-06,2024-09-13,2,1,-0.002344878579790932,-0.010769797727810837,B1,2024Q3
^FTSE,2024-10-04,2024-10-04,1,0,-0.012486947677730398,-0.02522757093894401,B1,2024Q4
^FTSE,2024-10-18,2024-10-18,1,0,-0.035258331708319046,-0.0433580884644158,B1,2024Q4
^FTSE,2024-11-01,2024-11-22,1,3,-0.021483584090095098,-0.03144476791259032,B1,2024Q4
^FTSE,2024-12-13,2024-12-13,2,0,-0.006240714902640776,-0.035902317628540126,B1,2024Q4
^FTSE,2025-01-17,2025-01-17,1,0,0.026724803586960055,-0.00505573049576169,B1,2025Q1
^FTSE,2025-04-04,2025-05-02,10,4,0.020473685729196722,-0.009585452850109588,B1,2025Q2
^FTSE,2026-03-20,2026-04-03,45,2,-0.006937268516374107,-0.02372484635443206,EVENT,2026Q2
^FTSE,2026-05-01,2026-05-01,3,0,0.004380533616819449,-0.020494252416506598,B1,2026Q2
^FTSE,2026-06-05,2026-06-05,2,0,0.02998624650016657,-0.023196150602424415,B1,2026Q2
^FTSE,2026-06-19,2026-06-26,1,1,0.02171680579677382,-0.010515797487628431,B1,2026Q2
^FTSE,2026-07-10,2026-07-10,1,0,,,B1,2026Q3
^GDAXI,1989-02-24,1989-03-03,39,1,-0.0037814533359241675,-0.019420465234299078,EVENT,1989Q1
^GDAXI,1989-03-17,1989-03-17,1,0,0.03986387536194891,-0.019879122293913642,B1,1989Q1
^GDAXI,1989-05-19,1989-05-19,7,0,0.05622268060493907,-0.004054406248188536,B1,1989Q2
^GDAXI,1989-10-20,1989-12-01,21,6,0.10868490042784473,0.010786767837696054,EVENT,1989Q4
^GDAXI,1990-04-27,1990-05-04,20,1,-0.028668916739631456,-0.05333752100591793,EVENT,1990Q2
^GDAXI,1990-05-18,1990-06-22,1,5,0.04060701002455658,0.004172729818984866,B1,1990Q2
^GDAXI,1990-08-03,1991-02-08,5,27,0.10737928700731647,0.014450691997434761,B1,1991Q1
^GDAXI,1991-07-05,1991-07-05,20,0,0.0009331646646373315,-0.008163644342204512,EVENT,1991Q3
^GDAXI,1991-07-19,1991-07-19,1,0,0.0177628331456281,-0.0121804345196459,B1,1991Q3
^GDAXI,1991-08-16,1991-08-16,1,0,-0.012064557006785104,-0.09178763397301892,B1,1991Q3
^GDAXI,1991-09-13,1991-11-15,2,9,-0.04298785021583662,-0.05100277323058933,B1,1991Q4
^GDAXI,1992-01-10,1992-01-10,1,0,0.045091783441258526,0.004108268024607176,B1,1992Q1
^GDAXI,1992-07-10,1992-12-25,25,24,0.04341015706561868,-0.011053923378990804,EVENT,1992Q4
^GDAXI,1993-01-15,1993-01-15,2,0,0.060507093406326096,0.004024383927576425,B1,1993Q1
^GDAXI,1993-04-30,1993-04-30,14,0,0.00023358611107338056,-0.012410603413778865,B1,1993Q2
^GDAXI,1994-01-28,1994-01-28,33,0,-0.03768879178352802,-0.04774168716162097,EVENT,1994Q1
^GDAXI,1994-02-11,1994-02-11,1,0,-0.0032626255539494053,-0.05200189359865015,B1,1994Q1
^GDAXI,1994-02-25,1994-03-18,1,3,0.03341915860512512,-0.014375780551627693,B1,1994Q1
^GDAXI,1994-04-01,1994-04-01,1,0,0.051160183000662274,-0.005739847943019849,B1,1994Q2
^GDAXI,1994-05-27,1994-07-22,7,8,-0.0020434928373763706,-0.013341174999857985,B1,1994Q3
^GDAXI,1994-08-05,1994-08-05,1,0,0.00391528912483885,-0.04326092208617027,B1,1994Q3
^GDAXI,1994-09-16,1994-10-14,3,4,-0.02117048564222379,-0.06753775126310035,B1,1994Q4
^GDAXI,1994-12-30,1994-12-30,1,0,-0.03191877552915989,-0.04310350547017894,B1,1994Q4
^GDAXI,1995-03-10,1995-05-12,5,9,0.0022640838977963096,-0.023549282755593426,B1,1995Q2
^GDAXI,1995-09-29,1995-09-29,19,0,-0.040549323333187726,-0.048571924809918676,EVENT,1995Q3
^GDAXI,1995-10-20,1995-11-24,1,5,0.03161133789932968,0.004640606683268711,B1,1995Q4
^GDAXI,1996-07-19,1996-08-09,33,3,0.0038611069451153224,-0.00931710484159809,EVENT,1996Q3
^GDAXI,1996-08-23,1996-08-23,1,0,0.030982108246992324,-0.020592324853036525,B1,1996Q3
^GDAXI,1996-09-06,1996-09-06,1,0,0.06351809873833703,-0.0006764241368487633,B1,1996Q3
^GDAXI,1997-09-12,1997-09-19,52,1,0.01659524399412704,0.0070749451994389645,EVENT,1997Q3
^GDAXI,1997-10-17,1997-10-17,3,0,-0.0919968630163508,-0.1687090403047652,B1,1997Q4
^GDAXI,1997-12-12,1997-12-12,1,0,0.04329000191914889,-0.008168554290608143,B1,1997Q4
^GDAXI,1998-08-07,1998-08-07,33,0,-0.1309945898772119,-0.1697723551438729,EVENT,1998Q3
^GDAXI,1998-12-04,1998-12-25,1,3,0.005943382514333351,-0.04535399119712469,B1,1998Q4
^GDAXI,1999-02-12,1999-02-12,6,0,0.02743045736341654,-0.06038106903867413,B1,1999Q1
^GDAXI,1999-03-05,1999-03-12,1,1,0.02044496827374398,-0.05943479426775722,B1,1999Q1
^GDAXI,1999-03-26,1999-04-09,1,2,0.027772166355280348,-0.01349651730391499,B1,1999Q2
^GDAXI,1999-05-28,1999-05-28,6,0,0.04540147690495666,-0.01999813776441406,B1,1999Q2
^GDAXI,1999-07-30,1999-08-27,8,4,-0.043139216587632534,-0.0474414815307268,B1,1999Q3
^GDAXI,1999-09-17,1999-09-17,2,0,-0.0225700068741278,-0.04413131121478919,B1,1999Q3
