ticker,earnings_date,day1_date,timing,prior_close,day1_open,day1_high,day1_low,day1_close,gap_pct,gap_size,shape,eps_surprise_pct,rec_10:00,rec_10:30,rec_12:00,rec_13:00,rec_13:30,rec_16:00,drift_1d,drift_2d,drift_3d,drift_5d,price_10:00,price_10:30,price_12:00,price_13:00,price_13:30,price_16:00
GS,2025-10-15,2025-10-15,BMO,763.68,770.79,774.62,754.99,760.87,0.9310182275298572,7.110000000000014,EARLY_HOLD,28.2242,0.22925457102672184,0.7538677918424759,0.5822784810126552,0.6399437412095563,0.3558368495077311,0.8270042194092805,-1.3247992429718665,-2.310512965421168,-0.6965710305308337,-3.1214267877561213,764.26,765.84,764.62,765.03,763.01,760.87
GS,2026-01-14,2026-01-14,BMO,933.43,927.46,933.28,913.13,928.24,-0.6395766152791226,5.969999999999914,EARLY_HOLD,-22.2386,0.17252931323282875,1.5259631490787513,1.437185929648269,1.9396984924623464,2.3366834170854687,2.530988274706907,4.585021115228814,3.098336637076617,1.0579160561923573,2.2838920968715035,919.27,922.24,921.71,924.71,927.08,928.24
JPM,2025-04-11,2025-04-11,BMO,223.72,223.16,235.25,221.86,232.84,-0.2503128911138934,0.5600000000000023,EARLY_HOLD,0.8658,14.178571428571367,8.589285714285634,15.535714285714203,16.696428571428495,17.26785714285705,19.607142857142758,-0.6571035904483771,-1.2884384126438755,-2.74007902422264,-3.06648342209243,229.8,226.67,230.56,231.21,231.53,232.84
JPM,2025-07-15,2025-07-15,BMO,285.9,285.33,289.24,282.83,283.5,-0.19937040923399554,0.5699999999999932,EARLY_HOLD,-0.6231,2.8947368421053574,3.649122807017659,3.368421052631647,1.2982456140351193,1.6491228070175596,1.1754385964912701,-0.1904761904761977,1.3615520282186997,1.7354497354497411,1.777777777777785,284.48,284.91,284.75,283.57,283.77,283.5
JPM,2025-10-14,2025-10-14,BMO,306.57,304.48,305.63,292.9,300.64,-0.6817366343738706,2.089999999999975,EARLY_HOLD,9.8837,0.3492822966507306,3.5167464114833065,4.177033492823025,4.63157894736848,5.521531100478545,3.7033492822966996,1.3138637573177185,-1.127594465141028,-1.4469132517296321,-1.6331825439063228,293.63,300.25,301.63,302.58,304.44,300.64
JPM,2026-01-14,2026-01-14,BMO,310.77,308.2,311.76,306.12,307.96,-0.8269781510441785,2.569999999999993,EARLY_HOLD,13.1105,0.1828793774319177,0.33073929961088255,0.1945525291828799,1.0739299610894935,1.3346303501945587,0.7159533073929882,0.47084036887909003,1.4514872061306754,-1.678789453175724,-1.4060267567216471,308.66,308.07,306.62,308.88,309.55,307.96
MARA,2025-02-25,2025-02-26,AMC,12.42,12.26,12.87,12.21,12.44,-1.2882447665056374,0.16000000000000014,EARLY_HOLD,-14.2857,3.7499999999999947,2.312499999999993,2.3749999999999916,1.6874999999999958,1.1249999999999973,1.4374999999999902,5.385852090032154,12.057877813504824,10.852090032154338,21.70418006430869,12.81,12.58,12.59,12.48,12.39,12.44
MARA,2025-05-06,2025-05-07,AMC,13.14,13.32,13.59,13.05,13.31,1.369863013698628,0.17999999999999972,EARLY_HOLD,12.5,1.2777777777777724,1.6666666666666634,1.0,0.7777777777777724,0.16666666666666338,1.4444444444444455,7.137490608564984,18.707738542449288,19.834710743801644,19.30879038317055,13.45,13.52,13.4,13.36,13.25,13.31
MARA,2025-08-07,2025-08-08,AMC,15.96,16.04,16.18,15.29,15.38,0.5012531328320695,0.0799999999999983,EARLY_HOLD,-16.0,1.1250000000000222,0.625,1.3750000000000444,0.7500000000000222,2.5000000000000666,1.1250000000000444,1.8205461638491505,2.2106631989596868,3.1209362808842562,1.8205461638491505,15.72,15.68,15.4,15.35,15.49,15.38
MARA,2025-11-06,2025-11-07,AMC,15.96,15.39,15.89,14.8,15.89,-3.5714285714285734,0.5700000000000003,EARLY_HOLD,1.3699,0.8771929824561399,0.6491228070175453,0.19298245614034978,0.7368421052631574,0.8596491228070143,1.9122807017543848,-2.0767778477029584,-7.803650094398994,-9.188168659534304,-24.543738200125865,15.43,15.3,14.91,15.22,15.29,15.89
MARA,2026-02-25,2026-02-26,AMC,8.59,8.43,8.65,8.14,8.43,-1.8626309662398155,0.16000000000000014,MIXED,-15.2174,1.2499999999999944,0.25000000000000555,0.06249999999999861,0.18750000000000694,0.06249999999999861,1.8124999999999931,5.931198102016608,12.099644128113875,2.8469750889679744,4.270462633451951,8.59,8.41,8.29,8.22,8.15,8.43
META,2025-04-30,2025-05-01,AMC,546.18,590.75,591.62,569.22,570.81,8.16031344977847,44.57000000000005,MIXED,6.1224,0.0,0.17612743998205102,0.10253533767107766,0.0890733677361459,0.0726946376486427,0.035674220327572725,4.42529037683294,4.749391215991314,2.622588952541131,4.456824512534829,569.22,577.07,573.79,573.19,572.46,570.81
META,2025-07-30,2025-07-31,AMC,694.59,774.04,783.58,764.37,772.06,11.438402510833718,79.44999999999993,MIXED,25.625,0.15154185022026398,0.16060415355569543,0.18464443045940807,0.16966645689112686,0.12787916928886062,0.0967904342353675,-3.0256715799290084,0.42483744786675737,-1.273217107478684,-1.4675025257104277,776.41,777.13,779.04,777.85,774.53,772.06
META,2025-10-29,2025-10-30,AMC,751.39,668.61,680.41,649.64,665.54,-11.016915316945923,82.77999999999997,MIXED,-12.6984,0.18965933800434948,0.13686880889103703,0.21635660787629832,0.3028509301763718,0.3383667552548925,0.19207538052669706,-2.6640021636565825,-4.240165880337758,-5.804309282687742,-7.052919433843187,665.34,660.97,667.55,674.71,677.65,665.54
META,2026-01-28,2026-01-29,AMC,668.86,737.43,744.0,712.55,738.58,10.251771671201737,68.56999999999994,LATE_REVERSAL,0.0,0.11608575178649619,0.06008458509552295,0.18594137377862055,0.27446405133440377,0.32929852705264784,0.37961207525156937,-2.9976441279211437,-4.357009396409334,-4.370548891115395,-10.96699071190663,724.36,720.52,725.3,731.37,735.13,738.58
MSFT,2025-04-30,2025-05-01,AMC,389.35,427.82,433.66,421.66,421.89,9.880570181071008,38.46999999999997,NO_RECOVERY,8.8372,0.012477255003899625,0.067065245645959,0.024174681570054785,0.003639199376136898,0.0371718221991164,0.005978684689367339,2.34421294650264,2.5599089810140114,1.9199317357605117,3.0837422076844656,427.31,427.85,425.83,424.55,425.81,421.89
MSFT,2025-07-29,2025-07-30,AMC,509.97,512.18,512.95,506.48,511.05,0.43335882502890805,2.2099999999999227,EARLY_HOLD,21.0526,0.8144796380090834,1.194570135746642,1.0316742081448458,0.9864253393665534,1.0045248868778756,2.06787330316749,3.800019567556993,1.9391448977595194,4.1698463946776245,2.1015556207807364,509.5,510.34,509.98,509.88,509.92,511.05
MSFT,2025-10-28,2025-10-29,AMC,539.75,542.67,543.99,534.49,540.3,0.5409911996294505,2.919999999999959,EARLY_HOLD,13.1206,0.17465753424657468,0.3493150684931883,0.6575342465753377,0.7157534246575552,0.7157534246575552,1.9897260273972694,-3.0927262631871044,-4.560429391079028,-4.7047936331667515,-6.557468073292607,536.49,535.95,536.41,536.58,536.58,540.3
MSFT,2026-01-27,2026-01-28,AMC,479.49,482.11,482.64,476.91,480.62,0.5464138981000656,2.6200000000000045,EARLY_HOLD,21.2598,0.5916030534351178,0.6564885496183299,0.3778625954198285,0.4503816793892931,0.31679389312976436,1.4160305343511348,-10.016229037493234,-10.661229245557822,-12.123923265781695,-14.755940243851695,479.75,479.92,477.9,478.09,477.74,480.62
MU,2025-03-19,2025-03-20,AMC,101.71,101.25,104.35,101.02,102.54,-0.45226624717332986,0.45999999999999375,EARLY_HOLD,22.8216,4.413043478260932,5.978260869565299,5.543478260869635,3.369565217391344,3.28260869565223,3.3043478260870236,-7.9091086405305235,-5.8806319485079,-8.455236980690463,-11.429685976204421,103.05,103.77,103.57,102.57,102.53,102.54
MU,2025-06-25,2025-06-26,AMC,127.24,129.28,129.6,123.55,125.77,1.6032694121345539,2.0400000000000063,LATE_REVERSAL,13.8298,0.7303921568627404,0.13235294117646823,0.7107843137254894,0.27941176470588514,0.11274509803921033,1.0882352941176432,-1.0018287349924393,-2.2421881211735655,-4.0788741353263855,-3.1645066391031165,127.33,124.32,125.5,124.62,124.1,125.77
MU,2025-09-24,2025-09-25,AMC,161.55,157.23,158.79,154.5,156.63,-2.6740947075209043,4.320000000000022,EARLY_HOLD,5.914,0.38657407407406924,0.6365740740740709,0.493055555555552,0.17129629629629756,0.09027777777778075,0.493055555555552,0.31283917512609916,4.545744748770992,6.773925812424193,17.193385686011624,157.01,158.09,157.47,156.08,155.58,156.63
MU,2025-12-17,2025-12-18,AMC,225.55,256.43,263.55,244.9,248.44,13.690977610285964,30.879999999999995,NO_RECOVERY,12.6437,0.09941709844559565,0.12467616580310864,0.2493523316062182,0.24449481865285014,0.34650259067357575,0.11463730569948162,7.0037031073901055,11.298502656577037,11.161648687811955,14.587023023667689,256.12,249.95,253.8,253.65,256.8,248.44
NVDA,2025-02-26,2025-02-27,AMC,131.48,134.96,134.97,119.98,119.98,2.6467903863705646,3.480000000000018,EARLY_FADE,3.0075,0.1321839080459786,0.6321839080459746,0.19827586206896383,0.5143678160919531,0.6695402298850535,0.0,4.200700116686107,-5.000833472245374,-3.375562593765625,-7.859643273878985,126.7,127.45,125.94,127.04,127.58,119.98
