ticker,earnings_date,day1_date,timing,prior_close,day1_open,day1_high,day1_low,day1_close,gap_pct,gap_size,shape,eps_surprise_pct,rec_10:00,rec_10:30,rec_12:00,rec_13:00,rec_13:30,rec_16:00,drift_1d,drift_2d,drift_3d,drift_5d,price_10:00,price_10:30,price_12:00,price_13:00,price_13:30,price_16:00
NVDA,2025-05-28,2025-05-29,AMC,134.79,142.22,143.46,137.88,139.15,5.512278358928709,7.430000000000007,MIXED,20.0,0.0995962314939446,0.1790040376850621,0.168236877523553,0.15746971736204776,0.07806191117093028,0.17092866756393124,-3.1117499101688915,-1.2935680919870725,1.5019762845849827,0.5533596837944533,141.56,140.59,140.51,140.43,139.84,139.15
NVDA,2025-08-27,2025-08-28,AMC,181.58,180.8,184.45,176.39,180.18,-0.4295627271725967,0.7800000000000011,EARLY_HOLD,-24.0,1.1794871794871982,1.6538461538461777,2.846153846153877,3.910256410256419,4.500000000000019,4.858974358974378,-3.285603285603295,-5.244755244755254,-5.3169053169053235,-7.303807303807301,177.31,177.68,178.61,179.44,179.9,180.18
NVDA,2025-11-19,2025-11-20,AMC,186.76,195.94,195.99,179.84,180.9,4.915399443135579,9.180000000000007,MIXED,0.0,0.3267973856209148,0.17755991285402986,0.09259259259259191,0.21568627450980266,0.3050108932461853,0.11546840958605681,-1.0889994472084017,0.9065782200110484,-1.7247097844112793,-2.3991155334438936,195.28,193.91,185.25,183.69,184.51,180.9
NVDA,2026-02-26,2026-02-27,AMC,184.86,181.24,182.58,176.37,177.14,-1.9582386670994287,3.6200000000000045,MIXED,18.8976,0.06353591160220703,0.6270718232044219,0.21823204419889256,0.19613259668508481,0.08839779005525447,0.2127071823204367,2.9355312182454654,1.6371231794061227,3.2460200970983406,0.3048436265101166,179.79,181.83,180.35,179.75,178.96,177.14
PLTR,2025-02-03,2025-02-04,AMC,83.92,102.8,106.91,100.51,103.83,22.497616777883692,18.879999999999995,MIXED,-16.6667,0.2854872881355933,0.19438559322033913,0.19120762711864409,0.05137711864406775,0.10487288135593169,0.17584745762711831,-2.388519695656365,7.204083598189352,6.722527207936054,8.485023596263124,105.9,104.18,104.12,101.48,102.49,103.83
PLTR,2025-05-05,2025-05-06,AMC,123.97,112.71,113.91,105.32,108.84,-9.082842623215297,11.260000000000005,MIXED,0.0,0.0,0.15541740674955587,0.16163410301953876,0.15008880994671503,0.17584369449378356,0.3126110124333933,1.506798970966557,9.472620360161708,7.75450202131569,17.649761117236316,106.5,107.07,107.14,107.01,107.3,108.84
PLTR,2025-08-04,2025-08-05,AMC,160.74,171.81,176.33,169.22,173.3,6.886898096304586,11.069999999999993,EARLY_HOLD,27.2727,0.42095754290876236,0.45618789521228675,0.11020776874435408,0.22131887985546433,0.24661246612466048,0.3685636856368577,3.6295441431044386,5.112521638776679,7.905366416618572,7.836122331217532,174.85,175.24,170.44,171.67,171.95,173.3
PLTR,2025-11-03,2025-11-04,AMC,207.51,192.07,195.7,185.56,190.74,-7.440605272035082,15.439999999999998,EARLY_HOLD,11.1111,0.40349740932642425,0.634067357512953,0.4650259067357518,0.4740932642487043,0.2681347150259059,0.3354922279792751,-1.4994232987312643,-8.215371710181408,-6.689734717416389,0.1258257313620534,191.79,195.35,192.74,192.88,189.7,190.74
PLTR,2026-02-09,2026-02-10,AMC,137.65,144.96,145.56,137.77,139.49,5.310570286959681,7.310000000000002,MIXED,30.7692,0.0957592339261309,0.03146374829001227,0.008207934336525616,0.1942544459644344,0.009575923392611922,0.2352941176470586,-2.7385475661337884,-7.419886730231573,-5.778191985088538,-2.975123664778841,144.05,143.56,140.28,141.24,139.66,139.49
TSLA,2025-04-22,2025-04-23,AMC,238.15,254.86,259.45,244.43,250.79,7.016586185177412,16.710000000000008,EARLY_HOLD,17.9487,0.1292639138240572,0.6110113704368626,0.6134051466187909,0.7133453022142435,0.6906044284859357,0.3806104129263903,3.4770126400574184,13.593045974719885,13.991785956377848,12.492523625343917,246.59,254.64,254.68,256.35,255.97,250.79
TSLA,2025-07-22,2025-07-23,AMC,332.08,330.9,336.2,328.67,333.0,-0.3553360635991348,1.1800000000000068,EARLY_HOLD,0.0,3.3898305084745566,3.762711864406756,4.008474576271179,2.610169491525395,1.8559322033898178,3.669491525423694,-8.387387387387388,-5.075075075075068,-2.2402402402402344,-4.177177177177184,333.01,333.45,333.74,332.09,330.86,333.0
TSLA,2025-10-21,2025-10-22,AMC,442.5,443.45,445.54,429.0,438.72,0.21468926553672057,0.9499999999999886,EARLY_HOLD,6.25,2.0631578947368454,0.6947368421052978,3.5368421052632146,5.526315789473751,4.12631578947375,10.231578947368572,2.343180160466806,-1.1556345733041689,3.106765134938,5.185539752005835,441.56,434.06,435.24,434.25,432.92,438.72
TSLA,2026-01-27,2026-01-28,AMC,430.91,431.91,438.26,430.1,431.46,0.23206702095565196,1.0,EARLY_HOLD,7.2289,6.28000000000003,3.480000000000018,2.2100000000000364,1.5300000000000296,3.6200000000000045,1.3599999999999568,-3.4812033560469064,-0.19468780419968829,-2.2435451722060002,-2.4312798405414067,437.48,434.68,433.41,432.73,434.82,431.46
TSM,2025-04-17,2025-04-21,AMC,150.18,148.62,148.9,144.5,146.5,-1.0387534958050355,1.5600000000000023,LATE_REVERSAL,1.3793,0.05769230769230979,0.13461538461538952,0.20512820512820046,0.6987179487179499,0.6346153846153895,1.2820512820512802,2.491467576791813,6.675767918088738,10.98293515358362,10.402730375426628,146.34,145.1,144.82,145.59,145.49,146.5
TSM,2025-07-17,2025-07-18,AMC,243.88,243.91,244.57,237.33,238.88,0.012301131704117244,0.030000000000001137,EARLY_HOLD,21.3559,24.333333333333016,27.33333333333207,55.333333333331126,65.66666666666414,92.9999999999962,51.66666666666414,-0.6404889484259885,-2.386135298057597,0.10046885465506074,2.1977561955793705,241.05,238.84,238.99,239.3,240.12,238.88
TSM,2025-10-16,2025-10-17,AMC,299.11,297.62,302.51,294.15,294.4,-0.498144495336167,1.490000000000009,MIXED,-13.1313,2.1073825503355486,2.1275167785234874,1.9194630872483196,1.6711409395973114,1.0536912751678125,0.16778523489932784,0.8729619565217561,-0.22078804347825318,-2.139945652173898,-0.057744565217377405,299.09,299.12,297.01,296.64,295.72,294.4
TSM,2026-01-15,2026-01-16,AMC,341.82,346.51,349.85,341.46,342.38,1.372067169855479,4.689999999999998,MIXED,28.4672,0.014925373134326911,0.06183368869936474,0.33901918976546536,0.0,0.217484008528793,0.19616204690831907,-4.45703604182487,-4.702377475319826,-4.375255563993229,-2.809743559787372,344.08,342.55,343.62,341.75,342.48,342.38
V,2025-04-29,2025-04-30,AMC,338.72,331.97,343.96,330.78,342.31,-1.9927964100141706,6.75,EARLY_HOLD,1.7007,0.04888888888889495,0.9288888888888946,1.188148148148154,1.36592592592593,1.3392592592592623,1.7081481481481526,-0.7420174695451551,0.721568169203345,1.2211153632672158,1.399316409102866,331.11,337.05,338.8,340.0,339.82,342.31
V,2025-07-29,2025-07-30,AMC,350.79,349.68,354.57,345.23,349.01,-0.31642863251518394,1.1100000000000136,EARLY_HOLD,-6.0606,6.162162162162064,5.549549549549453,6.828828828828731,5.828828828828731,5.036036036035951,3.405405405405339,-1.5730208303487032,-3.4153749176241415,-2.561531188218102,-3.197616114151448,352.07,351.39,352.81,351.7,350.82,349.01
V,2025-10-28,2025-10-29,AMC,345.86,344.61,349.57,337.64,340.08,-0.361417914763199,1.25,EARLY_HOLD,0.4065,5.911999999999989,1.2239999999999782,1.440000000000009,1.27199999999998,1.640000000000009,1.9519999999999982,1.0468125147024236,-0.19701246765465746,-1.3290990355210486,-0.40284638908492254,348.13,342.27,342.01,340.84,341.3,340.08
V,2026-01-29,2026-01-30,AMC,330.57,331.54,332.32,320.94,321.27,0.2934325558883224,0.9700000000000273,EARLY_HOLD,1.6502,1.5670103092782877,2.402061855670019,1.7319587628865563,2.505154639175194,2.3505154639174317,0.34020618556698434,3.71961278675259,3.3523204781025426,2.3531608927070695,2.651974974320677,323.53,324.34,322.73,323.48,323.33,321.27
