event_id,ticker,d0_date,gap_pct,entry,exit,stop,entry_price,exit_price,return_gross,exit_reason,eps_surprise_pct,revenue_surprise_pct,release_timing
49,AMZN,2025-08-01,0.077689,C2,X4_D3_close,B_with_stop,215.2,212.85,-0.01092,no_stop_data,-16.5354,-1.3006,AMC
49,AMZN,2025-08-01,0.077689,C2,X5_D5_close,A_no_stop,215.2,221.25,0.028113,held,-16.5354,-1.3006,AMC
49,AMZN,2025-08-01,0.077689,C2,X5_D5_close,B_with_stop,215.2,221.25,0.028113,no_stop_data,-16.5354,-1.3006,AMC
51,AMZN,2026-02-06,0.133228,C1,X0_D0_close,A_no_stop,202.245,204.05,0.008925,held,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C1,X0_D0_close,B_with_stop,202.245,204.05,0.008925,no_stop_data,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C1,X1_D1_open,A_no_stop,202.245,209.85,0.037603,held,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C1,X1_D1_open,B_with_stop,202.245,209.85,0.037603,no_stop_data,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C1,X2_D1_close,A_no_stop,202.245,210.0,0.038345,held,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C1,X2_D1_close,B_with_stop,202.245,210.0,0.038345,no_stop_data,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C1,X3_D2_close,A_no_stop,202.245,209.06,0.033697,held,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C1,X3_D2_close,B_with_stop,202.245,209.06,0.033697,no_stop_data,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C1,X4_D3_close,A_no_stop,202.245,210.17,0.039185,held,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C1,X4_D3_close,B_with_stop,202.245,210.17,0.039185,no_stop_data,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C1,X5_D5_close,A_no_stop,202.245,204.5,0.01115,held,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C1,X5_D5_close,B_with_stop,202.245,204.5,0.01115,no_stop_data,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C2,X0_D0_close,A_no_stop,205.16,204.05,-0.00541,held,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C2,X0_D0_close,B_with_stop,205.16,204.05,-0.00541,no_stop_data,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C2,X1_D1_open,A_no_stop,205.16,209.85,0.02286,held,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C2,X1_D1_open,B_with_stop,205.16,209.85,0.02286,no_stop_data,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C2,X2_D1_close,A_no_stop,205.16,210.0,0.023591,held,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C2,X2_D1_close,B_with_stop,205.16,210.0,0.023591,no_stop_data,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C2,X3_D2_close,A_no_stop,205.16,209.06,0.01901,held,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C2,X3_D2_close,B_with_stop,205.16,209.06,0.01901,no_stop_data,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C2,X4_D3_close,A_no_stop,205.16,210.17,0.02442,held,-15.0943,-4.2933,AMC
51,AMZN,2026-02-06,0.133228,C2,X4_D3_close,B_with_stop,205.16,210.17,0.02442,no_stop_data,-15.0943,-4.2933,AMC
