Datetime,Open,High,Low,Close,Volume,Ticker
2025-02-10 11:00:00,229.8,230.1,229.18,230.0,12297,AMZN
2025-02-10 11:05:00,229.98,230.38,229.98,230.26,13758,AMZN
2025-02-10 11:10:00,230.3,230.36,230.2,230.34,2138,AMZN
2025-02-10 11:15:00,230.33,230.44,230.3,230.43,4277,AMZN
2025-02-10 11:20:00,230.41,230.55,230.41,230.52,1990,AMZN
2025-02-10 11:25:00,230.55,230.58,230.48,230.5,1824,AMZN
2025-02-10 11:30:00,230.47,230.51,230.4,230.51,3679,AMZN
2025-02-10 11:35:00,230.5,230.51,230.4,230.44,1961,AMZN
2025-02-10 11:40:00,230.48,230.49,230.4,230.44,2374,AMZN
2025-02-10 11:45:00,230.44,230.44,230.26,230.35,3210,AMZN
2025-02-10 11:50:00,230.35,230.51,230.3,230.49,2585,AMZN
2025-02-10 11:55:00,230.51,230.72,230.49,230.72,2098,AMZN
2025-02-10 12:00:00,230.73,230.76,230.61,230.7,1723,AMZN
2025-02-10 12:05:00,230.69,230.77,230.69,230.74,442,AMZN
2025-02-10 12:10:00,230.74,230.76,230.66,230.74,2266,AMZN
2025-02-10 12:15:00,230.73,230.76,230.61,230.74,699,AMZN
2025-02-10 12:20:00,230.75,230.77,230.5,230.5,3726,AMZN
2025-02-10 12:25:00,230.5,230.61,230.41,230.49,4767,AMZN
2025-02-10 12:30:00,230.5,230.59,230.5,230.58,500,AMZN
2025-02-10 12:35:00,230.58,230.6,230.5,230.59,3636,AMZN
2025-02-10 12:40:00,230.6,230.61,230.49,230.53,2606,AMZN
2025-02-10 12:45:00,230.58,230.61,230.48,230.6,4628,AMZN
2025-02-10 12:50:00,230.51,230.58,230.4,230.4,1721,AMZN
2025-02-10 12:55:00,230.47,230.48,230.41,230.46,702,AMZN
2025-02-10 13:00:00,230.46,230.49,230.18,230.49,6341,AMZN
2025-02-10 13:05:00,230.41,230.52,230.39,230.5,1688,AMZN
2025-02-10 13:10:00,230.42,230.65,230.41,230.64,2165,AMZN
2025-02-10 13:15:00,230.64,230.83,230.63,230.83,5422,AMZN
2025-02-10 13:20:00,230.82,230.82,230.62,230.66,3886,AMZN
2025-02-10 13:25:00,230.67,230.77,230.61,230.75,1452,AMZN
2025-02-10 13:30:00,230.73,230.76,230.64,230.69,818,AMZN
2025-02-10 13:35:00,230.69,230.76,230.66,230.66,1172,AMZN
2025-02-10 13:40:00,230.71,230.72,230.57,230.63,4110,AMZN
2025-02-10 13:45:00,230.62,230.82,230.61,230.75,3754,AMZN
2025-02-10 13:50:00,230.75,230.78,230.67,230.78,811,AMZN
2025-02-10 13:55:00,230.77,230.78,230.65,230.7,1672,AMZN
2025-02-10 14:00:00,230.66,230.71,230.0,230.33,35064,AMZN
2025-02-10 14:05:00,230.3,230.35,229.97,229.98,9695,AMZN
2025-02-10 14:10:00,230.01,230.23,229.92,230.06,12361,AMZN
2025-02-10 14:15:00,230.1,230.12,229.99,229.99,7831,AMZN
2025-02-10 14:20:00,230.0,230.15,229.96,230.15,4961,AMZN
2025-02-10 14:25:00,230.13,230.2,230.07,230.15,1960,AMZN
2025-02-10 14:30:00,230.17,230.18,230.05,230.14,3887,AMZN
2025-02-10 14:35:00,230.11,230.17,230.09,230.16,2035,AMZN
2025-02-10 14:40:00,230.19,230.22,230.11,230.2,2470,AMZN
2025-02-10 14:45:00,230.18,230.26,230.07,230.25,5409,AMZN
2025-02-10 14:50:00,230.19,230.26,230.19,230.2,2870,AMZN
2025-02-10 14:55:00,230.2,230.3,230.19,230.3,4442,AMZN
2025-02-10 15:00:00,230.3,230.83,229.15,230.24,135629,AMZN
2025-02-10 15:05:00,230.16,230.3,229.15,230.18,5531,AMZN
2025-02-10 15:10:00,230.19,230.19,230.11,230.13,19325,AMZN
2025-02-10 15:15:00,230.13,230.35,230.13,230.31,12669,AMZN
2025-02-10 15:20:00,230.35,230.35,230.28,230.33,7200,AMZN
2025-02-10 15:25:00,230.32,230.39,230.29,230.34,18579,AMZN
2025-02-10 15:30:00,230.33,230.5,230.25,230.5,35397,AMZN
2025-02-10 15:35:00,230.5,239.73,223.16,230.5,36763,AMZN
2025-02-10 15:40:00,230.5,230.5,230.25,230.42,24859,AMZN
2025-02-10 15:45:00,230.4,230.42,230.2,230.31,24296,AMZN
2025-02-10 15:50:00,230.35,230.39,230.14,230.25,20767,AMZN
2025-02-10 15:55:00,230.24,230.39,229.15,230.2,13417,AMZN
2025-02-10 16:00:00,230.25,230.25,230.13,230.17,33927,AMZN
2025-02-10 16:05:00,230.21,230.21,230.1,230.14,21231,AMZN
2025-02-10 16:10:00,230.13,230.15,229.75,229.75,40305,AMZN
2025-02-10 16:15:00,229.79,229.99,229.71,229.92,28312,AMZN
2025-02-10 16:20:00,229.92,229.93,229.7,229.78,21238,AMZN
2025-02-10 16:25:00,229.79,230.67,227.46,230.6,81895,AMZN
2025-02-10 16:30:00,230.54,230.85,229.2,230.76,2358221,AMZN
2025-02-10 16:35:00,230.72,231.55,230.34,230.44,1203755,AMZN
2025-02-10 16:40:00,230.46,230.7,230.14,230.22,583970,AMZN
2025-02-10 16:45:00,230.2,230.23,229.53,229.89,594420,AMZN
2025-02-10 16:50:00,229.93,230.57,229.54,230.52,593568,AMZN
2025-02-10 16:55:00,230.5,231.29,230.29,231.24,859596,AMZN
2025-02-10 17:00:00,231.25,231.78,231.12,231.74,701427,AMZN
2025-02-10 17:05:00,231.74,232.54,231.72,232.07,1082558,AMZN
2025-02-10 17:10:00,232.08,232.29,231.82,232.28,435511,AMZN
2025-02-10 17:15:00,232.29,232.99,232.15,232.96,655299,AMZN
2025-02-10 17:20:00,232.98,233.33,232.8,233.21,819443,AMZN
2025-02-10 17:25:00,233.2,233.64,233.05,233.55,577195,AMZN
2025-02-10 17:30:00,233.57,233.84,233.11,233.31,697086,AMZN
2025-02-10 17:35:00,233.32,233.34,230.65,233.27,607676,AMZN
2025-02-10 17:40:00,233.25,233.72,233.18,233.68,429588,AMZN
2025-02-10 17:45:00,233.69,233.8,230.65,233.21,447574,AMZN
2025-02-10 17:50:00,233.2,233.48,233.05,233.34,361583,AMZN
2025-02-10 17:55:00,233.33,233.48,232.85,232.91,293571,AMZN
2025-02-10 18:00:00,232.9,233.28,232.63,232.87,361858,AMZN
2025-02-10 18:05:00,232.87,232.95,232.45,232.64,324321,AMZN
2025-02-10 18:10:00,232.64,232.97,232.57,232.67,223210,AMZN
2025-02-10 18:15:00,232.69,232.76,232.36,232.4,303405,AMZN
2025-02-10 18:20:00,232.38,232.84,232.33,232.84,258569,AMZN
2025-02-10 18:25:00,232.84,233.08,232.64,233.08,312668,AMZN
2025-02-10 18:30:00,233.06,233.16,230.52,232.65,305751,AMZN
2025-02-10 18:35:00,232.66,233.02,232.64,232.71,247228,AMZN
2025-02-10 18:40:00,232.73,232.9,232.55,232.64,231400,AMZN
2025-02-10 18:45:00,232.68,232.92,232.57,232.6,187512,AMZN
2025-02-10 18:50:00,232.63,232.78,232.54,232.71,196629,AMZN
2025-02-10 18:55:00,232.74,232.88,232.68,232.79,158822,AMZN
2025-02-10 19:00:00,232.78,232.78,232.27,232.31,268231,AMZN
2025-02-10 19:05:00,232.32,232.34,231.92,231.98,391138,AMZN
2025-02-10 19:10:00,231.98,231.98,231.56,231.63,458591,AMZN
2025-02-10 19:15:00,231.6,231.74,231.38,231.62,283287,AMZN
2025-02-10 19:20:00,231.6,231.82,231.46,231.81,232005,AMZN
2025-02-10 19:25:00,231.82,232.01,231.82,231.89,169287,AMZN
2025-02-10 19:30:00,231.9,232.4,231.8,232.35,172696,AMZN
2025-02-10 19:35:00,232.34,232.68,232.29,232.68,210861,AMZN
2025-02-10 19:40:00,232.68,232.74,232.43,232.48,170255,AMZN
2025-02-10 19:45:00,232.48,232.57,232.33,232.38,148299,AMZN
2025-02-10 19:50:00,232.39,232.58,232.33,232.55,124069,AMZN
2025-02-10 19:55:00,232.54,232.62,232.43,232.53,149574,AMZN
2025-02-10 20:00:00,232.53,232.61,232.4,232.49,129021,AMZN
2025-02-10 20:05:00,232.48,232.56,232.32,232.32,122170,AMZN
2025-02-10 20:10:00,232.3,232.47,232.24,232.41,152766,AMZN
2025-02-10 20:15:00,232.41,232.56,232.34,232.37,128912,AMZN
2025-02-10 20:20:00,232.37,232.44,232.24,232.41,127907,AMZN
2025-02-10 20:25:00,232.43,232.64,232.41,232.46,185594,AMZN
2025-02-10 20:30:00,232.46,232.61,232.35,232.59,131917,AMZN
2025-02-10 20:35:00,232.57,232.57,232.29,232.33,138065,AMZN
2025-02-10 20:40:00,232.33,232.62,232.25,232.61,237550,AMZN
2025-02-10 20:45:00,232.62,232.85,232.6,232.74,205715,AMZN
2025-02-10 20:50:00,232.75,232.98,232.73,232.82,170412,AMZN
2025-02-10 20:55:00,232.82,233.02,232.77,232.99,231097,AMZN
2025-02-10 21:00:00,232.99,233.0,232.65,232.68,181784,AMZN
2025-02-10 21:05:00,232.66,232.98,232.62,232.98,152762,AMZN
2025-02-10 21:10:00,232.98,233.07,232.92,232.98,159946,AMZN
2025-02-10 21:15:00,232.99,233.12,232.9,232.94,157590,AMZN
2025-02-10 21:20:00,232.94,233.07,232.83,232.87,158617,AMZN
2025-02-10 21:25:00,232.86,233.04,232.8,233.04,166685,AMZN
2025-02-10 21:30:00,233.02,233.33,233.0,233.31,277770,AMZN
2025-02-10 21:35:00,233.31,233.36,233.2,233.29,200640,AMZN
2025-02-10 21:40:00,233.29,233.48,233.24,233.47,195105,AMZN
2025-02-10 21:45:00,233.46,233.48,233.23,233.25,147486,AMZN
2025-02-10 21:50:00,233.24,233.32,233.0,233.31,162971,AMZN
2025-02-10 21:55:00,233.3,233.5,233.28,233.42,170629,AMZN
2025-02-10 22:00:00,233.44,233.53,233.28,233.32,182797,AMZN
2025-02-10 22:05:00,233.32,233.55,233.23,233.24,276467,AMZN
2025-02-10 22:10:00,233.24,233.46,232.94,233.45,312373,AMZN
2025-02-10 22:15:00,233.45,233.55,233.26,233.45,259190,AMZN
2025-02-10 22:20:00,233.45,233.6,233.27,233.49,256404,AMZN
2025-02-10 22:25:00,233.49,233.77,233.49,233.59,304039,AMZN
2025-02-10 22:30:00,233.59,233.68,233.47,233.6,236455,AMZN
2025-02-10 22:35:00,233.59,233.84,233.5,233.76,277504,AMZN
2025-02-10 22:40:00,233.75,233.89,233.56,233.82,330747,AMZN
2025-02-10 22:45:00,233.83,233.92,233.65,233.7,322536,AMZN
2025-02-10 22:50:00,233.69,233.79,232.98,233.28,624338,AMZN
2025-02-10 22:55:00,233.27,233.39,233.0,233.13,1066171,AMZN
2025-02-10 23:00:00,233.13,233.59,232.99,233.01,9643214,AMZN
2025-02-10 23:05:00,233.06,233.14,232.9,232.92,868064,AMZN
2025-02-10 23:10:00,232.94,233.14,232.75,232.87,13021,AMZN
2025-02-10 23:15:00,233.14,233.5,232.82,233.24,13371,AMZN
2025-02-10 23:20:00,233.3,233.3,233.01,233.02,24367,AMZN
2025-02-10 23:25:00,233.18,233.18,233.02,233.11,2247,AMZN
2025-02-10 23:30:00,233.11,233.14,233.0,233.09,5324,AMZN
2025-02-10 23:35:00,233.1,233.14,233.05,233.1,1270,AMZN
2025-02-10 23:40:00,233.08,233.1,233.05,233.05,2608,AMZN
2025-02-10 23:45:00,233.07,233.14,230.15,233.1,4086,AMZN
2025-02-10 23:50:00,233.08,233.1,232.97,233.0,6294,AMZN
2025-02-10 23:55:00,233.0,233.14,232.88,232.95,4178,AMZN
2025-02-11 00:00:00,232.96,233.0,232.9,232.93,1145,AMZN
2025-02-11 00:05:00,232.93,232.99,220.46,232.92,1648,AMZN
2025-02-11 00:10:00,232.97,232.99,230.94,232.88,2683,AMZN
2025-02-11 00:15:00,232.99,232.99,232.88,232.98,490,AMZN
2025-02-11 00:20:00,232.89,232.98,232.88,232.88,852,AMZN
2025-02-11 00:25:00,232.88,232.98,232.87,232.9,1355,AMZN
2025-02-11 00:30:00,232.9,233.0,232.88,232.98,1438,AMZN
2025-02-11 00:35:00,232.95,233.0,232.89,232.94,2209,AMZN
2025-02-11 00:40:00,232.93,232.97,232.88,232.9,1725,AMZN
2025-02-11 00:45:00,232.92,232.92,232.88,232.91,406,AMZN
2025-02-11 00:50:00,232.9,232.92,232.88,232.9,982,AMZN
2025-02-11 00:55:00,232.9,232.92,232.88,232.89,554,AMZN
2025-02-11 01:00:00,232.89,232.92,232.87,232.9,2822,AMZN
2025-02-11 01:05:00,232.88,232.92,232.59,232.82,4175,AMZN
2025-02-11 01:10:00,232.82,232.88,232.6,232.7,4879,AMZN
2025-02-11 01:15:00,232.75,232.85,232.51,232.6,1215,AMZN
2025-02-11 01:20:00,232.7,232.7,232.51,232.58,2244,AMZN
2025-02-11 01:25:00,232.66,232.66,232.24,232.4,3866,AMZN
2025-02-11 01:30:00,232.5,232.66,232.4,232.66,1151,AMZN
2025-02-11 01:35:00,232.53,232.63,232.43,232.59,2464,AMZN
2025-02-11 01:40:00,232.59,232.63,232.5,232.5,1170,AMZN
2025-02-11 01:45:00,232.54,232.66,232.44,232.51,1512,AMZN
2025-02-11 01:50:00,232.58,232.58,232.45,232.54,1545,AMZN
2025-02-11 01:55:00,232.51,232.58,232.48,232.57,2819,AMZN
2025-02-11 02:00:00,232.57,232.58,232.42,232.44,2540,AMZN
2025-02-11 02:05:00,232.55,232.58,232.3,232.36,2409,AMZN
2025-02-11 02:10:00,232.4,232.55,232.32,232.36,945,AMZN
2025-02-11 02:15:00,232.41,232.55,232.35,232.48,1558,AMZN
2025-02-11 02:20:00,232.53,232.58,232.38,232.45,747,AMZN
2025-02-11 02:25:00,232.5,232.58,232.4,232.5,2781,AMZN
2025-02-11 02:30:00,232.52,232.55,232.42,232.5,1367,AMZN
2025-02-11 02:35:00,232.54,232.54,232.48,232.51,3796,AMZN
2025-02-11 02:40:00,232.51,232.8,232.48,232.68,4922,AMZN
2025-02-11 02:45:00,232.68,232.68,232.53,232.55,1142,AMZN
2025-02-11 02:50:00,232.57,232.63,232.53,232.58,1564,AMZN
2025-02-11 02:55:00,232.55,232.66,232.48,232.57,3996,AMZN
2025-02-11 11:00:00,232.25,233.0,232.23,232.25,1752,AMZN
2025-02-11 11:05:00,232.35,232.44,232.26,232.3,1689,AMZN
2025-02-11 11:10:00,232.3,232.4,232.24,232.3,411,AMZN
2025-02-11 11:15:00,232.36,232.36,232.12,232.16,1260,AMZN
2025-02-11 11:20:00,232.13,232.16,232.03,232.04,1060,AMZN
2025-02-11 11:25:00,232.02,232.18,232.02,232.12,1701,AMZN
2025-02-11 11:30:00,232.18,232.26,232.13,232.2,78,AMZN
2025-02-11 11:35:00,232.22,232.25,232.12,232.17,345,AMZN
2025-02-11 11:40:00,232.17,232.29,232.16,232.29,744,AMZN
2025-02-11 11:45:00,232.29,232.3,232.11,232.24,865,AMZN
2025-02-11 11:50:00,232.23,232.23,232.1,232.12,1632,AMZN
2025-02-11 11:55:00,232.15,232.2,232.13,232.15,563,AMZN
2025-02-11 12:00:00,232.14,232.2,232.11,232.11,788,AMZN
2025-02-11 12:05:00,232.12,232.18,232.11,232.11,491,AMZN
2025-02-11 12:10:00,232.13,232.28,232.13,232.23,913,AMZN
2025-02-11 12:15:00,232.17,232.28,232.17,232.25,1224,AMZN
2025-02-11 12:20:00,232.25,232.28,232.21,232.26,121,AMZN
2025-02-11 12:25:00,232.22,232.22,232.08,232.12,2141,AMZN
2025-02-11 12:30:00,232.16,232.3,232.16,232.25,1428,AMZN
2025-02-11 12:35:00,232.3,232.34,232.25,232.26,483,AMZN
2025-02-11 12:40:00,232.25,232.27,232.19,232.19,559,AMZN
