ticker,date,daily_return_pct,abs_return_pct,intraday_return_pct,spy_return_pct,close,direction,drift_1d,drift_2d,drift_3d,drift_5d,reversal_1d,reversal_2d,reversal_3d,reversal_5d,vix_close,vix_regime
AAPL,2022-01-06,-1.6693434308676314,1.6693434308676314,-0.405325396995796,-0.09393358922868966,168.30848693847656,DOWN_SHOCK,0.0988734178190642,0.11048691939858199,1.7907094707153455,0.11048691939858199,True,True,True,True,,UNKNOWN
AAPL,2022-01-11,1.6783681740251133,1.6783681740251133,1.6016680533462506,0.9108245476472376,171.32240295410156,UP_SHOCK,0.25702309048489974,-1.6506639555353082,-1.1480358770674715,-5.054834947409485,False,True,True,True,,UNKNOWN
AAPL,2022-01-19,-2.102490150087477,2.102490150087477,-2.2176495720358522,-1.0383484279459232,162.66233825683594,DOWN_SHOCK,-1.0347235179248797,-2.2980347813965523,-2.773258648328616,-3.934311416470119,False,False,False,False,,UNKNOWN
AAPL,2022-01-28,6.977795523886776,6.977795523886776,2.7880000784532504,2.48356014688087,166.67434692382812,UP_SHOCK,2.61256576616495,2.5127778840757764,3.234875956338682,1.3383752152534476,False,False,False,False,,UNKNOWN
AAPL,2022-02-08,1.8466701891623805,1.8466701891623805,1.805162860676941,0.8227934806084525,171.2957305908203,UP_SHOCK,0.8293754955555553,-1.550083969970881,-3.540581596159001,-1.166849886562818,False,True,True,True,,UNKNOWN
AAPL,2022-02-22,-1.7812289417564409,1.7812289417564409,-0.4000414719432236,-1.073168136901348,160.99819946289062,DOWN_SHOCK,-2.586403148539433,-0.9615419245130733,0.3225421843892691,-0.6816016183216699,False,False,True,False,,UNKNOWN
AAPL,2022-03-04,-1.8408219213760346,1.8408219213760346,-0.8024848198291393,-0.8124477714003153,159.8714141845703,DOWN_SHOCK,-2.3717295231525046,-3.5116570218776095,-0.13480529825672238,-5.172499528267356,False,False,False,False,,UNKNOWN
AAPL,2022-03-10,-2.718630584555848,2.718630584555848,-1.0486845866320689,-0.4515409932948189,155.31544494628906,DOWN_SHOCK,-2.390862613524466,-4.983606538050387,-2.1637621032753227,1.3247595260441039,False,False,False,True,,UNKNOWN
AAPL,2022-03-11,-2.3908626135244693,2.3908626135244693,-2.6426710764469767,-1.2714972410342251,151.60206604003906,DOWN_SHOCK,-2.656251242401785,0.23266316692253644,3.1409628184813623,5.978142988405189,False,True,True,True,,UNKNOWN
AAPL,2022-03-14,-2.656251242401786,2.656251242401786,-0.5480368753908598,-0.730836648894595,147.57513427734375,DOWN_SHOCK,2.9677451774722474,5.955404568730094,6.639239645125815,9.799519908216773,True,True,True,True,,UNKNOWN
AAPL,2022-03-18,2.091879292937282,2.091879292937282,2.1618599087020276,1.0952815436566565,160.66505432128906,UP_SHOCK,0.8537853019347357,2.9515986037118167,3.7992581684805655,6.549581194271818,False,False,False,False,,UNKNOWN
AAPL,2022-03-22,2.0800541055515875,2.0800541055515875,1.999886971929115,1.1701509330690918,165.40724182128906,UP_SHOCK,0.8233573604151759,3.1098246155557745,3.4948292589507006,6.006376861382369,False,False,False,False,,UNKNOWN
AAPL,2022-03-24,2.2677951964713117,2.2677951964713117,1.7596222428297226,1.5074419413467988,170.55111694335938,UP_SHOCK,0.37339278272503457,0.8789559638973422,2.809191322578977,0.3102018584555504,False,False,False,False,,UNKNOWN
AAPL,2022-03-29,1.9134172635296043,1.9134172635296043,1.2847383785699604,1.2370770994980518,175.34222412109375,UP_SHOCK,-0.6649419887935388,-2.4307062743859924,-2.598347191440288,-2.1792536010946786,True,True,True,True,,UNKNOWN
AAPL,2022-04-04,2.3693414407996105,2.3693414407996105,2.2168728617854656,0.8566413487063551,174.83273315429688,UP_SHOCK,-1.8941880658462793,-3.704302679091815,-3.530596260830359,-7.111638338751168,True,True,True,True,,UNKNOWN
AAPL,2022-04-06,-1.8450635875277621,1.8450635875277621,-0.30749522941522245,-0.9999348602258484,168.3563995361328,DOWN_SHOCK,0.18038855638853102,-1.012642969237511,-3.538409040545507,-0.8322181593080286,True,False,False,False,,UNKNOWN
AAPL,2022-04-14,-2.998853091001552,2.998853091001552,-3.12390222927497,-1.2451828479012716,161.9485626220703,DOWN_SHOCK,-0.1330951326810359,1.2765487148819787,1.1737170372605128,-2.1174902324510354,False,True,True,False,,UNKNOWN
AAPL,2022-04-28,4.515563222948016,4.515563222948016,2.7566715162627524,2.5259578043757447,160.3319549560547,UP_SHOCK,-3.660503934564928,-3.4710300199428694,-2.54216149108519,-4.198242876645905,True,True,True,True,,UNKNOWN
AAPL,2022-05-05,-5.571624464440061,5.571624464440061,-4.3210262846018725,-3.554264656074535,153.600830078125,DOWN_SHOCK,0.4727119489977732,-2.8619015527323417,-1.2967814460485514,-8.930634873456048,True,False,False,False,,UNKNOWN
AAPL,2022-05-10,1.611231979729788,1.611231979729788,-0.6494404178741663,0.23109031848118633,151.6089630126953,UP_SHOCK,-5.184169036453366,-7.734148429247839,-4.789346049581088,-3.4107919356632475,True,True,True,True,,UNKNOWN
AAPL,2022-05-11,-5.184169036453367,5.184169036453367,-4.560260586319225,-1.588657775576885,143.74929809570312,DOWN_SHOCK,-2.689402567989781,0.4164104062158931,-0.6552978668161805,-3.877110048728584,False,True,False,False,,UNKNOWN
AAPL,2022-05-12,-2.689402567989785,2.689402567989785,-0.1470944229058227,-0.10438330218612846,139.88330078125,DOWN_SHOCK,3.1916492716794482,2.0903218712584777,4.685760137670561,-3.654583550043458,True,True,True,False,,UNKNOWN
AAPL,2022-05-19,-2.464126501670094,2.464126501670094,-1.8086922297553827,-0.6124883225921418,134.77114868164062,DOWN_SHOCK,0.174721099520151,4.193634726475206,2.1914522978111632,4.681443083967799,True,True,True,True,,UNKNOWN
AAPL,2022-05-23,4.01190398420217,4.01190398420217,3.860953322765104,1.8710085509589414,140.42295837402344,UP_SHOCK,-1.9215976426200012,-1.8097942149740094,0.4681748158351208,4.003929691085032,True,True,False,False,,UNKNOWN
AAPL,2022-05-24,-1.9215976426199988,1.9215976426199988,-0.31957741356749114,-0.7633964891480272,137.72459411621094,DOWN_SHOCK,0.11399393236300923,2.436593991149267,6.6115816018291325,5.948989792618347,True,True,True,True,,UNKNOWN
AAPL,2022-05-27,4.075679840585678,4.075679840585678,2.923172169916519,2.45487383005194,146.8303680419922,UP_SHOCK,-0.5346122569867526,-0.621500778110037,1.0491885052753003,-2.3389442124980837,True,True,False,True,,UNKNOWN
AAPL,2022-06-03,-3.855564302855874,3.855564302855874,-1.0347100591052227,-1.6411327918342322,142.65036010742188,DOWN_SHOCK,0.5227659702372535,2.2905347397840177,1.7746787960808383,-5.674800459613034,True,True,True,False,,UNKNOWN
AAPL,2022-06-07,1.7585755350884025,1.7585755350884025,3.0204367343253855,0.9592139454818183,145.91781616210938,UP_SHOCK,-0.5043046700415251,-4.081776705110495,-7.786971902786506,-10.725566697027148,True,True,True,True,,UNKNOWN
AAPL,2022-06-09,-3.5956048381841743,3.5956048381841743,-3.018766920132572,-2.3782943059013184,139.96177673339844,DOWN_SHOCK,-3.862868879758976,-7.543432649752766,-6.926514862031052,-8.819383082212278,False,False,False,False,,UNKNOWN
AAPL,2022-06-23,2.1573691980318,2.1573691980318,1.0597842936860695,0.9802345749386321,135.67384338378906,UP_SHOCK,2.451740259062538,2.451740259062538,-0.6002685029929076,-1.120989311052631,False,False,True,True,,UNKNOWN
AAPL,2022-06-30,-1.802774521668371,1.802774521668371,-0.38615575905053956,-0.8124473324256143,134.1529541015625,DOWN_SHOCK,1.616440593604439,3.540086225330556,4.534814523635986,7.548265165639806,True,True,True,True,,UNKNOWN
AAPL,2022-07-01,1.6164405936044401,1.6164405936044401,2.1243748399559954,1.057659667411981,136.3214569091797,UP_SHOCK,1.8930456730120775,2.871950555425403,5.340843699487002,4.275526997369476,False,False,False,False,,UNKNOWN
AAPL,2022-07-05,1.8930456730120726,1.8930456730120726,2.750956789285958,0.18885878068248818,138.90208435058594,UP_SHOCK,0.9607180509205284,3.383742240407018,3.871137340552716,3.0375849423387913,False,False,False,False,,UNKNOWN
AAPL,2022-07-07,2.399967270700687,2.399967270700687,2.1355383912066626,1.4977181315121824,143.6021728515625,UP_SHOCK,0.4714426945508671,-1.0113045089676969,-0.3348275952937336,1.448553582190925,False,True,True,False,,UNKNOWN
AAPL,2022-07-14,2.048224798090681,2.048224798090681,3.046917916336558,-0.2428603869372603,145.6823272705078,UP_SHOCK,1.1450088646827414,-0.9429441639677748,1.7040489505193905,4.633945214825717,False,True,False,False,,UNKNOWN
AAPL,2022-07-18,-2.0643164226164523,2.0643164226164523,-2.4346543951212305,-0.8256720325996447,144.30862426757812,DOWN_SHOCK,2.6721903777038323,4.059293189150095,5.629976917570455,3.998103074731877,True,True,True,True,,UNKNOWN
AAPL,2022-07-29,3.279309690169585,3.279309690169585,0.787638904989821,1.4578580529981844,159.45872497558594,UP_SHOCK,-0.6153515209677973,-1.538359664189127,2.227536908794945,1.8889050606935485,True,True,False,False,,UNKNOWN
AAPL,2022-08-03,3.824734749634673,3.824734749634673,3.2889882276599254,1.5659478696761653,163.01072692871094,UP_SHOCK,-0.1926037934223221,-0.3312530638427845,-0.6205706205640682,2.013559584130818,True,True,True,False,,UNKNOWN
AAPL,2022-09-12,3.8507712890724077,3.8507712890724077,2.406163560377825,1.0747577674461661,160.58416748046875,UP_SHOCK,-5.8679344176060075,-4.968451291157658,-6.767408042003625,-5.4763359028145455,True,True,True,True,,UNKNOWN
AAPL,2022-09-15,-1.8930100322342547,1.8930100322342547,-1.4742960680768085,-1.1353215423342333,149.71678161621094,DOWN_SHOCK,-1.0960126842684639,1.384786277067938,2.973030845695695,0.24286986364126031,False,True,True,True,,UNKNOWN
