,AAPL,AMD,AMZN,AVGO,BA,BABA,BIDU,C,COIN,COST,GOOGL,GS,IBIT,JPM,MARA,META,MSFT,MU,NVDA,PLTR,SNOW,TSLA,TSM,TXN,V,SPY
2026-01-14,0.0027796008184381993,0.011097696879643237,-0.021121039805036546,-0.007751280092789026,0.013463536255973407,0.03922641853676323,0.01897959183673459,0.0033333333333334103,0.04107469977610423,-0.0032721536526614248,0.00020919876871583476,-0.01705295390950845,0.03218390804597693,-0.04810181190681606,0.024007386888273308,-0.025270196718762183,-0.01887626262626252,-0.033065699732366394,-0.006406805211586097,-0.007957707289927507,-0.05607264472190687,-0.014746318963987926,-0.014272863568215888,-0.007744485392298217,-0.024453292132160742,-0.004771171171171096
2026-01-15,0.0005774783445620102,0.05469575200918486,-0.006556016597510372,-0.0035637918745545782,-0.003813194472918058,-0.00889513108614226,0.004806729421189759,-0.04497827753641703,-0.011613357316024087,0.013944287012778833,0.009441854906178992,-0.021344935009130928,0.01967334818114308,-0.00038846265902692245,-0.0036068530207393756,-0.013465220165921998,-0.011217639362546383,0.02645833333333325,0.007856949336223273,0.005104616592808586,-0.0063973063973065125,-0.007134658234115854,0.05156050374155874,0.03993971363978899,0.001522858100082125,0.0025201320896817148
2026-01-16,-0.009772989611388838,0.016938082382652597,-0.0010024225210925053,-0.010042918454935545,0.022802107342772437,0.0005904581955598065,-0.010564082120789298,0.04299348853804297,-0.04525853542746372,0.005800525211191898,-0.009087141842292201,0.061183495603877036,-0.014743356388787654,0.0048900547297516805,-0.03076923076923077,0.005563102399896325,-0.009392624728850274,0.02105018991562524,0.012903225806451646,-0.006585556423708061,0.008278065546788005,-0.002130842816339462,-0.001648876160722068,-0.021428571428571352,-0.003770945473344889,-0.0008668265480076265
2026-01-17,-0.009131178116257521,,-0.001965047244752882,,,-0.025846807506196168,,,-0.0007458666556168225,,-0.015592795053320119,,,,,-0.001849469282727556,0.008430595397113771,,-0.011411889596602998,,,-0.006360745115856492,,,,
2026-01-20,-0.013803380259597597,-0.03018625561978172,-0.024339156298437414,-0.00979797103962543,-0.022535211267605604,-0.018415313787254806,0.011348374966425157,-0.0168476866501327,-0.04478540327596936,0.003984523272761553,-0.025701714459110958,-0.023480248663073855,-0.04803251431738409,-0.011311633902674756,0.00933706816059754,-0.02223475388705387,-0.02308260227568837,0.02910691466704529,-0.024966442953020196,-0.06432584269662911,-0.00960245822930672,-0.02674897119341557,-0.014719517848864161,-0.010525759018301106,-0.009981989682224635,-0.020200121461002363
2026-01-21,-0.01896695693665751,0.03743929359823395,-0.011206526406182915,-0.025773496789258776,0.020584602717167666,0.029684028634904935,0.0470088307549299,-0.02305149617258173,-0.012719774256566119,-0.0014726002360337942,-0.005574934595739212,-0.0047136335229379656,-0.024839899087909956,-0.0113432641220379,-0.0407030527289548,-0.002867265386833684,0.0026228633666007806,0.02552428256070649,-0.01668502202643174,0.010027018913239205,0.001066511537715753,-0.012591026544514938,-0.02482060934007768,0.005292136633345823,0.002374198322644183,0.011392984164932729
2026-01-22,0.010132944228274932,0.07758107072942377,0.01849841504190386,0.0033855649099678864,0.014925373134328401,0.05136350014983515,0.04401040015219726,0.015670910871694366,0.006815583501890821,0.025625470671910344,0.049829308778853054,0.017443221727932556,0.010149253731343233,0.0028683525106327767,0.027965284474445573,0.04053808398473002,-0.006806038973995121,0.06527646979685198,0.03505628045024367,0.005706812507430881,0.010605326876513388,0.040110386829709244,0.0024125452352230514,0.04035945974688926,-0.0007382570980342118,0.005252943837275259
2026-01-23,-0.007102158735253994,0.02796098100390987,-0.0001705393306332681,-0.05046282472379804,0.0002782193958663637,-0.004959525709725132,-0.002611917633481231,0.003243622337161467,-0.026990435428222104,-0.00973913398192916,-0.013335322195703991,-0.023932804050166845,-0.002955082742316706,-0.006542178972976598,-0.039399624765478425,0.020583190394511286,0.0032366071428571175,-0.007451188401404463,0.011524103229995086,-0.01731883201324036,0.009152331208970299,0.022163769441903014,-0.0027075812274367506,-0.01344237158190642,0.0009235031553023187,0.00037013920137018985
2026-01-24,0.0004041220448576244,,0.018293462965331964,,,-0.009968490403895802,,,-0.029579424570223112,,-0.009252260151785485,,,,,0.023965141612200425,0.0360218044276337,,0.0015511339323919238,,,0.0011635973058248261,,,,
2026-01-26,0.014098161987477154,-0.015597986860809154,0.0036432160804018565,-0.00015723270440259896,-0.001311240910716327,-0.020311324576124057,-0.035140073081607714,-0.013981125480601153,-0.007261794634597529,0.009505370585872752,-0.002807702871791773,-0.024519627490274698,-0.015214384508990264,-0.014659651212813207,0.0205078125,0.010258358662613931,0.0011811700025772254,0.0011197068403909771,-0.0028838451268357046,0.014857142857142902,-0.004273504273504258,-0.005319505598891494,0.0023529411764704466,-0.010050771940731562,0.0013224665538982272,0.005114736971930656
2026-01-27,0.03182759719566586,-0.0157280568239474,0.001043100930446128,0.03648372385595233,-0.029760483806795524,0.02953337271116352,0.009909739317048416,0.015154200638071602,-0.0025625495037971957,-0.0069369350988512934,0.03225707727620519,0.010920076901950182,-0.0006019261637238982,0.01155292853304668,-0.03923444976076562,0.014321173373448737,0.011626161007314728,0.030732079308591898,0.003159980718761668,-0.006875296348980542,0.018073438245112206,-0.017526908298316823,0.01995305164319272,0.01564789616914375,0.009152896369555963,0.004085403704291668
2026-01-28,-0.012817048218352944,0.014551942902458537,0.025300100033344597,0.02333485055378537,0.00758632001968329,0.012794033275960848,-0.0015000000000000568,-0.006896551724137834,-0.004110612855007578,-0.009029646826782867,-0.002964807732218522,0.0,0.026902228468179024,-0.005577689243027928,0.05776892430278879,0.00010381597876230053,0.01950764402790428,0.04293570741571928,0.024132407901761743,-0.017904034375745947,-0.0019204646587661633,-0.00706721862635229,0.014517128441178917,0.07332405832946876,-0.011687363038714316,-0.00017252782011101253
2026-01-29,0.0071956513237652064,-0.007503810528784238,-0.017195820968332165,-0.020667773692325975,-0.014285132880224705,0.0101399195604146,-0.005821231847771502,0.004483122362869185,-0.02457786116322691,-0.007246001223216281,0.01659282167177123,0.014366598202544933,-0.025415444770283457,0.008279914529914612,-0.04048964218455742,0.0863066109084436,-0.06911253925667105,0.04194845117048951,-0.0015639662183295489,-0.032328633932911965,-0.0238408109630186,0.009397890081540572,-0.01134281476310961,0.02563610177628406,0.015274698201527492,-0.002085070892410279
2026-01-30,0.0017860609590369947,-0.027091947233707447,-0.012243547319655823,-0.00021194780028455096,-0.03798513625103217,-0.03308658591296554,-0.020399168922747624,-0.0036755053819900185,-0.0613579534525871,-0.010222621334892601,-0.023020446368502645,-0.005570970955957155,-0.06098294884653965,0.011125827814569611,-0.05201177625122666,-0.006265869440576499,-0.029179141159122346,0.025757988380537444,-0.004960317460317554,-0.06336347651343888,-0.04807692307692313,-0.03381862991191653,-0.013326273056217586,0.013761467889908285,-0.006612472700800787,-0.0030548870988659216
2026-01-31,0.0028293476997016676,,0.0018844221105527303,,,-0.016645400765572305,,,-0.0044057377049179225,,0.01110778443113758,,,,,-0.018339171646404306,-0.015304243763232916,,-0.0016791730072939215,,,0.014714218233349063,,,,
2026-02-02,-0.006106516193862488,-0.04662646213623667,-0.0040125391849530345,-0.008782556026650457,0.004463519313304687,-0.008670008846947796,-0.034128157336589804,0.011242863416776494,-0.032468868992487354,-0.010961187479559875,-0.0035533445855912005,0.004093901164607061,-0.05233924375133525,0.003045585538380857,-0.06418219461697727,-0.006787013713965839,-0.0029448196882230215,-0.07564326644394792,-0.00977660972404737,0.012202480724103237,-0.030303030303030276,-0.016758606242580854,-0.018574836016696405,-0.0118201126604488,-0.014229007633587809,0.005217894052178984
2026-02-03,0.043435993156011765,0.06461473147951602,0.02396239875781614,0.020470516345860057,0.00025636643308835083,-0.019514516896715906,-0.03513441575725318,0.009554416746286876,0.004095091208849766,0.03210666666666673,0.03366913316097575,0.011394727524382864,0.0002254283137961277,0.006040027424989214,0.019911504424778848,-0.0048608665022895625,-0.014533180187993655,0.05909526089037809,-0.007962206061892907,0.0837252434258462,-0.007291666666666696,0.008853537864261574,0.04566029711091524,0.04966825530324259,0.028497088340974086,-0.008613004342449604
2026-02-04,0.007788916632504916,-0.1280854966702556,-0.020532786885245846,-0.046497005988023865,-0.0019649722340879805,-0.008980582524271918,-0.0257931034482759,0.01720726146433793,-0.06779661016949157,0.01048987184787098,-0.015208141674332931,-0.0111496557504005,-0.045300878972278524,0.020639968845330037,-0.04013015184381785,-0.030298739912218542,-0.02547513141932889,-0.06506361725688725,-0.03970249879608323,-0.056292402664873786,-0.10283315844700947,-0.012201703545533404,-0.026176641487507202,-0.032450478522145554,-0.009667509938561691,-0.004858804589032206
2026-02-05,0.019155387915094968,-0.08278069974845637,-0.04209381145654634,-0.01218325116965513,0.004194487245334777,-0.011143766838109137,0.010972674500920432,-0.010657193605683846,-0.09289772727272727,0.0177141396062388,-0.07756531893154284,-0.03304295584259531,-0.06869688385269113,0.004387917329093716,-0.11751412429378527,-0.039889034895605135,-0.014083475713936977,-0.10708242687938119,-0.03031147266952694,-0.1250000000000001,-0.039766081871345116,-0.060574387723590806,-0.0393508159551299,0.019322782480677203,0.004683270991089783,-0.01263627353815655
