Datetime,Open,High,Low,Close,Volume,Ticker
2025-02-03 09:30:00,673.81,683.63,673.15,682.9,1224956,META
2025-02-03 09:35:00,683.11,692.44,682.06,690.49,854207,META
2025-02-03 09:40:00,690.47,695.34,689.7,693.87,693941,META
2025-02-03 09:45:00,694.07,694.29,688.88,692.34,526958,META
2025-02-03 09:50:00,692.34,693.39,689.37,692.84,466368,META
2025-02-03 09:55:00,692.84,693.64,689.94,691.77,447190,META
2025-02-03 10:00:00,691.51,691.57,686.11,687.55,485653,META
2025-02-03 10:05:00,687.26,688.61,684.03,686.35,362277,META
2025-02-03 10:10:00,686.17,686.41,682.38,683.49,284392,META
2025-02-03 10:15:00,683.62,685.25,682.18,682.52,207043,META
2025-02-03 10:20:00,682.62,690.27,681.41,689.17,408386,META
2025-02-03 10:25:00,689.16,690.82,686.92,689.76,322720,META
2025-02-03 10:30:00,689.75,692.02,688.28,690.4,318696,META
2025-02-03 10:35:00,690.6,692.31,689.75,691.47,256104,META
2025-02-03 10:40:00,691.46,694.2,691.21,693.17,302225,META
2025-02-03 10:45:00,693.05,693.43,691.57,692.19,223478,META
2025-02-03 10:50:00,692.19,694.2,691.83,693.56,224960,META
2025-02-03 10:55:00,693.49,696.4,693.33,695.64,322524,META
2025-02-03 11:00:00,695.42,697.43,694.84,696.25,1637922,META
2025-02-03 11:05:00,696.15,696.15,692.53,694.37,222840,META
2025-02-03 11:10:00,694.52,695.58,693.44,695.34,145228,META
2025-02-03 11:15:00,695.52,697.01,695.16,696.56,212307,META
2025-02-03 11:20:00,696.79,697.05,695.25,696.43,158001,META
2025-02-03 11:25:00,696.24,697.44,694.9,694.96,142576,META
2025-02-03 11:30:00,694.92,695.53,692.89,695.15,136759,META
2025-02-03 11:35:00,695.56,696.15,694.59,695.98,90738,META
2025-02-03 11:40:00,696.03,697.42,695.3,697.23,154953,META
2025-02-03 11:45:00,697.41,698.42,696.49,696.83,409410,META
2025-02-03 11:50:00,696.77,699.57,696.49,699.52,239213,META
2025-02-03 11:55:00,699.41,699.49,697.14,697.53,186807,META
2025-02-03 12:00:00,697.4,697.83,695.83,696.53,200014,META
2025-02-03 12:05:00,696.64,697.44,695.76,697.44,165103,META
2025-02-03 12:10:00,697.16,697.96,696.69,697.65,125527,META
2025-02-03 12:15:00,697.61,697.83,696.64,697.43,81270,META
2025-02-03 12:20:00,697.34,697.96,696.12,697.9,107190,META
2025-02-03 12:25:00,697.91,699.02,696.08,696.23,142961,META
2025-02-03 12:30:00,696.09,697.07,695.45,696.11,99516,META
2025-02-03 12:35:00,696.19,696.65,695.47,696.07,129626,META
2025-02-03 12:40:00,696.13,696.44,694.84,695.44,162117,META
2025-02-03 12:45:00,695.51,697.07,695.04,696.84,124427,META
2025-02-03 12:50:00,697.12,698.51,695.83,698.29,186806,META
2025-02-03 12:55:00,698.29,698.29,694.9,696.91,165237,META
2025-02-03 13:00:00,697.08,697.7,695.3,697.51,100317,META
2025-02-03 13:05:00,697.51,697.72,695.34,695.59,113694,META
2025-02-03 13:10:00,695.63,698.82,695.59,698.52,161591,META
2025-02-03 13:15:00,698.52,699.79,698.51,698.92,175047,META
2025-02-03 13:20:00,698.98,700.22,698.54,700.02,183382,META
2025-02-03 13:25:00,700.04,701.76,699.62,699.68,225961,META
2025-02-03 13:30:00,699.99,700.0,699.02,699.65,107506,META
2025-02-03 13:35:00,699.6,700.64,699.14,699.84,154228,META
2025-02-03 13:40:00,699.94,700.62,698.38,699.57,142713,META
2025-02-03 13:45:00,699.57,701.57,699.52,700.95,163199,META
2025-02-03 13:50:00,701.03,701.7,700.46,701.15,150343,META
2025-02-03 13:55:00,700.86,701.82,700.84,701.22,115588,META
2025-02-03 14:00:00,701.13,701.58,700.22,700.66,140321,META
2025-02-03 14:05:00,700.54,700.88,699.94,700.24,102493,META
2025-02-03 14:10:00,700.27,700.8,673.9,700.03,114395,META
2025-02-03 14:15:00,700.25,701.2,673.9,701.12,106919,META
2025-02-03 14:20:00,701.17,701.23,700.07,700.28,112270,META
2025-02-03 14:25:00,700.17,700.43,699.34,699.58,99762,META
2025-02-03 14:30:00,699.58,700.65,698.96,699.83,112921,META
2025-02-03 14:35:00,699.83,699.99,698.58,698.84,110999,META
2025-02-03 14:40:00,698.84,699.89,698.6,699.55,109048,META
2025-02-03 14:45:00,699.58,700.67,698.98,699.67,121758,META
2025-02-03 14:50:00,699.67,700.29,699.04,699.72,102491,META
2025-02-03 14:55:00,699.67,700.19,698.08,698.36,114514,META
2025-02-03 15:00:00,698.5,699.45,698.04,698.95,120260,META
2025-02-03 15:05:00,698.86,698.95,697.38,698.19,137352,META
2025-02-03 15:10:00,698.08,698.82,697.83,698.12,119671,META
2025-02-03 15:15:00,698.12,698.97,697.68,698.75,119909,META
2025-02-03 15:20:00,698.7,698.71,697.75,698.1,109352,META
2025-02-03 15:25:00,698.1,698.21,696.35,696.68,138038,META
2025-02-03 15:30:00,696.65,697.37,696.33,696.73,209485,META
2025-02-03 15:35:00,696.65,697.29,696.14,696.33,157998,META
2025-02-03 15:40:00,696.39,696.8,695.19,695.67,199342,META
2025-02-03 15:45:00,695.75,696.22,694.63,695.54,191783,META
2025-02-03 15:50:00,695.64,695.83,693.86,695.14,321887,META
2025-02-03 15:55:00,695.06,696.32,694.61,694.94,637318,META
2025-02-04 09:30:00,700.32,700.32,693.46,697.85,759600,META
2025-02-04 09:35:00,697.83,698.07,693.84,694.97,316073,META
2025-02-04 09:40:00,695.38,695.38,691.13,691.28,397156,META
2025-02-04 09:45:00,691.36,691.51,689.46,690.41,363146,META
2025-02-04 09:50:00,690.36,692.64,689.6,691.62,280877,META
2025-02-04 09:55:00,691.62,694.84,691.62,693.86,387897,META
2025-02-04 10:00:00,693.77,695.53,691.85,693.82,229387,META
2025-02-04 10:05:00,693.83,693.83,691.81,693.64,170974,META
2025-02-04 10:10:00,693.6,695.34,693.44,694.31,216120,META
2025-02-04 10:15:00,694.43,697.43,694.43,697.23,200733,META
2025-02-04 10:20:00,697.16,698.43,695.91,698.05,201836,META
2025-02-04 10:25:00,697.9,699.11,696.97,698.28,220256,META
2025-02-04 10:30:00,698.57,700.12,696.59,698.28,270000,META
2025-02-04 10:35:00,698.12,702.24,697.96,701.6,233146,META
2025-02-04 10:40:00,701.42,703.32,701.01,702.52,332663,META
2025-02-04 10:45:00,702.68,703.31,700.11,701.87,234649,META
2025-02-04 10:50:00,701.84,704.18,701.63,703.36,206096,META
2025-02-04 10:55:00,703.25,704.64,702.46,703.73,242277,META
2025-02-04 11:00:00,703.93,704.63,702.51,703.22,190393,META
2025-02-04 11:05:00,702.87,703.33,699.23,702.78,155728,META
2025-02-04 11:10:00,702.77,704.61,702.66,704.24,137364,META
2025-02-04 11:15:00,704.47,704.78,703.39,703.59,133337,META
2025-02-04 11:20:00,703.75,704.61,701.75,701.8,165515,META
2025-02-04 11:25:00,702.01,702.92,701.83,702.68,168222,META
2025-02-04 11:30:00,702.67,702.87,701.67,702.35,113093,META
2025-02-04 11:35:00,702.44,703.98,702.15,703.15,120739,META
2025-02-04 11:40:00,703.3,703.54,699.63,700.51,153302,META
2025-02-04 11:45:00,700.51,702.15,700.29,700.57,103870,META
2025-02-04 11:50:00,700.92,701.78,700.33,701.42,68466,META
2025-02-04 11:55:00,701.34,702.91,700.91,702.57,83362,META
2025-02-04 12:00:00,702.73,702.94,701.26,702.34,58515,META
2025-02-04 12:05:00,702.32,702.59,701.56,702.18,87604,META
2025-02-04 12:10:00,702.21,703.65,701.65,703.46,97989,META
2025-02-04 12:15:00,703.55,704.02,702.31,702.86,206971,META
2025-02-04 12:20:00,703.17,703.39,702.12,703.09,106819,META
2025-02-04 12:25:00,703.12,703.42,701.04,701.44,87433,META
2025-02-04 12:30:00,701.62,701.69,700.33,700.56,83453,META
2025-02-04 12:35:00,700.61,701.58,700.39,701.33,72134,META
2025-02-04 12:40:00,701.28,702.38,700.98,701.72,80224,META
2025-02-04 12:45:00,701.81,702.06,700.82,700.95,119111,META
2025-02-04 12:50:00,700.95,702.28,700.93,701.76,75233,META
2025-02-04 12:55:00,701.76,701.96,700.85,701.29,81444,META
2025-02-04 13:00:00,701.14,701.69,700.62,700.74,92641,META
2025-02-04 13:05:00,700.54,701.02,699.89,701.02,87998,META
2025-02-04 13:10:00,700.89,702.29,700.89,701.87,124430,META
2025-02-04 13:15:00,701.99,702.37,701.59,702.06,81930,META
2025-02-04 13:20:00,701.96,703.02,701.75,702.65,85802,META
2025-02-04 13:25:00,702.65,702.72,701.62,702.41,74755,META
2025-02-04 13:30:00,702.31,703.87,702.31,703.57,110277,META
2025-02-04 13:35:00,703.6,704.63,703.36,704.31,137238,META
2025-02-04 13:40:00,704.43,705.28,703.97,704.86,137281,META
2025-02-04 13:45:00,705.05,705.05,703.64,704.02,80105,META
2025-02-04 13:50:00,703.87,704.05,703.16,703.42,77212,META
2025-02-04 13:55:00,703.45,703.87,703.16,703.85,72271,META
2025-02-04 14:00:00,703.67,704.34,703.37,704.18,79021,META
2025-02-04 14:05:00,704.35,705.51,704.2,705.19,129995,META
2025-02-04 14:10:00,705.2,705.29,704.51,704.89,82769,META
2025-02-04 14:15:00,704.91,705.15,704.06,704.77,80527,META
2025-02-04 14:20:00,704.79,705.3,703.82,704.14,92275,META
2025-02-04 14:25:00,704.2,704.44,703.24,704.43,76478,META
