Date,Open,High,Low,Close,Volume
2025-02-03,258.8056,261.83,254.88,257.28,2754761
2025-02-04,262.4691,264.3205,259.35,261.05,1299293
2025-02-05,264.0561,265.1041,260.85,263.88,1594251
2025-02-06,266.4069,268.7872,264.65,266.22,1736599
2025-02-07,270.9079,272.94,269.4827,272.31,2214493
2025-02-10,269.6394,272.09,264.0756,271.8,2814128
2025-02-11,264.629,270.0214,262.24,265.45,1916763
2025-02-12,269.277,270.7953,266.57,267.75,1997951
2025-02-13,269.3357,270.66,268.3856,270.06,3804682
2025-02-14,272.3576,273.5217,270.16,270.69,1677381
2025-02-18,271.6573,273.49,270.3741,271.58,1985894
2025-02-19,271.9168,276.16,262.46,273.36,1756027
2025-02-20,272.3625,273.7,260.4807,273.03,3417843
2025-02-21,262.4593,263.5466,260.84,262.36,2812774
2025-02-24,260.8774,262.91,253.3202,260.36,3004009
2025-02-25,256.3176,257.6204,250.0485,256.66,3061084
2025-02-26,252.7471,255.5746,251.6745,252.62,2111804
2025-02-27,255.5904,258.2473,253.3,254.03,3316587
2025-02-28,254.9756,257.2677,251.75,256.2,2040328
2025-03-03,260.3631,260.92,257.63,259.53,2096109
2025-03-04,249.0396,256.25,240.9191,253.22,5186296
2025-03-05,245.2879,249.75,242.7607,245.87,2465523
2025-03-06,241.9477,246.86,238.8621,243.45,2802308
2025-03-07,240.1061,244.69,234.7774,241.25,4607930
2025-03-10,230.3596,237.36,226.5247,232.38,5189933
2025-03-11,227.7247,230.8,222.151,228.04,4261131
2025-03-12,228.0871,229.527,222.6114,228.47,4786818
2025-03-13,224.022,225.64,219.7316,224.12,3972756
2025-03-14,224.1885,259.24,220.58,222.77,3685172
2025-03-17,226.941,229.0862,225.05,227.23,2010769
2025-03-18,230.6829,232.09,228.23,228.66,2641264
2025-03-19,230.5555,235.4239,230.0854,230.58,1952826
2025-03-20,232.6616,238.16,231.3686,232.78,1988442
2025-03-21,233.4795,237.3438,231.6624,232.48,5172463
2025-03-24,240.7216,242.3297,236.66,240.67,2481852
2025-03-25,244.71,245.0822,239.1,244.4,2371135
2025-03-26,247.3703,249.4608,228.95,246.29,3205997
2025-03-27,243.8579,246.53,242.124,246.11,2503043
2025-03-28,242.9468,244.4014,236.1781,241.47,3484288
2025-03-31,235.3906,237.88,232.5091,234.42,2565112
2025-04-01,238.2058,240.83,235.9546,239.34,2193295
2025-04-02,239.2735,242.1876,235.34,236.71,2551138
2025-04-03,229.2185,240.79,222.6506,229.75,5980494
2025-04-04,214.5188,226.88,206.0189,215.22,7784529
2025-04-07,201.5915,218.9591,194.06,202.0,8118829
2025-04-08,222.2619,224.6633,202.7,218.32,5330311
2025-04-09,213.3651,216.3036,203.95,211.02,5032100
2025-04-10,225.5825,231.07,223.073,226.58,4054470
2025-04-11,226.5686,233.82,221.865,224.08,6663599
2025-04-14,235.54,236.4391,230.7692,236.16,4125647
2025-04-15,233.19,235.3248,230.25,231.35,2712567
2025-04-16,230.0001,230.72,227.1602,229.01,2028865
2025-04-17,228.6679,230.9368,226.41,228.54,2998099
2025-04-21,227.6138,228.77,221.87,225.93,1908391
2025-04-22,228.5111,232.3173,225.8,228.27,2488202
2025-04-23,239.0029,243.3514,211.45,238.55,3866358
2025-04-24,235.6798,240.9356,234.2697,236.75,3109518
2025-04-25,241.5962,242.97,238.3,240.51,2528074
2025-04-28,241.4089,243.4044,237.7506,240.57,1743378
2025-04-29,239.9298,241.4828,238.3225,238.93,2874328
2025-04-30,237.7752,241.69,235.1079,237.89,2766962
2025-05-01,239.3973,244.3375,237.86,240.35,1570357
2025-05-02,249.0262,250.085,243.45,248.02,2082472
2025-05-05,248.4198,251.3287,245.94,247.27,1664622
2025-05-06,247.0886,249.47,245.5306,247.13,1613179
2025-05-07,246.3786,248.9326,245.78,247.35,2899286
2025-05-08,248.7716,252.2211,245.92,248.28,2218055
2025-05-09,251.0822,252.43,245.78,250.79,1700871
2025-05-12,257.3634,260.32,249.55,258.2,3236774
2025-05-13,257.0528,259.8089,254.9,256.87,2863138
2025-05-14,259.446,261.9782,258.15,259.23,2080514
2025-05-15,263.7581,265.7647,260.58,262.93,2782430
2025-05-16,262.8114,264.77,261.0217,264.09,3408877
2025-05-19,261.6824,264.5814,256.81,261.7,2914050
2025-05-20,260.9527,263.93,258.6453,260.63,2736142
2025-05-21,261.1746,261.98,258.0159,260.19,1774089
2025-05-22,256.4612,259.89,255.2618,256.47,2097726
2025-05-23,254.6419,258.62,250.46,252.42,2749665
2025-05-27,258.8327,262.27,257.08,260.32,2070972
2025-05-28,262.422,263.0037,225.95,261.36,1716023
2025-05-29,260.2723,264.49,258.8721,260.24,1128803
2025-05-30,260.1639,261.6331,258.35,259.16,1890572
2025-06-02,260.5287,260.6421,256.53,259.04,2086755
2025-06-03,261.8796,262.5994,259.0,259.83,2247353
2025-06-04,262.8824,264.26,260.652,262.43,1853921
2025-06-05,259.73,262.29,256.683,260.9,2237320
2025-06-06,261.4014,262.7671,257.96,260.44,2744262
2025-06-09,260.1244,264.049,259.6807,263.27,2728473
2025-06-10,263.2601,264.6899,261.83,263.17,1483551
2025-06-11,263.0333,266.24,261.76,265.3,1907511
2025-06-12,262.6582,264.4828,261.4457,263.18,2680216
2025-06-13,260.4991,264.5,257.9,261.3,2320992
2025-06-16,264.897,267.8355,261.26,263.1,2115467
2025-06-17,265.814,267.92,263.59,265.42,2341417
2025-06-18,268.1416,273.8505,264.44,266.46,3042702
2025-06-20,272.7559,273.4363,268.41,271.39,4011058
2025-06-23,271.05,273.04,269.29,271.53,1531930
2025-06-24,276.0351,278.13,274.39,276.49,2364100
2025-06-25,278.0906,280.61,276.25,277.38,1876490
2025-06-26,282.3652,284.9536,279.91,280.78,3349021
2025-06-27,282.6363,285.83,281.1572,282.12,3124320
2025-06-30,286.4721,288.5724,282.97,284.35,2794895
2025-07-01,286.3242,287.0736,282.7053,285.47,2600281
2025-07-02,287.2018,289.56,285.6635,287.34,2108125
2025-07-03,289.4221,293.1126,287.91,289.29,2745246
2025-07-07,292.5083,294.25,288.2729,292.71,2159972
2025-07-08,283.3093,289.26,278.9303,287.02,4474098
2025-07-09,281.9768,289.26,280.16,283.62,4244712
2025-07-10,281.2139,284.9335,278.52,280.38,2202720
2025-07-11,282.7743,285.52,281.0257,283.02,1732854
2025-07-14,283.6908,285.43,282.57,284.45,2449995
2025-07-15,286.3814,292.58,282.21,284.4,4400823
