Price,Close,High,Low,Open,Volume
Ticker,GS,GS,GS,GS,GS
Date,,,,,
2022-01-03,355.345703125,358.9141723104762,348.16383280341523,349.6559411395849,3334300
2022-01-04,366.2668151855469,368.783607626498,360.6039910469364,361.5478087855283,3916400
2022-01-05,358.31201171875,370.92299690662946,357.6468651259613,368.3522470206027,3469600
2022-01-06,356.7838439941406,360.62198676591606,347.34583116803896,360.4422041206458,2960900
2022-01-07,357.3052062988281,360.0377160458013,354.6265984296312,357.44902693250793,2360700
2022-01-10,358.7972717285156,363.4713183263365,354.3479122697365,360.72981154448854,3009400
2022-01-11,362.28485107421875,362.5455276793282,356.22655450491953,359.76805863827315,1748800
2022-01-12,350.8334045410156,363.24663630676673,349.2604024099221,362.45563656046,4158000
2022-01-13,351.2738342285156,356.7299110278401,350.3300439279779,354.1951238828221,2497800
2022-01-14,342.4111633300781,345.5122361650169,337.071941580957,343.48080715250717,4685300
2022-01-18,318.5553894042969,325.0002157554313,312.11059048414194,323.62496359594803,13123500
2022-01-19,312.1915283203125,323.32837042588875,311.35559653217393,322.09693871908564,7426100
2022-01-20,312.8925476074219,321.0541680642527,311.1307932008856,313.6116232012396,4599900
2022-01-21,309.1263732910156,313.6925615633242,306.25901300779964,310.5915167660671,4904100
2022-01-24,308.65899658203125,309.27021370552467,293.23458327428466,303.20291955586293,6569800
2022-01-25,307.0050964355469,308.24552550089993,297.441256672955,303.6883065194014,3959300
2022-01-26,308.02081298828125,315.0319254917511,304.1826972080973,311.54435024969973,3745900
2022-01-27,306.53765869140625,313.49481346732705,303.5624397795291,310.7083745572159,2573400
2022-01-28,311.9128723144531,312.03869823043834,299.7243542082042,303.5714671881857,3714600
2022-01-31,318.8070983886719,319.2834922548791,308.7039385078332,309.7466175686038,3312400
2022-02-01,327.2384033203125,327.66986524910334,318.2408215071756,320.1104624342865,3303700
2022-02-02,326.3395080566406,331.2562642937289,321.6384690441185,326.7350079223317,2742400
2022-02-03,322.582275390625,328.76642496597117,321.9350963087637,326.1237793342857,2372900
2022-02-04,330.42034912109375,333.4315302089682,324.5058455630152,325.53955465464486,3762300
2022-02-07,330.9146728515625,333.8988889476452,326.60016404663133,328.523706516579,2635600
2022-02-08,332.6675109863281,334.95958901427383,329.20690053883607,333.5483746933746,3422300
2022-02-09,336.64947509765625,338.22247748288856,333.38661433247387,335.27422268094966,2250400
2022-02-10,333.0899963378906,339.229187738649,331.5259639163762,334.11468074965677,2406200
2022-02-11,326.3395080566406,336.98198755392,324.28111476897277,331.2742315854495,3142100
2022-02-14,323.8047180175781,327.4451107351091,321.0542137052993,326.33950510724037,2585600
2022-02-15,327.1304931640625,328.88327782824564,324.8114233797285,327.26531642338927,1846400
2022-02-16,323.6339111328125,326.3035213083809,320.4699398780927,324.80244334959036,2165300
2022-02-17,313.7554931640625,324.45190203289616,312.6588848808455,322.4923974151578,3102400
2022-02-18,311.04095458984375,314.6004260149383,308.64099069889846,310.61849006338446,2910900
2022-02-22,309.44989013671875,313.70149912610003,306.6904164217459,307.8229590549267,2590800
